osmid,oneway,lanes,ref,name,highway,maxspeed,access,reversed,length,geometry,bridge
332464191,False,2,27А-083,Мостовая улица,primary,RU:urban,yes,False,41.86,"LINESTRING (21.0208484 54.446838, 21.0211156 54.4464951)",
99508094,True,,27А-030,Торговая улица,secondary,,,False,28.588,"LINESTRING (21.0208484 54.446838, 21.0207846 54.4467671, 21.0206713 54.4467361, 21.0204926 54.4467274)",
284068661,False,2,27А-083,Мостовая улица,primary,RU:urban,yes,True,188.462,"LINESTRING (21.0208484 54.446838, 21.0207886 54.4469215, 21.0205938 54.4471628, 21.0202899 54.4474794, 21.0198398 54.4478189, 21.0191707 54.4482029)",
332464191,False,2,27А-083,Мостовая улица,primary,RU:urban,yes,True,41.86,"LINESTRING (21.0211156 54.4464951, 21.0208484 54.446838)",
264967407,False,2,27А-083,Мостовая улица,primary,RU:urban,yes,False,53.328,"LINESTRING (21.0211156 54.4464951, 21.0212796 54.4462921, 21.021505 54.446073)",
330117286,True,,27А-030,Торговая улица,secondary,,,False,48.381,"LINESTRING (21.0211156 54.4464951, 21.0209802 54.4465383, 21.0207908 54.4465941, 21.0206505 54.4466338, 21.0204926 54.4467274)",
694821414,False,,,Гвардейское шоссе,tertiary,,,False,90.192,"LINESTRING (21.0183066 54.4506867, 21.0183692 54.4498764)",
694821414,False,,,Гвардейское шоссе,tertiary,,,True,41.03,"LINESTRING (21.0183066 54.4506867, 21.0182477 54.4510541)",
189843800,False,,,Зелёная улица,residential,,,False,209.481,"LINESTRING (21.0183066 54.4506867, 21.0189003 54.4506926, 21.0199558 54.4506243, 21.0215338 54.4505412)",
542408941,False,2,27А-083,Калининградская улица,primary,RU:urban,yes,True,176.84,"LINESTRING (21.0178172 54.4487329, 21.0164992 54.4490452, 21.0152833 54.4493318)",
"[284068661, 736644293, 736644294]",False,2,27А-083,Мостовая улица,primary,RU:urban,yes,False,105.82,"LINESTRING (21.0178172 54.4487329, 21.0180516 54.4486578, 21.0181743 54.4486115, 21.0185591 54.4484708, 21.0189153 54.448331, 21.0190113 54.4482933, 21.0191707 54.4482029)",yes
779104034,False,,,Гвардейское шоссе,tertiary,,,False,137.733,"LINESTRING (21.0178172 54.4487329, 21.018109 54.4489819, 21.0183478 54.4492002, 21.0184014 54.4494373, 21.0183692 54.4498764)",
264967400,False,,,,residential,,,False,39.252,"LINESTRING (21.0172542 54.4460517, 21.0171273 54.4463969)",
54793868,True,,27А-030,улица Багратиона,secondary,,,False,66.854,"LINESTRING (21.0172542 54.4460517, 21.0174936 54.4459539, 21.0176215 54.4459194, 21.0180367 54.4459752, 21.0182061 54.445999)",
284068677,False,,,улица Черняховского,residential,,,False,37.216,"LINESTRING (21.0160512 54.4467385, 21.0158954 54.4470607)",
71418209,False,,,Школьная улица,residential,,,False,113.326,"LINESTRING (21.0160512 54.4467385, 21.0168159 54.4468824, 21.0172004 54.4469447, 21.0177301 54.4470305)",
