osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,tunnel
488765003,2,Bahnhofstraße,residential,50,False,False,16.481,"LINESTRING (10.2791036 48.4597153, 10.2791832 48.4595768)",,,
488765003,2,Bahnhofstraße,residential,50,False,True,23.773,"LINESTRING (10.2791036 48.4597153, 10.2790869 48.4598201, 10.2790809 48.4598575, 10.2790795 48.4599283)",,,
24450143,,Bahnhofstraße,residential,50,False,False,17.899,"LINESTRING (10.2797819 48.4584344, 10.2798564 48.4582812)",,,
23715454,,Maria-Theresia-Straße,residential,50,False,False,26.612000000000002,"LINESTRING (10.2797819 48.4584344, 10.2796477 48.4583957, 10.2794506 48.4583395)",,,
24450143,,Bahnhofstraße,residential,50,False,True,134.49200000000002,"LINESTRING (10.2797819 48.4584344, 10.2795724 48.4588198, 10.2794497 48.4590454, 10.2791832 48.4595768)",,,
23715454,,Maria-Theresia-Straße,residential,50,False,False,181.455,"LINESTRING (10.2794506 48.4583395, 10.2792558 48.458288, 10.2790295 48.45823, 10.2786149 48.4581348, 10.2780767 48.4580426, 10.2775053 48.4579319, 10.2771638 48.4578711, 10.2771009 48.4578605)",,,
23715454,,Maria-Theresia-Straße,residential,50,False,True,26.612000000000002,"LINESTRING (10.2794506 48.4583395, 10.2796477 48.4583957, 10.2797819 48.4584344)",,,
"[173490541, 494422709]",,Apostelstraße,residential,50,False,False,125.77399999999999,"LINESTRING (10.2794506 48.4583395, 10.2794277 48.4583651, 10.2791543 48.4586699, 10.2789179 48.4589351, 10.2789156 48.4589449, 10.2789103 48.4589673, 10.2788284 48.4593159, 10.2788024 48.4593362, 10.2787765 48.4593565)",,,
24915468,,Wörthstraße,residential,30,False,False,36.063,"LINESTRING (10.2814945 48.4544108, 10.281556 48.4545028, 10.2815782 48.4545422, 10.2816233 48.4546225, 10.281675 48.4547121)",,,
"[24915494, 990606675, 990606677, 990606678, 990606686]","['2', '3']","['Krankenhausstraße', 'Sedanstraße']",tertiary,50,False,"[False, True]",159.367,"LINESTRING (10.2814945 48.4544108, 10.2814504 48.4543617, 10.2814123 48.4543257, 10.2813104 48.4542293, 10.2811399 48.454064, 10.2811207 48.4540484, 10.2808724 48.4538756, 10.2805886 48.453678, 10.2802406 48.4534359, 10.2802075 48.4534128, 10.2801682 48.4533881, 10.2801005 48.4533218)",,,
494351573,,Augsburger Straße,tertiary,50,False,False,168.541,"LINESTRING (10.2814945 48.4544108, 10.2813474 48.4544667, 10.2813287 48.4544739, 10.2811966 48.4545248, 10.2808336 48.4546646, 10.2804059 48.4548404, 10.2802413 48.454908, 10.2800939 48.4549637, 10.2797959 48.4550833, 10.2795569 48.4551694, 10.2795262 48.4551805)",,,
"[23424056, 493120033]",2,Reisensburger Straße,residential,50,False,"[False, True]",29.347,"LINESTRING (10.2826252 48.4596122, 10.2824385 48.4596961, 10.2823004 48.4597646)",,,
23715388,3,Siemensstraße,secondary,50,False,True,31.997999999999998,"LINESTRING (10.2795129 48.4599232, 10.2793504 48.4599186, 10.2792805 48.4599213, 10.2792251 48.4599234, 10.2790795 48.4599283)",St 2020,,
173490545,,Augsburger Straße,tertiary,30,False,False,39.004,"LINESTRING (10.2795262 48.4551805, 10.2791802 48.4554458)",,,
