osmid,name,highway,oneway,reversed,length,maxspeed,geometry,ref,junction,lanes,width
25425468,Lange Straße,residential,False,True,16.408,,"LINESTRING (10.203547 52.4653934, 10.2033683 52.465493)",,,,
24204482,Kaiserstraße,tertiary,False,False,91.655,30,"LINESTRING (10.203547 52.4653934, 10.2037583 52.4654784, 10.2046636 52.4656845, 10.2047799 52.4657242)",,,,
24204482,Kaiserstraße,tertiary,False,True,87.44200000000001,30,"LINESTRING (10.203547 52.4653934, 10.2034601 52.4653276, 10.2034083 52.4652448, 10.2033879 52.4651592, 10.2033741 52.4649214, 10.2033411 52.4647935, 10.2032395 52.4646466)",,,,
24204482,Kaiserstraße,tertiary,False,False,81.728,30,"LINESTRING (10.2027172 52.4639879, 10.2027631 52.4640649, 10.2028223 52.4641289, 10.202872 52.4641983, 10.2031365 52.4645682, 10.2032395 52.4646466)",,,,
24205284,,secondary,True,False,18.137999999999998,,"LINESTRING (10.2027172 52.4639879, 10.202673 52.4639898, 10.2026129 52.4639866, 10.2025495 52.4639658, 10.2025136 52.4639388, 10.2025003 52.4639197)",L 387,roundabout,,
23376444,Seilerstraße,residential,False,False,87.439,,"LINESTRING (10.1992178 52.4640672, 10.199375 52.4648477)",,,,
"[24205257, 1097780380]",Burgdorfer Straße,secondary,False,True,222.98499999999999,50,"LINESTRING (10.1992178 52.4640672, 10.2001888 52.4640272, 10.2003277 52.464021, 10.2003655 52.4640193, 10.2008642 52.4639963, 10.2019178 52.4639446, 10.2020221 52.4639404, 10.2025003 52.4639197)",L 387,,,
27104357,Burgdorfer Straße,secondary,False,False,269.51800000000003,50,"LINESTRING (10.1992178 52.4640672, 10.1990149 52.4640787, 10.1977887 52.4641475, 10.1972806 52.4641709, 10.1968505 52.4641908, 10.1967466 52.464196, 10.1965839 52.4642042, 10.196378 52.4642156, 10.1957383 52.4642511, 10.1952545 52.4642771)",L 387,,2,
59381593,Katenser Weg,residential,False,True,107.674,,"LINESTRING (10.1992178 52.4640672, 10.1991732 52.4640326, 10.1989526 52.4638267, 10.1983386 52.4632607)",,,,
23376534,Osterstraße,residential,False,True,48.652,30,"LINESTRING (10.2092841 52.4667247, 10.2093315 52.4666083, 10.2092857 52.466489, 10.2091283 52.4663191)",,,,
27028380,Runde Straße,residential,False,True,39.85,30,"LINESTRING (10.2092841 52.4667247, 10.2090043 52.4667971, 10.2087204 52.4668059)",,,,
32862166,Kaiserstraße,tertiary,False,True,44.558,30,"LINESTRING (10.2092841 52.4667247, 10.2090919 52.4666613, 10.2089272 52.4666183, 10.2086838 52.4665626)",,,,
32862166,Kaiserstraße,tertiary,False,False,59.761,30,"LINESTRING (10.2078559 52.466377, 10.2086838 52.4665626)",,,,
26131412,Runde Straße,residential,False,True,45.807,30,"LINESTRING (10.2078559 52.466377, 10.2079311 52.4665553, 10.2080303 52.466775)",,,,
32862166,Kaiserstraße,tertiary,False,True,42.167,30,"LINESTRING (10.2078559 52.466377, 10.2075093 52.466299, 10.207272 52.4662456)",,,,
24204482,Kaiserstraße,tertiary,False,True,91.655,30,"LINESTRING (10.2047799 52.4657242, 10.2046636 52.4656845, 10.2037583 52.4654784, 10.203547 52.4653934)",,,,
28069484,Kaiserstraße,tertiary,False,False,51.042,30,"LINESTRING (10.2047799 52.4657242, 10.2049454 52.4657413, 10.2050025 52.4657526, 10.205488 52.4658752)",,,,
32862168,Marktstraße,tertiary,False,True,191.98100000000002,30,"LINESTRING (10.2047799 52.4657242, 10.2047297 52.4658273, 10.2046851 52.4659668, 10.2046546 52.4660683, 10.2046386 52.4661437, 10.2046144 52.4663723, 10.2045903 52.4665161, 10.2045634 52.4666452, 10.2045231 52.4667929, 10.2044132 52.4671288, 10.204381 52.4672465, 10.2043596 52.4673396, 10.2043491 52.4674277)",,,,
25425468,Lange Straße,residential,False,True,135.617,,"LINESTRING (10.2012941 52.4655672, 10.1993274 52.4657949)",,,,
23376442,Talstraße,residential,False,False,96.702,,"LINESTRING (10.2012941 52.4655672, 10.2014289 52.4662424, 10.2014665 52.4664305)",,,,
23376442,Talstraße,residential,False,True,100.254,,"LINESTRING (10.2012941 52.4655672, 10.2012296 52.4652196, 10.2011279 52.4646713)",,,,
25425468,Lange Straße,residential,False,False,67.44200000000001,,"LINESTRING (10.2012941 52.4655672, 10.2016639 52.4655399, 10.2020078 52.4655094, 10.2022818 52.4654919)",,,,
25425468,Lange Straße,residential,False,False,73.604,,"LINESTRING (10.2022818 52.4654919, 10.2033683 52.465493)",,,,
23376441,Brunnenstraße,residential,False,True,95.036,,"LINESTRING (10.2022818 52.4654919, 10.2022246 52.4646826, 10.2021994 52.4646407)",,,,
25425468,Lange Straße,residential,False,True,67.44200000000001,,"LINESTRING (10.2022818 52.4654919, 10.2020078 52.4655094, 10.2016639 52.4655399, 10.2012941 52.4655672)",,,,
27028432,Brunnenstraße,residential,False,False,123.866,,"LINESTRING (10.2022818 52.4654919, 10.2023569 52.4658466, 10.2023667 52.466266, 10.2029196 52.46627)",,,,
23376438,Bentestraße,residential,False,True,23.922,,"LINESTRING (10.199375 52.4648477, 10.1990281 52.4648879)",,,,
23376444,Seilerstraße,residential,False,True,87.439,,"LINESTRING (10.199375 52.4648477, 10.1992178 52.4640672)",,,,
23376438,Bentestraße,residential,False,False,120.42500000000001,,"LINESTRING (10.199375 52.4648477, 10.200305 52.4647423, 10.2007373 52.4646957, 10.2011279 52.4646713)",,,,
23376438,Bentestraße,residential,False,False,73.487,,"LINESTRING (10.2011279 52.4646713, 10.202124 52.4646172, 10.2021994 52.4646407)",,,,
23376438,Bentestraße,residential,False,True,120.42500000000001,,"LINESTRING (10.2011279 52.4646713, 10.2007373 52.4646957, 10.200305 52.4647423, 10.199375 52.4648477)",,,,
23376442,Talstraße,residential,False,False,100.254,,"LINESTRING (10.2011279 52.4646713, 10.2012296 52.4652196, 10.2012941 52.4655672)",,,,
23376438,Bentestraße,residential,False,False,71.509,,"LINESTRING (10.2021994 52.4646407, 10.2023442 52.4646089, 10.2025879 52.4646063, 10.2026683 52.4646055, 10.2028376 52.4646032, 10.2032395 52.4646466)",,,,
23376438,Bentestraße,residential,False,True,73.487,,"LINESTRING (10.2021994 52.4646407, 10.202124 52.4646172, 10.2011279 52.4646713)",,,,
23376441,Brunnenstraße,residential,False,False,95.036,,"LINESTRING (10.2021994 52.4646407, 10.2022246 52.4646826, 10.2022818 52.4654919)",,,,
24205284,,secondary,True,False,14.584999999999999,,"LINESTRING (10.2025003 52.4639197, 10.2024933 52.4638852, 10.2025164 52.463839, 10.2025537 52.4638128, 10.2025702 52.4638039)",L 387,roundabout,,
"[24205257, 1097780380]",Burgdorfer Straße,secondary,False,False,222.985,50,"LINESTRING (10.2025003 52.4639197, 10.2020221 52.4639404, 10.2019178 52.4639446, 10.2008642 52.4639963, 10.2003655 52.4640193, 10.2003277 52.464021, 10.2001888 52.4640272, 10.1992178 52.4640672)",L 387,,,
23376668,Nordmannstraße,tertiary,False,False,53.643,,"LINESTRING (10.2028207 52.4638975, 10.2029518 52.4638895, 10.2031187 52.463879, 10.2036042 52.4638294)",K 128,,,
24205284,,secondary,True,False,12.7,,"LINESTRING (10.2028207 52.4638975, 10.2028068 52.4639311, 10.202791 52.463948, 10.2027172 52.4639879)",L 387,roundabout,,
23376480,Börkersweg,residential,True,False,85.951,,"LINESTRING (10.2035048 52.4646, 10.2036042 52.4638294)",,,,
23376474,Kirchstraße,residential,True,False,234.54899999999998,30,"LINESTRING (10.2035048 52.4646, 10.2038899 52.4645903, 10.2044035 52.464587, 10.2046281 52.4645841, 10.2049159 52.4645804, 10.2053486 52.4645463, 10.2060767 52.4644541, 10.2066477 52.4643711, 10.2069025 52.4642952)",,,,
23376668,Nordmannstraße,tertiary,False,False,227.449,,"LINESTRING (10.2036042 52.4638294, 10.2037927 52.4638057, 10.2043614 52.4637433, 10.2043924 52.4637392, 10.2057061 52.4635975, 10.2069072 52.4634632)",K 128,,,
23376668,Nordmannstraße,tertiary,False,True,53.643,,"LINESTRING (10.2036042 52.4638294, 10.2031187 52.463879, 10.2029518 52.4638895, 10.2028207 52.4638975)",K 128,,,
26626145,Thielenplatz,residential,False,False,70.923,30,"LINESTRING (10.2070422 52.4640957, 10.2069072 52.4634632)",,,,
488523223,Thielenplatz,residential,True,False,15.554,30,"LINESTRING (10.2070422 52.4640957, 10.2071427 52.4641093, 10.2072127 52.4641736)",,roundabout,,
26626145,Thielenplatz,residential,False,True,70.923,30,"LINESTRING (10.2069072 52.4634632, 10.2070422 52.4640957)",,,,
23376668,Nordmannstraße,tertiary,False,True,227.44899999999998,,"LINESTRING (10.2069072 52.4634632, 10.2057061 52.4635975, 10.2043924 52.4637392, 10.2043614 52.4637433, 10.2037927 52.4638057, 10.2036042 52.4638294)",K 128,,,
32862164,Nordmannstraße,tertiary,False,False,61.994,,"LINESTRING (10.2069072 52.4634632, 10.2072612 52.4634238, 10.2076138 52.4633736, 10.2077929 52.4633296)",K 128,,,
"[37865705, 40121551]",Eigenstraße,residential,False,True,109.72999999999999,30,"LINESTRING (10.2069072 52.4634632, 10.2068408 52.4630796, 10.2068146 52.4629838, 10.2066774 52.4624868)",,,,
23376483,Eigenstraße,residential,False,False,102.413,30,"LINESTRING (10.2064391 52.4615773, 10.2066774 52.4624868)",,,,
26037355,Bebbenstraße,residential,False,True,69.421,30,"LINESTRING (10.2064391 52.4615773, 10.207451 52.4614791)",,,,
"[25993747, 23376483]","['Pastor-Lütkemann-Straße', 'Eigenstraße']","['residential', 'living_street']",False,True,134.862,30,"LINESTRING (10.2064391 52.4615773, 10.2063005 52.4610555, 10.2062122 52.4607229, 10.2056478 52.4607716)",,,,
"[23376497, 23376493]","['Bodestraße', 'Erich-Reinecke-Allee']",residential,False,"[False, True]",293.23,30,"LINESTRING (10.2064391 52.4615773, 10.2049065 52.4617275, 10.2036378 52.4618567, 10.2038951 52.4627506)",,,,
23376486,Webgartenstraße,residential,False,False,190.767,30,"LINESTRING (10.2038951 52.4627506, 10.2040345 52.4627367, 10.2066774 52.4624868)",,,,
23376486,Webgartenstraße,residential,False,True,126.67999999999999,30,"LINESTRING (10.2038951 52.4627506, 10.2034948 52.462788, 10.2020457 52.4629186)",,,,
"[23376497, 23376493]","['Bodestraße', 'Erich-Reinecke-Allee']",residential,False,"[False, True]",293.23,30,"LINESTRING (10.2038951 52.4627506, 10.2036378 52.4618567, 10.2049065 52.4617275, 10.2064391 52.4615773)",,,,
23376483,Eigenstraße,residential,False,True,102.413,30,"LINESTRING (10.2066774 52.4624868, 10.2064391 52.4615773)",,,,
23376486,Webgartenstraße,residential,False,True,190.767,30,"LINESTRING (10.2066774 52.4624868, 10.2040345 52.4627367, 10.2038951 52.4627506)",,,,
"[37865705, 40121551]",Eigenstraße,residential,False,False,109.72999999999999,30,"LINESTRING (10.2066774 52.4624868, 10.2068146 52.4629838, 10.2068408 52.4630796, 10.2069072 52.4634632)",,,,
59381593,Katenser Weg,residential,False,False,95.088,,"LINESTRING (10.1975793 52.4625415, 10.1983386 52.4632607)",,,,
23376500,Klintsweg,residential,False,True,172.207,,"LINESTRING (10.1975793 52.4625415, 10.1974247 52.4625565, 10.1950501 52.462694)",,,,
26818515,Heinrichstraße,residential,False,False,277.556,,"LINESTRING (10.1975793 52.4625415, 10.200067 52.462229, 10.2015917 52.4620374)",,,,
59381593,Katenser Weg,residential,False,True,91.149,,"LINESTRING (10.1975793 52.4625415, 10.1973831 52.4623584, 10.1968406 52.4618564)",,,,
23376534,Osterstraße,residential,False,False,48.652,30,"LINESTRING (10.2091283 52.4663191, 10.2092857 52.466489, 10.2093315 52.4666083, 10.2092841 52.4667247)",,,,
24205284,,secondary,True,False,24.235,,"LINESTRING (10.2025702 52.4638039, 10.2026397 52.463791, 10.2027123 52.4637963, 10.2027618 52.4638135, 10.202786 52.4638286, 10.2028129 52.4638592, 10.2028207 52.4638975)",L 387,roundabout,,
"[1097780381, 23119614]",Dollberger Straße,secondary,False,False,105.086,50,"LINESTRING (10.2025702 52.4638039, 10.2024483 52.4636863, 10.2023544 52.4635164, 10.2022769 52.4633633, 10.2021764 52.4631757, 10.2020457 52.4629186)",L 387,,2,
23119614,Dollberger Straße,secondary,False,False,115.959,50,"LINESTRING (10.2015917 52.4620374, 10.2014433 52.4617379, 10.2013329 52.4615288, 10.2012329 52.4613322, 10.2010754 52.4610432)",L 387,,2,
23119614,Dollberger Straße,secondary,False,True,102.699,50,"LINESTRING (10.2015917 52.4620374, 10.2019346 52.4627022, 10.2020457 52.4629186)",L 387,,2,
26818515,Heinrichstraße,residential,False,True,277.556,,"LINESTRING (10.2015917 52.4620374, 10.200067 52.462229, 10.1975793 52.4625415)",,,,
23119614,Dollberger Straße,secondary,False,False,102.699,50,"LINESTRING (10.2020457 52.4629186, 10.2019346 52.4627022, 10.2015917 52.4620374)",L 387,,2,
"[1097780381, 23119614]",Dollberger Straße,secondary,False,True,105.086,50,"LINESTRING (10.2020457 52.4629186, 10.2021764 52.4631757, 10.2022769 52.4633633, 10.2023544 52.4635164, 10.2024483 52.4636863, 10.2025702 52.4638039)",L 387,,2,
23376486,Webgartenstraße,residential,False,False,126.67999999999999,30,"LINESTRING (10.2020457 52.4629186, 10.2034948 52.462788, 10.2038951 52.4627506)",,,,
25759575,Baarsweg,residential,False,True,254.014,,"LINESTRING (10.2020457 52.4629186, 10.2009045 52.4630239, 10.1983386 52.4632607)",,,,
32862161,Dedenhäuser Straße,tertiary,False,False,95.775,,"LINESTRING (10.208528 52.4629511, 10.209068 52.4625664, 10.2094468 52.4622965)",K 128,,,
50253671,Dedenhäuser Straße,tertiary,False,True,50.055,,"LINESTRING (10.208528 52.4629511, 10.2081753 52.4631779, 10.2079943 52.4632604)",K 128,,,
24150314,Jägerstraße,residential,False,False,14.603,30,"LINESTRING (10.2063507 52.4668586, 10.2063266 52.4669891)",,,,2.5
27028372,An der Lake,residential,False,False,30.779,30,"LINESTRING (10.2063507 52.4668586, 10.2068049 52.4668513)",,,,2.5
24150314,Jägerstraße,residential,False,True,89.29,30,"LINESTRING (10.2063507 52.4668586, 10.2063259 52.4664804, 10.2063568 52.4661442, 10.2063717 52.4660569)",,,,2.5
27028380,Runde Straße,residential,False,False,44.791,30,"LINESTRING (10.2080303 52.466775, 10.2086894 52.466807)",,,,
26131412,Runde Straße,residential,False,False,45.807,30,"LINESTRING (10.2080303 52.466775, 10.2079311 52.4665553, 10.2078559 52.466377)",,,,
27028380,Runde Straße,residential,False,True,91.252,30,"LINESTRING (10.2080303 52.466775, 10.2080133 52.4667777, 10.2077565 52.4668168, 10.207503 52.4668582, 10.2074376 52.4668773, 10.2072147 52.4669425, 10.2069946 52.4669491, 10.2068723 52.4669194, 10.2068049 52.4668513)",,,,
26626147,Bäckerstraße,residential,True,False,199.165,30,"LINESTRING (10.2063717 52.4660569, 10.2069025 52.4642952)",,,,
28069484,Kaiserstraße,tertiary,False,True,63.183,30,"LINESTRING (10.2063717 52.4660569, 10.205488 52.4658752)",,,,
32862166,Kaiserstraße,tertiary,False,False,23.988,30,"LINESTRING (10.2063717 52.4660569, 10.2067096 52.4661214)",,,,
24150314,Jägerstraße,residential,False,False,89.28999999999999,30,"LINESTRING (10.2063717 52.4660569, 10.2063568 52.4661442, 10.2063259 52.4664804, 10.2063507 52.4668586)",,,,2.5
23376474,Kirchstraße,residential,True,False,18.705,30,"LINESTRING (10.2032395 52.4646466, 10.2035048 52.4646)",,,,
23376438,Bentestraße,residential,False,True,71.509,,"LINESTRING (10.2032395 52.4646466, 10.2028376 52.4646032, 10.2026683 52.4646055, 10.2025879 52.4646063, 10.2023442 52.4646089, 10.2021994 52.4646407)",,,,
24204482,Kaiserstraße,tertiary,False,False,87.442,30,"LINESTRING (10.2032395 52.4646466, 10.2033411 52.4647935, 10.2033741 52.4649214, 10.2033879 52.4651592, 10.2034083 52.4652448, 10.2034601 52.4653276, 10.203547 52.4653934)",,,,
24204482,Kaiserstraße,tertiary,False,True,81.728,30,"LINESTRING (10.2032395 52.4646466, 10.2031365 52.4645682, 10.202872 52.4641983, 10.2028223 52.4641289, 10.2027631 52.4640649, 10.2027172 52.4639879)",,,,
28069484,Kaiserstraße,tertiary,False,False,63.183,30,"LINESTRING (10.205488 52.4658752, 10.2063717 52.4660569)",,,,
24205255,Apothekenstraße,residential,False,False,88.311,,"LINESTRING (10.205488 52.4658752, 10.2054064 52.4659875, 10.2054953 52.4666567)",,,,
28069484,Kaiserstraße,tertiary,False,True,51.042,30,"LINESTRING (10.205488 52.4658752, 10.2050025 52.4657526, 10.2049454 52.4657413, 10.2047799 52.4657242)",,,,
25425578,Westerkampstraße,residential,False,False,125.548,,"LINESTRING (10.2001579 52.4685527, 10.1998204 52.4674425)",,,,
27028410,Hünenburgstraße,residential,False,False,189.842,,"LINESTRING (10.2001579 52.4685527, 10.2029584 52.4684878)",,,,
26661487,Hünenburgstraße,residential,False,True,293.92499999999995,30,"LINESTRING (10.2001579 52.4685527, 10.1999004 52.4685621, 10.1979921 52.4686202, 10.1958244 52.4686862)",,,,
23376438,Bentestraße,residential,False,False,23.922,,"LINESTRING (10.1990281 52.4648879, 10.199375 52.4648477)",,,,
25425578,Westerkampstraße,residential,False,True,102.872,,"LINESTRING (10.1990281 52.4648879, 10.1993274 52.4657949)",,,,
23376438,Bentestraße,residential,False,True,142.909,,"LINESTRING (10.1990281 52.4648879, 10.1973761 52.465065, 10.1969934 52.465105, 10.1969501 52.4651092)",,,,
