osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,tunnel
181339859,Schwanenberg,residential,False,True,79.167,"LINESTRING (9.7531781 47.9223906, 9.7529338 47.9224385, 9.7524667 47.9225444, 9.7521668 47.9226085)",,,,,
181339876,Adlergasse,residential,False,True,36.402,"LINESTRING (9.7559557 47.9214571, 9.7558178 47.9213074, 9.7557774 47.9212718, 9.755693 47.9211813)",,,,,
574357571,Bahnhofstraße,secondary,False,True,73.298,"LINESTRING (9.7496529 47.9242136, 9.7496612 47.9240867, 9.7496777 47.9239923, 9.7497141 47.9238742, 9.7497563 47.9237779, 9.7497984 47.9237034, 9.7498354 47.9236465, 9.7498876 47.9235808)",3,L 275,50,,
690925283,Steinenberger Straße,tertiary,False,False,37.89,"LINESTRING (9.7496529 47.9242136, 9.7496393 47.9243383, 9.7496437 47.924554)",3,K 7943,50,,
"[691009090, 293932123, 854776669, 854776670, 178668223]",Bahnhofstraße,secondary,False,False,316.3280000000001,"LINESTRING (9.7496529 47.9242136, 9.7498931 47.9242773, 9.7506049 47.9244686, 9.7510339 47.9245716, 9.751331 47.9246466, 9.7513792 47.9246569, 9.7515658 47.9246969, 9.7518031 47.9247473, 9.7520543 47.9248065, 9.7520758 47.9248119, 9.7523418 47.9248677, 9.7528585 47.9249653, 9.753674 47.9251177)","['2', '3']",L 275,,,
156125779,Muschgaystraße,secondary,False,False,93.25699999999999,"LINESTRING (9.758466 47.919593, 9.7584357 47.9195382, 9.758437 47.9194968, 9.7584388 47.9194668, 9.758445 47.919442, 9.7584766 47.9193274, 9.7584755 47.9192291, 9.7584336 47.9191584, 9.7584102 47.9191397, 9.7583813 47.9191165, 9.7583088 47.9190664, 9.7582033 47.91901, 9.7580554 47.9189553, 9.7579921 47.9189065)",,L 300,30,,
"[156125794, 1060191423]",Wurzacher Straße,secondary,False,True,81.854,"LINESTRING (9.758466 47.919593, 9.7585096 47.9196321, 9.7585642 47.919647, 9.7586726 47.9196635, 9.7587588 47.9196766, 9.7590134 47.9197088, 9.759508 47.9197864)",2,L 300,30,,
"[1015226819, 691741095]",Friedhofstraße,secondary,False,True,201.33000000000004,"LINESTRING (9.7577133 47.9180698, 9.7576323 47.9180543, 9.7575427 47.9180639, 9.7574868 47.9180786, 9.757441 47.9180948, 9.7574023 47.9181118, 9.7572149 47.918188, 9.7571129 47.9182297, 9.7568998 47.9183202, 9.7556882 47.9188184, 9.7555194 47.9188793, 9.7553605 47.9189076)",2,L 316,50,,
"[692543250, 39434847]",Am Stadtgraben,secondary,False,True,97.65400000000001,"LINESTRING (9.7577133 47.9180698, 9.7577517 47.9180889, 9.7577772 47.9181181, 9.7577928 47.9181413, 9.7578067 47.9181738, 9.7578389 47.9182642, 9.7578657 47.9183482, 9.7578941 47.9184424, 9.7579052 47.9185333, 9.7578983 47.9187043, 9.7579056 47.91875, 9.7579145 47.9188083, 9.7579455 47.9188544, 9.7579921 47.9189065)",,L 300,"['50', '30']",,
"[179860010, 1230077623]",Friedhofstraße,secondary,False,False,124.785,"LINESTRING (9.7577133 47.9180698, 9.7577731 47.9180237, 9.7579106 47.9179565, 9.758043 47.9178741, 9.7582589 47.9177471, 9.7589695 47.9173294)",,L 316,50,,
