osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,width,bridge,junction,access
33130606,Heinrich-Mann-Straße,residential,True,False,98.463,"LINESTRING (10.3520227 50.8157663, 10.3517216 50.814987, 10.3517157 50.8149726, 10.3516936 50.8149056)",,,30,6,,,
130994088,Herzog-Georg-Straße,secondary,False,False,48.108999999999995,"LINESTRING (10.3520227 50.8157663, 10.3521346 50.8157431, 10.352284 50.8157061, 10.3526612 50.8156103)",2,L 1126,50,4,,,
130994088,Herzog-Georg-Straße,secondary,False,True,72.997,"LINESTRING (10.3520227 50.8157663, 10.3518112 50.8158052, 10.351553 50.8158268, 10.3514265 50.8158275, 10.351212 50.8158202, 10.3509988 50.8157947)",2,L 1126,50,4,,,
33130626,Bahnhofstraße,secondary,False,True,29.937,"LINESTRING (10.3440514 50.8192837, 10.3439027 50.8194072, 10.3438689 50.8194327, 10.3437865 50.8194945)",2,L 1126,,,,,
37662396,Unterm Sandberg,residential,False,False,119.078,"LINESTRING (10.3440514 50.8192837, 10.3446496 50.8196286, 10.3448896 50.8197669, 10.3453097 50.8200012)",,,,5,,,
1132480272,Bahnhofstraße,secondary,False,False,24.945,"LINESTRING (10.3440514 50.8192837, 10.344156 50.81919, 10.3442561 50.8191004)",2,L 1126,,,,,
227225437,Ruhlaer Straße,residential,False,False,10.889,"LINESTRING (10.3501351 50.8211749, 10.3501045 50.8210789)",,,,,,,
37662396,Unterm Sandberg,residential,False,True,367.451,"LINESTRING (10.3501351 50.8211749, 10.348942 50.8209621, 10.3488401 50.8209434, 10.3483349 50.8208659, 10.3479511 50.820807, 10.3477458 50.8207755, 10.3474559 50.8207311, 10.3472327 50.8206818, 10.3465812 50.820538, 10.3463012 50.8204386, 10.346077 50.8203591, 10.3459046 50.8202979, 10.3453097 50.8200012)",,,,5,,,
227225437,Ruhlaer Straße,residential,False,True,110.37,"LINESTRING (10.3501351 50.8211749, 10.350194 50.8213568, 10.3502171 50.8214219, 10.3502791 50.8215976, 10.3504437 50.8218591, 10.3505797 50.8220483, 10.350594 50.8221187)",,,,,,,
37662397,Dr.-Külz-Straße,residential,False,False,135.354,"LINESTRING (10.3450927 50.8164004, 10.3453654 50.8166162, 10.3455833 50.8167887, 10.3457937 50.8169525, 10.346268 50.8172737, 10.3463438 50.817325)",,,,,,,
37662397,Dr.-Külz-Straße,residential,False,True,119.61,"LINESTRING (10.3450927 50.8164004, 10.3447508 50.8160264, 10.3446511 50.8158298, 10.3444864 50.815505, 10.3445111 50.81541)",,,,,,,
232664216,Dr.-Külz-Straße,residential,False,True,55.683,"LINESTRING (10.3450927 50.8164004, 10.3452338 50.816333, 10.3457464 50.8161175)",,,,,,,
906362798,Bahnhofstraße,secondary,False,True,10.512,"LINESTRING (10.3463438 50.817325, 10.3462491 50.8173982)",2,L 1126,,,,,
37662397,Dr.-Külz-Straße,residential,False,True,135.35399999999998,"LINESTRING (10.3463438 50.817325, 10.346268 50.8172737, 10.3457937 50.8169525, 10.3455833 50.8167887, 10.3453654 50.8166162, 10.3450927 50.8164004)",,,,,,,
906362798,Bahnhofstraße,secondary,False,False,200.68800000000002,"LINESTRING (10.3463438 50.817325, 10.3466304 50.8171408, 10.3470939 50.816838, 10.3477229 50.8164479, 10.3478696 50.8163589, 10.3484073 50.8160794)",2,L 1126,,,,,
232664216,Dr.-Külz-Straße,residential,False,False,55.683,"LINESTRING (10.3457464 50.8161175, 10.3452338 50.816333, 10.3450927 50.8164004)",,,,,,,
37662397,Dr.-Külz-Straße,residential,False,False,154.374,"LINESTRING (10.3462495 50.8145807, 10.3455041 50.8150483, 10.3449248 50.8152738, 10.3445111 50.81541)",,,,,,,
300687677,Barchfelder Straße,residential,False,False,47.935,"LINESTRING (10.3462495 50.8145807, 10.3463366 50.8146347, 10.3467197 50.814893)",,,30,5,,,
39352555,Salzmannsgäßchen,residential,False,False,103.799,"LINESTRING (10.3484861 50.8146988, 10.3473823 50.8153193)",,,30,3,,,
39352555,Salzmannsgäßchen,residential,False,True,103.799,"LINESTRING (10.3473823 50.8153193, 10.3484861 50.8146988)",,,30,3,,,
300687677,Barchfelder Straße,residential,False,False,103.12400000000001,"LINESTRING (10.3473823 50.8153193, 10.3478438 50.8156083, 10.3479431 50.815673, 10.3482842 50.8158987, 10.3484098 50.8159815)",,,30,5,,,
300687677,Barchfelder Straße,residential,False,True,66.438,"LINESTRING (10.3473823 50.8153193, 10.347078 50.8151235, 10.3470361 50.8150965, 10.3467197 50.814893)",,,30,5,,,
39371060,Wiserweg,residential,False,False,218.633,"LINESTRING (10.3534727 50.8164705, 10.3535117 50.8165413, 10.3536875 50.8172318, 10.3539333 50.8177419, 10.3541777 50.8183822)",,,30,,,,
39371060,Wiserweg,residential,False,True,74.807,"LINESTRING (10.3534727 50.8164705, 10.3534276 50.8163815, 10.3532538 50.8160393, 10.3531328 50.8158331)",,,30,,,,
39353078,Esplanade,residential,True,False,90.521,"LINESTRING (10.3559682 50.8155493, 10.3559091 50.8155726, 10.3553684 50.8157774, 10.3548637 50.8159685)",,,30,,,,
39353094,Dr.-Martini-Straße,residential,False,False,98.182,"LINESTRING (10.3559682 50.8155493, 10.355902 50.8154729, 10.3554061 50.8149002, 10.3553515 50.8148371, 10.3552974 50.8147747)",,,30,,,,
39353094,Dr.-Martini-Straße,residential,False,True,98.182,"LINESTRING (10.3552974 50.8147747, 10.3553515 50.8148371, 10.3554061 50.8149002, 10.355902 50.8154729, 10.3559682 50.8155493)",,,30,,,,
130994088,Herzog-Georg-Straße,secondary,False,True,207.237,"LINESTRING (10.3552974 50.8147747, 10.354545 50.8150096, 10.3545164 50.8150185, 10.354069 50.815158, 10.3538758 50.8152185, 10.353551 50.8153177, 10.3529167 50.8155194, 10.3526612 50.8156103)",2,L 1126,50,4,,,
39371015,Poststraße,residential,False,True,43.650000000000006,"LINESTRING (10.3531328 50.8158331, 10.3528938 50.8157832, 10.3527608 50.8157265, 10.3526612 50.8156103)",,,30,,,,
39371060,Wiserweg,residential,False,False,74.807,"LINESTRING (10.3531328 50.8158331, 10.3532538 50.8160393, 10.3534276 50.8163815, 10.3534727 50.8164705)",,,30,,,,
49218307,Poststraße,residential,True,False,123.08900000000001,"LINESTRING (10.3531328 50.8158331, 10.3533977 50.8158642, 10.3536332 50.815891, 10.3540607 50.8159226, 10.3540993 50.8159229, 10.3542413 50.8159239, 10.3545991 50.8159224, 10.3546643 50.8159338, 10.3548637 50.8159685)",,,30,,,,
39372630,Baumbachstraße,residential,False,True,174.99099999999999,"LINESTRING (10.3498483 50.8194043, 10.3493348 50.8193067, 10.3488993 50.8192085, 10.3484483 50.8190519, 10.3481426 50.8188915, 10.3477414 50.8186266)",,,,,,,
129433747,Diesterweg,living_street,False,True,207.144,"LINESTRING (10.3498483 50.8194043, 10.3497769 50.819307, 10.3499546 50.8183655, 10.3499375 50.8182522, 10.3498978 50.8181622, 10.3497799 50.8180066, 10.3496777 50.8179006, 10.3494275 50.8176414)",,,,,,,
981190157,Ruhlaer Straße,residential,True,False,86.34599999999999,"LINESTRING (10.3498483 50.8194043, 10.3498092 50.8195855, 10.3497656 50.8198056, 10.3497701 50.8200206, 10.3497923 50.8201437, 10.3497982 50.8201764)",,,,3,,,
39372643,Hermann-von-Stein-Straße,residential,False,False,66.064,"LINESTRING (10.3449378 50.8185095, 10.3456493 50.818898)",,,,,,,
906362798,Bahnhofstraße,secondary,False,False,154.15200000000002,"LINESTRING (10.3449378 50.8185095, 10.345251 50.8182376, 10.3453573 50.8181437, 10.3455737 50.8179526, 10.3458987 50.8176819, 10.3462491 50.8173982)",2,L 1126,,,,,
906362798,Bahnhofstraße,secondary,False,True,81.306,"LINESTRING (10.3449378 50.8185095, 10.3447343 50.8186859, 10.3442561 50.8191004)",2,L 1126,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,True,19.694,"LINESTRING (10.3465139 50.8193259, 10.3462879 50.8192211)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,False,259.58299999999997,"LINESTRING (10.3465139 50.8193259, 10.3467482 50.8194458, 10.3468256 50.8194855, 10.346922 50.8195348, 10.3471062 50.8196291, 10.3473691 50.8197636, 10.3476234 50.8198768, 10.3476985 50.8199043, 10.3478613 50.8199639, 10.3481961 50.8200626, 10.3482553 50.820077, 10.3484842 50.8201325, 10.3487665 50.820179, 10.3490743 50.8202078, 10.3494499 50.8202084, 10.3497982 50.8201764)",,,,,,,
41805096,Pestalozzistraße,residential,False,True,116.113,"LINESTRING (10.3465139 50.8193259, 10.3466802 50.8192311, 10.3467484 50.8191923, 10.347124 50.8189783, 10.3477414 50.8186266)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,True,259.58299999999997,"LINESTRING (10.3497982 50.8201764, 10.3494499 50.8202084, 10.3490743 50.8202078, 10.3487665 50.820179, 10.3484842 50.8201325, 10.3482553 50.820077, 10.3481961 50.8200626, 10.3478613 50.8199639, 10.3476985 50.8199043, 10.3476234 50.8198768, 10.3473691 50.8197636, 10.3471062 50.8196291, 10.346922 50.8195348, 10.3468256 50.8194855, 10.3467482 50.8194458, 10.3465139 50.8193259)",,,,,,,
227225437,Ruhlaer Straße,residential,False,True,102.65299999999999,"LINESTRING (10.3497982 50.8201764, 10.3499612 50.8206984, 10.3501045 50.8210789)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,False,57.475,"LINESTRING (10.3456493 50.818898, 10.3462879 50.8192211)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,True,66.064,"LINESTRING (10.3456493 50.818898, 10.3449378 50.8185095)",,,,,,,
39372795,Rohstraße,residential,False,False,143.324,"LINESTRING (10.3456493 50.818898, 10.3470075 50.8179362)",,,,,,,
39372630,Baumbachstraße,residential,False,True,9.605,"LINESTRING (10.3470075 50.8179362, 10.3469631 50.8178545)",,,,,,,
39372795,Rohstraße,residential,False,True,143.324,"LINESTRING (10.3470075 50.8179362, 10.3456493 50.818898)",,,,,,,
39372630,Baumbachstraße,residential,False,False,92.5,"LINESTRING (10.3470075 50.8179362, 10.347382 50.8182714, 10.3477414 50.8186266)",,,,,,,
39372630,Baumbachstraße,residential,False,False,174.99099999999999,"LINESTRING (10.3477414 50.8186266, 10.3481426 50.8188915, 10.3484483 50.8190519, 10.3488993 50.8192085, 10.3493348 50.8193067, 10.3498483 50.8194043)",,,,,,,
39372630,Baumbachstraße,residential,False,True,92.5,"LINESTRING (10.3477414 50.8186266, 10.347382 50.8182714, 10.3470075 50.8179362)",,,,,,,
41805096,Pestalozzistraße,residential,False,False,116.113,"LINESTRING (10.3477414 50.8186266, 10.347124 50.8189783, 10.3467484 50.8191923, 10.3466802 50.8192311, 10.3465139 50.8193259)",,,,,,,
129433748,Pestalozzistraße,living_street,False,False,161.344,"LINESTRING (10.3477414 50.8186266, 10.3478061 50.8185888, 10.348672 50.8180822, 10.349001 50.8178897, 10.3494275 50.8176414)",,,,,,,
37662396,Unterm Sandberg,residential,False,False,367.451,"LINESTRING (10.3453097 50.8200012, 10.3459046 50.8202979, 10.346077 50.8203591, 10.3463012 50.8204386, 10.3465812 50.820538, 10.3472327 50.8206818, 10.3474559 50.8207311, 10.3477458 50.8207755, 10.3479511 50.820807, 10.3483349 50.8208659, 10.3488401 50.8209434, 10.348942 50.8209621, 10.3501351 50.8211749)",,,,5,,,
37662396,Unterm Sandberg,residential,False,True,119.078,"LINESTRING (10.3453097 50.8200012, 10.3448896 50.8197669, 10.3446496 50.8196286, 10.3440514 50.8192837)",,,,5,,,
"[1132482540, 39372846]","['Hermann-von-Stein-Straße', 'Unterm Sandberg']",residential,False,False,110.669,"LINESTRING (10.3453097 50.8200012, 10.3457248 50.8196731, 10.3458004 50.8196134, 10.3458396 50.8195834, 10.3460992 50.8193702, 10.3462879 50.8192211)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,False,19.694,"LINESTRING (10.3462879 50.8192211, 10.3465139 50.8193259)",,,,,,,
39372643,Hermann-von-Stein-Straße,residential,False,True,57.475,"LINESTRING (10.3462879 50.8192211, 10.3456493 50.818898)",,,,,,,
"[1132482540, 39372846]","['Hermann-von-Stein-Straße', 'Unterm Sandberg']",residential,False,True,110.669,"LINESTRING (10.3462879 50.8192211, 10.3460992 50.8193702, 10.3458396 50.8195834, 10.3458004 50.8196134, 10.3457248 50.8196731, 10.3453097 50.8200012)",,,,,,,
906362798,Bahnhofstraße,secondary,False,False,81.306,"LINESTRING (10.3442561 50.8191004, 10.3447343 50.8186859, 10.3449378 50.8185095)",2,L 1126,,,,,
"[1136633159, 967921833, 906362799, 1041900664, 39372989]",Eisenbahnstraße,"['unclassified', 'residential']",False,False,356.5900000000001,"LINESTRING (10.3442561 50.8191004, 10.3441986 50.8190232, 10.3441355 50.818938, 10.3439903 50.8187269, 10.3436033 50.8182193, 10.343565 50.8181691, 10.3434764 50.8180476, 10.3432406 50.8177302, 10.3431484 50.8174953, 10.3431363 50.8169749, 10.343134 50.8168774, 10.3431277 50.8166084, 10.3430623 50.8163384, 10.3429948 50.8161069, 10.3429787 50.8160516)",2,,,"['5', '3']",,,
1132480272,Bahnhofstraße,secondary,False,True,24.945,"LINESTRING (10.3442561 50.8191004, 10.344156 50.81919, 10.3440514 50.8192837)",2,L 1126,,,,,
"[1136633153, 123221483]",Ladestraße,residential,False,True,356.80100000000004,"LINESTRING (10.3423982 50.8164383, 10.342248 50.816476, 10.3420435 50.8165149, 10.3418563 50.8165638, 10.3417287 50.8165972, 10.3416346 50.8166429, 10.3416138 50.8166905, 10.3416111 50.8166966, 10.341803 50.8171144, 10.3419176 50.8173723, 10.3419567 50.8174602, 10.3419947 50.8175456, 10.3420218 50.8175923, 10.3419576 50.8176203, 10.3421096 50.8178532, 10.3424974 50.8181334, 10.3427256 50.8184607, 10.3427211 50.8188644, 10.342663 50.8190717, 10.3426498 50.8191188)",,,,,,,
"[295077912, 295077913, 295077910, 295077911]",Treonstraße,secondary,False,False,360.361,"LINESTRING (10.3423982 50.8164383, 10.3423647 50.8167773, 10.3423609 50.8169628, 10.3423765 50.8172419, 10.3424362 50.8175471, 10.342561 50.8178134, 10.3427368 50.8180758, 10.3430185 50.8184743, 10.3435436 50.8191675, 10.3437865 50.8194945)","['2', '3']",L 1027,50,,,,
"[39461785, 39373330]",Parkstraße,"['living_street', 'residential']",False,False,204.141,"LINESTRING (10.3509988 50.8157947, 10.3509825 50.815858, 10.3510403 50.8160676, 10.3513537 50.8165718, 10.3516166 50.8170231, 10.351772 50.8172346, 10.3518539 50.8173255, 10.3519616 50.8174191, 10.3520205 50.8174932)",,,,,,,
130994088,Herzog-Georg-Straße,secondary,False,False,72.997,"LINESTRING (10.3509988 50.8157947, 10.351212 50.8158202, 10.3514265 50.8158275, 10.351553 50.8158268, 10.3518112 50.8158052, 10.3520227 50.8157663)",2,L 1126,50,4,,,
1160466665,Herzog-Georg-Straße,secondary,False,True,22.868000000000002,"LINESTRING (10.3509988 50.8157947, 10.3508447 50.8157647, 10.3506869 50.8157359)",2,L 1126,50,4,,,
39353078,Esplanade,residential,True,False,112.54400000000001,"LINESTRING (10.3548637 50.8159685, 10.3543433 50.8161569, 10.3542424 50.8161935, 10.3536294 50.8164159, 10.3534727 50.8164705)",,,30,,,,
906362798,Bahnhofstraße,secondary,False,False,10.512,"LINESTRING (10.3462491 50.8173982, 10.3463438 50.817325)",2,L 1126,,,,,
39372630,Baumbachstraße,residential,False,False,71.40299999999999,"LINESTRING (10.3462491 50.8173982, 10.3466149 50.817614, 10.3466672 50.8176501, 10.3469631 50.8178545)",,,,,,,
906362798,Bahnhofstraße,secondary,False,True,154.15200000000002,"LINESTRING (10.3462491 50.8173982, 10.3458987 50.8176819, 10.3455737 50.8179526, 10.3453573 50.8181437, 10.345251 50.8182376, 10.3449378 50.8185095)",2,L 1126,,,,,
39371060,Wiserweg,residential,False,True,218.633,"LINESTRING (10.3541777 50.8183822, 10.3539333 50.8177419, 10.3536875 50.8172318, 10.3535117 50.8165413, 10.3534727 50.8164705)",,,30,,,,
"[48848984, 48848977, 39461785]",Parkstraße,residential,False,True,216.041,"LINESTRING (10.3541777 50.8183822, 10.3536522 50.8184508, 10.3531717 50.8184697, 10.3530618 50.8184555, 10.3529267 50.8184339, 10.3527168 50.8183688, 10.3524962 50.8182305, 10.3524677 50.8181646, 10.3520205 50.8174932)",,,,,,,
"[122748935, 104245823]",Auenweg,residential,True,False,220.865,"LINESTRING (10.350594 50.8221187, 10.3508212 50.8221486, 10.3508909 50.8221454, 10.3509667 50.8221273, 10.3510329 50.8220984, 10.3512999 50.8219785, 10.3516627 50.8218787, 10.3515818 50.821841, 10.351501 50.8217995, 10.3513221 50.8216891, 10.3510503 50.8215076, 10.3508054 50.8213696, 10.3504028 50.8211609, 10.3501795 50.821079)",,,,,,,
"[227225436, 33130598]",Ruhlaer Straße,residential,False,True,32.361000000000004,"LINESTRING (10.350594 50.8221187, 10.3505659 50.82217, 10.3505242 50.8222147, 10.3502979 50.8223319)",,,,,,,
227225437,Ruhlaer Straße,residential,False,False,110.37,"LINESTRING (10.350594 50.8221187, 10.3505797 50.8220483, 10.3504437 50.8218591, 10.3502791 50.8215976, 10.3502171 50.8214219, 10.350194 50.8213568, 10.3501351 50.8211749)",,,,,,,
39372630,Baumbachstraße,residential,False,False,9.605,"LINESTRING (10.3469631 50.8178545, 10.3470075 50.8179362)",,,,,,,
39372630,Baumbachstraße,residential,False,True,71.40299999999999,"LINESTRING (10.3469631 50.8178545, 10.3466672 50.8176501, 10.3466149 50.817614, 10.3462491 50.8173982)",,,,,,,
109838745,Am Mühlweg,living_street,False,False,50.69,"LINESTRING (10.3439988 50.8151848, 10.3442125 50.8151606, 10.3443237 50.8152087, 10.3445111 50.81541)",,,,,,,
109838745,Am Mühlweg,living_street,False,True,47.353,"LINESTRING (10.3439988 50.8151848, 10.3437508 50.8152467, 10.3433719 50.8153412)",,,,,,,
109838694,Am Mühlweg,living_street,False,False,143.223,"LINESTRING (10.3433719 50.8153412, 10.3429296 50.8148104, 10.3429965 50.8146791, 10.343001 50.8146478, 10.3426296 50.8142397, 10.3426608 50.8141959)",,,,,,,
109838745,Am Mühlweg,living_street,False,False,47.353,"LINESTRING (10.3433719 50.8153412, 10.3437508 50.8152467, 10.3439988 50.8151848)",,,,,,,
109838745,Am Mühlweg,living_street,False,True,44.82899999999999,"LINESTRING (10.3433719 50.8153412, 10.343174 50.8153769, 10.343116 50.8153646, 10.3429257 50.8151633)",,,,,,,
37662397,Dr.-Külz-Straße,residential,False,False,119.60999999999999,"LINESTRING (10.3445111 50.81541, 10.3444864 50.815505, 10.3446511 50.8158298, 10.3447508 50.8160264, 10.3450927 50.8164004)",,,,,,,
37662397,Dr.-Külz-Straße,residential,False,True,154.374,"LINESTRING (10.3445111 50.81541, 10.3449248 50.8152738, 10.3455041 50.8150483, 10.3462495 50.8145807)",,,,,,,
109838745,Am Mühlweg,living_street,False,True,50.69,"LINESTRING (10.3445111 50.81541, 10.3443237 50.8152087, 10.3442125 50.8151606, 10.3439988 50.8151848)",,,,,,,
109838745,Am Mühlweg,living_street,False,False,44.82899999999999,"LINESTRING (10.3429257 50.8151633, 10.343116 50.8153646, 10.343174 50.8153769, 10.3433719 50.8153412)",,,,,,,
123221486,Höhenweg,residential,False,False,127.19,"LINESTRING (10.3429345 50.8212779, 10.3442544 50.8204949)",,,,,,,
123221481,Steinbacher Straße,residential,False,False,255.063,"LINESTRING (10.3429345 50.8212779, 10.3430831 50.8213364, 10.343557 50.8215229, 10.3442333 50.821971, 10.3446901 50.8221333, 10.3459879 50.8224538)",,,,,,,
123221482,Höhenweg,residential,False,False,48.262,"LINESTRING (10.3442544 50.8204949, 10.3447325 50.8208066)",,,,,,,
123221482,Höhenweg,residential,False,True,100.602,"LINESTRING (10.3442544 50.8204949, 10.3432929 50.8198244)",,,,,,,
123221486,Höhenweg,residential,False,True,127.19,"LINESTRING (10.3442544 50.8204949, 10.3429345 50.8212779)",,,,,,,
123221482,Höhenweg,residential,False,True,48.262,"LINESTRING (10.3447325 50.8208066, 10.3442544 50.8204949)",,,,,,,
"[48848984, 39461785, 48848977]",Parkstraße,residential,False,False,216.041,"LINESTRING (10.3520205 50.8174932, 10.3524677 50.8181646, 10.3524962 50.8182305, 10.3527168 50.8183688, 10.3529267 50.8184339, 10.3530618 50.8184555, 10.3531717 50.8184697, 10.3536522 50.8184508, 10.3541777 50.8183822)",,,,,,,
"[39461785, 39373330]",Parkstraße,"['residential', 'living_street']",False,True,204.141,"LINESTRING (10.3520205 50.8174932, 10.3519616 50.8174191, 10.3518539 50.8173255, 10.351772 50.8172346, 10.3516166 50.8170231, 10.3513537 50.8165718, 10.3510403 50.8160676, 10.3509825 50.815858, 10.3509988 50.8157947)",,,,,,,
181236926,Am Rosengarten,living_street,False,True,110.71100000000001,"LINESTRING (10.3520205 50.8174932, 10.3522054 50.8174513, 10.352612 50.8173911, 10.3527057 50.8174213, 10.352762 50.8174654, 10.3529525 50.8179348)",,,,,,,
129433747,Diesterweg,living_street,False,False,207.144,"LINESTRING (10.3494275 50.8176414, 10.3496777 50.8179006, 10.3497799 50.8180066, 10.3498978 50.8181622, 10.3499375 50.8182522, 10.3499546 50.8183655, 10.3497769 50.819307, 10.3498483 50.8194043)",,,,,,,
129433748,Pestalozzistraße,living_street,False,True,161.344,"LINESTRING (10.3494275 50.8176414, 10.349001 50.8178897, 10.348672 50.8180822, 10.3478061 50.8185888, 10.3477414 50.8186266)",,,,,,,
1033737228,Diesterweg,living_street,False,True,121.28099999999999,"LINESTRING (10.3494275 50.8176414, 10.3492889 50.8174059, 10.3492257 50.8172778, 10.3491784 50.8170223, 10.3492 50.8166328, 10.3492227 50.8165763)",,,,,,,
227225437,Ruhlaer Straße,residential,False,True,10.889,"LINESTRING (10.3501045 50.8210789, 10.3501351 50.8211749)",,,,,,,
1196524613,Auenweg,residential,False,True,5.269,"LINESTRING (10.3501045 50.8210789, 10.3501795 50.821079)",,,,,,,
227225437,Ruhlaer Straße,residential,False,False,102.65299999999999,"LINESTRING (10.3501045 50.8210789, 10.3499612 50.8206984, 10.3497982 50.8201764)",,,,,,,
"[1160466665, 33130627, 817257862]",Herzog-Georg-Straße,secondary,False,False,156.133,"LINESTRING (10.3485917 50.816007, 10.3487016 50.8159604, 10.3488733 50.8158876, 10.3489878 50.815845, 10.349154 50.8157832, 10.3494062 50.8157302, 10.3496431 50.8156993, 10.3497811 50.815694, 10.3498591 50.8156914, 10.349882 50.8156906, 10.3499743 50.8156906, 10.3502843 50.8156972, 10.3505136 50.8157119, 10.3505889 50.8157198, 10.3506869 50.8157359)",2,L 1126,"['50', '30']",4,yes,,
891927277,,secondary,True,False,9.243,"LINESTRING (10.3485917 50.816007, 10.3485982 50.8160259, 10.3485963 50.8160452, 10.3485861 50.8160634, 10.3485614 50.8160831)",,,,3,,roundabout,
1196524613,Auenweg,residential,False,False,5.269,"LINESTRING (10.3501795 50.821079, 10.3501045 50.8210789)",,,,,,,
181236926,Am Rosengarten,living_street,False,False,110.711,"LINESTRING (10.3529525 50.8179348, 10.352762 50.8174654, 10.3527057 50.8174213, 10.352612 50.8173911, 10.3522054 50.8174513, 10.3520205 50.8174932)",,,,,,,
232654053,Marienthaler Weg,residential,False,False,74.452,"LINESTRING (10.3459812 50.8153732, 10.3467197 50.814893)",,,30,,,,
232654053,Marienthaler Weg,residential,False,True,74.452,"LINESTRING (10.3467197 50.814893, 10.3459812 50.8153732)",,,30,,,,
300687677,Barchfelder Straße,residential,False,False,66.438,"LINESTRING (10.3467197 50.814893, 10.3470361 50.8150965, 10.347078 50.8151235, 10.3473823 50.8153193)",,,30,5,,,
