osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,tunnel,junction,bridge
6278765,2,L 171,Karl-Marx-Straße,secondary,50,False,False,70.27199999999999,"LINESTRING (13.2780835 52.6715625, 13.2775197 52.6716411, 13.2774063 52.671654, 13.2772642 52.6716679, 13.2771225 52.6716796, 13.2770617 52.6716846)",,,
"[1105730565, 6278765]","['2', '3']",L 171,Karl-Marx-Straße,secondary,50,False,True,129.37,"LINESTRING (13.2780835 52.6715625, 13.2784638 52.671499, 13.2787041 52.6714551, 13.2794036 52.6713272, 13.2795212 52.6713049, 13.2796424 52.6712805, 13.2796704 52.6712744, 13.2797796 52.6712502, 13.2799164 52.6712198)",,,
"[23879393, 200330106, 200330107, 965219949]",,,Triftstraße,residential,30,False,True,292.8070000000001,"LINESTRING (13.2780835 52.6715625, 13.2781112 52.671611, 13.278129 52.6716421, 13.2781772 52.6717262, 13.2782167 52.671804, 13.278265 52.6718479, 13.2783348 52.6718759, 13.2788529 52.6720627, 13.2789784 52.6721045, 13.2793103 52.6721689, 13.279364 52.6721876, 13.2795185 52.6722413, 13.2799203 52.6724468, 13.2801853 52.6725858, 13.280643 52.6728104, 13.2807648 52.6728419, 13.2812618 52.6729084, 13.2813779 52.6728934, 13.2814428 52.6728713, 13.2814849 52.672857, 13.2815405 52.6728313)",yes,,
6278765,2,L 171,Karl-Marx-Straße,secondary,50,False,True,70.27199999999999,"LINESTRING (13.2770617 52.6716846, 13.2771225 52.6716796, 13.2772642 52.6716679, 13.2774063 52.671654, 13.2775197 52.6716411, 13.2780835 52.6715625)",,,
180396689,1,L 171,Karl-Marx-Straße,secondary,50,True,False,31.218000000000004,"LINESTRING (13.2770617 52.6716846, 13.2770115 52.6717053, 13.2768008 52.6717159, 13.2767209 52.6717163, 13.2766115 52.6717275)",,,
180396354,2,,Karl-Marx-Straße,residential,50,False,True,72.994,"LINESTRING (13.274988 52.6720347, 13.2750819 52.6719879, 13.2751799 52.671949, 13.2753536 52.6718799, 13.2755494 52.6718223, 13.2757382 52.6717833, 13.2759537 52.6717594)",,,
"[894063045, 180396349]",1,L 171,Kurt-Tucholsky-Straße,secondary,50,True,False,32.248000000000005,"LINESTRING (13.2762424 52.6713182, 13.2764199 52.6714812, 13.2764233 52.6714843, 13.2765067 52.6715599)",,,
180396353,2,L 171,Kurt-Tucholsky-Straße,secondary,50,False,False,126.975,"LINESTRING (13.2762424 52.6713182, 13.276223 52.6712857, 13.276076 52.6709897, 13.2759958 52.67086, 13.2759248 52.6707539, 13.2757427 52.6705144, 13.2757179 52.6704804, 13.2755329 52.6702634)",,,
5059738,,,Ernst-Toller-Straße,residential,30,False,False,99.255,"LINESTRING (13.2755329 52.6702634, 13.2754656 52.6702832, 13.2742086 52.6706531)",,,
5059738,,,Ernst-Toller-Straße,residential,30,False,True,104.92099999999999,"LINESTRING (13.2755329 52.6702634, 13.2756003 52.6702414, 13.2756451 52.6702267, 13.2761895 52.6700646, 13.2767729 52.6698357, 13.2768751 52.6697898)",,,
180396353,2,L 171,Kurt-Tucholsky-Straße,secondary,50,False,False,152.81300000000002,"LINESTRING (13.2755329 52.6702634, 13.275444 52.6701513, 13.2748905 52.6695325, 13.2744565 52.6690542)",,,
180396353,2,L 171,Kurt-Tucholsky-Straße,secondary,50,False,True,126.97500000000001,"LINESTRING (13.2755329 52.6702634, 13.2757179 52.6704804, 13.2757427 52.6705144, 13.2759248 52.6707539, 13.2759958 52.67086, 13.276076 52.6709897, 13.276223 52.6712857, 13.2762424 52.6713182)",,,
180396353,2,L 171,Kurt-Tucholsky-Straße,secondary,50,False,True,152.813,"LINESTRING (13.2744565 52.6690542, 13.2748905 52.6695325, 13.275444 52.6701513, 13.2755329 52.6702634)",,,
"[49153670, 48079573, 926280806, 48079575]","['2', '3']",B 96,Oranienburger Straße,primary,50,False,True,139.546,"LINESTRING (13.2799164 52.6712198, 13.2799045 52.6713093, 13.2798994 52.6714032, 13.2798991 52.6714969, 13.2799101 52.6716478, 13.2799281 52.671798, 13.2799486 52.6719689, 13.2799894 52.6722911, 13.2800204 52.6724715)",,,
"[926280808, 7729022, 1105730566]","['2', '3']",L 171,Schönfließer Straße,secondary,50,False,True,234.272,"LINESTRING (13.2799164 52.6712198, 13.280069 52.6711835, 13.2801948 52.6711518, 13.2802263 52.6711454, 13.2809424 52.6709722, 13.2828105 52.6705136, 13.2829127 52.6704894, 13.2830107 52.6704666, 13.2831407 52.6704351)",,,
"[9360274, 1105730564]","['2', '3']",B 96,Berliner Straße,primary,50,False,False,110.506,"LINESTRING (13.2799164 52.6712198, 13.2799347 52.6711179, 13.2799583 52.6710316, 13.2799755 52.6709699, 13.2799921 52.6709252, 13.280013 52.6708799, 13.2800368 52.6708368, 13.2801407 52.6706742, 13.2804036 52.6702764)",,,
"[6278765, 1105730565]","['2', '3']",L 171,Karl-Marx-Straße,secondary,50,False,False,129.37,"LINESTRING (13.2799164 52.6712198, 13.2797796 52.6712502, 13.2796704 52.6712744, 13.2796424 52.6712805, 13.2795212 52.6713049, 13.2794036 52.6713272, 13.2787041 52.6714551, 13.2784638 52.671499, 13.2780835 52.6715625)",,,
5733143,,,Bahnstraße,residential,30,False,False,90.393,"LINESTRING (13.2862387 52.6696826, 13.2862338 52.6696326, 13.2862317 52.6696112, 13.2861597 52.6688711)",,,
7729022,2,L 171,Schönfließer Straße,secondary,50,False,False,225.038,"LINESTRING (13.2862387 52.6696826, 13.2860705 52.6697258, 13.2841839 52.6701801, 13.2841573 52.6701854, 13.2831407 52.6704351)",,,
1075113476,,,Wilhelm-Külz-Straße,residential,30,False,True,143.009,"LINESTRING (13.2862387 52.6696826, 13.2862463 52.6697597, 13.2862473 52.6697732, 13.286266 52.670024, 13.2862626 52.6709683)",,,
5733150,,,Friedrichstraße,residential,30,False,False,149.087,"LINESTRING (13.2831407 52.6704351, 13.2831089 52.6703817, 13.283109 52.6703639, 13.2831091 52.670346, 13.2833397 52.669877, 13.2835426 52.6694825, 13.2837143 52.6691529)",,,
