osmid,name,highway,oneway,reversed,length,geometry,maxspeed,width,bridge,access
23187864,Hallesche Straße,tertiary,False,False,193.63,"LINESTRING (11.9806297 51.3947192, 11.9807681 51.3945988, 11.981405 51.3940699, 11.9814423 51.3940364, 11.9814902 51.3939987, 11.9816054 51.393901, 11.9819275 51.3936187, 11.9820354 51.3935286, 11.9822488 51.3933521, 11.9822903 51.3933199)",,,,
361470464,Dörstewitzer Straße,tertiary,False,True,83.982,"LINESTRING (11.9806297 51.3947192, 11.9806001 51.3947111, 11.9795217 51.3944151)",,,,
27283444,Ludwig-Uhland-Straße,residential,False,True,127.16399999999999,"LINESTRING (11.9857978 51.3875425, 11.9857672 51.3875393, 11.9856859 51.3875319, 11.9848099 51.3873648, 11.9846946 51.3873437, 11.9845893 51.3873174, 11.9845458 51.3873063, 11.9840625 51.3871819)",30,6,,
27340029,Ludwigshafenstraße,residential,False,False,80.759,"LINESTRING (11.9857978 51.3875425, 11.9858281 51.3875457, 11.9869506 51.3876422)",30,6,,
31401464,Merseburger Straße,tertiary,False,False,227.945,"LINESTRING (11.9857978 51.3875425, 11.9856677 51.3880251, 11.985624 51.3882293, 11.9855954 51.3883551, 11.9854862 51.3888297, 11.9853849 51.3893286, 11.9853355 51.3895718)",50,,,
"[31401464, 27291353]",Merseburger Straße,tertiary,False,True,188.825,"LINESTRING (11.9857978 51.3875425, 11.9858661 51.3871509, 11.9858957 51.3870218, 11.9859394 51.3868317, 11.9860174 51.3865022, 11.9860643 51.386334, 11.9861641 51.3858601)",50,,,
27283433,Justus-von-Liebig-Straße,residential,False,False,54.583,"LINESTRING (11.9861641 51.3858601, 11.9863303 51.3858771, 11.9863868 51.3858832, 11.9865545 51.3859007, 11.9869397 51.3859418)",30,6,,
"[31401464, 27291353]",Merseburger Straße,tertiary,False,False,188.825,"LINESTRING (11.9861641 51.3858601, 11.9860643 51.386334, 11.9860174 51.3865022, 11.9859394 51.3868317, 11.9858957 51.3870218, 11.9858661 51.3871509, 11.9857978 51.3875425)",50,,,
27283450,Justus-von-Liebig-Straße,living_street,False,True,48.692,"LINESTRING (11.9911749 51.3864027, 11.9904852 51.3863221)",30,3,,
27283433,Justus-von-Liebig-Straße,residential,False,True,37.479,"LINESTRING (11.9885574 51.3861142, 11.988025 51.3860575)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,False,91.771,"LINESTRING (11.9885574 51.3861142, 11.9887018 51.3861296, 11.9890416 51.3861658, 11.9894548 51.3862098, 11.989861 51.3862531)",30,6,,
27283434,Justus-von-Liebig-Straße,residential,False,False,177.86200000000002,"LINESTRING (11.9885574 51.3861142, 11.9884317 51.3864801, 11.9888939 51.3865427, 11.9893255 51.3865841, 11.9897646 51.3866269, 11.9898017 51.3865673, 11.989861 51.3862531)",,6,,
27283433,Justus-von-Liebig-Straße,residential,False,False,43.989,"LINESTRING (11.989861 51.3862531, 11.9904852 51.3863221)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,True,91.77099999999999,"LINESTRING (11.989861 51.3862531, 11.9894548 51.3862098, 11.9890416 51.3861658, 11.9887018 51.3861296, 11.9885574 51.3861142)",30,6,,
27283434,Justus-von-Liebig-Straße,residential,False,True,177.862,"LINESTRING (11.989861 51.3862531, 11.9898017 51.3865673, 11.9897646 51.3866269, 11.9893255 51.3865841, 11.9888939 51.3865427, 11.9884317 51.3864801, 11.9885574 51.3861142)",,6,,
27283433,Justus-von-Liebig-Straße,residential,False,True,43.989,"LINESTRING (11.9904852 51.3863221, 11.989861 51.3862531)",30,6,,
27283450,Justus-von-Liebig-Straße,living_street,False,False,48.692,"LINESTRING (11.9904852 51.3863221, 11.9911749 51.3864027)",30,3,,
27283436,Justus-von-Liebig-Straße,residential,False,False,33.247,"LINESTRING (11.9904852 51.3863221, 11.9904711 51.3864185, 11.9904269 51.3866188)",30,6,,
27283437,Justus-von-Liebig-Straße,residential,False,True,44.005,"LINESTRING (11.9910488 51.3866956, 11.9907834 51.386658, 11.9904269 51.3866188)",30,3,,
27283433,Justus-von-Liebig-Straße,residential,False,False,61.388,"LINESTRING (11.987153 51.3859645, 11.988025 51.3860575)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,True,15.015,"LINESTRING (11.987153 51.3859645, 11.9869397 51.3859418)",30,6,,
"[27283445, 27283438]","['Wolfenstraße', 'Oppaustraße']",residential,False,False,124.33500000000001,"LINESTRING (11.987153 51.3859645, 11.9870213 51.3864143, 11.9868893 51.3869027, 11.9871458 51.3869452)",30,"['6', '5']",,
27283433,Justus-von-Liebig-Straße,residential,False,False,15.015,"LINESTRING (11.9869397 51.3859418, 11.987153 51.3859645)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,True,54.583,"LINESTRING (11.9869397 51.3859418, 11.9865545 51.3859007, 11.9863868 51.3858832, 11.9863303 51.3858771, 11.9861641 51.3858601)",30,6,,
27283443,Eisenbahnstraße,residential,False,False,305.8790000000001,"LINESTRING (11.9921258 51.3859868, 11.9918783 51.3867059, 11.9919525 51.3867685, 11.9922261 51.3868891, 11.9922342 51.3869268, 11.9918126 51.3878572, 11.9916337 51.3882209, 11.9914716 51.3885487)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,False,37.479,"LINESTRING (11.988025 51.3860575, 11.9885574 51.3861142)",30,6,,
27283433,Justus-von-Liebig-Straße,residential,False,True,61.388,"LINESTRING (11.988025 51.3860575, 11.987153 51.3859645)",30,6,,
27283471,Bahnhofstraße,residential,False,True,42.253,"LINESTRING (11.9886098 51.3923545, 11.9880934 51.3921531)",30,6,,
27283471,Bahnhofstraße,residential,False,False,132.554,"LINESTRING (11.9886098 51.3923545, 11.9888592 51.3924192, 11.9890263 51.3924593, 11.9893378 51.3925251, 11.9895565 51.3925659, 11.9896484 51.3926115, 11.9898106 51.3927038, 11.9899872 51.3928541, 11.9900373 51.3929358, 11.990119 51.3929976)",30,6,,
708776343,Eisenbahnstraße,residential,False,True,176.061,"LINESTRING (11.9886098 51.3923545, 11.9888505 51.3921808, 11.9898292 51.3913767, 11.9900496 51.3911948, 11.9901434 51.3910947)",30,6,,
27283455,Piesteritzstraße,residential,False,False,45.19,"LINESTRING (11.9875581 51.3876893, 11.9874403 51.388089)",30,6,,
27340029,Ludwigshafenstraße,residential,False,False,128.951,"LINESTRING (11.9875581 51.3876893, 11.9893286 51.3880416)",30,6,,
27340029,Ludwigshafenstraße,residential,False,True,42.479,"LINESTRING (11.9875581 51.3876893, 11.9869506 51.3876422)",30,6,,
27283448,Leunastraße,residential,False,False,45.443,"LINESTRING (11.9894583 51.3880794, 11.9892536 51.3884676)",30,,,
27340029,Ludwigshafenstraße,residential,False,False,73.14,"LINESTRING (11.9894583 51.3880794, 11.9904335 51.388329)",30,6,,
27340029,Ludwigshafenstraße,residential,False,True,9.933,"LINESTRING (11.9894583 51.3880794, 11.9893286 51.3880416)",30,6,,
