osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,ref,junction
24651217,Wiesenstraße,residential,False,False,207.236,,"LINESTRING (8.8188771 53.3064544, 8.8219716 53.3062213)",,,
24879869,Garlstedter Straße,unclassified,False,True,70.53,30,"LINESTRING (8.8171256 53.3085236, 8.8180979 53.3087782)",,,
24651262,Dornweg,residential,False,False,280.422,30,"LINESTRING (8.8171256 53.3085236, 8.820025 53.3082242, 8.8212811 53.3080825)",,,
24651262,Dornweg,residential,False,False,104.946,30,"LINESTRING (8.8212811 53.3080825, 8.8227162 53.3076882)",,,
24651262,Dornweg,residential,False,True,280.422,30,"LINESTRING (8.8212811 53.3080825, 8.820025 53.3082242, 8.8171256 53.3085236)",,,
58601713,Dornbusch,residential,False,True,182.367,30,"LINESTRING (8.8212811 53.3080825, 8.8216456 53.3087899, 8.8215679 53.3096886)",,,
24651262,Dornweg,residential,False,True,104.946,30,"LINESTRING (8.8227162 53.3076882, 8.8212811 53.3080825)",,,
738690491,Bahnhofstraße,tertiary,False,False,170.457,50,"LINESTRING (8.8227162 53.3076882, 8.8222171 53.3067287, 8.8219716 53.3062213)",2,K 24,
738690491,Bahnhofstraße,tertiary,False,True,159.45700000000002,50,"LINESTRING (8.8227162 53.3076882, 8.8229599 53.3081662, 8.8231395 53.3084553, 8.8234022 53.3087478, 8.8236787 53.308991)",2,K 24,
114374340,Schulstraße,unclassified,False,False,78.069,30,"LINESTRING (8.8263657 53.3066989, 8.8275162 53.3068415)",,,
24879963,Alte Schulstraße,residential,False,False,308.28,30,"LINESTRING (8.8263657 53.3066989, 8.8262671 53.3075767, 8.8261805 53.3083478, 8.8261965 53.3085872, 8.8262849 53.3087737, 8.8266762 53.309277, 8.8267421 53.3094024)",,,
"[738690490, 24670519]",Schulstraße,unclassified,False,True,296.749,30,"LINESTRING (8.8263657 53.3066989, 8.8252983 53.3065808, 8.824389 53.3064802, 8.8242432 53.3064641, 8.8226924 53.3062955, 8.8219716 53.3062213)",,,
24879869,Garlstedter Straße,unclassified,False,False,60.849000000000004,30,"LINESTRING (8.824773 53.3096721, 8.824664 53.3097402, 8.824425 53.3098244, 8.8239458 53.3098016)",,,
738690491,Bahnhofstraße,tertiary,False,False,105.184,50,"LINESTRING (8.824773 53.3096721, 8.8242425 53.3093746, 8.8238921 53.3091562, 8.8236787 53.308991)",2,K 24,
