osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction,width
"[27116926, 43400806]",,,Quellenweg,residential,30,False,True,295.09,"LINESTRING (7.2192427 51.1364113, 7.2197336 51.136326, 7.2197986 51.1363169, 7.2198575 51.1363151, 7.2199259 51.1363147, 7.2199835 51.1363219, 7.2200349 51.1363338, 7.2200808 51.1363473, 7.2205188 51.1364741, 7.2205452 51.1364887, 7.2205615 51.1365028, 7.2205724 51.136515, 7.2205914 51.1365392, 7.2205953 51.1365912, 7.220573 51.1367896, 7.2205751 51.1368634, 7.220573 51.1369079, 7.220556 51.1369445, 7.2205127 51.1370073, 7.220425 51.1370938, 7.2203032 51.1372552, 7.2201285 51.1375185, 7.22004 51.1376502, 7.2199445 51.1377736, 7.2198462 51.137906, 7.2197758 51.138001, 7.2197451 51.1380217, 7.2196807 51.13805, 7.219565 51.1380711)",,,
19139670,2,,Thomas-Mann-Straße,tertiary,50,False,False,27.002,"LINESTRING (7.2218731 51.1439184, 7.2217346 51.1438714, 7.2215272 51.1438096)",,,
33645945,3,L 409,,secondary,50,False,False,32.61,"LINESTRING (7.2218731 51.1439184, 7.2217605 51.1440368, 7.2216404 51.1441727)",,,
125469580,,,Zenshäuschen,residential,30,False,False,67.36999999999999,"LINESTRING (7.2218731 51.1439184, 7.2219104 51.1440122, 7.2219365 51.1440245, 7.2220322 51.1440694, 7.2222996 51.1441785, 7.2224371 51.1442424, 7.2225542 51.1443192)",,,
"[301945648, 19139661, 864768492, 864768493]","['2', '3']",L 409,Thomas-Mann-Straße,secondary,50,False,True,133.121,"LINESTRING (7.2218731 51.1439184, 7.2219501 51.1438374, 7.2220421 51.1437342, 7.2221116 51.1436479, 7.2221777 51.1435659, 7.2222754 51.143442, 7.2224423 51.1432538, 7.2226726 51.1429882, 7.2227932 51.1428703)",,,
27115389,2,,Remscheider Straße,tertiary,50,False,False,137.851,"LINESTRING (7.2174627 51.143777, 7.2173536 51.1436999, 7.2172996 51.1436556, 7.2171864 51.1435365, 7.2170592 51.1434026, 7.2170318 51.1433738, 7.216969 51.1433047, 7.2169336 51.1432657, 7.2167866 51.1431312, 7.2167525 51.1431014, 7.2163542 51.1427532)",,,
53499767,2,,Bahnhofstraße,residential,50,False,True,56.158,"LINESTRING (7.2174627 51.143777, 7.2175033 51.143763, 7.2175514 51.1437522, 7.2175954 51.1437466, 7.2176597 51.1437429, 7.2177289 51.1437422, 7.2179562 51.1437464, 7.2181132 51.1437515, 7.2182571 51.1437584)",,,
54936068,2,,Remscheider Straße,tertiary,50,False,False,25.252999999999997,"LINESTRING (7.2174627 51.143777, 7.217429 51.1438038, 7.217401 51.1438354, 7.2173706 51.1438859, 7.2173521 51.1439257, 7.2173327 51.1439475, 7.2172978 51.1439766)",,,
19139791,3,,Remscheider Straße,tertiary,50,False,False,8.831,"LINESTRING (7.2172978 51.1439766, 7.2172471 51.144013, 7.2172084 51.1440324)",,,
"[19139904, 92193822]",2,K 19,Kenkhauser Straße,tertiary,50,False,False,125.71100000000001,"LINESTRING (7.2172978 51.1439766, 7.2173882 51.1440205, 7.2175314 51.1440786, 7.2176887 51.1441328, 7.2183044 51.144286, 7.218931 51.1444441)",,,
54936068,2,,Remscheider Straße,tertiary,50,False,True,25.253,"LINESTRING (7.2172978 51.1439766, 7.2173327 51.1439475, 7.2173521 51.1439257, 7.2173706 51.1438859, 7.217401 51.1438354, 7.217429 51.1438038, 7.2174627 51.143777)",,,
98997272,2,L 409,Wolfhagener Straße,secondary,50,False,True,3.583,"LINESTRING (7.2133318 51.1444341, 7.213344 51.1444654)",,,
98864073,1,L 409,Wolfhagener Straße,secondary,50,True,False,57.762,"LINESTRING (7.2133318 51.1444341, 7.213272 51.1443731, 7.2132583 51.1443335, 7.2131394 51.1439971, 7.2131593 51.1439356)",,,
19140001,,,Hagenerberg,residential,30,False,False,51.396,"LINESTRING (7.2198226 51.1446698, 7.2197798 51.1447307, 7.2197114 51.1448396, 7.2196148 51.1449978, 7.2195223 51.1450903)",,,
92193822,2,K 19,Kenkhauser Straße,tertiary,50,False,True,67.069,"LINESTRING (7.2198226 51.1446698, 7.2193602 51.1445529, 7.2192757 51.1445313, 7.2190179 51.1444661, 7.218931 51.1444441)",,,
19140001,,,Hagenerberg,residential,30,False,True,51.396,"LINESTRING (7.2195223 51.1450903, 7.2196148 51.1449978, 7.2197114 51.1448396, 7.2197798 51.1447307, 7.2198226 51.1446698)",,,
37747115,,,,residential,30,True,False,8.579,"LINESTRING (7.214068 51.1371367, 7.2140707 51.1371521, 7.2140684 51.1371674, 7.2140614 51.1371822, 7.2140499 51.1371958, 7.2140342 51.1372077)",,roundabout,
34405750,,,Obere Remscheider Straße,residential,30,False,False,33.681,"LINESTRING (7.2161235 51.1403429, 7.2159232 51.1406185)",,,
34405750,,,Obere Remscheider Straße,residential,30,False,True,33.681,"LINESTRING (7.2159232 51.1406185, 7.2161235 51.1403429)",,,
34405750,,,Obere Remscheider Straße,residential,30,False,False,29.442999999999998,"LINESTRING (7.2159232 51.1406185, 7.2157942 51.1408011, 7.2157512 51.1408603)",,,
175149558,,,Carl-Leverkus-Straße,residential,20,False,True,29.522,"LINESTRING (7.2159232 51.1406185, 7.2155998 51.1405274, 7.2155346 51.1405139)",,,
"[802957331, 301926307, 34405751]",,,Obere Remscheider Straße,residential,"['50', '30']",True,False,108.333,"LINESTRING (7.2152615 51.1417509, 7.215234 51.1416937, 7.2152224 51.1416521, 7.2152172 51.1416275, 7.2152162 51.1415986, 7.2152201 51.1415752, 7.2152267 51.1415517, 7.2152402 51.141529, 7.2153354 51.1413909, 7.2156583 51.1409418, 7.2156831 51.1409085, 7.2157111 51.1408756, 7.2157276 51.1408668, 7.2157512 51.1408603)",,,
34405752,,,Obere Remscheider Straße,residential,30,False,False,35.105,"LINESTRING (7.2152615 51.1417509, 7.2152838 51.1417916, 7.2153135 51.1418258, 7.2153771 51.1418862, 7.2154783 51.141976, 7.2155321 51.1420147)",,,
26395165,,,Carl-Leverkus-Straße,residential,20,True,False,123.238,"LINESTRING (7.2141188 51.1411117, 7.2145822 51.1408508, 7.214688 51.1407886, 7.2147704 51.14074, 7.21496 51.1406282, 7.215061 51.1405757, 7.2151016 51.1405597, 7.2151421 51.1405468, 7.2151745 51.1405394, 7.2152332 51.1405292, 7.2153086 51.1405177, 7.2153666 51.1405108, 7.2154148 51.1405073, 7.215474 51.140508, 7.2155346 51.1405139)",,,
"[162925506, 37190139, 99561907]",,,Telegrafenstraße,residential,20,True,False,307.159,"LINESTRING (7.2141188 51.1411117, 7.2140622 51.1410533, 7.2138912 51.1408722, 7.2138091 51.1407721, 7.2137637 51.1406829, 7.2137482 51.14066, 7.2136736 51.1405361, 7.2136191 51.1404568, 7.2135103 51.1402949, 7.2134912 51.1402642, 7.2133025 51.1399794, 7.2132864 51.139948, 7.2132695 51.1399189, 7.213056 51.1394763, 7.2129549 51.1392725, 7.2128784 51.139103, 7.2128565 51.1390568, 7.2127894 51.1388946, 7.2127458 51.1387842, 7.2127349 51.1387546, 7.2127201 51.1387167, 7.2127002 51.1386852, 7.2126843 51.1386656, 7.2126628 51.1386477, 7.2126159 51.1386258, 7.2125469 51.1386067, 7.2124868 51.1385956)",,,
53546182,2,L 409,Berliner Straße,secondary,50,False,False,46.726,"LINESTRING (7.2188338 51.1416895, 7.2194522 51.1418509)",,,
26396259,,,Bergstraße,residential,30,True,False,103.72599999999997,"LINESTRING (7.2188338 51.1416895, 7.218553 51.1421308, 7.2184852 51.1422381, 7.2184551 51.142288, 7.2184317 51.1423339, 7.2184132 51.142377, 7.2184025 51.1424067, 7.2183924 51.1424412, 7.2183757 51.1425062, 7.2183423 51.1425674)",,,
"[301920905, 43681349]",3,L 409,Berliner Straße,secondary,50,False,True,75.611,"LINESTRING (7.2188338 51.1416895, 7.2187953 51.1416786, 7.2186268 51.1416323, 7.2185503 51.1416128, 7.2181289 51.1414989, 7.2178394 51.1414191)",,,
53499766,,,Thomas-Mann-Straße,tertiary,30,False,False,127.40200000000002,"LINESTRING (7.2181794 51.1429922, 7.2172539 51.1427353, 7.2172011 51.1427207, 7.2167244 51.1425822, 7.2165655 51.142536, 7.2165135 51.1425229)",,,
53499773,,,Thomas-Mann-Straße,tertiary,30,False,True,49.736999999999995,"LINESTRING (7.2181794 51.1429922, 7.218309 51.1430281, 7.2187632 51.1431503, 7.2188345 51.1431687)",,,
113469122,,,Bergstraße,residential,30,False,True,48.873,"LINESTRING (7.2181794 51.1429922, 7.2182295 51.1429214, 7.2182547 51.1428813, 7.2182762 51.1428321, 7.2182879 51.1427869, 7.2183036 51.1427197, 7.2183097 51.1426935, 7.2183423 51.1425674)",,,
26396275,,,Brunnenstraße,residential,30,False,False,121.122,"LINESTRING (7.2182343 51.1373709, 7.2180919 51.1372776, 7.2179343 51.1371763, 7.2177461 51.1370538, 7.2176273 51.1369883, 7.2175038 51.1369241, 7.2171786 51.1367179, 7.2171036 51.1366703, 7.2170326 51.1365904)",,,
26396275,,,Brunnenstraße,residential,30,False,True,141.327,"LINESTRING (7.2182343 51.1373709, 7.2183614 51.1374693, 7.2183972 51.1375002, 7.2185314 51.1376478, 7.2186336 51.137753, 7.2186816 51.1378035, 7.2191286 51.1382751, 7.2191954 51.1383576, 7.2192363 51.1384022, 7.2193191 51.1384351)",,,
220345568,,,Kattwinkelstraße,residential,30,False,True,103.11499999999998,"LINESTRING (7.2182343 51.1373709, 7.2181249 51.1374558, 7.218082 51.1374974, 7.2180417 51.1375437, 7.2179527 51.1376681, 7.2179255 51.1376921, 7.2178835 51.1377015, 7.2178291 51.1377035, 7.2176151 51.1376944, 7.2174255 51.1376922, 7.2173347 51.1377029, 7.2172382 51.137734, 7.2171933 51.1377555, 7.2171027 51.137801)",,,
26396275,,,Brunnenstraße,residential,30,False,True,121.122,"LINESTRING (7.2170326 51.1365904, 7.2171036 51.1366703, 7.2171786 51.1367179, 7.2175038 51.1369241, 7.2176273 51.1369883, 7.2177461 51.1370538, 7.2179343 51.1371763, 7.2180919 51.1372776, 7.2182343 51.1373709)",,,
35797693,,,Jörgensgasse,residential,30,False,False,65.286,"LINESTRING (7.2170326 51.1365904, 7.2165424 51.1366097, 7.2164064 51.1366269, 7.2162614 51.1366572, 7.2161227 51.1366977)",,,
35797693,,,Jörgensgasse,residential,30,False,True,108.88499999999999,"LINESTRING (7.2170326 51.1365904, 7.2176986 51.1365623, 7.2184641 51.1365282, 7.2185895 51.136523)",,,
26396275,,,Brunnenstraße,residential,30,False,False,141.327,"LINESTRING (7.2193191 51.1384351, 7.2192363 51.1384022, 7.2191954 51.1383576, 7.2191286 51.1382751, 7.2186816 51.1378035, 7.2186336 51.137753, 7.2185314 51.1376478, 7.2183972 51.1375002, 7.2183614 51.1374693, 7.2182343 51.1373709)",,,
43400804,,,Stockhauser Straße,residential,30,False,False,137.558,"LINESTRING (7.2193191 51.1384351, 7.2192536 51.1385338, 7.21918 51.1386359, 7.2191287 51.1387012, 7.2190851 51.1387422, 7.2190486 51.1387683, 7.2190012 51.1387917, 7.2189597 51.1388082, 7.2189114 51.1388202, 7.2188378 51.1388345, 7.2187733 51.1388425, 7.218354 51.1388881, 7.2181214 51.1389162, 7.2180276 51.1389225, 7.217968 51.1389237, 7.2179074 51.1389226, 7.2177204 51.1388966)",,,
43400804,,,Stockhauser Straße,residential,30,False,True,43.961,"LINESTRING (7.2193191 51.1384351, 7.2193409 51.1384044, 7.219565 51.1380711)",,,
13114293,,,Stockhauser Straße,residential,30,False,False,245.12300000000002,"LINESTRING (7.2185895 51.136523, 7.2186244 51.1367827, 7.2186305 51.1368188, 7.2186491 51.1368536, 7.2186796 51.1368862, 7.2187139 51.1369094, 7.2187523 51.1369278, 7.2187911 51.136944, 7.2188538 51.1369578, 7.2189182 51.1369684, 7.219045 51.1369805, 7.2192411 51.1370005, 7.2194195 51.1370183, 7.2195327 51.1370284, 7.219631 51.1370435, 7.21972 51.1370617, 7.2197898 51.1370812, 7.2198452 51.1371044, 7.2198846 51.1371271, 7.2199232 51.137155, 7.2199532 51.1371825, 7.2199801 51.1372115, 7.219997 51.1372426, 7.2200095 51.137273, 7.220014 51.1373029, 7.2200157 51.1373387, 7.2200128 51.1373717, 7.2200069 51.1374078, 7.2199891 51.1374487, 7.2198782 51.137616, 7.2197468 51.1378058, 7.219565 51.1380711)",,,
35797693,,,Jörgensgasse,residential,30,False,False,108.88499999999999,"LINESTRING (7.2185895 51.136523, 7.2184641 51.1365282, 7.2176986 51.1365623, 7.2170326 51.1365904)",,,
"[158187380, 41599847]",,,Schillerstraße,residential,"['20', '30']",False,True,89.178,"LINESTRING (7.2145555 51.1396447, 7.2146559 51.1395861, 7.2149801 51.1394112, 7.2151374 51.1393253, 7.2154184 51.1391723, 7.2155068 51.13911)",,,
"[301920908, 162925502]",1,,Kölner Straße,tertiary,20,True,False,138.434,"LINESTRING (7.2145555 51.1396447, 7.2146608 51.1397137, 7.2148435 51.1398349, 7.2150532 51.1399746, 7.215137 51.1400125, 7.2152049 51.1400329, 7.215311 51.1400629, 7.2154578 51.1400933, 7.2155841 51.1401187, 7.2157603 51.1401594, 7.2158495 51.1401729, 7.2159161 51.1401841, 7.2160502 51.140201, 7.2161267 51.1402047, 7.2161799 51.140201, 7.2162403 51.1401907)",,,
"[27114881, 301817388]",2,,Schulgasse,residential,30,False,"[False, True]",69.79499999999999,"LINESTRING (7.2155068 51.13911, 7.2155586 51.1391543, 7.2156254 51.1392303, 7.2157077 51.1394764, 7.2157233 51.1395233, 7.2157844 51.1397059)",,,
"[158187380, 41599847]",,,Schillerstraße,residential,"['20', '30']",False,False,89.178,"LINESTRING (7.2155068 51.13911, 7.2154184 51.1391723, 7.2151374 51.1393253, 7.2149801 51.1394112, 7.2146559 51.1395861, 7.2145555 51.1396447)",,,
41599847,,,Schillerstraße,residential,30,False,True,84.10000000000001,"LINESTRING (7.2155068 51.13911, 7.2155445 51.1390585, 7.2155545 51.1389736, 7.2155371 51.1388836, 7.2154155 51.1384809, 7.2153702 51.1383705)",,,
"[27114881, 301817388]",2,,Schulgasse,residential,30,False,"[False, True]",69.79499999999999,"LINESTRING (7.2157844 51.1397059, 7.2157233 51.1395233, 7.2157077 51.1394764, 7.2156254 51.1392303, 7.2155586 51.1391543, 7.2155068 51.13911)",,,
27115007,,,Taubengasse,residential,30,False,False,41.688,"LINESTRING (7.2157512 51.1408603, 7.2157843 51.1408559, 7.2158281 51.1408551, 7.2158718 51.1408616, 7.2162151 51.1409613, 7.2163008 51.1409894)",,,
34405750,,,Obere Remscheider Straße,residential,30,False,True,29.442999999999998,"LINESTRING (7.2157512 51.1408603, 7.2157942 51.1408011, 7.2159232 51.1406185)",,,
27115007,,,Taubengasse,residential,30,False,True,41.688,"LINESTRING (7.2163008 51.1409894, 7.2162151 51.1409613, 7.2158718 51.1408616, 7.2158281 51.1408551, 7.2157843 51.1408559, 7.2157512 51.1408603)",,,
"[34405753, 527614069]",,,Taubengasse,residential,30,True,False,114.74100000000001,"LINESTRING (7.2163008 51.1409894, 7.2162334 51.1410642, 7.2161872 51.1411111, 7.2161599 51.1411365, 7.2159778 51.1413148, 7.2159225 51.1413691, 7.2157494 51.1415399, 7.2156933 51.1415915, 7.2156505 51.1416203, 7.2156086 51.1416449, 7.2155702 51.1416624, 7.2155373 51.1416765, 7.2154815 51.1416967, 7.2154215 51.1417155, 7.2153687 51.1417286, 7.2152615 51.1417509)",,,
"[1183773592, 27115008, 688056274, 158187875]",2,,Taubengasse,residential,"['50', '30']",False,True,69.49499999999999,"LINESTRING (7.2163008 51.1409894, 7.2163897 51.1410003, 7.2164248 51.1410102, 7.2164523 51.1410237, 7.2164939 51.1410453, 7.2165466 51.1410704, 7.2166161 51.1411036, 7.2166564 51.1411222, 7.2166839 51.1411317, 7.2167018 51.1411365, 7.2167278 51.1411435, 7.2167658 51.1411501, 7.2167994 51.1411529, 7.2168486 51.1411538, 7.2169103 51.1411502, 7.2169574 51.1411437, 7.2170336 51.1411305, 7.2170851 51.141118, 7.2171271 51.141106, 7.2172025 51.1410853)",,,
505777592,,,Thomas-Mann-Straße,tertiary,30,True,False,8.389999999999999,"LINESTRING (7.2161803 51.1424188, 7.2161876 51.1424369, 7.2161905 51.1424575, 7.216188 51.1424752, 7.2161775 51.1424923)",,,
688050495,,,Thomas-Mann-Straße,tertiary,30,True,False,26.113999999999997,"LINESTRING (7.2161803 51.1424188, 7.2163237 51.1424557, 7.2164169 51.1424798, 7.2165135 51.1425229)",,,
"[850930507, 27115390]",,,"['Remscheider Straße', 'Telegrafenstraße']",tertiary,30,True,False,40.65,"LINESTRING (7.2160393 51.1425114, 7.2160012 51.1424844, 7.2159473 51.1424359, 7.2159164 51.1424141, 7.2158607 51.1423816, 7.2157949 51.1423464, 7.215734 51.1423218, 7.2156686 51.1422996, 7.2156364 51.1422848, 7.2156145 51.1422675)",,,
"[505777593, 850930508, 1113449606]",,,"['Thomas-Mann-Straße', 'Obere Remscheider Straße']",tertiary,30,True,False,40.629,"LINESTRING (7.2157514 51.1421837, 7.2157973 51.142207, 7.2158463 51.1422585, 7.2158904 51.1422974, 7.2159355 51.1423267, 7.2159781 51.142348, 7.2160291 51.1423692, 7.2160817 51.1423853, 7.2161444 51.1424032, 7.2161803 51.1424188)",,,
13897167,,,Telegrafenstraße,tertiary,30,True,False,22.603,"LINESTRING (7.2156145 51.1422675, 7.2155713 51.1422642, 7.2155358 51.1422528, 7.2154873 51.1422306, 7.2154277 51.1421993, 7.2153595 51.142151)",,,
505777594,,,Telegrafenstraße,tertiary,30,True,False,8.25,"LINESTRING (7.2156145 51.1422675, 7.2156109 51.1422424, 7.2156217 51.1422186, 7.2156463 51.1421999)",,,
9953788,2,,Eich,tertiary,30,False,False,13.208,"LINESTRING (7.2124868 51.1385956, 7.2125013 51.1385655, 7.2125087 51.1385409, 7.2125123 51.1385127, 7.2125129 51.1384787)",,,
"[113482749, 864489531, 520733020, 162925501]",2,,Brückenweg,tertiary,30,False,"[False, True]",238.8969999999999,"LINESTRING (7.2124868 51.1385956, 7.2124553 51.1386376, 7.2124235 51.138677, 7.2123761 51.1387337, 7.212309 51.1388269, 7.2122729 51.1388714, 7.2121871 51.138977, 7.2121029 51.1390724, 7.2119912 51.1391948, 7.2119557 51.139235, 7.2118794 51.1393215, 7.2118335 51.1393825, 7.2118107 51.1394275, 7.2117966 51.1394655, 7.2117885 51.1395008, 7.2117837 51.1395356, 7.2117803 51.1396098, 7.211775 51.1396621, 7.2117807 51.1397777, 7.2117838 51.1398702, 7.2117833 51.1399492, 7.211781 51.1400223, 7.2117852 51.1400752, 7.2117889 51.1401056, 7.2118001 51.1401344, 7.2118521 51.1402345, 7.2119055 51.1403315, 7.211941 51.140396, 7.2119632 51.1404442, 7.2119753 51.1404825, 7.2119838 51.1405247, 7.2119869 51.1405673, 7.2120037 51.1406196)",,,
37747116,2,L 409,Berliner Straße,secondary,50,False,False,31.484,"LINESTRING (7.2217204 51.1424972, 7.2217908 51.1425245, 7.2219456 51.1425845, 7.2221103 51.1426395)",,,
53546181,2,L 409,Berliner Straße,secondary,50,False,True,173.851,"LINESTRING (7.2217204 51.1424972, 7.22131 51.1423651, 7.2210645 51.1422922, 7.2208556 51.1422315, 7.2207134 51.1421923, 7.2204293 51.1421141, 7.2201867 51.1420473, 7.220102 51.142024, 7.2194522 51.1418509)",,,
33106118,,,Pfarrstraße,residential,50,True,False,142.267,"LINESTRING (7.2208925 51.1436664, 7.2216697 51.142562, 7.2217204 51.1424972)",,,
"[802259343, 301945647]",2,,Thomas-Mann-Straße,tertiary,50,False,True,47.056,"LINESTRING (7.2208925 51.1436664, 7.2211709 51.1437267, 7.2215272 51.1438096)",,,
"[100008225, 34037410, 37747117, 802259344, 802259345, 278577810, 864489530]",2,,Thomas-Mann-Straße,tertiary,50,False,False,92.177,"LINESTRING (7.2208925 51.1436664, 7.2205817 51.1435969, 7.2205084 51.1435807, 7.2204497 51.1435676, 7.2204308 51.1435634, 7.2203316 51.1435412, 7.2202258 51.1435155, 7.2200742 51.1434808, 7.2200388 51.1434721, 7.2199871 51.1434594, 7.2198143 51.143417, 7.2196541 51.1433776)",,,
33106354,,,Kreuzstraße,residential,50,False,False,77.958,"LINESTRING (7.2188345 51.1431687, 7.2187519 51.1432495, 7.2184183 51.14352, 7.218301 51.1436398, 7.2182738 51.1436845, 7.2182692 51.1437044, 7.2182571 51.1437584)",,,
53499773,,,Thomas-Mann-Straße,tertiary,30,False,False,49.736999999999995,"LINESTRING (7.2188345 51.1431687, 7.2187632 51.1431503, 7.218309 51.1430281, 7.2181794 51.1429922)",,,
"[100009345, 278577808, 802259346, 864489528, 864489529]",,,Thomas-Mann-Straße,tertiary,50,False,True,61.714000000000006,"LINESTRING (7.2188345 51.1431687, 7.2194077 51.1433145, 7.21944 51.1433229, 7.2195018 51.1433391, 7.2195434 51.1433496, 7.2195554 51.1433526, 7.2195986 51.1433636, 7.2196541 51.1433776)",,,
33106354,,,Kreuzstraße,residential,50,False,True,77.958,"LINESTRING (7.2182571 51.1437584, 7.2182692 51.1437044, 7.2182738 51.1436845, 7.218301 51.1436398, 7.2184183 51.14352, 7.2187519 51.1432495, 7.2188345 51.1431687)",,,
53499767,2,,Bahnhofstraße,residential,50,False,False,56.157999999999994,"LINESTRING (7.2182571 51.1437584, 7.2181132 51.1437515, 7.2179562 51.1437464, 7.2177289 51.1437422, 7.2176597 51.1437429, 7.2175954 51.1437466, 7.2175514 51.1437522, 7.2175033 51.143763, 7.2174627 51.143777)",,,
"[278577799, 100009348, 278577806, 99945279]",2,,Bahnhofstraße,residential,50,False,"[False, True]",136.247,"LINESTRING (7.2182571 51.1437584, 7.2186195 51.1437875, 7.2188746 51.1438152, 7.2191534 51.1438528, 7.2191762 51.1438566, 7.219238 51.1438664, 7.219319 51.1438822, 7.2193643 51.1438043, 7.2194788 51.1436349, 7.2195177 51.1435783, 7.2196289 51.1434165, 7.2196541 51.1433776)",,,
"[26490304, 301951395, 220345620, 301920903]",2,,Berliner Straße,tertiary,"['20', '50']",False,False,135.58599999999998,"LINESTRING (7.2162403 51.1401907, 7.2163136 51.1401922, 7.2163566 51.1401935, 7.2164131 51.1401943, 7.2164646 51.1401945, 7.2165173 51.1401964, 7.2165856 51.1402027, 7.2166516 51.1402135, 7.2166948 51.1402289, 7.2167253 51.140243, 7.216771 51.1402696, 7.2167974 51.1402883, 7.2168206 51.140308, 7.2168498 51.1403424, 7.2168723 51.1403766, 7.2168977 51.1404197, 7.2169208 51.1404687, 7.2169407 51.1405155, 7.2169587 51.1405629, 7.2170151 51.1407097, 7.2170808 51.1408817, 7.2170918 51.1409063, 7.2171069 51.1409364, 7.2171306 51.1409785, 7.2171561 51.1410199, 7.2172025 51.1410853)",,,
"[301951396, 119048936, 753492494, 310713647, 688054423, 138220922]",,,"['Markt', 'Stockhauser Straße']",residential,"['20', '30']",False,True,180.46599999999998,"LINESTRING (7.2162403 51.1401907, 7.2162363 51.140151, 7.2162369 51.1401119, 7.216242 51.1400839, 7.216257 51.1400506, 7.2162798 51.14001, 7.2163063 51.139984, 7.2163408 51.1399485, 7.2163617 51.1399227, 7.2163967 51.1398853, 7.2164249 51.1398584, 7.2164737 51.139827, 7.216548 51.1397844, 7.2166364 51.1397247, 7.2167773 51.1396154, 7.2171764 51.1393127, 7.2175919 51.1390201, 7.2177204 51.1388966)",,,
175149558,,,Carl-Leverkus-Straße,residential,20,False,False,29.522,"LINESTRING (7.2155346 51.1405139, 7.2155998 51.1405274, 7.2159232 51.1406185)",,,
98864080,2,L 409,Wolfhagener Straße,secondary,50,False,True,139.233,"LINESTRING (7.21276 51.142661, 7.2127674 51.1427656, 7.2127901 51.1428823, 7.2128662 51.143102, 7.2129272 51.1432758, 7.2129731 51.1434224, 7.2131433 51.143888)",,,
"[865100192, 54926801, 865100194, 688056276]",2,,Am Bahndamm,tertiary,"['50', '30']",False,True,209.522,"LINESTRING (7.21276 51.142661, 7.2126963 51.1426613, 7.2126662 51.1426603, 7.2126254 51.1426578, 7.2125813 51.1426541, 7.2125149 51.142639, 7.2124673 51.1426249, 7.2124024 51.1426039, 7.2123612 51.1425862, 7.2123214 51.1425674, 7.2122584 51.1425306, 7.2122068 51.1424945, 7.2121588 51.1424583, 7.2121093 51.1424161, 7.2120674 51.1423761, 7.2119484 51.142248, 7.2117465 51.1420255, 7.2116311 51.1418997, 7.2115179 51.1417735, 7.2113514 51.1415858, 7.2111664 51.1413844, 7.211107 51.1413226, 7.2110804 51.1412844, 7.2110648 51.1412395, 7.2110615 51.1412047)",,,
"[792523672, 792523673, 220345569]",3,L 409,Wolfhagener Straße,secondary,50,False,False,54.77799999999999,"LINESTRING (7.21276 51.142661, 7.2127642 51.1426035, 7.2127685 51.1425835, 7.212785 51.1425404, 7.2128114 51.1424962, 7.2128536 51.1424449, 7.2128791 51.142421, 7.2129094 51.1423926, 7.212957 51.1423563, 7.2129793 51.1423392, 7.2131371 51.1422495)",,,
9953788,2,,Eich,tertiary,30,False,True,13.207999999999998,"LINESTRING (7.2125129 51.1384787, 7.2125123 51.1385127, 7.2125087 51.1385409, 7.2125013 51.1385655, 7.2124868 51.1385956)",,,
"[35150506, 162925502]",1,,Kölner Straße,tertiary,20,True,False,194.194,"LINESTRING (7.2125129 51.1384787, 7.2125958 51.138497, 7.2127245 51.1385427, 7.212849 51.1385775, 7.212898 51.1386031, 7.2129437 51.1386323, 7.2129849 51.1386585, 7.2130544 51.1387038, 7.213081 51.1387221, 7.2131456 51.1387702, 7.2132017 51.1388035, 7.2132563 51.1388375, 7.2133245 51.1388855, 7.2133701 51.1389242, 7.2134068 51.138947, 7.2134591 51.1389801, 7.2134648 51.1389837, 7.2134813 51.1389941, 7.2137089 51.1391338, 7.2143642 51.1395305, 7.2145555 51.1396447)",,,
"[247025856, 39519025]",2,,Eich,tertiary,30,False,False,63.872,"LINESTRING (7.2125129 51.1384787, 7.212511 51.1384616, 7.2125071 51.1384402, 7.2124846 51.1383873, 7.2124574 51.138348, 7.2124382 51.1383255, 7.2124213 51.1383101, 7.2123774 51.1382733, 7.2122236 51.1381559, 7.2121394 51.1380781, 7.2120684 51.1379864)",,,
92193822,2,K 19,Kenkhauser Straße,tertiary,50,False,False,67.069,"LINESTRING (7.218931 51.1444441, 7.2190179 51.1444661, 7.2192757 51.1445313, 7.2193602 51.1445529, 7.2198226 51.1446698)",,,
"[19139904, 92193822]",2,K 19,Kenkhauser Straße,tertiary,50,False,True,125.711,"LINESTRING (7.218931 51.1444441, 7.2183044 51.144286, 7.2176887 51.1441328, 7.2175314 51.1440786, 7.2173882 51.1440205, 7.2172978 51.1439766)",,,
116079432,,,Friedenstraße,residential,30,False,False,75.025,"LINESTRING (7.2131675 51.1446461, 7.2130906 51.1446701, 7.2130538 51.1446888, 7.2128307 51.1448517, 7.2127418 51.1449166, 7.2124261 51.1451295)",,,
"[220345570, 33869132, 53041039]",2,,Vorm Eickerberg,tertiary,30,False,False,35.331,"LINESTRING (7.2115448 51.1407482, 7.2116014 51.1407232, 7.211658 51.1407008, 7.2117079 51.1406846, 7.2117571 51.1406711, 7.2118233 51.1406548, 7.2118931 51.1406384, 7.2119621 51.1406247, 7.2120037 51.1406196)",yes,,
"[865100193, 53041039]",2,,Vorm Eickerberg,tertiary,30,False,True,62.03000000000001,"LINESTRING (7.2115448 51.1407482, 7.211461 51.1408022, 7.2114 51.1408505, 7.2113392 51.1408993, 7.2112632 51.1409598, 7.2111563 51.1410451, 7.2111264 51.1410707, 7.2111019 51.1410963, 7.2110796 51.1411369, 7.2110675 51.1411713, 7.2110615 51.1412047)",,,
