osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction
27597403,2,Bahnhofstraße,tertiary,30,False,True,212.24900000000002,"LINESTRING (11.4278714 48.1194718, 11.4279959 48.1193668, 11.4282469 48.1191748, 11.428507 48.1190066, 11.4288407 48.1188122, 11.4290984 48.1186772, 11.4294842 48.1184762, 11.4300121 48.1182174)",
38660465,,Steinkirchner Straße,tertiary,40,False,True,186.101,"LINESTRING (11.4278714 48.1194718, 11.4277584 48.1194087, 11.4276962 48.1193705, 11.4275832 48.1193012, 11.427516 48.119112, 11.4274349 48.1187027, 11.4274377 48.1181797, 11.4274378 48.1181654, 11.4274577 48.1178939)",
"[388778610, 385917475, 389291671]",,Bahnhofstraße,tertiary,"['20', '30']",False,False,90.707,"LINESTRING (11.4278714 48.1194718, 11.4275321 48.1197914, 11.4274743 48.1198425, 11.4273445 48.119963, 11.4271651 48.1201374)",
5074459,,Rottenbucher Straße,unclassified,40,False,False,119.772,"LINESTRING (11.4310535 48.117783, 11.431091 48.1178382, 11.431122 48.1178838, 11.4311447 48.1179172, 11.4312504 48.1180767, 11.4312951 48.1181442, 11.4314762 48.1184176, 11.4317081 48.1187675)",
25219645,,Rottenbucher Straße,residential,40,False,True,109.178,"LINESTRING (11.4310535 48.117783, 11.4309828 48.1176809, 11.4309454 48.1176255, 11.4308011 48.1174115, 11.4305763 48.1170808, 11.4304481 48.1168882)",
984923081,3,Bahnhofstraße,tertiary,30,False,True,48.578,"LINESTRING (11.4310535 48.117783, 11.4311934 48.1177317, 11.43124 48.1177147, 11.4313062 48.1176904, 11.4313436 48.1176767, 11.4316306 48.1175771)",
"[27597403, 1033625887]","['2', '3']",Bahnhofstraße,tertiary,30,False,False,91.201,"LINESTRING (11.4310535 48.117783, 11.4309407 48.1178272, 11.4308826 48.11785, 11.4305473 48.1179816, 11.4302231 48.1181184, 11.4300121 48.1182174)",
5074465,,Schulstraße,residential,30,False,True,98.907,"LINESTRING (11.4334331 48.1169796, 11.4335185 48.1170594, 11.4341772 48.1177174)",
30144688,,Bahnhofstraße,tertiary,30,False,False,149.41,"LINESTRING (11.4334331 48.1169796, 11.4328852 48.1171586, 11.4320786 48.1174222, 11.4317726 48.1175243, 11.4316306 48.1175771)",
30144688,,Bahnhofstraße,tertiary,30,False,True,51.010999999999996,"LINESTRING (11.4334331 48.1169796, 11.4335402 48.1169442, 11.4335865 48.116929, 11.4336258 48.1169163, 11.434051 48.1167789)",
5074459,,Rottenbucher Straße,unclassified,40,False,False,79.52199999999999,"LINESTRING (11.433278 48.1209328, 11.4333123 48.1209929, 11.4336836 48.1215947)",
5074459,,Rottenbucher Straße,unclassified,40,False,True,185.679,"LINESTRING (11.433278 48.1209328, 11.4331887 48.1207985, 11.4331332 48.1207123, 11.4329043 48.1203667, 11.4327528 48.1201443, 11.432706 48.1200753, 11.4325434 48.1198437, 11.432215 48.1194219)",
18769599,,Sudetenstraße,residential,30,False,False,158.18,"LINESTRING (11.433278 48.1209328, 11.4333594 48.12091, 11.4339183 48.1207533, 11.4346227 48.1205642, 11.4352615 48.120414)",
18769599,,Sudetenstraße,residential,30,False,True,89.90199999999999,"LINESTRING (11.433278 48.1209328, 11.4331423 48.1209635, 11.4331087 48.1209711, 11.4329117 48.1210133, 11.4327049 48.1210577, 11.43249 48.1211038, 11.4321258 48.1211819)",
5074465,,Schulstraße,residential,30,False,False,127.365,"LINESTRING (11.4351932 48.1186404, 11.4341772 48.1177174)",
5074465,,Schulstraße,residential,30,False,True,98.28200000000001,"LINESTRING (11.4351932 48.1186404, 11.4355029 48.1190133, 11.4358138 48.119421)",
82289495,,Maria-Eich-Straße,residential,30,False,False,99.121,"LINESTRING (11.4242331 48.1249944, 11.4239544 48.1246681, 11.4235717 48.12422)",
432924037,,Jahnstraße,residential,30,False,False,105.38999999999999,"LINESTRING (11.4242331 48.1249944, 11.4243886 48.1249469, 11.425517 48.1248766, 11.4256241 48.1248476)",
18768193,,Hubert-Reißner-Straße,residential,30,False,True,195.173,"LINESTRING (11.4256241 48.1248476, 11.4255699 48.1246783, 11.4254943 48.1241766, 11.4254069 48.1234723, 11.4253827 48.1232771, 11.4253312 48.1231052)",
432924037,,Jahnstraße,residential,30,False,True,105.39,"LINESTRING (11.4256241 48.1248476, 11.425517 48.1248766, 11.4243886 48.1249469, 11.4242331 48.1249944)",
"[5074467, 27996124, 423171677, 285243086]",2,Bahnhofstraße,tertiary,"['20', '30']",False,True,103.05700000000002,"LINESTRING (11.4258513 48.120757, 11.4260945 48.1207063, 11.4263638 48.1206304, 11.4266782 48.1205121, 11.4267365 48.1204894, 11.4268357 48.1204345, 11.4269455 48.1203442, 11.4270108 48.1202853)",
"[389289477, 380870358]",,Freihamer Straße,residential,20,False,True,22.323,"LINESTRING (11.4258513 48.120757, 11.4258301 48.1208751, 11.4258259 48.120924, 11.4258215 48.1209567)",
"[285243168, 159502894, 413076391]",,Ruffiniallee,tertiary,20,False,False,42.304,"LINESTRING (11.4258513 48.120757, 11.4257684 48.1207569, 11.425672 48.1207567, 11.42558 48.1207482, 11.4255474 48.1207451, 11.4255073 48.1207413, 11.4254281 48.1207177, 11.4253067 48.1206745)",
"[285243168, 159502894, 413076391]",,Ruffiniallee,tertiary,20,False,True,42.304,"LINESTRING (11.4253067 48.1206745, 11.4254281 48.1207177, 11.4255073 48.1207413, 11.4255474 48.1207451, 11.42558 48.1207482, 11.425672 48.1207567, 11.4257684 48.1207569, 11.4258513 48.120757)",
"[380870361, 18765687]",,Grosostraße,residential,"['20', '30']",False,False,92.202,"LINESTRING (11.4253067 48.1206745, 11.4251818 48.1207286, 11.4249622 48.1207817, 11.4247706 48.1208258, 11.4246707 48.1208523, 11.4241553 48.1209795)",
