osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,junction,tunnel,access
14282364,False,2,Lüpertzender Straße,tertiary,30,True,113.751,"LINESTRING (6.435741 51.1914123, 6.435856 51.1914127, 6.4361965 51.1914282, 6.4363322 51.191444, 6.4369091 51.1915725, 6.4373111 51.1916601)",,,,,
37340967,False,2,Lüpertzender Straße,tertiary,30,False,126.933,"LINESTRING (6.435741 51.1914123, 6.4349569 51.1914085, 6.4340628 51.1914051, 6.4339196 51.1914046)",,,,,
"[13865840, 760218756]",False,3,An der Flieschermühle,tertiary,30,True,56.178000000000004,"LINESTRING (6.4356091 51.1903657, 6.4356032 51.1904612, 6.4356113 51.1906011, 6.4356522 51.1908335, 6.4356576 51.1908692)",,,,,
"[13934626, 566552339]",False,,Abteistraße,residential,30,True,137.061,"LINESTRING (6.4322849 51.1930307, 6.4323567 51.1930478, 6.4326135 51.1930794, 6.4326436 51.1930831, 6.4327527 51.19309, 6.4329654 51.1931228, 6.4331724 51.1931483, 6.4332375 51.1931563, 6.433744 51.1932187, 6.4340008 51.1932481, 6.434154 51.1932656, 6.4342107 51.1932751)",,,,,
13937996,False,,Weiherstraße,residential,30,False,84.03,"LINESTRING (6.4306923 51.1931438, 6.430651 51.1931264, 6.4306208 51.1931137, 6.4304813 51.192995, 6.4299028 51.1925757)",,,,,
"[978253811, 249923814]",True,,Neustraße,residential,30,False,120.255,"LINESTRING (6.4306923 51.1931438, 6.4306782 51.193156, 6.4306522 51.1931783, 6.4305343 51.1933642, 6.4304815 51.1934307, 6.4303575 51.1936441, 6.4303482 51.1936597, 6.4303067 51.1937296, 6.4302867 51.1937718, 6.4302365 51.1938703, 6.4305544 51.1939417, 6.4306896 51.1939618)",,,,,
37340966,False,,Lüpertzender Straße,tertiary,30,True,50.039,"LINESTRING (6.4332018 51.191393, 6.4339196 51.1914046)",,,,,
13949905,False,,Spatzenberg,residential,30,False,49.12799999999999,"LINESTRING (6.4332018 51.191393, 6.4332007 51.19144, 6.4331942 51.191759, 6.4332365 51.19183)",,,,,
"[37340966, 366108767]",False,,"['Weiherstraße', 'Lüpertzender Straße']","['residential', 'tertiary']",30,"[False, True]",294.57800000000003,"LINESTRING (6.4332018 51.191393, 6.4323045 51.191381, 6.4317493 51.1913864, 6.4316606 51.1914059, 6.4315316 51.1914955, 6.4314425 51.1916127, 6.4314035 51.191664, 6.4311755 51.1918142, 6.4309378 51.191892, 6.4304205 51.1920482, 6.4303102 51.1920776, 6.4300731 51.1923109, 6.4299668 51.1924772, 6.4299028 51.1925757)",,,,,
13949905,False,,Spatzenberg,residential,30,True,49.128,"LINESTRING (6.4332365 51.19183, 6.4331942 51.191759, 6.4332007 51.19144, 6.4332018 51.191393)",,,,,
13952389,False,,Johann-Peter-Boelling-Platz,residential,,True,58.738,"LINESTRING (6.4348012 51.1926458, 6.4347842 51.1927237, 6.4347813 51.1927347, 6.4347607 51.1928127, 6.4346913 51.1930032, 6.4346572 51.1931658)",,,,,
13953190,False,,Gasthausstraße,residential,30,False,65.63,"LINESTRING (6.4291102 51.1935031, 6.4290779 51.1935935, 6.429062 51.1936142, 6.429056 51.1936291, 6.4290472 51.1936511, 6.4289942 51.1936903, 6.4285971 51.1939843)",,,,,
13953190,False,,Gasthausstraße,residential,30,True,117.41799999999999,"LINESTRING (6.4291102 51.1935031, 6.4297424 51.1928492, 6.4297908 51.1927673, 6.4298312 51.1926955, 6.4299028 51.1925757)",,,,,
13953190,False,,Gasthausstraße,residential,30,True,65.63,"LINESTRING (6.4285971 51.1939843, 6.4289942 51.1936903, 6.4290472 51.1936511, 6.429056 51.1936291, 6.429062 51.1936142, 6.4290779 51.1935935, 6.4291102 51.1935031)",,,,,
13984522,True,,Bleichstraße,tertiary,50,False,14.547,"LINESTRING (6.4328569 51.190458, 6.433044 51.190516)",,,,,
37340965,True,2,Speicker Straße,primary,40,False,34.641,"LINESTRING (6.4328569 51.190458, 6.4331385 51.1903762, 6.4333073 51.1903262)",B 59,,,,
"[12717449, 760218766]",True,"['2', '3']",Speicker Straße,primary,40,False,217.29600000000002,"LINESTRING (6.433044 51.190516, 6.4325157 51.1906711, 6.4320952 51.1907883, 6.4319043 51.1908373, 6.4318378 51.1908544, 6.4314741 51.19093, 6.4313842 51.1909495, 6.4311607 51.190993, 6.4306807 51.1910802, 6.4304637 51.1911173, 6.4301191 51.191181)",B 59;B 230,,,,
"[1246268618, 224115109]",True,,Bleichstraße,tertiary,30,False,120.675,"LINESTRING (6.433044 51.190516, 6.4332278 51.1905734, 6.4334016 51.1906886, 6.433562 51.1908031, 6.4336071 51.1908403, 6.4336375 51.190892, 6.4339094 51.1913469, 6.4339196 51.1914046)",,,,,
37340966,False,,Lüpertzender Straße,tertiary,30,False,50.039,"LINESTRING (6.4339196 51.1914046, 6.4332018 51.191393)",,,,,
37340967,False,2,Lüpertzender Straße,tertiary,30,True,126.93299999999999,"LINESTRING (6.4339196 51.1914046, 6.4340628 51.1914051, 6.4349569 51.1914085, 6.435741 51.1914123)",,,,,
14003432,False,,Krichelstraße,residential,30,False,12.672,"LINESTRING (6.4340731 51.1933496, 6.4342107 51.1932751)",,,,,
14004806,False,,An der Stadtmauer,residential,30,True,121.89500000000001,"LINESTRING (6.4334029 51.1950409, 6.4335757 51.1947268, 6.433716 51.194288, 6.4337555 51.1941561, 6.4337791 51.1940772, 6.4338038 51.1939764)",,,,,
"[754623706, 30239428, 783879245, 783879246]",False,,"['Marktstieg', 'Kapuzinerstraße']",residential,30,False,115.068,"LINESTRING (6.4334029 51.1950409, 6.4329243 51.1949006, 6.4327566 51.1948645, 6.4327303 51.1948588, 6.4329115 51.1946295, 6.432924 51.1946138, 6.4329388 51.1945949, 6.433039 51.1944682, 6.4331089 51.194336)",,,,building_passage,
30239428,False,,Marktstieg,residential,30,True,51.900000000000006,"LINESTRING (6.4334029 51.1950409, 6.4335744 51.1950769, 6.4340456 51.1951757, 6.4341012 51.1951992)",,,,,
"[754623706, 30239428, 783879245, 783879246]",False,,"['Marktstieg', 'Kapuzinerstraße']",residential,30,True,115.068,"LINESTRING (6.4331089 51.194336, 6.433039 51.1944682, 6.4329388 51.1945949, 6.432924 51.1946138, 6.4329115 51.1946295, 6.4327303 51.1948588, 6.4327566 51.1948645, 6.4329243 51.1949006, 6.4334029 51.1950409)",,,,building_passage,
14017640,False,,Am Kämpchen,residential,50,False,139.75900000000001,"LINESTRING (6.4379305 51.1917817, 6.4379563 51.1917226, 6.4379612 51.1917115, 6.4383027 51.1909283, 6.4384076 51.1906878, 6.4384593 51.1905693)",,,,,
14282364,False,2,Lüpertzender Straße,tertiary,30,False,45.237,"LINESTRING (6.4379305 51.1917817, 6.4376546 51.1917279, 6.4373895 51.1916774, 6.4373111 51.1916601)",,,,,
14282364,False,2,Lüpertzender Straße,tertiary,30,True,129.243,"LINESTRING (6.4379305 51.1917817, 6.4385877 51.1919151, 6.4388129 51.1919629, 6.4388976 51.1919802, 6.4391059 51.1920227, 6.4393979 51.1920826, 6.4394905 51.1920997, 6.4396959 51.1921376)",,,,,
14017640,False,,Am Kämpchen,residential,50,True,139.75900000000001,"LINESTRING (6.4384593 51.1905693, 6.4384076 51.1906878, 6.4383027 51.1909283, 6.4379612 51.1917115, 6.4379563 51.1917226, 6.4379305 51.1917817)",,,,,
14103497,True,,Friedrichstraße,residential,30,False,7.336,"LINESTRING (6.4404808 51.1936132, 6.4405276 51.1935909, 6.4405635 51.1935724)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,True,9.401,"LINESTRING (6.441557 51.1929968, 6.4414694 51.1929325)",,,,,
14269062,False,,Oskar-Kühlen-Straße,residential,30,False,23.889,"LINESTRING (6.4405635 51.1935724, 6.440838 51.1937011)",,,,,
14103497,True,,Friedrichstraße,residential,30,False,94.325,"LINESTRING (6.4405635 51.1935724, 6.4406429 51.1935351, 6.441462 51.1930528, 6.441557 51.1929968)",,,,,
"[729101566, 12717927]",False,"['4', '2']",Stepgesstraße,residential,,False,103.357,"LINESTRING (6.439086 51.192762, 6.4389613 51.1928516, 6.4386199 51.1930319, 6.4381514 51.1932296, 6.4380269 51.1932898, 6.4379302 51.1933394)",,,,,
"[818233632, 12717927]",False,4,Stepgesstraße,residential,,True,81.407,"LINESTRING (6.439086 51.192762, 6.4391074 51.1927402, 6.4395783 51.1922603, 6.4396752 51.1921603, 6.4396959 51.1921376)",,,,,
14266306,True,,Wilhelmstraße,residential,30,False,135.847,"LINESTRING (6.439086 51.192762, 6.4391179 51.1927799, 6.4399799 51.193265, 6.4404528 51.1935937, 6.4404808 51.1936132)",,,,,
14269062,False,,Oskar-Kühlen-Straße,residential,30,False,137.556,"LINESTRING (6.440838 51.1937011, 6.4423789 51.1944743)",,,,,
14269062,False,,Oskar-Kühlen-Straße,residential,30,True,23.889,"LINESTRING (6.440838 51.1937011, 6.4405635 51.1935724)",,,,,
14269062,False,,Oskar-Kühlen-Straße,residential,30,True,137.556,"LINESTRING (6.4423789 51.1944743, 6.440838 51.1937011)",,,,,
"[14275452, 14276908, 14275453]",True,,"['Stephanstraße', 'Friedrichplatz', 'Postgasse']",residential,30,False,268.98,"LINESTRING (6.4423789 51.1944743, 6.4416193 51.1951004, 6.4411585 51.1946874, 6.4405969 51.1939222, 6.440576 51.1938837, 6.4407901 51.1937317, 6.440838 51.1937011)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,False,67.674,"LINESTRING (6.440844 51.1924669, 6.4414694 51.1929325)",,,,,
14285151,False,,Lüpertzender Straße,residential,,False,84.238,"LINESTRING (6.440844 51.1924669, 6.4409355 51.1924803, 6.4412458 51.1925722, 6.4412911 51.1926068, 6.441566 51.1927958, 6.4416147 51.1928255, 6.4414951 51.1929135, 6.4414694 51.1929325)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,True,88.388,"LINESTRING (6.440844 51.1924669, 6.440717 51.1924045, 6.440621 51.1923736, 6.4398831 51.1921794, 6.4397304 51.1921453, 6.4396959 51.1921376)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,False,9.401,"LINESTRING (6.4414694 51.1929325, 6.441557 51.1929968)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,True,67.674,"LINESTRING (6.4414694 51.1929325, 6.440844 51.1924669)",,,,,
14285151,False,,Lüpertzender Straße,residential,,True,84.238,"LINESTRING (6.4414694 51.1929325, 6.4414951 51.1929135, 6.4416147 51.1928255, 6.441566 51.1927958, 6.4412911 51.1926068, 6.4412458 51.1925722, 6.4409355 51.1924803, 6.440844 51.1924669)",,,,,
14444858,False,,Albertusstraße,residential,30,True,88.44399999999999,"LINESTRING (6.4405255 51.1954624, 6.4403737 51.1955925, 6.4402385 51.1957083, 6.4399632 51.1959442, 6.4397762 51.1961044)",,,,,
14288157,True,,Albertusstraße,residential,30,False,105.746,"LINESTRING (6.4397762 51.1961044, 6.4396959 51.1961653, 6.4392048 51.1965491, 6.4388254 51.1968456)",,,,,
14444858,False,,Albertusstraße,residential,30,False,88.44399999999999,"LINESTRING (6.4397762 51.1961044, 6.4399632 51.1959442, 6.4402385 51.1957083, 6.4403737 51.1955925, 6.4405255 51.1954624)",,,,,
"[985353960, 190424359]",False,4,Steinmetzstraße,secondary,,False,120.741,"LINESTRING (6.4397762 51.1961044, 6.4398728 51.1962019, 6.4401517 51.1963784, 6.440517 51.19654, 6.441061 51.1968221)",K 13,,,,
