osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,junction,tunnel,access
13802361,True,1,Luisenstraße,tertiary,30,False,49.233999999999995,"LINESTRING (6.4285393 51.1903879, 6.4288353 51.1903316, 6.4291275 51.1903431, 6.4292222 51.1903706)",,,,,
760218764,True,1,Speicker Straße,tertiary,30,False,8.263,"LINESTRING (6.4292222 51.1903706, 6.4293214 51.1904113)",,,,,
"[760218762, 37340964]",True,"['2', '3']",Speicker Straße,primary,40,False,204.59,"LINESTRING (6.430099 51.1910768, 6.4303669 51.1910292, 6.4308468 51.1909406, 6.4314701 51.1908237, 6.4318239 51.1907438, 6.4320758 51.190689, 6.4328569 51.190458)",B 59;B 230,,,,
12717583,True,2,Speicker Straße,primary,40,False,22.818,"LINESTRING (6.4297886 51.1911421, 6.430099 51.1910768)",B 59;B 230,,,,
"[356800395, 760218765]",True,2,Speicker Straße,tertiary,30,False,89.31899999999999,"LINESTRING (6.4297886 51.1911421, 6.4296805 51.1910574, 6.4295701 51.1908512, 6.4294128 51.1905821, 6.429326 51.1905047, 6.4292159 51.1904378)",,,,,
12788252,True,4,Rathenaustraße,primary,50,False,16.556,"LINESTRING (6.4421684 51.191051, 6.4422125 51.1911973)",L 116,,,,
9722401,True,1,Speicker Straße,tertiary,,False,23.489,"LINESTRING (6.4301191 51.191181, 6.4299002 51.1911622, 6.4297886 51.1911421)",,,,,
"[37845726, 12717926]",True,2,Berliner Platz,tertiary,,False,160.247,"LINESTRING (6.4413693 51.1911734, 6.4413367 51.1912196, 6.4412857 51.1912604, 6.4412496 51.1912787, 6.4411545 51.1913181, 6.4402009 51.1917572, 6.4400126 51.1918682, 6.4397866 51.1920605, 6.4396959 51.1921376)",,,,,
128979220,True,2,Fliethstraße,primary,50,False,33.415,"LINESTRING (6.4413693 51.1911734, 6.4411079 51.1911011, 6.440927 51.1910576)",L 381,,,,
"[12775393, 516704689, 196851001]",True,"['4', '2', '3']",Berliner Platz,tertiary,,False,152.364,"LINESTRING (6.4396959 51.1921376, 6.4397495 51.1920546, 6.4398791 51.1918539, 6.4399227 51.1918045, 6.4400253 51.191688, 6.4404788 51.1914796, 6.4406476 51.1914002, 6.4407294 51.191341, 6.4407962 51.1912782, 6.4408447 51.1912181, 6.4408821 51.1911596, 6.440927 51.1910576)",,,,,
14281786,False,2,Lüpertzender Straße,tertiary,50,False,88.38799999999999,"LINESTRING (6.4396959 51.1921376, 6.4397304 51.1921453, 6.4398831 51.1921794, 6.440621 51.1923736, 6.440717 51.1924045, 6.440844 51.1924669)",,,,,
14282364,False,2,Lüpertzender Straße,tertiary,30,False,129.243,"LINESTRING (6.4396959 51.1921376, 6.4394905 51.1920997, 6.4393979 51.1920826, 6.4391059 51.1920227, 6.4388976 51.1919802, 6.4388129 51.1919629, 6.4385877 51.1919151, 6.4379305 51.1917817)",,,,,
"[818233632, 12717927]",False,4,Stepgesstraße,residential,,False,81.40700000000001,"LINESTRING (6.4396959 51.1921376, 6.4396752 51.1921603, 6.4395783 51.1922603, 6.4391074 51.1927402, 6.439086 51.192762)",,,,,
12775392,True,,Viktoriastraße,residential,,False,11.454,"LINESTRING (6.4409288 51.1909246, 6.4409265 51.1908216)",,,,,
101508086,True,6,Fliethstraße,primary,,False,21.35,"LINESTRING (6.4409288 51.1909246, 6.4412296 51.190961)",L 381,,,,
10411935,True,2,Korschenbroicher Straße,primary,50,False,14.898,"LINESTRING (6.4419568 51.1910319, 6.4421684 51.191051)",L 381,,,,
37613793,True,3,Korschenbroicher Straße,primary,50,False,12.953,"LINESTRING (6.4422539 51.1913145, 6.4420715 51.1912921)",L 381,,,,
37613794,True,2,Rathenaustraße,primary,40,False,35.501999999999995,"LINESTRING (6.4422539 51.1913145, 6.4423046 51.1914298, 6.4423482 51.1916276)",L 116,,,,
13409590,False,,Steinmetzstraße,secondary,,False,125.524,"LINESTRING (6.441061 51.1968221, 6.4420436 51.1972823, 6.4424852 51.1975128)",K 13,,,,
190424362,False,4,Bismarckstraße,primary,40,True,166.90099999999998,"LINESTRING (6.441061 51.1968221, 6.4410289 51.1968482, 6.4409956 51.1968753, 6.4408571 51.1969832, 6.4404845 51.1972735, 6.4402258 51.1974748, 6.4395666 51.1979951)",L 116,,,,
"[985353960, 190424359]",False,4,Steinmetzstraße,secondary,,True,120.741,"LINESTRING (6.441061 51.1968221, 6.440517 51.19654, 6.4401517 51.1963784, 6.4398728 51.1962019, 6.4397762 51.1961044)",K 13,,,,
13405289,True,,Kaiserstraße,residential,30,False,112.586,"LINESTRING (6.4395666 51.1979951, 6.4408464 51.1986132)",,,,,
190424362,False,4,Bismarckstraße,primary,40,False,166.90099999999998,"LINESTRING (6.4395666 51.1979951, 6.4402258 51.1974748, 6.4404845 51.1972735, 6.4408571 51.1969832, 6.4409956 51.1968753, 6.4410289 51.1968482, 6.441061 51.1968221)",L 116,,,,
"[760218744, 13805020]",False,4,Bismarckstraße,primary,40,True,135.805,"LINESTRING (6.4395666 51.1979951, 6.4390123 51.1984431, 6.4387381 51.1986558, 6.4383653 51.1989568)",L 116,,,,
"[760218744, 13805020]",False,4,Bismarckstraße,primary,40,False,135.805,"LINESTRING (6.4383653 51.1989568, 6.4387381 51.1986558, 6.4390123 51.1984431, 6.4395666 51.1979951)",L 116,,,,
14368916,True,,Regentenstraße,residential,30,False,119.69,"LINESTRING (6.4383653 51.1989568, 6.4379201 51.1987438, 6.437005 51.1982995)",,,,,
13405633,False,,Sittardstraße,residential,30,False,117.00899999999999,"LINESTRING (6.4408464 51.1986132, 6.4406519 51.1986675, 6.4400376 51.198725, 6.4396216 51.198764, 6.4393732 51.1987557, 6.439242 51.1988291)",,,,,
15089767,False,,Sittardstraße,residential,30,False,170.53499999999997,"LINESTRING (6.4408464 51.1986132, 6.4414322 51.1983696, 6.44148 51.1983489, 6.4415348 51.1983251, 6.4416664 51.1981992, 6.4420539 51.1977956, 6.4420696 51.1977812, 6.4420814 51.1977711, 6.4421002 51.1977558, 6.4421627 51.1976979, 6.4423714 51.1975716, 6.4424852 51.1975128)",,,,,
13409590,False,,Steinmetzstraße,secondary,,True,125.524,"LINESTRING (6.4424852 51.1975128, 6.4420436 51.1972823, 6.441061 51.1968221)",K 13,,,,
15089767,False,,Sittardstraße,residential,30,True,170.53500000000003,"LINESTRING (6.4424852 51.1975128, 6.4423714 51.1975716, 6.4421627 51.1976979, 6.4421002 51.1977558, 6.4420814 51.1977711, 6.4420696 51.1977812, 6.4420539 51.1977956, 6.4416664 51.1981992, 6.4415348 51.1983251, 6.44148 51.1983489, 6.4414322 51.1983696, 6.4408464 51.1986132)",,,,,
24618700,True,,Luisenstraße,residential,,False,7.485,"LINESTRING (6.4292159 51.1904378, 6.4292222 51.1903706)",,,,,
13802793,True,1,Luisenstraße,tertiary,30,False,48.742000000000004,"LINESTRING (6.4292159 51.1904378, 6.4290851 51.1903912, 6.4288518 51.1903716, 6.4285393 51.1903879)",,,,,
13802791,True,,Luisenstraße,residential,30,False,7.921,"LINESTRING (6.4293214 51.1904113, 6.4292159 51.1904378)",,,,,
"[760218763, 9722269]",True,2,Speicker Straße,tertiary,30,False,94.978,"LINESTRING (6.4293214 51.1904113, 6.4294655 51.1905006, 6.4295484 51.1906055, 6.4297137 51.1908646, 6.429788 51.1909452, 6.4298375 51.1909757, 6.4298991 51.1910137, 6.430099 51.1910768)",,,,,
13803640,True,2,Hermann-Piecq-Anlage,primary,50,False,61.952,"LINESTRING (6.4346053 51.1990003, 6.4341464 51.1989529, 6.4337251 51.1989227)",B 57,,,,
"[15216624, 356780438]",True,,Mozartstraße,residential,,False,62.900000000000006,"LINESTRING (6.4346053 51.1990003, 6.4341136 51.1990679, 6.4340316 51.1990825, 6.4337323 51.1991422)",,,,,
14439038,False,,Marktstieg,residential,,False,11.031,"LINESTRING (6.4342323 51.1952548, 6.4341012 51.1951992)",,,,,
14441077,True,,Kaiserstraße,residential,30,False,143.62699999999998,"LINESTRING (6.4342323 51.1952548, 6.4351932 51.1957237, 6.4357415 51.1959912, 6.435794 51.1960782)",,,,,
440353850,True,2,Viersener Straße,secondary,50,False,167.044,"LINESTRING (6.4342323 51.1952548, 6.4340172 51.1953425, 6.4338206 51.1954321, 6.4336425 51.1955484, 6.4333957 51.1957283, 6.4332142 51.1959051, 6.4330192 51.1960934, 6.4327013 51.1963884)",K 13,,,,
471541015,False,4,Aachener Straße,tertiary,50,False,10.341,"LINESTRING (6.4327013 51.1963884, 6.4325605 51.196359)",K 13,,,,
15748389,True,2,Viersener Straße,secondary,40,False,121.876,"LINESTRING (6.4327013 51.1963884, 6.4324731 51.1965766, 6.4322735 51.1967187, 6.4319018 51.1969709, 6.431788 51.197032, 6.4315106 51.1971874)",,,,,
14439038,False,,Marktstieg,residential,,True,11.031,"LINESTRING (6.4341012 51.1951992, 6.4342323 51.1952548)",,,,,
"[711627108, 30239427, 711627107]",True,2,Viersener Straße,secondary,50,False,212.34199999999998,"LINESTRING (6.4341012 51.1951992, 6.4342916 51.1951479, 6.4345102 51.1951193, 6.4348003 51.1951018, 6.4350491 51.1950913, 6.4354796 51.1950826, 6.4355968 51.1950784, 6.4357276 51.1950738, 6.4358888 51.195068, 6.4363032 51.1950731, 6.4365299 51.1950697, 6.4367197 51.1950736, 6.4368352 51.1950831, 6.4369578 51.1951043, 6.4370986 51.1951526)",K 13,,,,
30239428,False,,Marktstieg,residential,30,False,51.900000000000006,"LINESTRING (6.4341012 51.1951992, 6.4340456 51.1951757, 6.4335744 51.1950769, 6.4334029 51.1950409)",,,,,
471541015,False,4,Aachener Straße,tertiary,50,True,10.341,"LINESTRING (6.4325605 51.196359, 6.4327013 51.1963884)",K 13,,,,
15748387,True,2,Viersener Straße,secondary,50,False,169.516,"LINESTRING (6.4325605 51.196359, 6.432924 51.1960194, 6.4330306 51.1959211, 6.4332507 51.1957048, 6.4333287 51.1956322, 6.4333973 51.1955853, 6.4335704 51.1954671, 6.4337759 51.1953406, 6.4341012 51.1951992)",K 13,,,,
"[14368216, 817838667]",False,4,Aachener Straße,tertiary,50,False,112.77599999999998,"LINESTRING (6.4325605 51.196359, 6.4323626 51.1962961, 6.4318899 51.1961429, 6.431547 51.1960453, 6.4312763 51.1959696, 6.4311019 51.1959203)",K 13,,,,
13960045,True,,Ludwigstraße,residential,30,False,189.938,"LINESTRING (6.4291084 51.19544, 6.4291866 51.1953504, 6.4295173 51.1952079, 6.4293626 51.194965, 6.4293441 51.194925, 6.4293285 51.1948911, 6.4285971 51.1939843)",,,,,
30620025,False,2,Aachener Straße,tertiary,40,True,148.83200000000002,"LINESTRING (6.4291084 51.19544, 6.4292719 51.1954789, 6.4300054 51.1956537, 6.4302849 51.1957202, 6.4303646 51.1957392, 6.43093 51.195875, 6.4311019 51.1959203)",K 13,,,,
13852654,False,,Viersener Straße,secondary,40,False,26.196,"LINESTRING (6.4294094 51.1984486, 6.4291982 51.1986435)",,yes,,,
"[929681237, 12821775]",True,2,Viersener Straße,secondary,40,False,52.941,"LINESTRING (6.4294094 51.1984486, 6.4294839 51.1983405, 6.4297778 51.1980858, 6.429819 51.1980501)",,,,,
13853042,False,,Viersener Straße,secondary,50,True,45.6,"LINESTRING (6.428784 51.198961, 6.4288426 51.1989161, 6.4291982 51.1986435)",L 71,yes,,,
13853487,True,,Ludwig-Weber-Straße,primary_link,,False,39.023,"LINESTRING (6.428784 51.198961, 6.4286107 51.1989784, 6.4285722 51.1989823, 6.4282268 51.1989759)",,,,,
13852654,False,,Viersener Straße,secondary,40,True,26.196,"LINESTRING (6.4291982 51.1986435, 6.4294094 51.1984486)",,yes,,,
13853042,False,,Viersener Straße,secondary,50,False,45.6,"LINESTRING (6.4291982 51.1986435, 6.4288426 51.1989161, 6.428784 51.198961)",L 71,yes,,,
13853039,True,,,primary_link,,False,43.918,"LINESTRING (6.4287804 51.1984232, 6.4294094 51.1984486)",,yes,,,
13853211,True,,,primary_link,,False,40.004000000000005,"LINESTRING (6.4287804 51.1984232, 6.4289692 51.1984658, 6.4290951 51.1985235, 6.4291982 51.1986435)",,yes,,,
12821775,True,2,Viersener Straße,secondary,40,False,38.596,"LINESTRING (6.429819 51.1980501, 6.430069 51.1978461, 6.4301509 51.1977723)",,,,,
"[14368216, 817838667]",False,4,Aachener Straße,tertiary,50,True,112.776,"LINESTRING (6.4311019 51.1959203, 6.4312763 51.1959696, 6.431547 51.1960453, 6.4318899 51.1961429, 6.4323626 51.1962961, 6.4325605 51.196359)",K 13,,,,
30620025,False,2,Aachener Straße,tertiary,40,False,148.832,"LINESTRING (6.4311019 51.1959203, 6.43093 51.195875, 6.4303646 51.1957392, 6.4302849 51.1957202, 6.4300054 51.1956537, 6.4292719 51.1954789, 6.4291084 51.19544)",K 13,,,,
"[13865728, 30620028]",False,,"['Alter Markt', 'Sandradstraße']",residential,30,False,203.424,"LINESTRING (6.4311019 51.1959203, 6.4313273 51.1954222, 6.431337 51.1953457, 6.4313422 51.1952477, 6.4313453 51.1950443, 6.4313457 51.195017, 6.4313616 51.1946566, 6.4313823 51.1944698, 6.4314506 51.1942879, 6.4314856 51.1942468, 6.431545 51.1941771, 6.4315943 51.1941431)",,,,,
363516583,False,,Sandradstraße,residential,,True,148.11700000000002,"LINESTRING (6.4311019 51.1959203, 6.4307217 51.1966928, 6.4305219 51.1970988, 6.4304549 51.1971882)",,,,,
"[13865728, 30620028]",False,,"['Alter Markt', 'Sandradstraße']",residential,30,True,203.42399999999998,"LINESTRING (6.4315943 51.1941431, 6.431545 51.1941771, 6.4314856 51.1942468, 6.4314506 51.1942879, 6.4313823 51.1944698, 6.4313616 51.1946566, 6.4313457 51.195017, 6.4313453 51.1950443, 6.4313422 51.1952477, 6.431337 51.1953457, 6.4313273 51.1954222, 6.4311019 51.1959203)",,,,,
20570686,False,,Hindenburgstraße,residential,30,True,34.899,"LINESTRING (6.4315943 51.1941431, 6.4318709 51.194061, 6.4319471 51.1940493, 6.4319625 51.194047, 6.4320144 51.194039, 6.4320601 51.194032)",,,,,
"[13865729, 30620027]",False,,"['Alter Markt', 'Neustraße']",residential,30,False,16.695999999999998,"LINESTRING (6.4315943 51.1941431, 6.4315727 51.1941255, 6.43154 51.1940922, 6.4314717 51.1940721, 6.4314063 51.1940652)",,,,,
14003432,False,,Krichelstraße,residential,30,True,12.672,"LINESTRING (6.4342107 51.1932751, 6.4340731 51.1933496)",,,,,
13865793,True,,Abteistraße,residential,30,False,42.834999999999994,"LINESTRING (6.4342107 51.1932751, 6.4342263 51.1931886, 6.434263 51.1931534, 6.4343222 51.1931342, 6.4344104 51.1931296, 6.434487 51.1931395, 6.4346572 51.1931658)",,,,,
"[13934626, 566552339]",False,,Abteistraße,residential,30,False,137.061,"LINESTRING (6.4342107 51.1932751, 6.434154 51.1932656, 6.4340008 51.1932481, 6.433744 51.1932187, 6.4332375 51.1931563, 6.4331724 51.1931483, 6.4329654 51.1931228, 6.4327527 51.19309, 6.4326436 51.1930831, 6.4326135 51.1930794, 6.4323567 51.1930478, 6.4322849 51.1930307)",,,,,
14011623,True,,Abteistraße,residential,30,False,82.88900000000001,"LINESTRING (6.4353938 51.1933141, 6.4352272 51.1933241, 6.435075 51.1933274, 6.4346633 51.1932986, 6.4343917 51.1932956, 6.4342107 51.1932751)",,,,,
"[14011624, 112531391, 560750839]",False,2,"['Abteistraße', 'Stepgesstraße']",residential,30,True,172.75400000000002,"LINESTRING (6.4353938 51.1933141, 6.4356046 51.1933066, 6.4358536 51.1933138, 6.4360799 51.1933452, 6.4368415 51.1935587, 6.437013 51.1935775, 6.4371702 51.1935566, 6.437343 51.1935005, 6.4375337 51.1934438, 6.4377358 51.1934035)",,,,,
728057687,True,1,,residential,,False,10.799,"LINESTRING (6.4379302 51.1933394, 6.4379482 51.1933609, 6.4379534 51.193385, 6.4379452 51.1934087, 6.4379245 51.1934292)",,,roundabout,,
"[729101566, 12717927]",False,"['4', '2']",Stepgesstraße,residential,,True,103.357,"LINESTRING (6.4379302 51.1933394, 6.4380269 51.1932898, 6.4381514 51.1932296, 6.4386199 51.1930319, 6.4389613 51.1928516, 6.439086 51.192762)",,,,,
13865840,False,,An der Flieschermühle,tertiary,30,False,60.669,"LINESTRING (6.435741 51.1914123, 6.4357269 51.1913234, 6.4356576 51.1908692)",,,,,
