osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,lanes,width
"[80427674, 14119029, 111796661]",St 2145,Fischbacher Straße,secondary,50,False,False,129.08700000000002,yes,"LINESTRING (12.2752815 49.2019395, 12.2754839 49.2017736, 12.275609 49.2016108, 12.2757371 49.2013854, 12.2757769 49.2011579, 12.2757636 49.2009544, 12.2757785 49.2009044, 12.2758068 49.2008661)",,
213831604,St 2145,Fischbacher Straße,secondary,50,False,True,69.04899999999999,,"LINESTRING (12.2752815 49.2019395, 12.2750994 49.202058, 12.2747994 49.2021755, 12.2744802 49.2022586)",,
741774441,,Thanner Straße,residential,30,False,True,34.522,,"LINESTRING (12.2752815 49.2019395, 12.2754855 49.202081, 12.2755457 49.2021902)",,
36768206,St 2145,Alte Regensburger Straße,secondary,50,False,True,152.165,,"LINESTRING (12.2688101 49.1964136, 12.268765 49.1961917, 12.2687447 49.1958616, 12.2687453 49.1958413, 12.2687512 49.1956485, 12.268753 49.1955895, 12.2687538 49.1955557, 12.2687195 49.195148, 12.2687111 49.1950482)",2,
1248311843,St 2145,Alte Regensburger Straße,secondary,50,True,False,23.201,,"LINESTRING (12.2688101 49.1964136, 12.2688735 49.1964794, 12.2688953 49.1965412, 12.2688859 49.1966084)",1,
158692496,St 2145,Alte Regensburger Straße,secondary,50,False,False,69.25800000000001,,"LINESTRING (12.2688298 49.1936792, 12.2686917 49.1939395, 12.2686416 49.194108, 12.268641 49.1942837)",,
27560673,St 2150,Berghamer Straße,secondary,50,False,True,117.345,,"LINESTRING (12.2773993 49.2008749, 12.2771469 49.2008573, 12.2765626 49.2008202, 12.275993 49.2008175, 12.2758773 49.2008336, 12.2758068 49.2008661)",,
111597971,St 2150,Brucker Straße,secondary,50,False,True,105.41099999999999,,"LINESTRING (12.2773993 49.2008749, 12.2775569 49.2009244, 12.2779419 49.2011286, 12.2784411 49.2013912, 12.2785496 49.2014482)",,
111597971,St 2150,Brucker Straße,secondary,50,False,False,105.411,,"LINESTRING (12.2785496 49.2014482, 12.2784411 49.2013912, 12.2779419 49.2011286, 12.2775569 49.2009244, 12.2773993 49.2008749)",,
"[27567036, 27567028]",SAD 11,"['Kolpingstraße', 'Bodensteiner Straße']",tertiary,50,False,False,43.09,,"LINESTRING (12.2729116 49.1962053, 12.2731138 49.1961712, 12.273487 49.1961116)",2,5 m
27567028,SAD 11,Kolpingstraße,tertiary,50,False,True,39.366,,"LINESTRING (12.2729116 49.1962053, 12.2725842 49.1962549, 12.2724534 49.1962848, 12.2723904 49.1962999)",2,
27751753,,Brauhausstraße,residential,,True,False,167.95,,"LINESTRING (12.2729116 49.1962053, 12.2731442 49.1969637, 12.2731587 49.197017, 12.2732119 49.1972456, 12.273268 49.1975616, 12.2732436 49.1976475, 12.2732573 49.1976927)",1,3.5
27567028,SAD 11,Kolpingstraße,tertiary,50,False,False,39.30800000000001,,"LINESTRING (12.2710989 49.1966276, 12.271275 49.1966262, 12.2713568 49.1966155, 12.2716096 49.1965347)",2,
27567028,SAD 11,Kolpingstraße,tertiary,50,False,True,85.388,,"LINESTRING (12.2710989 49.1966276, 12.270805 49.1966226, 12.2707564 49.1966251, 12.2703895 49.196644, 12.2701577 49.1967005, 12.2700083 49.1968033)",2,
27751716,,Gerichtsstraße,residential,,False,False,33.232,,"LINESTRING (12.2710989 49.1966276, 12.2711128 49.1965907, 12.2712347 49.1963423)",,
14119067,St 2145,Hauptstraße,secondary,50,False,False,68.859,,"LINESTRING (12.2700083 49.1968033, 12.2704721 49.1969004, 12.2706255 49.1969661, 12.2708238 49.1970927)",2,
