osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,junction
"[54111241, 33130610, 274432284, 43176724]",False,,residential,,True,243.86100000000002,"LINESTRING (8.9215849 52.2418615, 8.9215364 52.2417158, 8.9214713 52.2413309, 8.9217072 52.2410296, 8.9218068 52.2408878, 8.9220211 52.2406659, 8.9221086 52.240603, 8.9224128 52.2403676, 8.9228714 52.2400673, 8.9228892 52.2400392, 8.9229079 52.2400043, 8.9229275 52.2399842, 8.9229569 52.2399642)",,Hauptstraße,
26393195,True,,secondary,50,False,8.85,"LINESTRING (8.9212078 52.2403711, 8.9211656 52.240365, 8.9211295 52.2403503, 8.921104 52.2403289)",,,roundabout
203679502,True,,secondary,50,False,29.184,"LINESTRING (8.9212078 52.2403711, 8.9209631 52.2405058, 8.9208655 52.2405179)",L 780,Kirchsiek,
244385201,False,,residential,,False,83.92600000000002,"LINESTRING (8.9251747 52.2382639, 8.9255744 52.2380657, 8.9252151 52.2378504, 8.9250606 52.2377584)",,Am Weinberg,
33897706,False,,residential,,False,29.689,"LINESTRING (8.9250606 52.2377584, 8.925403 52.2375931)",,Kiekenbrink,
33897706,False,,residential,,True,168.183,"LINESTRING (8.9250606 52.2377584, 8.9248851 52.2378818, 8.9244847 52.2381218, 8.9238397 52.2385646, 8.9235862 52.2388091, 8.9234582 52.2389036)",,Kiekenbrink,
244385201,False,,residential,,True,83.926,"LINESTRING (8.9250606 52.2377584, 8.9252151 52.2378504, 8.9255744 52.2380657, 8.9251747 52.2382639)",,Am Weinberg,
449241053,False,,residential,,False,162.859,"LINESTRING (8.9271387 52.2365919, 8.9268391 52.2367838, 8.9265668 52.2369814, 8.9261691 52.2371619, 8.9256184 52.2374617, 8.925403 52.2375931)",,Hohler Weg,
133958019,False,5,secondary,50,True,6.628,"LINESTRING (8.9208655 52.2405179, 8.9207867 52.2405529)",L 780,Kirchsiek,
408196603,True,,secondary,50,False,26.559,"LINESTRING (8.9208655 52.2405179, 8.921104 52.2403289)",L 780,Kirchsiek,
33270855,True,,residential,50,False,49.398,"LINESTRING (8.9208655 52.2405179, 8.9209438 52.240343, 8.9209523 52.2402768, 8.9209153 52.2401929, 8.9208939 52.2400841)",,Unter der Schalksburg,
26393195,True,,secondary,50,False,11.689,"LINESTRING (8.921104 52.2403289, 8.9210921 52.2403036, 8.9210951 52.2402774, 8.9211126 52.2402534, 8.9211425 52.2402346)",,,roundabout
"[148338897, 446913732]",False,,residential,30,True,80.735,"LINESTRING (8.9229636 52.2390642, 8.9228049 52.2390783, 8.922726 52.2390767, 8.9224099 52.2390341, 8.9219536 52.2388443, 8.9219082 52.2388778)",,Kiekenbrink,
42716989,False,,residential,30,False,224.15200000000002,"LINESTRING (8.9188651 52.2393342, 8.9186929 52.2392969, 8.9185335 52.2392387, 8.9176757 52.2386332, 8.917663 52.2385987, 8.9180417 52.2384091, 8.9181877 52.2382929, 8.9182367 52.2382465, 8.9184281 52.2380655, 8.9186717 52.2378822)",,Burggraben,
449241001,False,,residential,10,True,53.739,"LINESTRING (8.9314504 52.2365668, 8.9311812 52.2361125)",,Albersburg,
80369197,False,,residential,,True,67.682,"LINESTRING (8.9267243 52.2398365, 8.9265513 52.2402063, 8.9265046 52.2402419, 8.9262427 52.2403199)",,Ortsstraße,
503168122,False,,residential,,True,67.92,"LINESTRING (8.9243089 52.2350392, 8.9240098 52.235155, 8.9238033 52.2351911, 8.9233779 52.235224)",,Oebkenbrink,
33897700,False,,residential,,False,99.47600000000001,"LINESTRING (8.9233779 52.235224, 8.9230581 52.2352624, 8.9230063 52.2352936, 8.9227795 52.2357813, 8.9227334 52.2358555, 8.9226636 52.2359032)",,Oebkenbrink,
503168122,False,,residential,,False,67.92,"LINESTRING (8.9233779 52.235224, 8.9238033 52.2351911, 8.9240098 52.235155, 8.9243089 52.2350392)",,Oebkenbrink,
33897706,False,,residential,,False,25.47,"LINESTRING (8.9231404 52.2390244, 8.9234582 52.2389036)",,Kiekenbrink,
"[42717388, 36457446]",False,,unclassified,30,False,159.402,"LINESTRING (8.9231404 52.2390244, 8.9230853 52.2389999, 8.9229772 52.2389518, 8.9226387 52.2388375, 8.922606 52.2388232, 8.922379 52.2387399, 8.9222869 52.2386996, 8.9220759 52.2385034, 8.9220186 52.238379, 8.9220155 52.2382667, 8.9220129 52.2381741, 8.9220388 52.2379264)",,Kempstraße,
148338813,False,,unclassified,30,False,50.062,"LINESTRING (8.9231404 52.2390244, 8.9232378 52.2390774, 8.9233161 52.23918, 8.9233395 52.2392942, 8.9233605 52.2394357)",,Kempstraße,
