osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,junction
33270851,True,1,primary_link,50,False,56.897,"LINESTRING (8.9200593 52.2405523, 8.9203351 52.2406708, 8.9204489 52.2406646, 8.9206141 52.2406028, 8.9207867 52.2405529)",,,
368125728,True,2,primary_link,50,False,39.416,"LINESTRING (8.9200593 52.2405523, 8.9201587 52.240669, 8.9201807 52.2407293, 8.9201836 52.2407912, 8.9201925 52.2408902)",,,
133958019,False,5,secondary,50,False,6.628,"LINESTRING (8.9207867 52.2405529, 8.9208655 52.2405179)",L 780,Kirchsiek,
"[18960408, 1193055645]",True,1,primary_link,50,False,63.559000000000005,"LINESTRING (8.9207867 52.2405529, 8.9206818 52.2406649, 8.9206238 52.2407492, 8.920539 52.240862, 8.9205105 52.2409342, 8.9205162 52.241004, 8.9205469 52.2410845)",,,
33270853,False,4,secondary,50,True,55.17700000000001,"LINESTRING (8.9207867 52.2405529, 8.9205987 52.2406649, 8.9204118 52.2407701, 8.9201925 52.2408902)",L 780,Kirchsiek,
"[33285960, 377643027, 18960334]",True,"['2', '1']",primary_link,"['50', '70']",False,151.65100000000004,"LINESTRING (8.9212336 52.2425353, 8.9209933 52.2422505, 8.9208387 52.2419909, 8.9207456 52.2418696, 8.9204786 52.2415219, 8.920378 52.2413887, 8.9203193 52.2412933)",,,
33270857,True,1,primary_link,50,False,46.11,"LINESTRING (8.9203193 52.2412933, 8.9202489 52.2411923, 8.9202232 52.2411265, 8.9202097 52.2410701, 8.9202035 52.2410093, 8.9201925 52.2408902)",,,
161451070,True,1,primary_link,50,False,51.289,"LINESTRING (8.9203193 52.2412933, 8.9202195 52.2412283, 8.9201142 52.2411911, 8.9200358 52.2411767, 8.9199312 52.2411642, 8.9196393 52.2411997)",,,
"[161451068, 77064557]",True,1,primary_link,"['50', '70']",False,169.58599999999998,"LINESTRING (8.9205469 52.2410845, 8.9208328 52.2414485, 8.9210712 52.2418446, 8.921188 52.2421953, 8.9212336 52.2425353)",,,
26393195,True,,secondary,50,False,18.006,"LINESTRING (8.9213209 52.2402575, 8.9213361 52.2402829, 8.9213357 52.2403099, 8.9213198 52.2403351, 8.9212905 52.2403552, 8.9212515 52.2403677, 8.9212078 52.2403711)",,,roundabout
"[274444843, 33285965]",False,2,secondary,50,True,119.395,"LINESTRING (8.9213209 52.2402575, 8.9214453 52.2401766, 8.921538 52.2401259, 8.9220347 52.2398404, 8.9221731 52.2397645, 8.9225087 52.2396142, 8.9226457 52.239558)",L 780,Kirchsiek,
33897700,False,,residential,,True,99.476,"LINESTRING (8.9226636 52.2359032, 8.9227334 52.2358555, 8.9227795 52.2357813, 8.9230063 52.2352936, 8.9230581 52.2352624, 8.9233779 52.235224)",,Oebkenbrink,
33897703,False,,residential,,True,87.408,"LINESTRING (8.9226636 52.2359032, 8.9228906 52.2359244, 8.9231303 52.2358921, 8.9233469 52.2358599, 8.9235682 52.2358967, 8.9238503 52.23603)",,Unter dem Friedhof,
504793388,False,,residential,,False,136.24200000000002,"LINESTRING (8.9226636 52.2359032, 8.9224907 52.2359107, 8.9216599 52.2358599, 8.9206733 52.235794)",,Unter dem Friedhof,
26393191,False,,living_street,,False,54.292,"LINESTRING (8.9198976 52.2389135, 8.9206589 52.2387684)",,Hauptstraße,
"[26393192, 756066011, 33285966]",False,2,residential,"['50', '30']",False,147.21,"LINESTRING (8.9198976 52.2389135, 8.9199971 52.2389981, 8.9200913 52.2390825, 8.9201361 52.23912, 8.9202626 52.2392563, 8.9203418 52.2393569, 8.9203912 52.2394203, 8.9205516 52.2396261, 8.9207564 52.2399253, 8.9208473 52.2400337, 8.9208939 52.2400841)",,Unter der Schalksburg,
"[756066010, 42716990]",False,,residential,30,True,143.056,"LINESTRING (8.9198976 52.2389135, 8.9196994 52.2387347, 8.9196118 52.2386557, 8.9192666 52.2383302, 8.9188844 52.2379694, 8.9186717 52.2378822)",,Hauptstraße,
33897703,False,,residential,,False,87.40799999999999,"LINESTRING (8.9238503 52.23603, 8.9235682 52.2358967, 8.9233469 52.2358599, 8.9231303 52.2358921, 8.9228906 52.2359244, 8.9226636 52.2359032)",,Unter dem Friedhof,
"[42716980, 148329045]",False,,residential,,"[False, True]",155.77100000000002,"LINESTRING (8.9238503 52.23603, 8.9236052 52.2361133, 8.92343 52.2361933, 8.9232978 52.236271, 8.9232108 52.2363395, 8.9231304 52.2364486, 8.9231043 52.2365988, 8.9231299 52.2368079, 8.9229511 52.2371362, 8.9229829 52.2372033)",,Faulensiek,
32598030,False,,residential,,True,49.891,"LINESTRING (8.9229569 52.2399642, 8.9226457 52.239558)",,Hauptstraße,
32598055,False,,residential,,False,175.711,"LINESTRING (8.9229569 52.2399642, 8.9230021 52.2399617, 8.9230727 52.2399606, 8.9231934 52.2399451, 8.9234834 52.2399027, 8.9239917 52.2398596, 8.9247521 52.2398572, 8.9255216 52.2398573)",,Ortsstraße,
"[54111241, 33130610, 43176724, 274432284]",False,,residential,,False,243.86100000000002,"LINESTRING (8.9229569 52.2399642, 8.9229275 52.2399842, 8.9229079 52.2400043, 8.9228892 52.2400392, 8.9228714 52.2400673, 8.9224128 52.2403676, 8.9221086 52.240603, 8.9220211 52.2406659, 8.9218068 52.2408878, 8.9217072 52.2410296, 8.9214713 52.2413309, 8.9215364 52.2417158, 8.9215849 52.2418615)",,Hauptstraße,
32598039,False,,residential,,False,131.498,"LINESTRING (8.9255216 52.2398573, 8.9254791 52.2399271, 8.9252472 52.2400213, 8.9239711 52.2405396)",,Auf dem Kampe,
32598043,True,,residential,,False,81.946,"LINESTRING (8.9255216 52.2398573, 8.9260547 52.2398556, 8.9265205 52.2398404, 8.9267243 52.2398365)",,Ortsstraße,
32598055,False,,residential,,True,175.71099999999998,"LINESTRING (8.9255216 52.2398573, 8.9247521 52.2398572, 8.9239917 52.2398596, 8.9234834 52.2399027, 8.9231934 52.2399451, 8.9230727 52.2399606, 8.9230021 52.2399617, 8.9229569 52.2399642)",,Ortsstraße,
32598039,False,,residential,,True,131.498,"LINESTRING (8.9239711 52.2405396, 8.9252472 52.2400213, 8.9254791 52.2399271, 8.9255216 52.2398573)",,Auf dem Kampe,
18960465,True,1,primary_link,50,False,32.644999999999996,"LINESTRING (8.9201925 52.2408902, 8.920381 52.2409889, 8.9204513 52.2410131, 8.9205469 52.2410845)",,,
18960588,True,1,primary_link,50,False,34.047,"LINESTRING (8.9201925 52.2408902, 8.9200896 52.2408518, 8.9199453 52.2408233, 8.9198766 52.240796, 8.9197652 52.2407382)",,,
33270846,False,4,primary,50,True,51.05499999999999,"LINESTRING (8.9201925 52.2408902, 8.9199914 52.2410135, 8.9198619 52.241083, 8.9196393 52.2411997)",,Kirchsiek,
33270853,False,4,secondary,50,False,55.177,"LINESTRING (8.9201925 52.2408902, 8.9204118 52.2407701, 8.9205987 52.2406649, 8.9207867 52.2405529)",L 780,Kirchsiek,
18960531,True,1,primary_link,50,False,55.168000000000006,"LINESTRING (8.9196393 52.2411997, 8.9197664 52.2410185, 8.919838 52.2409106, 8.9198246 52.2408011, 8.9197652 52.2407382)",,,
33270846,False,4,primary,50,False,51.05499999999999,"LINESTRING (8.9196393 52.2411997, 8.9198619 52.241083, 8.9199914 52.2410135, 8.9201925 52.2408902)",,Kirchsiek,
"[26393192, 756066011, 33285966]",False,2,residential,"['50', '30']",True,147.20999999999998,"LINESTRING (8.9208939 52.2400841, 8.9208473 52.2400337, 8.9207564 52.2399253, 8.9205516 52.2396261, 8.9203912 52.2394203, 8.9203418 52.2393569, 8.9202626 52.2392563, 8.9201361 52.23912, 8.9200913 52.2390825, 8.9199971 52.2389981, 8.9198976 52.2389135)",,Unter der Schalksburg,
203679503,False,,residential,30,False,23.835,"LINESTRING (8.9208939 52.2400841, 8.9210099 52.240162, 8.9211425 52.2402346)",,Unter der Schalksburg,
26393195,True,,secondary,50,False,13.872,"LINESTRING (8.9211425 52.2402346, 8.921189 52.2402219, 8.92124 52.2402219, 8.9212866 52.2402345, 8.9213209 52.2402575)",,,roundabout
203679503,False,,residential,30,True,23.835,"LINESTRING (8.9211425 52.2402346, 8.9210099 52.240162, 8.9208939 52.2400841)",,Unter der Schalksburg,
33897706,False,,residential,,True,29.689,"LINESTRING (8.925403 52.2375931, 8.9250606 52.2377584)",,Kiekenbrink,
42717380,False,,residential,,False,585.6640000000001,"LINESTRING (8.925403 52.2375931, 8.9255106 52.237609, 8.9257032 52.2376154, 8.9258805 52.2376119, 8.9260398 52.2375863, 8.9262994 52.2375264, 8.9265145 52.2374282, 8.9267587 52.2372917, 8.9269418 52.2371893, 8.9271706 52.2370264, 8.92738 52.2368838, 8.9275738 52.236778, 8.9277521 52.2367136, 8.9282207 52.2365877, 8.9284544 52.2364893, 8.9285481 52.2364181, 8.9286687 52.2363204, 8.9287707 52.2362613, 8.9289538 52.2361813, 8.929105 52.2360873, 8.9293504 52.2359073, 8.9294992 52.2358282, 8.9296952 52.2357684, 8.9302943 52.2357039, 8.9304587 52.2356573, 8.9305829 52.2355832, 8.9305971 52.2355207, 8.9305261 52.2353985, 8.9304874 52.2353131, 8.9305115 52.2352437, 8.9306195 52.2351897, 8.9310472 52.2350941, 8.9312387 52.235084, 8.932086 52.235128)",,Kiekenbrink,
449241053,False,,residential,,True,162.85899999999998,"LINESTRING (8.925403 52.2375931, 8.9256184 52.2374617, 8.9261691 52.2371619, 8.9265668 52.2369814, 8.9268391 52.2367838, 8.9271387 52.2365919)",,Hohler Weg,
33897704,False,,residential,10,False,51.152,"LINESTRING (8.932086 52.235128, 8.9319642 52.2354832, 8.9319253 52.2355773)",,Albersburg,
42717380,False,,residential,,True,585.664,"LINESTRING (8.932086 52.235128, 8.9312387 52.235084, 8.9310472 52.2350941, 8.9306195 52.2351897, 8.9305115 52.2352437, 8.9304874 52.2353131, 8.9305261 52.2353985, 8.9305971 52.2355207, 8.9305829 52.2355832, 8.9304587 52.2356573, 8.9302943 52.2357039, 8.9296952 52.2357684, 8.9294992 52.2358282, 8.9293504 52.2359073, 8.929105 52.2360873, 8.9289538 52.2361813, 8.9287707 52.2362613, 8.9286687 52.2363204, 8.9285481 52.2364181, 8.9284544 52.2364893, 8.9282207 52.2365877, 8.9277521 52.2367136, 8.9275738 52.236778, 8.92738 52.2368838, 8.9271706 52.2370264, 8.9269418 52.2371893, 8.9267587 52.2372917, 8.9265145 52.2374282, 8.9262994 52.2375264, 8.9260398 52.2375863, 8.9258805 52.2376119, 8.9257032 52.2376154, 8.9255106 52.237609, 8.925403 52.2375931)",,Kiekenbrink,
33897704,False,,residential,10,False,84.01599999999999,"LINESTRING (8.9319253 52.2355773, 8.9318295 52.2358136, 8.9317512 52.2359122, 8.9311812 52.2361125)",,Albersburg,
33897704,False,,residential,10,True,51.152,"LINESTRING (8.9319253 52.2355773, 8.9319642 52.2354832, 8.932086 52.235128)",,Albersburg,
449241001,False,,residential,10,False,53.739,"LINESTRING (8.9311812 52.2361125, 8.9314504 52.2365668)",,Albersburg,
33897704,False,,residential,10,False,71.947,"LINESTRING (8.9311812 52.2361125, 8.9305662 52.2363524, 8.9305457 52.2363688, 8.9303594 52.2365078)",,Albersburg,
33897704,False,,residential,10,True,84.01599999999999,"LINESTRING (8.9311812 52.2361125, 8.9317512 52.2359122, 8.9318295 52.2358136, 8.9319253 52.2355773)",,Albersburg,
33897704,False,,residential,10,True,71.947,"LINESTRING (8.9303594 52.2365078, 8.9305457 52.2363688, 8.9305662 52.2363524, 8.9311812 52.2361125)",,Albersburg,
33897706,False,,residential,,True,25.47,"LINESTRING (8.9234582 52.2389036, 8.9231404 52.2390244)",,Kiekenbrink,
33897706,False,,residential,,False,168.18300000000002,"LINESTRING (8.9234582 52.2389036, 8.9235862 52.2388091, 8.9238397 52.2385646, 8.9244847 52.2381218, 8.9248851 52.2378818, 8.9250606 52.2377584)",,Kiekenbrink,
39174431,False,,residential,,False,91.348,"LINESTRING (8.9234582 52.2389036, 8.9235834 52.2389124, 8.9238983 52.2389031, 8.9239615 52.2389452, 8.9240481 52.2390706, 8.9240501 52.2391275, 8.9241156 52.2392563, 8.9241259 52.2393248, 8.9241312 52.2394221)",,Hinter der Kirche,
"[42717388, 36457446]",False,,unclassified,30,True,159.402,"LINESTRING (8.9220388 52.2379264, 8.9220129 52.2381741, 8.9220155 52.2382667, 8.9220186 52.238379, 8.9220759 52.2385034, 8.9222869 52.2386996, 8.922379 52.2387399, 8.922606 52.2388232, 8.9226387 52.2388375, 8.9229772 52.2389518, 8.9230853 52.2389999, 8.9231404 52.2390244)",,Kempstraße,
"[1050300481, 47039102]",False,,residential,30,False,56.56399999999999,"LINESTRING (8.9220388 52.2379264, 8.9216885 52.2378785, 8.9215989 52.2378663, 8.9214461 52.2378484, 8.921337 52.2378299, 8.9213131 52.2378228, 8.9212622 52.2377814)",,Am Park,
"[42716985, 376274566]",False,,unclassified,,False,108.236,"LINESTRING (8.9220388 52.2379264, 8.9220559 52.2378592, 8.9220882 52.2377697, 8.922143 52.2376442, 8.9223395 52.2374976, 8.9226292 52.237335, 8.9229829 52.2372033)",,Kempstraße,
"[1050300481, 47039102]",False,,residential,30,True,56.56399999999999,"LINESTRING (8.9212622 52.2377814, 8.9213131 52.2378228, 8.921337 52.2378299, 8.9214461 52.2378484, 8.9215989 52.2378663, 8.9216885 52.2378785, 8.9220388 52.2379264)",,Am Park,
39174431,False,,residential,,True,91.348,"LINESTRING (8.9241312 52.2394221, 8.9241259 52.2393248, 8.9241156 52.2392563, 8.9240501 52.2391275, 8.9240481 52.2390706, 8.9239615 52.2389452, 8.9238983 52.2389031, 8.9235834 52.2389124, 8.9234582 52.2389036)",,Hinter der Kirche,
"[42717400, 42717419]",False,2,secondary,50,False,52.501,"LINESTRING (8.9241312 52.2394221, 8.9235214 52.2394314, 8.9233605 52.2394357)",L 780,Kirchsiek,
80369197,False,,residential,,False,67.682,"LINESTRING (8.9262427 52.2403199, 8.9265046 52.2402419, 8.9265513 52.2402063, 8.9267243 52.2398365)",,Ortsstraße,
148329071,False,,residential,,False,149.406,"LINESTRING (8.9206733 52.235794, 8.9205118 52.2359067, 8.9203173 52.2360642, 8.9202389 52.2361291, 8.9201396 52.2361623, 8.9200267 52.2361733, 8.9194101 52.2362049, 8.9189182 52.2362937, 8.9187893 52.23632)",,Kirchhofsweg,
504793388,False,,residential,,True,136.242,"LINESTRING (8.9206733 52.235794, 8.9216599 52.2358599, 8.9224907 52.2359107, 8.9226636 52.2359032)",,Unter dem Friedhof,
148329071,False,,residential,,True,149.406,"LINESTRING (8.9187893 52.23632, 8.9189182 52.2362937, 8.9194101 52.2362049, 8.9200267 52.2361733, 8.9201396 52.2361623, 8.9202389 52.2361291, 8.9203173 52.2360642, 8.9205118 52.2359067, 8.9206733 52.235794)",,Kirchhofsweg,
600426924,False,,unclassified,,False,163.011,"LINESTRING (8.9187893 52.23632, 8.9186688 52.2365594, 8.9184622 52.2369078, 8.9181781 52.2377345)",,Hoppenstraße,
"[42716985, 376274566]",False,,unclassified,,True,108.236,"LINESTRING (8.9229829 52.2372033, 8.9226292 52.237335, 8.9223395 52.2374976, 8.922143 52.2376442, 8.9220882 52.2377697, 8.9220559 52.2378592, 8.9220388 52.2379264)",,Kempstraße,
"[42716980, 148329045]",False,,residential,,"[False, True]",155.771,"LINESTRING (8.9229829 52.2372033, 8.9229511 52.2371362, 8.9231299 52.2368079, 8.9231043 52.2365988, 8.9231304 52.2364486, 8.9232108 52.2363395, 8.9232978 52.236271, 8.92343 52.2361933, 8.9236052 52.2361133, 8.9238503 52.23603)",,Faulensiek,
148329065,False,,residential,30,True,37.41,"LINESTRING (8.9181781 52.2377345, 8.9184547 52.2378163, 8.9186717 52.2378822)",,Hauptstraße,
600426924,False,,unclassified,,True,163.011,"LINESTRING (8.9181781 52.2377345, 8.9184622 52.2369078, 8.9186688 52.2365594, 8.9187893 52.23632)",,Hoppenstraße,
42716989,False,,residential,30,True,224.15200000000002,"LINESTRING (8.9186717 52.2378822, 8.9184281 52.2380655, 8.9182367 52.2382465, 8.9181877 52.2382929, 8.9180417 52.2384091, 8.917663 52.2385987, 8.9176757 52.2386332, 8.9185335 52.2392387, 8.9186929 52.2392969, 8.9188651 52.2393342)",,Burggraben,
"[756066010, 42716990]",False,,residential,30,False,143.05599999999998,"LINESTRING (8.9186717 52.2378822, 8.9188844 52.2379694, 8.9192666 52.2383302, 8.9196118 52.2386557, 8.9196994 52.2387347, 8.9198976 52.2389135)",,Hauptstraße,
148329065,False,,residential,30,False,37.41,"LINESTRING (8.9186717 52.2378822, 8.9184547 52.2378163, 8.9181781 52.2377345)",,Hauptstraße,
148338879,False,,residential,30,True,31.315,"LINESTRING (8.9204966 52.2385049, 8.9206589 52.2387684)",,Schwartzen Brink,
"[148338868, 148338879]",False,,residential,30,"[False, True]",188.029,"LINESTRING (8.9204966 52.2385049, 8.9206055 52.2383286, 8.9205927 52.238216, 8.9203491 52.2379555, 8.9201341 52.2379165, 8.9197548 52.2380513, 8.9199823 52.2382867, 8.920208 52.2384705, 8.9204966 52.2385049)",,Schwartzen Brink,
"[148338868, 148338879]",False,,residential,30,"[False, True]",188.029,"LINESTRING (8.9204966 52.2385049, 8.920208 52.2384705, 8.9199823 52.2382867, 8.9197548 52.2380513, 8.9201341 52.2379165, 8.9203491 52.2379555, 8.9205927 52.238216, 8.9206055 52.2383286, 8.9204966 52.2385049)",,Schwartzen Brink,
26393191,False,,living_street,,True,54.292,"LINESTRING (8.9206589 52.2387684, 8.9198976 52.2389135)",,Hauptstraße,
148338879,False,,residential,30,False,31.315,"LINESTRING (8.9206589 52.2387684, 8.9204966 52.2385049)",,Schwartzen Brink,
"[1050300482, 26393191]",False,,living_street,,False,103.65899999999999,"LINESTRING (8.9206589 52.2387684, 8.9213233 52.2386082, 8.9214613 52.2385861, 8.9215548 52.238607, 8.9219082 52.2388778)",,Hauptstraße,
148338792,False,,living_street,,False,20.351,"LINESTRING (8.9219082 52.2388778, 8.9220596 52.2390356)",,Hauptstraße,
"[148338897, 446913732]",False,,residential,30,False,80.735,"LINESTRING (8.9219082 52.2388778, 8.9219536 52.2388443, 8.9224099 52.2390341, 8.922726 52.2390767, 8.9228049 52.2390783, 8.9229636 52.2390642)",,Kiekenbrink,
"[1050300482, 26393191]",False,,living_street,,True,103.65899999999999,"LINESTRING (8.9219082 52.2388778, 8.9215548 52.238607, 8.9214613 52.2385861, 8.9213233 52.2386082, 8.9206589 52.2387684)",,Hauptstraße,
148338792,False,,living_street,,True,20.351,"LINESTRING (8.9220596 52.2390356, 8.9219082 52.2388778)",,Hauptstraße,
148338915,True,,living_street,,False,152.262,"LINESTRING (8.9220596 52.2390356, 8.9211859 52.2394086, 8.9208762 52.2390499, 8.9206589 52.2387684)",,Schalksburgstraße,
"[42717400, 42717410]",False,2,secondary,50,False,51.084,"LINESTRING (8.9233605 52.2394357, 8.9230867 52.2394566, 8.9228741 52.2394949, 8.9227607 52.2395153, 8.9226457 52.239558)",L 780,Kirchsiek,
"[42717400, 42717419]",False,2,secondary,50,True,52.501,"LINESTRING (8.9233605 52.2394357, 8.9235214 52.2394314, 8.9241312 52.2394221)",L 780,Kirchsiek,
148338813,False,,unclassified,30,True,50.062,"LINESTRING (8.9233605 52.2394357, 8.9233395 52.2392942, 8.9233161 52.23918, 8.9232378 52.2390774, 8.9231404 52.2390244)",,Kempstraße,
32598030,False,,residential,,False,49.891,"LINESTRING (8.9226457 52.239558, 8.9229569 52.2399642)",,Hauptstraße,
"[42717400, 42717410]",False,2,secondary,50,True,51.084,"LINESTRING (8.9226457 52.239558, 8.9227607 52.2395153, 8.9228741 52.2394949, 8.9230867 52.2394566, 8.9233605 52.2394357)",L 780,Kirchsiek,
148338806,True,,living_street,,False,70.59199999999998,"LINESTRING (8.9226457 52.239558, 8.922575 52.2394731, 8.9224838 52.2393968, 8.9223378 52.2392748, 8.9222522 52.2392064, 8.9220596 52.2390356)",,Hauptstraße,
"[274444843, 33285965]",False,2,secondary,50,False,119.39499999999998,"LINESTRING (8.9226457 52.239558, 8.9225087 52.2396142, 8.9221731 52.2397645, 8.9220347 52.2398404, 8.921538 52.2401259, 8.9214453 52.2401766, 8.9213209 52.2402575)",L 780,Kirchsiek,
