osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge
160603933,1,B 274,primary,50,roundabout,True,False,12.146,"LINESTRING (7.8550712 50.1981381, 7.8550913 50.1981204, 7.8551167 50.1981059, 7.8551464 50.1980951, 7.855179 50.1980886, 7.855213 50.1980866)",,
160603933,1,B 274,primary,50,roundabout,True,False,8.832,"LINESTRING (7.855213 50.1980866, 7.8552438 50.1980888, 7.8552734 50.1980948, 7.8553007 50.1981043, 7.8553246 50.1981169)",,
160603937,1,B 274,primary,50,,True,False,35.932,"LINESTRING (7.855213 50.1980866, 7.8552628 50.1980564, 7.8553057 50.1980251, 7.8555215 50.1978318)",Brückwiese,
160603933,1,B 274,primary,50,roundabout,True,False,11.073000000000002,"LINESTRING (7.8553246 50.1981169, 7.8553391 50.1981277, 7.8553512 50.1981396, 7.8553606 50.1981525, 7.8553671 50.1981661, 7.8553707 50.1981801, 7.8553712 50.1981944, 7.8553686 50.1982085)",,
"[31283398, 107223021, 107223126]",,K 77,tertiary,50,,False,True,75.219,"LINESTRING (7.8553686 50.1982085, 7.855412 50.1982145, 7.8554765 50.1982345, 7.8556321 50.198294, 7.8558803 50.1984102, 7.855962 50.1984596, 7.8562073 50.1986099)",Rheinstraße,yes
160603933,1,B 274,primary,50,roundabout,True,False,17.772000000000002,"LINESTRING (7.8553686 50.1982085, 7.8553611 50.1982256, 7.8553492 50.1982416, 7.8553332 50.1982561, 7.8553135 50.1982686, 7.8552907 50.1982788, 7.8552656 50.1982863, 7.8552388 50.1982909, 7.8552111 50.1982925, 7.8551835 50.198291)",,
160603933,1,B 274,primary,50,roundabout,True,False,6.893000000000001,"LINESTRING (7.8551835 50.198291, 7.8551524 50.1982855, 7.8551236 50.1982761, 7.8550983 50.1982633)",,
160698381,1,L 335,secondary,50,,True,False,62.980999999999995,"LINESTRING (7.8551835 50.198291, 7.8549988 50.1984254, 7.8549126 50.1984798, 7.85482 50.1985297, 7.8547214 50.1985746, 7.8546175 50.1986144, 7.854509 50.1986487)",,
160603933,1,B 274,primary,50,roundabout,True,False,4.821,"LINESTRING (7.8550983 50.1982633, 7.8550767 50.1982466, 7.855061 50.1982274)",,
160603933,1,B 274,primary,50,roundabout,True,False,10.29,"LINESTRING (7.855061 50.1982274, 7.8550538 50.1982127, 7.8550502 50.1981974, 7.8550501 50.198182, 7.8550537 50.1981668, 7.8550607 50.198152, 7.8550712 50.1981381)",,
