osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,tunnel,junction
"[59467312, 1219501186]",2,Demianiplatz,residential,50,False,False,106.56700000000001,"LINESTRING (14.9844954 51.1538899, 14.9845433 51.1538691, 14.9853359 51.1535035, 14.9857277 51.1533233)",,,,
25918883,,Demianiplatz,residential,50,False,False,25.261,"LINESTRING (14.9857277 51.1533233, 14.9860177 51.1531872)",,,,
"[59467312, 1219501186]",2,Demianiplatz,residential,50,False,True,106.567,"LINESTRING (14.9857277 51.1533233, 14.9853359 51.1535035, 14.9845433 51.1538691, 14.9844954 51.1538899)",,,,
756659595,,Obermarkt,residential,30,False,True,57.129,"LINESTRING (14.9860957 51.1548099, 14.9857445 51.1547286, 14.9855235 51.1546799, 14.9853441 51.1546462, 14.9853227 51.1546405)",,,,
"[895186361, 4268179]",,Obermarkt,residential,30,False,False,39.697,"LINESTRING (14.9860957 51.1548099, 14.98649 51.1549058, 14.9866263 51.1549391)",,,,
23320450,,Klosterstraße,residential,30,False,True,57.362,"LINESTRING (14.9893093 51.154213, 14.9892792 51.154281, 14.9890603 51.1547046)",,,,
25153753,2,Elisabethstraße,residential,,False,True,41.239000000000004,"LINESTRING (14.9893093 51.154213, 14.989385 51.1540322, 14.9894589 51.1538542)",,,,
"[486562104, 486562105]",,Elisabethstraße,residential,30,True,False,176.02200000000002,"LINESTRING (14.9893093 51.154213, 14.9891471 51.1541742, 14.9874723 51.1538303, 14.9874147 51.1538169, 14.9874854 51.153697, 14.9875325 51.1536173, 14.9875975 51.1535072)",3,,,
23320450,,Klosterstraße,residential,30,False,False,57.362,"LINESTRING (14.9890603 51.1547046, 14.9892792 51.154281, 14.9893093 51.154213)",,,,
31874018,,Klosterplatz,residential,20,True,False,42.213,"LINESTRING (14.9890603 51.1547046, 14.9891898 51.1548033, 14.9892138 51.154832, 14.9892545 51.1549033, 14.9892708 51.1550466)",4,,,
486562107,,Klosterplatz,residential,30,False,True,40.444,"LINESTRING (14.9890603 51.1547046, 14.9887597 51.1546438, 14.9885108 51.1545885)",,,,
486562106,,Klosterplatz,residential,30,True,False,8.744,"LINESTRING (14.9883962 51.1545566, 14.9885108 51.1545885)",,,,
4268179,,Obermarkt,residential,30,False,True,95.397,"LINESTRING (14.9878769 51.1552866, 14.9866263 51.1549391)",,,,
25576997,,Obermarkt,residential,30,False,True,10.744,"LINESTRING (14.9878769 51.1552866, 14.9880138 51.1553309)",,,,
4268180,,Klosterplatz,residential,30,True,False,89.20800000000001,"LINESTRING (14.9878769 51.1552866, 14.9879643 51.1551561, 14.9879914 51.1551106, 14.9882209 51.1547449, 14.9883014 51.1546369, 14.9883962 51.1545566)",,,,
11343244,1,Marienplatz,residential,,False,False,61.35000000000001,"LINESTRING (14.9875975 51.1535072, 14.9875942 51.1533676, 14.987592 51.1531961, 14.987589 51.1529555)",,,,
"[961087330, 694266910]",,Elisabethstraße,residential,30,True,False,135.44299999999998,"LINESTRING (14.9875975 51.1535072, 14.9885372 51.1536884, 14.9893764 51.1538388, 14.9894589 51.1538542)",,,,
946029072,2,Bismarckstraße,residential,,False,True,91.254,"LINESTRING (14.9894589 51.1538542, 14.9896216 51.1530399)",,,,
25153753,2,Elisabethstraße,residential,,False,False,41.239000000000004,"LINESTRING (14.9894589 51.1538542, 14.989385 51.1540322, 14.9893093 51.154213)",,,,
"[961087328, 961087329, 10239281]",,Elisabethstraße,residential,30,True,False,202.52499999999998,"LINESTRING (14.9894589 51.1538542, 14.9897271 51.1539059, 14.9920517 51.1543477, 14.9921912 51.1543725, 14.9922386 51.1543809)",,,,
960782660,,Joliot-Curie-Straße,residential,,False,True,90.846,"LINESTRING (14.9922386 51.1543809, 14.9924919 51.1535795)",,,,
694266908,,Joliot-Curie-Straße,residential,,False,False,39.521,"LINESTRING (14.9922386 51.1543809, 14.99218 51.1545899, 14.9921326 51.15473)",,,,
24416270,2,Nikolaigraben,tertiary,50,False,True,18.771,"LINESTRING (14.9923328 51.1599788, 14.9923696 51.160063, 14.992404 51.1601416)",,K 6334,,
103655520,2,Nikolaigraben,tertiary,30,False,False,146.786,"LINESTRING (14.9923328 51.1599788, 14.9922633 51.1599189, 14.9921085 51.1598466, 14.9918385 51.1597265, 14.991504 51.159588, 14.9913034 51.1595022, 14.9910453 51.1594501, 14.9907735 51.1594233, 14.9905014 51.1594109)",,K 6334,,
946029072,2,Bismarckstraße,residential,,False,False,91.254,"LINESTRING (14.9896216 51.1530399, 14.9894589 51.1538542)",,,,
946029068,1,Struvestraße,residential,30,True,False,91.22800000000001,"LINESTRING (14.9896216 51.1530399, 14.9904602 51.1532076, 14.9908693 51.1532861)",,,,
11343244,1,Marienplatz,residential,,False,True,61.35,"LINESTRING (14.987589 51.1529555, 14.987592 51.1531961, 14.9875942 51.1533676, 14.9875975 51.1535072)",,,,
"[946029069, 23324342]",1,Struvestraße,residential,30,True,False,144.855,"LINESTRING (14.987589 51.1529555, 14.9882071 51.1529004, 14.9884743 51.1528937, 14.9886778 51.152895, 14.988815 51.1528958, 14.9891133 51.1529389, 14.9895217 51.1529999, 14.9896216 51.1530399)",,,,
960782660,,Joliot-Curie-Straße,residential,,False,False,90.846,"LINESTRING (14.9924919 51.1535795, 14.9922386 51.1543809)",,,,
184136695,,Joliot-Curie-Straße,residential,,False,True,127.39800000000001,"LINESTRING (14.9924919 51.1535795, 14.9925097 51.1535235, 14.9928491 51.1524559)",,,,
11844956,,Weberstraße,residential,20,True,False,21.598,"LINESTRING (14.9921034 51.155013, 14.9921533 51.1548213)",,,,
117626308,,Kränzelstraße,living_street,,True,False,75.56700000000001,"LINESTRING (14.9926154 51.1568524, 14.9927499 51.1567715, 14.9930076 51.1565625, 14.9933108 51.1563324)",,,,
"[965451897, 240121719]",,"['Weberstraße', 'Neißstraße']","['living_street', 'residential']",20,True,False,169.95999999999998,"LINESTRING (14.9926154 51.1568524, 14.9925172 51.1567673, 14.9923294 51.156651, 14.9921249 51.1565625, 14.9918379 51.1564721, 14.9915327 51.1564169, 14.9915374 51.1563933, 14.9915538 51.1563325, 14.9918 51.1558319, 14.9918353 51.1557425)",,,,
25576740,,Fischmarkt,residential,20,False,False,70.814,"LINESTRING (14.9900384 51.1552325, 14.9903589 51.155187, 14.9910276 51.1550889)",,,,
"[31873642, 25576734]",,"['Fischmarkt', 'Bäckerstraße']",residential,20,False,True,139.044,"LINESTRING (14.9900384 51.1552325, 14.9903745 51.1552693, 14.9906534 51.1553314, 14.9909148 51.1554006, 14.9917219 51.1557187, 14.9918353 51.1557425)",,,,
237593597,,Schwarze Straße,living_street,,False,True,62.372,"LINESTRING (14.9900384 51.1552325, 14.9899978 51.1554501, 14.9898686 51.1557822)",,,,
127329185,,Langenstraße,living_street,,False,True,18.8,"LINESTRING (14.9901646 51.1565673, 14.9899727 51.1565481, 14.9899021 51.1565318)",,,,
"[1247308662, 1247308663]",,"['Langenstraße', 'Untermarkt']",living_street,,False,True,20.034999999999997,"LINESTRING (14.9901646 51.1565673, 14.9902101 51.1565942, 14.9903831 51.1566136, 14.9904286 51.1566022)",,,building_passage,
"[1247308664, 239972806]",,"['Langenstraße', 'Untermarkt']",living_street,,False,False,19.611,"LINESTRING (14.9901646 51.1565673, 14.9902193 51.1565605, 14.9903923 51.1565813, 14.9904286 51.1566022)",,,building_passage,
987231866,,Langenstraße,residential,20,False,True,32.927,"LINESTRING (14.9889772 51.1564218, 14.9885075 51.1563918)",,,,
25627194,,Plattnerstraße,residential,20,False,True,70.497,"LINESTRING (14.9889772 51.1564218, 14.9889491 51.1560774, 14.989024 51.1557921)",,,,
117938201,,Büttnerstraße,residential,20,True,False,123.727,"LINESTRING (14.9889772 51.1564218, 14.9890965 51.1566974, 14.9893187 51.157113, 14.9895339 51.1574776)",,,,
380400922,,Langenstraße,residential,20,False,False,58.778999999999996,"LINESTRING (14.9889772 51.1564218, 14.989078 51.1564331, 14.9896758 51.156505, 14.9898057 51.1565187)",,,,
1170871690,,Große Wallstraße,residential,30,False,True,58.989,"LINESTRING (14.9908631 51.1602136, 14.9900445 51.1603473)",,,,
25648068,,Große Wallstraße,residential,30,True,False,109.537,"LINESTRING (14.9908631 51.1602136, 14.9910084 51.1602194, 14.991192 51.1602468, 14.9913041 51.1602548, 14.9916278 51.1601905, 14.9919038 51.1601503, 14.9921086 51.1601413, 14.992404 51.1601416)",,,,
"[1170871691, 25921917]",,Kleine Wallstraße,residential,30,False,False,69.919,"LINESTRING (14.9908631 51.1602136, 14.9908909 51.1601453, 14.9908941 51.1600613, 14.9908763 51.1600197, 14.9908209 51.1599516, 14.9907127 51.1598927, 14.9905665 51.1598279, 14.9903476 51.1597612)",,,,
1170871690,,Große Wallstraße,residential,30,False,False,58.989,"LINESTRING (14.9900445 51.1603473, 14.9908631 51.1602136)",,,,
25921915,,Rothenburger Straße,residential,30,False,False,68.538,"LINESTRING (14.9900445 51.1603473, 14.9902035 51.1600667, 14.9903476 51.1597612)",,,,
1170871695,,Große Wallstraße,residential,30,False,False,52.455,"LINESTRING (14.9900445 51.1603473, 14.9898559 51.1603065, 14.9894195 51.1600938)",,,,
23324270,,Hotherstraße,residential,20,True,False,279.31800000000004,"LINESTRING (14.993282 51.15762, 14.9931952 51.157733, 14.9931016 51.157887, 14.9930801 51.1580156, 14.9930862 51.1583101, 14.9930842 51.1587682, 14.9930601 51.1590481, 14.9929675 51.1593618, 14.9927751 51.1596342, 14.9927154 51.1596809, 14.9926145 51.1597609, 14.992547 51.1598139, 14.9924838 51.1598635, 14.9924488 51.1598946, 14.9923328 51.1599788)",6,,,
25922085,,Neißstraße,living_street,,True,False,82.413,"LINESTRING (14.993282 51.15762, 14.9932166 51.1576082, 14.9931937 51.1575942, 14.9931709 51.1575711, 14.9929183 51.1572351, 14.9927026 51.1569902)",,,,
"[979701540, 979701541, 979701542, 78032070]",,Uferstraße,residential,20,False,False,317.991,"LINESTRING (14.993282 51.15762, 14.9934483 51.1573532, 14.9935907 51.1571037, 14.9936702 51.1570124, 14.9937364 51.1569595, 14.9939071 51.1568363, 14.9941408 51.1566707, 14.994773 51.156318, 14.9949527 51.1562013, 14.9951398 51.1560693, 14.9952142 51.1560069, 14.9953041 51.1559245, 14.9954824 51.1557268, 14.9957769 51.1552857)","['4.5', '6.5']",,,
171034774,,Schützenweg,residential,30,True,False,39.731,"LINESTRING (14.997292 51.1529479, 14.99786 51.1529751)",,,,
644879919,,Schützenweg,residential,30,True,False,28.461000000000002,"LINESTRING (14.997292 51.1529479, 14.9974419 51.1530079, 14.9974849 51.1530764, 14.9974857 51.1531472)",,,,
"[25918712, 756659596]",,An der Frauenkirche,residential,20,True,False,50.705,"LINESTRING (14.9870533 51.1527572, 14.9870477 51.1526414, 14.9870185 51.1524562, 14.9869873 51.1523034)",7,,,
"[541741200, 24658378, 1221348085, 486562103]",,Demianiplatz,residential,20,False,False,106.06700000000001,"LINESTRING (14.9870533 51.1527572, 14.9870543 51.1528526, 14.9870621 51.1529319, 14.9870665 51.1529979, 14.9870489 51.1530299, 14.9870116 51.1530626, 14.9864938 51.1531363, 14.9861998 51.1531812, 14.9861634 51.1531846, 14.986123 51.1531864, 14.9861012 51.1531846, 14.9860505 51.1531803, 14.9860177 51.1531872)",,,,
4268179,,Obermarkt,residential,30,False,False,95.397,"LINESTRING (14.9866263 51.1549391, 14.9878769 51.1552866)",,,,
"[895186361, 4268179]",,Obermarkt,residential,30,False,True,39.697,"LINESTRING (14.9866263 51.1549391, 14.98649 51.1549058, 14.9860957 51.1548099)",,,,
25140646,,Schanze,residential,30,False,False,179.295,"LINESTRING (14.9855919 51.160043, 14.9854315 51.1599629, 14.9848728 51.1596244, 14.9846452 51.1594121, 14.9845234 51.1592299, 14.9845748 51.158926, 14.9846411 51.158692)",,,,
