osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,ref
25034824,Schillerstraße,residential,,False,False,156.481,"LINESTRING (7.2990641 51.2862913, 7.2981447 51.2868746, 7.2980763 51.2869321, 7.2979281 51.2870566, 7.2975833 51.2873465)",,,
25034824,Schillerstraße,residential,,False,True,156.481,"LINESTRING (7.2975833 51.2873465, 7.2979281 51.2870566, 7.2980763 51.2869321, 7.2981447 51.2868746, 7.2990641 51.2862913)",,,
92848967,Moltkestraße,residential,,False,False,85.163,"LINESTRING (7.2975833 51.2873465, 7.2968881 51.2870401, 7.2967981 51.2870157, 7.296678 51.2870102, 7.2965234 51.2870212)",,,
430116122,Hauptstraße,tertiary,50,False,False,15.076,"LINESTRING (7.2903782 51.2835563, 7.2902495 51.2834472)",,3,
24730479,Obermauerstraße,primary,50,False,False,62.50899999999999,"LINESTRING (7.2903782 51.2835563, 7.2905414 51.2834187, 7.2905743 51.2833936, 7.2908916 51.2830952)",,3,B 483
"[430116130, 475369806, 814079419, 814079420, 814079421]",Untermauerstraße,primary,50,False,True,68.11699999999999,"LINESTRING (7.2903782 51.2835563, 7.2904046 51.283574, 7.2904955 51.2836386, 7.2905847 51.2836974, 7.2907338 51.2837821, 7.2908963 51.2838622, 7.2910429 51.2839291, 7.291111 51.2839596)",,"['2', '3']",B 483
475433679,Bahnhofstraße,primary,50,False,True,8.414,"LINESTRING (7.2904768 51.2863066, 7.2904715 51.2863822)",,2,B 483
"[302750312, 302750313, 475432736, 475433680]",Bahnhofstraße,primary,50,False,False,113.959,"LINESTRING (7.2904768 51.2863066, 7.2904918 51.2861543, 7.2904965 51.2861142, 7.2905171 51.2859206, 7.2905186 51.2859016, 7.2905588 51.2854445, 7.2905795 51.2852838)",,"['2', '3']",B 483
1196068765,Blücherstraße,residential,30,True,False,95.70499999999998,"LINESTRING (7.2904768 51.2863066, 7.2904198 51.2862944, 7.2902084 51.286259, 7.2897713 51.2861976, 7.2894279 51.2861466, 7.2891396 51.2861043)",,,
814079423,Potthoffstraße,residential,30,False,True,81.409,"LINESTRING (7.2859017 51.2849467, 7.2857365 51.2856715)",,,
44644376,Kolpingstraße,residential,30,False,False,239.722,"LINESTRING (7.2859017 51.2849467, 7.2869752 51.2849306, 7.2878358 51.284867, 7.2893311 51.2847522)",,,
688965484,Potthoffstraße,residential,30,False,False,113.06,"LINESTRING (7.2859017 51.2849467, 7.2859802 51.2845383, 7.2860342 51.2842573, 7.2860957 51.2839372)",,,
"[44431705, 24730922, 430116122]",Hauptstraße,tertiary,50,False,True,275.1410000000001,"LINESTRING (7.286661 51.2824354, 7.2867421 51.2824574, 7.2868333 51.28248, 7.2869977 51.2825188, 7.2874278 51.2826287, 7.2878408 51.2827342, 7.288009 51.2827761, 7.2881812 51.2828189, 7.2885494 51.2829119, 7.2886079 51.2829262, 7.2894419 51.2831383, 7.2897701 51.2832309, 7.2899625 51.2832916, 7.2900351 51.2833274, 7.2901311 51.2833785, 7.2902139 51.2834191, 7.2902495 51.2834472)",,"['2', '3']",
688965484,Potthoffstraße,residential,30,False,True,71.435,"LINESTRING (7.286661 51.2824354, 7.2866281 51.2824884, 7.2865651 51.2825987, 7.2863207 51.2830415)",,,
44644374,Engelbertstraße,residential,30,False,False,215.00900000000001,"LINESTRING (7.2860957 51.2839372, 7.2861917 51.283953, 7.2879429 51.2839737, 7.2891834 51.2839884)",,,
688965484,Potthoffstraße,residential,30,False,False,101.227,"LINESTRING (7.2860957 51.2839372, 7.2862054 51.283417, 7.2862766 51.2830914, 7.2863207 51.2830415)",,,
688965484,Potthoffstraße,residential,30,False,True,113.06,"LINESTRING (7.2860957 51.2839372, 7.2860342 51.2842573, 7.2859802 51.2845383, 7.2859017 51.2849467)",,,
217809953,Moltkestraße,residential,30,False,True,147.909,"LINESTRING (7.2939729 51.2869298, 7.2960968 51.2869998)",,,
"[44908938, 25033645]","['Neumarkt', 'Bismarckstraße']",residential,30,False,False,63.534,"LINESTRING (7.2939729 51.2869298, 7.2931949 51.2869155, 7.2930614 51.2869019)",,,
10507912,Kaiserstraße,secondary,50,False,True,40.445,"LINESTRING (7.2903899 51.2884671, 7.2900085 51.2884289, 7.2898139 51.2884183)",,3,L 726
24730515,Schulstraße,residential,30,False,True,224.93,"LINESTRING (7.2903899 51.2884671, 7.2908654 51.2879686, 7.2913185 51.2873688, 7.2918296 51.2866584)",,,
45397014,Jesinghauser Straße,residential,,False,False,47.933,"LINESTRING (7.2863207 51.2830415, 7.2856873 51.2828716)",,,
312268079,Weststraße,residential,,True,False,206.825,"LINESTRING (7.2863207 51.2830415, 7.2872481 51.2832526, 7.2874888 51.2833077, 7.2879511 51.283356, 7.2882229 51.2833684, 7.2892105 51.2834052)",,,
688965484,Potthoffstraße,residential,30,False,False,71.435,"LINESTRING (7.2863207 51.2830415, 7.2865651 51.2825987, 7.2866281 51.2824884, 7.286661 51.2824354)",,,
688965484,Potthoffstraße,residential,30,False,True,101.227,"LINESTRING (7.2863207 51.2830415, 7.2862766 51.2830914, 7.2862054 51.283417, 7.2860957 51.2839372)",,,
44644374,Engelbertstraße,residential,30,False,True,215.00900000000001,"LINESTRING (7.2891834 51.2839884, 7.2879429 51.2839737, 7.2861917 51.283953, 7.2860957 51.2839372)",,,
312268084,Haynauer Straße,residential,30,False,False,85.72999999999999,"LINESTRING (7.2891834 51.2839884, 7.2892252 51.2842608, 7.2892553 51.2845431, 7.2893311 51.2847522)",,,
25092777,Haynauer Straße,residential,,True,False,64.876,"LINESTRING (7.2892105 51.2834052, 7.2891834 51.2839884)",,,
44644376,Kolpingstraße,residential,30,False,True,239.722,"LINESTRING (7.2893311 51.2847522, 7.2878358 51.284867, 7.2869752 51.2849306, 7.2859017 51.2849467)",,,
312268084,Haynauer Straße,residential,30,False,False,47.522000000000006,"LINESTRING (7.2893311 51.2847522, 7.2895954 51.2851162, 7.2896123 51.2851417)",,,
312268084,Haynauer Straße,residential,30,False,True,85.73,"LINESTRING (7.2893311 51.2847522, 7.2892553 51.2845431, 7.2892252 51.2842608, 7.2891834 51.2839884)",,,
24745134,Winterberger Straße,primary,50,False,False,73.13000000000001,"LINESTRING (7.2958233 51.2802985, 7.2958916 51.2803107, 7.2959536 51.2803096, 7.2961093 51.2802815, 7.2963582 51.2802225, 7.2965381 51.2801801, 7.2966409 51.2801501, 7.2967904 51.2800825)",,2,B 483
25092791,Windmühlenstraße,residential,30,False,False,333.28000000000003,"LINESTRING (7.2958233 51.2802985, 7.2958033 51.2803945, 7.2958315 51.2807003, 7.2958287 51.2808213, 7.2957792 51.2809137, 7.2954646 51.2813697, 7.2951822 51.2817731, 7.2950001 51.2820331, 7.2957047 51.2822573, 7.2960351 51.2823625, 7.2961557 51.2823927, 7.2962682 51.2823904, 7.2966968 51.2823216)",,,
25299444,Weilenhäuschenstraße,residential,30,False,False,264.586,"LINESTRING (7.2958233 51.2802985, 7.2957016 51.2803218, 7.2955657 51.2803251, 7.2953381 51.2803803, 7.2950938 51.2804506, 7.2949012 51.2805274, 7.2947488 51.2806069, 7.2946339 51.2806909, 7.2945853 51.2807657, 7.2945437 51.2808599, 7.2944493 51.281093, 7.2943328 51.2812812, 7.2942158 51.2814321, 7.2939609 51.2816791, 7.2937966 51.2818039, 7.293448 51.2819669)",,,
25034562,Max-Klein-Straße,residential,30,False,False,252.35500000000002,"LINESTRING (7.2966968 51.2823216, 7.2966177 51.2818376, 7.2965764 51.2816018, 7.2966312 51.2810593, 7.2967574 51.2807727, 7.2968284 51.2805095, 7.2968569 51.280358, 7.2968694 51.2802124, 7.2968374 51.280141, 7.2967904 51.2800825)",,,
25034562,Max-Klein-Straße,residential,30,False,True,135.31099999999998,"LINESTRING (7.2966968 51.2823216, 7.296726 51.2824339, 7.2967484 51.2827667, 7.2967636 51.2829377, 7.2967505 51.2829742, 7.2967117 51.2830395, 7.2963942 51.2833019, 7.2962366 51.2834312)",,,
25092791,Windmühlenstraße,residential,30,False,True,333.28000000000003,"LINESTRING (7.2966968 51.2823216, 7.2962682 51.2823904, 7.2961557 51.2823927, 7.2960351 51.2823625, 7.2957047 51.2822573, 7.2950001 51.2820331, 7.2951822 51.2817731, 7.2954646 51.2813697, 7.2957792 51.2809137, 7.2958287 51.2808213, 7.2958315 51.2807003, 7.2958033 51.2803945, 7.2958233 51.2802985)",,,
25299444,Weilenhäuschenstraße,residential,30,False,True,264.586,"LINESTRING (7.293448 51.2819669, 7.2937966 51.2818039, 7.2939609 51.2816791, 7.2942158 51.2814321, 7.2943328 51.2812812, 7.2944493 51.281093, 7.2945437 51.2808599, 7.2945853 51.2807657, 7.2946339 51.2806909, 7.2947488 51.2806069, 7.2949012 51.2805274, 7.2950938 51.2804506, 7.2953381 51.2803803, 7.2955657 51.2803251, 7.2957016 51.2803218, 7.2958233 51.2802985)",,,
"[25299458, 25299451]","['Bergstraße', 'Kölner Straße']",residential,,False,"[False, True]",125.604,"LINESTRING (7.293448 51.2819669, 7.2933895 51.2819214, 7.2931709 51.2817512, 7.2931341 51.2817317, 7.2930912 51.281712, 7.2930553 51.2817442, 7.2927457 51.2821644, 7.2927344 51.2823572, 7.2927289 51.2824517)",,,
1078087614,Bergstraße,residential,,True,False,49.29600000000001,"LINESTRING (7.293448 51.2819669, 7.2938025 51.2822461, 7.293895 51.2823108)",,,
"[681475057, 25299458]",Kölner Straße,residential,,False,False,93.048,"LINESTRING (7.2927289 51.2824517, 7.292787 51.2827563, 7.2926941 51.2830663, 7.2926871 51.2830897, 7.292605 51.2832735)",,,
"[25299458, 25299451]","['Bergstraße', 'Kölner Straße']",residential,,False,"[False, True]",125.604,"LINESTRING (7.2927289 51.2824517, 7.2927344 51.2823572, 7.2927457 51.2821644, 7.2930553 51.2817442, 7.2930912 51.281712, 7.2931341 51.2817317, 7.2931709 51.2817512, 7.2933895 51.2819214, 7.293448 51.2819669)",,,
43601536,Leistraße,residential,,False,False,78.33,"LINESTRING (7.2927289 51.2824517, 7.292848 51.2824554, 7.2928999 51.2824324, 7.2931622 51.2824442, 7.2933297 51.2824881, 7.2935388 51.2825718, 7.2937461 51.2826598)",,,
25299539,August-Bendler-Straße,residential,30,False,False,278.457,"LINESTRING (7.2896123 51.2851417, 7.2892233 51.2852604, 7.2888784 51.2853461, 7.2887149 51.285374, 7.2885805 51.2853891, 7.288387 51.2854073, 7.2883294 51.285414, 7.2875893 51.2854608, 7.2865912 51.2855052, 7.2860681 51.285603, 7.2857365 51.2856715)",,,
312268084,Haynauer Straße,residential,30,False,False,61.087999999999994,"LINESTRING (7.2896123 51.2851417, 7.2897137 51.2851467, 7.2897831 51.28517, 7.2899206 51.2852168, 7.2900649 51.2852507, 7.2902443 51.2852724, 7.2904486 51.2852778)",,,
312268084,Haynauer Straße,residential,30,False,True,47.522000000000006,"LINESTRING (7.2896123 51.2851417, 7.2895954 51.2851162, 7.2893311 51.2847522)",,,
302750310,Bahnhofstraße,primary,50,False,False,18.945,"LINESTRING (7.2905795 51.2852838, 7.2906276 51.2851161)",,3,B 483
312268084,Haynauer Straße,residential,30,False,True,9.128,"LINESTRING (7.2905795 51.2852838, 7.2905168 51.2852813, 7.2904486 51.2852778)",,,
"[475432736, 302750313, 302750312, 475433680]",Bahnhofstraße,primary,50,False,True,113.959,"LINESTRING (7.2905795 51.2852838, 7.2905588 51.2854445, 7.2905186 51.2859016, 7.2905171 51.2859206, 7.2904965 51.2861142, 7.2904918 51.2861543, 7.2904768 51.2863066)",,"['2', '3']",B 483
25060065,Blücherstraße,residential,30,False,False,257.416,"LINESTRING (7.2891396 51.2861043, 7.288537 51.2861292, 7.2885113 51.2861309, 7.2875793 51.286191, 7.2869109 51.2862342, 7.2861166 51.2862855, 7.2858616 51.286302, 7.285783 51.2863017, 7.2854537 51.2863004)",,,
25299640,Döinghauser Straße,residential,30,False,False,258.63800000000003,"LINESTRING (7.2891396 51.2861043, 7.2888793 51.286213, 7.2880527 51.286768, 7.2876123 51.287025, 7.287516 51.2870812, 7.2873418 51.2871829, 7.2872527 51.2872332, 7.2872299 51.2872459, 7.2868886 51.287436, 7.2864306 51.2876912)",,,
814079423,Potthoffstraße,residential,30,False,False,81.409,"LINESTRING (7.2857365 51.2856715, 7.2859017 51.2849467)",,,
25299539,August-Bendler-Straße,residential,30,False,True,278.457,"LINESTRING (7.2857365 51.2856715, 7.2860681 51.285603, 7.2865912 51.2855052, 7.2875893 51.2854608, 7.2883294 51.285414, 7.288387 51.2854073, 7.2885805 51.2853891, 7.2887149 51.285374, 7.2888784 51.2853461, 7.2892233 51.2852604, 7.2896123 51.2851417)",,,
"[814079424, 197804811, 814079423]",Potthoffstraße,residential,30,False,True,72.766,"LINESTRING (7.2857365 51.2856715, 7.2856712 51.2858554, 7.2856242 51.2859698, 7.2856104 51.2860005, 7.2855382 51.2861675, 7.2854537 51.2863004)",,,
"[24730479, 430116124, 430116125, 475922078, 430116126]",Obermauerstraße,primary,50,False,True,108.386,"LINESTRING (7.2916911 51.2822589, 7.2915845 51.2823608, 7.2914859 51.2824568, 7.2912931 51.2826702, 7.2911292 51.2828476, 7.2910271 51.2829478, 7.2908916 51.2830952)",,3,B 483
25454442,Emil-Rittershaus-Straße,residential,30,True,False,70.144,"LINESTRING (7.2869366 51.2818288, 7.2869303 51.2818432, 7.2867106 51.2823471, 7.2866878 51.2823865, 7.286661 51.2824354)",,,
25060065,Blücherstraße,residential,30,False,True,257.416,"LINESTRING (7.2854537 51.2863004, 7.285783 51.2863017, 7.2858616 51.286302, 7.2861166 51.2862855, 7.2869109 51.2862342, 7.2875793 51.286191, 7.2885113 51.2861309, 7.288537 51.2861292, 7.2891396 51.2861043)",,,
"[814079424, 197804811, 814079423]",Potthoffstraße,residential,30,False,False,72.766,"LINESTRING (7.2854537 51.2863004, 7.2855382 51.2861675, 7.2856104 51.2860005, 7.2856242 51.2859698, 7.2856712 51.2858554, 7.2857365 51.2856715)",,,
24745134,Winterberger Straße,primary,50,False,True,73.13,"LINESTRING (7.2967904 51.2800825, 7.2966409 51.2801501, 7.2965381 51.2801801, 7.2963582 51.2802225, 7.2961093 51.2802815, 7.2959536 51.2803096, 7.2958916 51.2803107, 7.2958233 51.2802985)",,2,B 483
25034562,Max-Klein-Straße,residential,30,False,True,252.35500000000002,"LINESTRING (7.2967904 51.2800825, 7.2968374 51.280141, 7.2968694 51.2802124, 7.2968569 51.280358, 7.2968284 51.2805095, 7.2967574 51.2807727, 7.2966312 51.2810593, 7.2965764 51.2816018, 7.2966177 51.2818376, 7.2966968 51.2823216)",,,
25092771,Weststraße,residential,,True,False,72.412,"LINESTRING (7.2902495 51.2834472, 7.2892105 51.2834052)",,,
430116122,Hauptstraße,tertiary,50,False,True,15.076,"LINESTRING (7.2902495 51.2834472, 7.2903782 51.2835563)",,3,
"[44431705, 430116122, 24730922]",Hauptstraße,tertiary,50,False,False,275.14099999999996,"LINESTRING (7.2902495 51.2834472, 7.2902139 51.2834191, 7.2901311 51.2833785, 7.2900351 51.2833274, 7.2899625 51.2832916, 7.2897701 51.2832309, 7.2894419 51.2831383, 7.2886079 51.2829262, 7.2885494 51.2829119, 7.2881812 51.2828189, 7.288009 51.2827761, 7.2878408 51.2827342, 7.2874278 51.2826287, 7.2869977 51.2825188, 7.2868333 51.28248, 7.2867421 51.2824574, 7.286661 51.2824354)",,"['2', '3']",
45189447,Herbergstraße,living_street,,False,True,25.775,"LINESTRING (7.2954904 51.2841808, 7.2953428 51.2841392, 7.29515 51.2840892)",5,,
