osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width
143791850,2,L 193,Hauptstraße,secondary,50,False,False,51.844,"LINESTRING (7.1902546 50.6782653, 7.1905915 50.6778508)",
143791850,2,L 193,Hauptstraße,secondary,50,False,True,51.844,"LINESTRING (7.1905915 50.6778508, 7.1902546 50.6782653)",
4359517,,,Wolfgang-Müller-Straße,residential,30,False,False,98.311,"LINESTRING (7.1905915 50.6778508, 7.1897579 50.6775916, 7.1895576 50.6778587)",
"[143791850, 1106241418]","['2', '3']",L 193,Hauptstraße,secondary,50,False,False,59.201,"LINESTRING (7.1905915 50.6778508, 7.1906738 50.6777472, 7.1909747 50.677377)",
4826678,1,L 193,Rheinallee,tertiary,50,True,False,99.224,"LINESTRING (7.1896341 50.6766641, 7.1896009 50.6765974, 7.1896631 50.6764747, 7.1902306 50.6758817)",
641935225,1,L 193,Hauptstraße,tertiary,50,True,False,176.197,"LINESTRING (7.1956777 50.6694818, 7.1956965 50.6695413, 7.195701 50.6696211, 7.1955759 50.6699473, 7.1955728 50.6699553, 7.1955344 50.6700937, 7.1952723 50.6710388)",5
"[463238483, 809633103]",2,L 193,Rheinallee,tertiary,"['50', '30']",False,True,272.21900000000005,"LINESTRING (7.1956777 50.6694818, 7.1955889 50.6695116, 7.1954958 50.669579, 7.1947789 50.6702927, 7.1941542 50.6709812, 7.1939626 50.6712029, 7.1936368 50.6715476)",
134243092,1,,Bahnhofstraße,tertiary,30,True,False,216.93,"LINESTRING (7.1942718 50.6776228, 7.1934285 50.677401, 7.191533 50.6769008, 7.1914293 50.6768735)",
"[53262093, 161243342, 161243343]",2,,Wilhelmstraße,tertiary,50,False,True,293.39399999999995,"LINESTRING (7.1942718 50.6776228, 7.1948688 50.677053, 7.1949531 50.6769744, 7.1950581 50.6768712, 7.1955113 50.6763636, 7.1959036 50.6758867, 7.1961442 50.6754623, 7.1962321 50.6753072)",
53262093,,,Wilhelmstraße,tertiary,50,False,True,10.832,"LINESTRING (7.1962321 50.6753072, 7.1962736 50.6752134)",
134243114,,,Schützenstraße,residential,30,False,False,92.516,"LINESTRING (7.1962321 50.6753072, 7.1949759 50.6750653)",
"[53262093, 161243342, 161243343]",2,,Wilhelmstraße,tertiary,50,False,False,293.394,"LINESTRING (7.1962321 50.6753072, 7.1961442 50.6754623, 7.1959036 50.6758867, 7.1955113 50.6763636, 7.1950581 50.6768712, 7.1949531 50.6769744, 7.1948688 50.677053, 7.1942718 50.6776228)",
"[161243340, 4554470, 142602719]",2,,Bahnhofstraße,tertiary,50,False,False,192.86399999999998,"LINESTRING (7.1967263 50.6784417, 7.1966573 50.6783939, 7.1965834 50.6783656, 7.1964206 50.6783257, 7.1963014 50.6782964, 7.1960214 50.6782099, 7.1956958 50.6780958, 7.19515 50.6779121, 7.1949968 50.6778605, 7.1948804 50.6778212, 7.1945885 50.6777234, 7.1945509 50.6777103, 7.1944767 50.6776857, 7.1944232 50.6776677, 7.1943129 50.677635)",
11075374,,,Am Lessing,unclassified,30,False,True,8.381,"LINESTRING (7.1967263 50.6784417, 7.1968038 50.678433, 7.1968437 50.6784297)",
771911423,2,,Winzerstraße,residential,50,False,True,113.12899999999999,"LINESTRING (7.1967263 50.6784417, 7.1968055 50.6783879, 7.1968221 50.6782551, 7.196873 50.6778458, 7.1969225 50.677447)",
4923385,1,L 193,Hauptstraße,tertiary,30,True,False,92.843,"LINESTRING (7.1950656 50.671892, 7.1949658 50.6722577, 7.1949194 50.6724276, 7.1948536 50.672716)",
"[755682556, 829889062, 8405631]",,,Jakob-Kaiser-Straße,residential,30,False,False,108.07800000000002,"LINESTRING (7.1950656 50.671892, 7.1949646 50.6718743, 7.1945419 50.6717955, 7.1944086 50.6717709, 7.1940872 50.6716904, 7.194042 50.6716791, 7.1936368 50.6715476)",
"[463238483, 809633103]",2,L 193,Rheinallee,tertiary,"['50', '30']",False,False,272.21900000000005,"LINESTRING (7.1936368 50.6715476, 7.1939626 50.6712029, 7.1941542 50.6709812, 7.1947789 50.6702927, 7.1954958 50.669579, 7.1955889 50.6695116, 7.1956777 50.6694818)",
"[755682556, 829889062, 8405631]",,,Jakob-Kaiser-Straße,residential,30,False,True,108.078,"LINESTRING (7.1936368 50.6715476, 7.194042 50.6716791, 7.1940872 50.6716904, 7.1944086 50.6717709, 7.1945419 50.6717955, 7.1949646 50.6718743, 7.1950656 50.671892)",
"[1245792656, 386403529]",2,L 193,Rheinallee,tertiary,"['50', '30']",False,True,87.732,"LINESTRING (7.1936368 50.6715476, 7.1935733 50.6716043, 7.1933302 50.6718837, 7.1930743 50.672194, 7.1930314 50.6722363)",
8405632,,,Am Stadtgarten,residential,50,False,False,69.676,"LINESTRING (7.1952723 50.6710388, 7.19537 50.6710505, 7.1962457 50.6711486)",
641935225,1,L 193,Hauptstraße,tertiary,50,True,False,96.003,"LINESTRING (7.1952723 50.6710388, 7.195253 50.6710908, 7.1952366 50.671161, 7.1950815 50.6718265, 7.1950656 50.671892)",5
8405632,,,Am Stadtgarten,residential,50,False,True,69.676,"LINESTRING (7.1962457 50.6711486, 7.19537 50.6710505, 7.1952723 50.6710388)",
"[8405633, 809178306]",,,Remigiusstraße,residential,"['50', '30']",False,False,207.48499999999999,"LINESTRING (7.1962457 50.6711486, 7.1962282 50.6711998, 7.1961741 50.6713799, 7.1960803 50.6716068, 7.1960502 50.6716894, 7.1959517 50.6719601, 7.1959491 50.6719755, 7.1959208 50.6721467, 7.1959623 50.6723059, 7.1959748 50.6723539, 7.1959859 50.6723965, 7.1959802 50.6726485, 7.1958844 50.6729833)",
