osmid,name,highway,oneway,reversed,length,geometry,access,lanes,maxspeed,width,tunnel,junction
5891341,Werd,living_street,False,False,46.664,"LINESTRING (7.582609 48.0281719, 7.5826121 48.0280747, 7.5826007 48.027939, 7.5825652 48.027754)",,,,,,
184542748,Marktplatz,living_street,False,False,43.55199999999999,"LINESTRING (7.582609 48.0281719, 7.5823317 48.0281963, 7.5821198 48.0282058, 7.5820824 48.0282052, 7.5820264 48.0282022)",,,,,,
184545597,Gutgesellentorplatz,living_street,False,True,97.29499999999999,"LINESTRING (7.582609 48.0281719, 7.582608 48.0285672, 7.5826078 48.0286364, 7.5826386 48.0289262, 7.5826642 48.0289856, 7.5827117 48.0290343)",,,,,,
403380386,Langer Weg,residential,False,False,20.106,"LINESTRING (7.5751844 48.0323692, 7.5751284 48.0325461)",,,,,,
129210077,Rheintorplatz,residential,False,False,20.945,"LINESTRING (7.5751844 48.0323692, 7.5753182 48.032384, 7.5754271 48.0324491)",,,,,,
49058166,Augustinerberg,residential,False,False,162.043,"LINESTRING (7.5772788 48.0322327, 7.5769302 48.0324797, 7.5768323 48.0325644, 7.5768113 48.0326067, 7.5767996 48.0326828, 7.5767809 48.0328111, 7.5767771 48.0328717, 7.5767835 48.0328931, 7.5769467 48.0331136, 7.5770379 48.0332087, 7.5771639 48.0333543, 7.5772762 48.0334852)",destination,,,,,
"[1080984321, 404772573]",Goldengasse,residential,False,False,49.631,"LINESTRING (7.5772788 48.0322327, 7.5772203 48.0322265, 7.5771597 48.0322038, 7.5768203 48.032081, 7.5766858 48.0320324)",,,,,,
938834243,Goldengasse,residential,False,True,12.388000000000002,"LINESTRING (7.5772788 48.0322327, 7.5773169 48.0322346, 7.5773679 48.0322301, 7.5774336 48.0322033)",,,,,,
49058173,Radbrunnenallee,residential,False,False,117.707,"LINESTRING (7.5782192 48.0312843, 7.5774336 48.0322033)",,,,,,
143762877,Radbrunnenallee,residential,True,False,36.701,"LINESTRING (7.5782192 48.0312843, 7.5781829 48.0312352, 7.5781826 48.0312204, 7.5781873 48.0312083, 7.5782099 48.0311785, 7.5782696 48.0311017, 7.578357 48.0309878)",,,,,,
27117684,Pforrgasse,residential,False,True,45.457,"LINESTRING (7.578357 48.0309878, 7.5778102 48.030805)",,,,,,
143762877,Radbrunnenallee,residential,True,False,6.172000000000001,"LINESTRING (7.578357 48.0309878, 7.5783967 48.0309842, 7.5784392 48.0309883)",,,,,,
143762875,Radbrunnenallee,residential,False,False,123.475,"LINESTRING (7.5784392 48.0309883, 7.578731 48.0305759, 7.5790056 48.029948)",,,,,,
143762876,Radbrunnenallee,residential,True,False,8.174,"LINESTRING (7.5784392 48.0309883, 7.5784785 48.0310141, 7.5785066 48.0310456)",,,,,,
"[27117674, 49058175]","['Kettengasse', 'Martin-Schongauer-Straße']",residential,False,True,159.214,"LINESTRING (7.5790056 48.029948, 7.5787981 48.0299285, 7.5784035 48.0298742, 7.5783476 48.0298944, 7.5782061 48.0300956, 7.5779598 48.0305648, 7.5778102 48.030805)",,,,,,
49058178,Martin-Schongauer-Straße,residential,False,False,52.813,"LINESTRING (7.5790056 48.029948, 7.5791866 48.0299607, 7.5793308 48.0299749, 7.5797064 48.0300232)",,,,,,
143762875,Radbrunnenallee,residential,False,True,123.475,"LINESTRING (7.5790056 48.029948, 7.578731 48.0305759, 7.5784392 48.0309883)",,,,,,
49058178,Martin-Schongauer-Straße,residential,False,True,52.813,"LINESTRING (7.5797064 48.0300232, 7.5793308 48.0299749, 7.5791866 48.0299607, 7.5790056 48.029948)",,,,,,
143762835,Kapuzinergasse,residential,False,True,59.554,"LINESTRING (7.5797064 48.0300232, 7.5797529 48.0297905, 7.5798224 48.0294933)",,,,,,
267093592,Kapuzinergasse,residential,True,False,141.439,"LINESTRING (7.5797064 48.0300232, 7.5796714 48.0301652, 7.5796152 48.0303182, 7.579257 48.0309739, 7.5792186 48.0310219, 7.579091 48.0312225)",,,,,,
"[267093592, 49056715]","['Tullagasse', 'Kapuzinergasse']",residential,True,False,198.01500000000001,"LINESTRING (7.579091 48.0312225, 7.5789786 48.0313536, 7.5785263 48.0318387, 7.5781968 48.0322167, 7.5780758 48.0323537, 7.5780013 48.032357, 7.5779264 48.0323498, 7.5778487 48.0323313, 7.5774336 48.0322033)",,,,,,
143762873,Pforrgasse,residential,True,False,47.703,"LINESTRING (7.5785066 48.0310456, 7.5786749 48.0310987, 7.579091 48.0312225)",,,,,,
143762876,Radbrunnenallee,residential,True,False,36.919000000000004,"LINESTRING (7.5785066 48.0310456, 7.578346 48.031261, 7.5783312 48.0312718, 7.5783085 48.0312788, 7.5782192 48.0312843)",,,,,,
143762835,Kapuzinergasse,residential,False,False,59.554,"LINESTRING (7.5798224 48.0294933, 7.5797529 48.0297905, 7.5797064 48.0300232)",,,,,,
25348486,Josef-Bueb-Straße,tertiary,False,False,13.523,"LINESTRING (7.5805219 48.0279698, 7.5803644 48.0280306)",,2,30,,,
"[51078649, 265304415]",Rheinuferstraße,tertiary,False,False,29.682000000000002,"LINESTRING (7.5805219 48.0279698, 7.5806035 48.0279567, 7.5806917 48.0279672, 7.5809092 48.0280074)",,2,"['50', '30']",,,
184545699,Leo-Wohleb-Straße,residential,False,True,29.705000000000002,"LINESTRING (7.5805219 48.0279698, 7.5805119 48.0279177, 7.5807095 48.0277486)",,,30,,,
5891350,Clorerstraße,residential,False,True,78.737,"LINESTRING (7.5801842 48.0315655, 7.5809676 48.0320419)",,,,,,
"[184543858, 48868205]",Muggensturmstraße,residential,False,False,106.026,"LINESTRING (7.5801842 48.0315655, 7.5804482 48.0314063, 7.5809023 48.0310813, 7.5810864 48.0309058, 7.5811506 48.0308689)",,,,,,
5891350,Clorerstraße,residential,False,False,53.843,"LINESTRING (7.5814823 48.0323825, 7.5809676 48.0320419)",,,,,,
5891349,Kupfertorstraße,tertiary,False,True,80.63499999999999,"LINESTRING (7.5814823 48.0323825, 7.5813248 48.0324812, 7.5810663 48.0326481, 7.5807071 48.0328895)",,2,30,,,
"[321061761, 184543836, 321061759]",Kupfertorstraße,tertiary,False,False,187.002,"LINESTRING (7.5814823 48.0323825, 7.5818177 48.0321466, 7.5827652 48.0314689, 7.5830021 48.0312908, 7.5830738 48.0312075, 7.5830968 48.0311755, 7.583111 48.0311571, 7.5831331 48.0311223)",,2,30,,,
403392422,August-Ehrlacher-Straße,residential,False,True,45.889,"LINESTRING (7.5814823 48.0323825, 7.5818726 48.0326381, 7.5819155 48.0326758)",,,30,,,
143762878,Neutorplatz,tertiary,False,False,98.77799999999999,"LINESTRING (7.5872625 48.0267567, 7.5870496 48.0268237, 7.5867148 48.0269327, 7.5860722 48.0271508)",,1,20,,,
5891344,Eckartsbergweg,residential,False,True,49.106,"LINESTRING (7.5860722 48.0271508, 7.5859985 48.0270642, 7.5857437 48.0267677)",,,30,,,
48868213,Rempartstraße,residential,False,False,165.185,"LINESTRING (7.5860722 48.0271508, 7.5862071 48.0272709, 7.5864369 48.0274949, 7.5866648 48.0277227, 7.5868779 48.0279809, 7.5869504 48.0281172, 7.5869531 48.0282313, 7.586937 48.0282948, 7.5868525 48.0284567)",,,30,,,
143762878,Neutorplatz,tertiary,False,True,98.778,"LINESTRING (7.5860722 48.0271508, 7.5867148 48.0269327, 7.5870496 48.0268237, 7.5872625 48.0267567)",,1,20,,,
432370581,Neutorplatz,tertiary,False,False,72.838,"LINESTRING (7.5860722 48.0271508, 7.5859989 48.027181, 7.5856274 48.0273397, 7.5852372 48.027493)",,2,20,,,
432370581,Neutorplatz,tertiary,False,False,19.014,"LINESTRING (7.5852372 48.027493, 7.5850177 48.0275807)",,2,20,,,
5891343,Harelungenweg,residential,False,False,125.241,"LINESTRING (7.5852372 48.027493, 7.5851492 48.0274196, 7.5850632 48.0273457, 7.5849788 48.0272709, 7.5849686 48.0272483, 7.5849579 48.027226, 7.5848982 48.0271757, 7.5848873 48.027153, 7.5848863 48.0271355, 7.5848887 48.0271126, 7.5849172 48.0270904, 7.5849827 48.027066, 7.5857437 48.0267677)",,,30,,,
432370581,Neutorplatz,tertiary,False,True,72.83800000000001,"LINESTRING (7.5852372 48.027493, 7.5856274 48.0273397, 7.5859989 48.027181, 7.5860722 48.0271508)",,2,20,,,
5891343,Harelungenweg,residential,False,True,125.241,"LINESTRING (7.5857437 48.0267677, 7.5849827 48.027066, 7.5849172 48.0270904, 7.5848887 48.0271126, 7.5848863 48.0271355, 7.5848873 48.027153, 7.5848982 48.0271757, 7.5849579 48.027226, 7.5849686 48.0272483, 7.5849788 48.0272709, 7.5850632 48.0273457, 7.5851492 48.0274196, 7.5852372 48.027493)",,,30,,,
5891344,Eckartsbergweg,residential,False,False,49.106,"LINESTRING (7.5857437 48.0267677, 7.5859985 48.0270642, 7.5860722 48.0271508)",,,30,,,
5891344,Eckartsbergweg,residential,False,True,69.227,"LINESTRING (7.5857437 48.0267677, 7.585589 48.0265742, 7.5855972 48.026513, 7.5855825 48.0264299, 7.5855922 48.0263308, 7.585601 48.0261722)",,,30,,,
432370581,Neutorplatz,tertiary,False,True,9.777000000000001,"LINESTRING (7.5849037 48.0276245, 7.5849522 48.0276064, 7.5850177 48.0275807)",,2,20,,,
"[1188654553, 79627098]",Rheinstraße,"['residential', 'living_street']",True,False,184.01900000000003,"LINESTRING (7.5849037 48.0276245, 7.5848243 48.0276778, 7.5846891 48.0277356, 7.5844965 48.0278083, 7.5842168 48.0279123, 7.5841199 48.027939, 7.5839471 48.0279915, 7.5837237 48.0280263, 7.5834266 48.028056, 7.5829893 48.0281106, 7.582609 48.0281719)",,1,20,,,
"[1188654552, 184545658]",Rheinuferstraße,"['living_street', 'residential']",True,False,57.27400000000001,"LINESTRING (7.581649 48.0281506, 7.581201 48.0280654, 7.5810748 48.0280403, 7.5809092 48.0280074)",,2,,,,
"[1155227569, 1155227570, 48959299]",Metzgergasse,"['living_street', 'residential']",False,True,61.57,"LINESTRING (7.581649 48.0281506, 7.5816203 48.0282142, 7.5815372 48.0282715, 7.5815139 48.0282876, 7.5813557 48.0283967, 7.581262 48.0286212)",,,30,3,,
5891341,Werd,living_street,False,True,46.663999999999994,"LINESTRING (7.5825652 48.027754, 7.5826007 48.027939, 7.5826121 48.0280747, 7.582609 48.0281719)",,,,,,
48959295,Marienau,residential,False,True,98.125,"LINESTRING (7.5825652 48.027754, 7.5825246 48.0276025, 7.5824682 48.0273919, 7.5824666 48.0268773)",,,,,,
