osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,junction,bridge,ref
10714335,Alemannenstraße,residential,30,False,True,134.631,"LINESTRING (9.0074053 48.6408545, 9.0074485 48.6408481, 9.0077791 48.6407989, 9.0081323 48.6407618, 9.0083125 48.6407578, 9.0084761 48.6407904, 9.0091709 48.6409594)",,,,,
47740405,Altdorfer Straße,residential,50,False,True,6.022,"LINESTRING (9.007583 48.6362114, 9.0076603 48.6362294)",2,,,,
5010762,Altdorfer Straße,residential,50,False,False,20.705,"LINESTRING (9.007583 48.6362114, 9.0074721 48.6361859, 9.0073141 48.636156)",2,,,,
"[417051696, 47740398]",Altdorfer Straße,residential,30,False,False,104.49699999999999,"LINESTRING (9.0090269 48.6364877, 9.0083469 48.6363527, 9.0078833 48.6362785, 9.0076603 48.6362294)",,6,,,
47740398,Altdorfer Straße,residential,30,False,True,123.88400000000001,"LINESTRING (9.0090269 48.6364877, 9.0091326 48.6365093, 9.0098303 48.636643, 9.010136 48.6367042, 9.0106465 48.6367969)",,6,,,
26517627,Tübinger Straße,tertiary,30,False,False,70.81200000000001,"LINESTRING (9.0116171 48.6369393, 9.0117864 48.6366115, 9.0119301 48.636337)",,6,,,
26517627,Tübinger Straße,tertiary,30,False,True,76.76500000000001,"LINESTRING (9.0116171 48.6369393, 9.0114087 48.6374738, 9.0114006 48.637536, 9.0114109 48.6375801, 9.0114261 48.6376098)",,6,,,
"[26566667, 172386551]",Altdorfer Straße,residential,"['50', '30']",False,False,73.06700000000001,"LINESTRING (9.0116171 48.6369393, 9.0114216 48.6369061, 9.0106465 48.6367969)",,6,,,
5112465,Schloßstraße,residential,30,False,False,42.376999999999995,"LINESTRING (9.0119885 48.6379909, 9.0120868 48.6379816, 9.0121891 48.6379683, 9.0122468 48.6379558, 9.0122986 48.6379341, 9.0124745 48.6378157)",,5,,,
26517627,Tübinger Straße,tertiary,30,False,False,62.319,"LINESTRING (9.0119885 48.6379909, 9.0119636 48.6379177, 9.0119059 48.6378331, 9.0118051 48.6377795, 9.011493 48.6376657, 9.0114477 48.637633, 9.0114261 48.6376098)",,6,,,
423897164,Tübinger Straße,tertiary,30,False,True,63.449000000000005,"LINESTRING (9.0119885 48.6379909, 9.0119817 48.6380425, 9.011977 48.6380779, 9.0119327 48.6382187, 9.0118081 48.6384886, 9.0117818 48.6385432)",,6,,,
5132737,Stäuchle,residential,30,False,True,94.602,"LINESTRING (9.0119301 48.636337, 9.0125433 48.6364572, 9.0127376 48.6364424, 9.0131727 48.6365239)",,5,,,
26517627,Tübinger Straße,tertiary,30,False,False,181.88500000000005,"LINESTRING (9.0119301 48.636337, 9.0119542 48.6362941, 9.0122364 48.6358591, 9.0123427 48.6357014, 9.0125716 48.635353, 9.0127554 48.6350765, 9.0129556 48.6348501)",,6,,,
26517627,Tübinger Straße,tertiary,30,False,True,70.81200000000001,"LINESTRING (9.0119301 48.636337, 9.0117864 48.6366115, 9.0116171 48.6369393)",,6,,,
26517627,Tübinger Straße,tertiary,30,False,True,181.88500000000002,"LINESTRING (9.0129556 48.6348501, 9.0127554 48.6350765, 9.0125716 48.635353, 9.0123427 48.6357014, 9.0122364 48.6358591, 9.0119542 48.6362941, 9.0119301 48.636337)",,6,,,
8070390,Berkenstraße,residential,30,False,False,19.601,"LINESTRING (9.0127881 48.6430581, 9.0130362 48.6429933)",,,,,
