osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,bridge,width,tunnel,access
5837598,True,Wallstraße,residential,50,False,24.272,"LINESTRING (10.6794177 53.8660206, 10.6794227 53.8659511, 10.679411 53.8659049, 10.6793855 53.865804)",,,,,,
151585371,True,Holstentorplatz,secondary,50,False,71.711,"LINESTRING (10.6794177 53.8660206, 10.6795906 53.8660222, 10.6796845 53.8660267, 10.6797682 53.8660431, 10.6798242 53.8660621, 10.6799374 53.8661168, 10.6800189 53.8661659, 10.680095 53.8661925, 10.6801715 53.8662138, 10.6802511 53.8662309, 10.6804005 53.8662506)",2,,,,,
5841147,False,Holstentorplatz,secondary,50,False,39.278999999999996,"LINESTRING (10.6773603 53.8663964, 10.6773633 53.8663018, 10.6773667 53.8661965, 10.6773832 53.8660435)",3,K 23,,,,
"[151583595, 37517755]",False,An der Untertrave,secondary,50,False,75.289,"LINESTRING (10.6806842 53.866919, 10.680826 53.8664499, 10.6808364 53.8664151, 10.6808899 53.8663237, 10.6809279 53.8662589)","['2', '3']",,,,,
151583597,False,An der Untertrave,secondary,50,True,70.753,"LINESTRING (10.6806842 53.866919, 10.6806453 53.8671203, 10.6805785 53.8674603, 10.6805565 53.8675508)",3,,,,,
"[25288784, 4426593, 25288779]",False,Holstenbrücke,secondary,50,True,34.598,"LINESTRING (10.6809279 53.8662589, 10.6808518 53.8662581, 10.6806865 53.8662574, 10.6804154 53.8662511, 10.6804005 53.8662506)",3,,yes,,,
"[38539845, 5837582, 212702406]",False,An der Obertrave,residential,30,False,69.194,"LINESTRING (10.6809279 53.8662589, 10.6809521 53.8662124, 10.6809607 53.8661879, 10.6811495 53.8656507)",,,,,,
"[37517755, 151583595]",False,An der Untertrave,secondary,50,True,75.289,"LINESTRING (10.6809279 53.8662589, 10.6808899 53.8663237, 10.6808364 53.8664151, 10.680826 53.8664499, 10.6806842 53.866919)","['2', '3']",,,,,
"[506754664, 73419885, 38539846, 139751175]",False,Holstenstraße,tertiary,30,False,80.691,"LINESTRING (10.6809279 53.8662589, 10.6810738 53.8662612, 10.6813202 53.8662789, 10.6816728 53.8663087, 10.6821482 53.8663488)",2,,,,,
5837564,False,Clemensstraße,living_street,,True,101.206,"LINESTRING (10.6803542 53.8704303, 10.6808021 53.8702956, 10.6811704 53.8702428, 10.6812369 53.8702028, 10.6815856 53.8701458, 10.6816365 53.8701467, 10.681784 53.8701205)",,,,,,
"[38522776, 304917705, 506755254]",False,An der Untertrave,secondary,50,False,87.032,"LINESTRING (10.6803542 53.8704303, 10.6802359 53.870302, 10.6802128 53.8702769, 10.6800918 53.8700983, 10.6800434 53.8699549, 10.6800254 53.8698068, 10.6800252 53.8696857)","['2', '3']",,,,,
4100524,True,Schlumacherstraße,residential,30,False,106.648,"LINESTRING (10.6919178 53.8661144, 10.6917941 53.865925, 10.6916238 53.8656761, 10.691527 53.8655365, 10.6914566 53.8654338, 10.6913125 53.8652242)",,,,,,
120414593,True,Fleischhauerstraße,living_street,,False,309.97799999999995,"LINESTRING (10.6919178 53.8661144, 10.6917837 53.8661212, 10.6908914 53.8662515, 10.689903 53.8664537, 10.6885518 53.8667475, 10.6884859 53.8667598, 10.6875756 53.8669505, 10.6874393 53.8669905)",,,,5.5,,
4112725,True,Königstraße,tertiary,30,False,104.715,"LINESTRING (10.6885334 53.8685538, 10.6886896 53.8688104, 10.6887162 53.868854, 10.6888877 53.8691379, 10.6890687 53.8694163, 10.6890828 53.869438)",,,,,,
4112725,True,Königstraße,tertiary,30,False,71.81,"LINESTRING (10.6881562 53.8679475, 10.688295 53.8681706, 10.6885334 53.8685538)",,,,,,
4112725,True,Königstraße,tertiary,30,False,116.41199999999999,"LINESTRING (10.6874393 53.8669905, 10.6874632 53.8670261, 10.68758 53.8672001, 10.6876446 53.8672988, 10.6876847 53.8673568, 10.6877748 53.8674844, 10.6877805 53.8674919, 10.6878869 53.8676263, 10.6881562 53.8679475)",,,,,,
4112725,True,Königstraße,tertiary,30,False,74.971,"LINESTRING (10.6870369 53.8663594, 10.6870574 53.8663915, 10.6874224 53.866964, 10.6874393 53.8669905)",,,,,,
26773828,True,Hüxstraße,living_street,,False,307.638,"LINESTRING (10.6870369 53.8663594, 10.6870843 53.8663456, 10.68831 53.8659873, 10.6889789 53.8658174, 10.6899411 53.865589, 10.6905791 53.8654357, 10.6913125 53.8652242)",,,,,,
4112725,True,Königstraße,tertiary,30,False,98.815,"LINESTRING (10.6865988 53.8655107, 10.6866316 53.8655795, 10.6867717 53.8659079, 10.6868884 53.8661476, 10.6870168 53.8663308, 10.6870369 53.8663594)",,,,,,
4253783,False,Wahmstraße,tertiary,30,True,297.709,"LINESTRING (10.6865988 53.8655107, 10.6866695 53.8654915, 10.6878394 53.8652071, 10.6881759 53.8651253, 10.6884574 53.8650622, 10.688554 53.8650422, 10.688566 53.8650397, 10.6897532 53.8648101, 10.6898525 53.8647912, 10.6901869 53.8647259, 10.6908657 53.8646016)",,,,,,
4113336,False,Schmiedestraße,residential,30,False,42.056,"LINESTRING (10.6838829 53.8662862, 10.6838669 53.8662114, 10.6838564 53.8661587, 10.6838172 53.86591)",,,,,,
"[139751176, 73419883]",False,Holstenstraße,tertiary,30,True,114.439,"LINESTRING (10.6838829 53.8662862, 10.6837543 53.8663011, 10.6833472 53.866338, 10.6828419 53.8663663, 10.6825611 53.8663667, 10.6822291 53.8663516, 10.6821482 53.8663488)",3,,,,,
4113336,False,Schmiedestraße,residential,30,True,42.056,"LINESTRING (10.6838172 53.86591, 10.6838564 53.8661587, 10.6838669 53.8662114, 10.6838829 53.8662862)",,,,,,
"[5837569, 135303701]",False,Petrikirchhof,residential,30,False,102.041,"LINESTRING (10.6838172 53.86591, 10.683618 53.8659663, 10.6832899 53.8660232, 10.682954 53.8660517, 10.6828346 53.8660529, 10.6827275 53.8660148, 10.6823744 53.8658925)",,,,,,
62646675,False,Schmiedestraße,residential,30,False,38.939,"LINESTRING (10.6838172 53.86591, 10.6837848 53.8656586, 10.6837752 53.8655607)",,,,,,
"[4113338, 212702427]",True,Kolk,residential,30,False,56.184,"LINESTRING (10.6821482 53.8663488, 10.6821621 53.8663005, 10.6823088 53.8658525)",,,,,,
"[139751176, 73419883]",False,Holstenstraße,tertiary,30,False,114.43900000000001,"LINESTRING (10.6821482 53.8663488, 10.6822291 53.8663516, 10.6825611 53.8663667, 10.6828419 53.8663663, 10.6833472 53.866338, 10.6837543 53.8663011, 10.6838829 53.8662862)",3,,,,,
"[506754664, 73419885, 38539846, 139751175]",False,Holstenstraße,tertiary,30,True,80.691,"LINESTRING (10.6821482 53.8663488, 10.6816728 53.8663087, 10.6813202 53.8662789, 10.6810738 53.8662612, 10.6809279 53.8662589)",2,,,,,
4113337,False,Lederstraße,residential,30,False,49.013,"LINESTRING (10.6820114 53.8670083, 10.6820685 53.8665688)",,,,,,
4114948,True,Braunstraße,residential,30,False,87.59,"LINESTRING (10.6820114 53.8670083, 10.6817492 53.8669898, 10.6816083 53.8669827, 10.6806842 53.866919)",,,,,,
4113334,True,Schüsselbuden,tertiary,30,False,86.30099999999999,"LINESTRING (10.6839906 53.8670593, 10.6839431 53.8665884, 10.6838981 53.8663845, 10.683888 53.8663384, 10.6838829 53.8662862)",,,,,,
4114948,True,Braunstraße,residential,30,False,129.965,"LINESTRING (10.6839906 53.8670593, 10.6829044 53.8670505, 10.6820114 53.8670083)",,,,,,
4113334,True,Schüsselbuden,tertiary,30,False,56.197,"LINESTRING (10.6840627 53.8675628, 10.6840344 53.8673528, 10.6840252 53.8672846, 10.6840207 53.867222, 10.6840069 53.8671492, 10.6839906 53.8670593)",,,,,,
4113334,True,Schüsselbuden,tertiary,30,False,32.751,"LINESTRING (10.6842998 53.8683604, 10.6841705 53.8680759)",,,,,,
4114954,True,Mengstraße,residential,30,False,118.44,"LINESTRING (10.6842998 53.8683604, 10.6838336 53.8684289, 10.6830297 53.8685394, 10.682541 53.8686032)",,,,,,
4114955,False,Mengstraße,residential,30,False,87.34299999999999,"LINESTRING (10.6842998 53.8683604, 10.6848124 53.8683002, 10.6856128 53.8682289)",,,,,,
"[4277489, 506755402, 506755403]",False,Fünfhausen,tertiary,30,True,143.158,"LINESTRING (10.6842998 53.8683604, 10.6843626 53.8684694, 10.6844704 53.8687333, 10.6845128 53.8690001, 10.6845245 53.8690738, 10.6845308 53.8691132, 10.6845834 53.8695022, 10.6845976 53.869631)","['2', '3']",,,,,
"[120879298, 4114954]",True,Mengstraße,residential,30,False,75.973,"LINESTRING (10.682541 53.8686032, 10.6825069 53.8686075, 10.6814081 53.8687467)",,,,,,
4312196,True,Blocksquerstraße,residential,30,False,51.405,"LINESTRING (10.682541 53.8686032, 10.6826323 53.8688896, 10.6826862 53.8690575)",,,,,,
4113334,True,Schüsselbuden,tertiary,30,False,57.49,"LINESTRING (10.6841705 53.8680759, 10.6840627 53.8675628)",,,,,,
53396554,True,Alfstraße,residential,30,False,2.252,"LINESTRING (10.6812759 53.8682069, 10.6813102 53.8682059)",,,,,,
4114952,False,Alfstraße,residential,30,True,59.263000000000005,"LINESTRING (10.6812759 53.8682069, 10.6809028 53.8682037, 10.6803721 53.8682072)",,,,,,
120036216,False,Mengstraße,residential,50,True,8.198,"LINESTRING (10.6801296 53.8689128, 10.6802517 53.8688969)",,,,,,
43283423,False,An der Untertrave,secondary,50,False,80.054,"LINESTRING (10.6801296 53.8689128, 10.6803451 53.8682858, 10.6803721 53.8682072)",2,,,,,
"[43283421, 304917706, 506755253]",False,An der Untertrave,secondary,50,True,86.499,"LINESTRING (10.6801296 53.8689128, 10.6800892 53.8690397, 10.6800461 53.869175, 10.680035 53.8692321, 10.6800269 53.8695727, 10.6800252 53.8696857)",3,,,,,
4117863,False,Mühlenstraße,tertiary,30,False,41.956999999999994,"LINESTRING (10.686247 53.8636226, 10.6862722 53.8635978, 10.6865755 53.8632988)",,,,,,
"[4117865, 75846490]",True,Königstraße,residential,30,False,98.801,"LINESTRING (10.686247 53.8636226, 10.6863371 53.8637303, 10.6863846 53.8637927, 10.6864574 53.8641393, 10.6864816 53.8644898)",,,,,,
47308726,False,Mühlenstraße,residential,30,True,121.637,"LINESTRING (10.686247 53.8636226, 10.6861197 53.86375, 10.685568 53.8643496, 10.685487 53.8644162, 10.6853253 53.8645711)",,,,,,
47308726,False,Mühlenstraße,residential,30,False,121.637,"LINESTRING (10.6853253 53.8645711, 10.685487 53.8644162, 10.685568 53.8643496, 10.6861197 53.86375, 10.686247 53.8636226)",,,,,,
119878456,False,Aegidienstraße,residential,30,True,37.1,"LINESTRING (10.6864816 53.8644898, 10.687033 53.864415)",,,,,,
4117864,True,Aegidienstraße,residential,30,False,77.97200000000001,"LINESTRING (10.6864816 53.8644898, 10.6864219 53.8644987, 10.6859254 53.8645729, 10.6856454 53.864602, 10.6855587 53.864611, 10.6854093 53.8645855, 10.6853253 53.8645711)",,,,,,
4117863,False,Mühlenstraße,tertiary,30,False,38.391,"LINESTRING (10.686918 53.8629335, 10.6872125 53.8626351)",,,,,,
