osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,access,width
27582560,Heidengasse,residential,False,True,112.554,"LINESTRING (9.3897108 47.7200497, 9.3896691 47.7199883, 9.3896354 47.7199327, 9.3893954 47.7197072, 9.3892915 47.7196192, 9.3888338 47.7192317)",,,,,,
788941350,Ravensburger Straße,primary,False,False,50.025999999999996,"LINESTRING (9.3897108 47.7200497, 9.3893771 47.7201473, 9.3890918 47.7202196)",3,B 33,30,,,
"[785986401, 788941350]",Ravensburger Straße,primary,False,True,14.09,"LINESTRING (9.3897108 47.7200497, 9.3897668 47.720032, 9.3898855 47.7200026)","['2', '3']",B 33,30,,,
784518575,Ravensburger Straße,primary,False,False,38.315,"LINESTRING (9.3954811 47.7192464, 9.3953222 47.7192784, 9.3951218 47.7193184, 9.3949902 47.7193447)",2,B 33,30,,,
"[982284620, 9531175]",Zeppelinstraße,secondary,False,True,17.695,"LINESTRING (9.3954811 47.7192464, 9.3954657 47.7192044, 9.3954444 47.7191512, 9.3954335 47.7191196, 9.3954233 47.7190921)",3,L 207,50,,,
5060704,Gutenbergstraße,unclassified,False,False,62.45100000000001,"LINESTRING (9.3868248 47.7171925, 9.3868724 47.7173392, 9.3869054 47.7174321, 9.3869338 47.7175076, 9.3870301 47.7177367)",2,,50,,,
"[1207479840, 8092937, 1033756229]",Heggelinstraße,residential,False,False,88.63900000000001,"LINESTRING (9.3868248 47.7171925, 9.3868074 47.7171248, 9.3867777 47.7170301, 9.3867706 47.717, 9.3867075 47.716736, 9.3866283 47.7164065)",3,,30,,,
"[984765131, 1033756230]",Ensisheimer Straße,residential,False,False,58.732,"LINESTRING (9.3868248 47.7171925, 9.3870006 47.7171177, 9.387041 47.7171005, 9.3870757 47.7170855, 9.3873413 47.7169659, 9.3874833 47.716905)",3,,50,,,
"[32983112, 1033756231]",Bernhardstraße,unclassified,False,True,99.69,"LINESTRING (9.3868248 47.7171925, 9.3867282 47.7172279, 9.3866127 47.7172732, 9.3865733 47.7172886, 9.3861809 47.7174289, 9.3856473 47.7176119)",3,,50,,,
216266021,Am Stadtgraben,tertiary,False,True,44.137,"LINESTRING (9.3890918 47.7202196, 9.3891402 47.7203393, 9.3891491 47.7203764, 9.3891872 47.7205409, 9.3892047 47.7206087)",3,,30,,,
788941350,Ravensburger Straße,primary,False,True,50.025999999999996,"LINESTRING (9.3890918 47.7202196, 9.3893771 47.7201473, 9.3897108 47.7200497)",3,B 33,30,,,
1033752860,Gutenbergstraße,unclassified,False,True,111.35300000000001,"LINESTRING (9.3890918 47.7202196, 9.3890351 47.7201247, 9.3890163 47.7200967, 9.3888824 47.7199106, 9.3886711 47.7197248, 9.3882394 47.7194108)",2,,50,,,
"[179017358, 392209631]",Am Stadtgraben,tertiary,False,False,36.067,"LINESTRING (9.3896769 47.7212919, 9.389644 47.7212444, 9.3895295 47.7211324, 9.3894922 47.7210931, 9.3894206 47.7210178)",,,30,,,
1068892289,Am Stadtgraben,tertiary,True,False,9.613,"LINESTRING (9.3896769 47.7212919, 9.3897087 47.7212948, 9.3897338 47.7213083, 9.3897451 47.7213285, 9.3897393 47.7213498)",1,,30,roundabout,,
24356940,Schedlerstraße,tertiary,False,False,19.878,"LINESTRING (9.3922473 47.7215483, 9.392303 47.7214671, 9.3923587 47.721386)",,K 7750,50,,,
"[179017352, 1068892290]",Am Stadtgraben,tertiary,False,True,194.542,"LINESTRING (9.3922473 47.7215483, 9.3921238 47.7215239, 9.3919569 47.7215241, 9.3916435 47.7215547, 9.3914311 47.7215913, 9.3913873 47.7215988, 9.3910623 47.7216162, 9.3910045 47.7216193, 9.3907065 47.7215961, 9.3904821 47.7215641, 9.3902957 47.7215225, 9.3900827 47.721471, 9.3899564 47.7214269, 9.3899097 47.721411, 9.3897933 47.7213697, 9.3897393 47.7213498)",2,,"['50', '30']",,,
"[1115659757, 1115659758]",Gehrenbergstraße,tertiary,False,False,95.436,"LINESTRING (9.3922473 47.7215483, 9.3923154 47.721577, 9.3924665 47.7216405, 9.3925673 47.7217142, 9.3926617 47.7217795, 9.3928393 47.7219235, 9.3929399 47.7220007, 9.3931662 47.7221355)",,K 7750,50,,,
1115659757,Gehrenbergstraße,tertiary,False,False,15.561,"LINESTRING (9.3931662 47.7221355, 9.393316 47.7222326)",,K 7750,50,,,
28374553,Untere Auen,living_street,False,False,131.68099999999998,"LINESTRING (9.3931662 47.7221355, 9.393328 47.7219791, 9.3936618 47.7218488, 9.3939455 47.721757, 9.3942829 47.7216693, 9.3944851 47.7216534, 9.3946847 47.7216072)",,,7,,,
