osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,ref,width,bridge
"[760175840, 157080484]",2,Schmelingstraße,residential,False,False,131.553,"LINESTRING (8.8031201 52.6838919, 8.8028423 52.6838744, 8.8017427 52.6837927, 8.8015785 52.683786, 8.8011795 52.6837697)",30,,,
157080484,2,Schmelingstraße,residential,False,True,82.797,"LINESTRING (8.8031201 52.6838919, 8.8033757 52.6839048, 8.804321 52.6840415)",30,,,
227613314,2,Schwafördener Weg,residential,False,True,264.854,"LINESTRING (8.8031201 52.6838919, 8.803126 52.6839359, 8.8031348 52.6840012, 8.8039536 52.6850456, 8.8040391 52.6851546, 8.8041446 52.6852484, 8.8042678 52.6853287, 8.805211 52.6858474)",,,,
227631871,1,Hohe Straße,residential,False,False,69.932,"LINESTRING (8.8039945 52.6808115, 8.803971 52.6807254, 8.8041441 52.6802613, 8.8041132 52.6801982)",,,,
227631871,1,Hohe Straße,residential,False,True,147.46499999999997,"LINESTRING (8.8039945 52.6808115, 8.8039852 52.6809327, 8.8039455 52.6814514, 8.8039415 52.6815098, 8.8039373 52.6815684, 8.8039267 52.6816497, 8.8038965 52.6817593, 8.8038167 52.682132)",,,,
760175842,1,Südstraße,residential,False,False,144.43699999999998,"LINESTRING (8.8039945 52.6808115, 8.8043785 52.6808801, 8.8046691 52.6809238, 8.8059289 52.6811046, 8.8060645 52.6811409)",30,,,
"[760175842, 722611463]",1,Südstraße,residential,False,True,162.929,"LINESTRING (8.8039945 52.6808115, 8.8029423 52.6806179, 8.8026707 52.6805587, 8.8023615 52.680484, 8.8021666 52.680437, 8.8017137 52.68033)",30,,,
26687468,1,Hohe Straße,residential,False,True,21.673,"LINESTRING (8.8038167 52.682132, 8.8037663 52.6823245)",,,5,
25808327,1,Schützenstraße,residential,False,False,189.146,"LINESTRING (8.8038167 52.682132, 8.8038815 52.682133, 8.8040051 52.6821025, 8.8041018 52.6820439, 8.8042503 52.6819402, 8.8044548 52.6818346, 8.8047403 52.6816962, 8.8049743 52.6815969, 8.8059749 52.6811784, 8.8060645 52.6811409)",,,5,
227631871,1,Hohe Straße,residential,False,False,147.46499999999997,"LINESTRING (8.8038167 52.682132, 8.8038965 52.6817593, 8.8039267 52.6816497, 8.8039373 52.6815684, 8.8039415 52.6815098, 8.8039455 52.6814514, 8.8039852 52.6809327, 8.8039945 52.6808115)",,,,
25808327,1,Schützenstraße,residential,False,True,189.14600000000004,"LINESTRING (8.8060645 52.6811409, 8.8059749 52.6811784, 8.8049743 52.6815969, 8.8047403 52.6816962, 8.8044548 52.6818346, 8.8042503 52.6819402, 8.8041018 52.6820439, 8.8040051 52.6821025, 8.8038815 52.682133, 8.8038167 52.682132)",,,5,
760175842,1,Südstraße,residential,False,True,144.43699999999998,"LINESTRING (8.8060645 52.6811409, 8.8059289 52.6811046, 8.8046691 52.6809238, 8.8043785 52.6808801, 8.8039945 52.6808115)",30,,,
760175843,2,Schützenstraße,residential,False,False,138.95499999999998,"LINESTRING (8.8060645 52.6811409, 8.8076228 52.6805307, 8.8078002 52.680467)",,,,
"[409456089, 157080399]","['2', '3']",Galtener Straße,secondary,False,False,98.93100000000001,"LINESTRING (8.8012107 52.6820827, 8.8012976 52.6819016, 8.8013781 52.6813764, 8.801382 52.6813507, 8.8014045 52.6812035)",50,L 202,,
"[157080480, 409456088]","['2', '3']",Lindenstraße,secondary,False,False,132.421,"LINESTRING (8.8012107 52.6820827, 8.8011897 52.682222, 8.8011972 52.6824727, 8.8011985 52.6825161, 8.8012057 52.6827581, 8.8011811 52.6832727)",50,L 202,,
"[157080479, 180137159, 180137160, 409456087]","['2', '3']",Lange Straße,tertiary,False,"[False, True]",369.83900000000006,"LINESTRING (8.8012107 52.6820827, 8.8011185 52.6820392, 8.800981 52.6819967, 8.8007871 52.6819623, 8.8005999 52.6819463, 8.8002593 52.6819238, 8.7999007 52.6819257, 8.7995071 52.6819162, 8.7992226 52.6818926, 8.7989347 52.6818578, 8.7987107 52.6818195, 8.7986244 52.6818031, 8.7983631 52.6817484, 8.7981086 52.6817016, 8.7979725 52.6816778, 8.7963892 52.68141, 8.7962099 52.68137, 8.796047 52.6813221, 8.7959522 52.6812726)",50,,,yes
973279848,2,Lange Straße,tertiary,False,False,116.065,"LINESTRING (8.8012107 52.6820827, 8.8012884 52.682126, 8.8013564 52.6821558, 8.8014457 52.6821728, 8.8019959 52.682205, 8.8028783 52.682253)",20,,,
"[37864874, 157080390]",1,"['Bogenstraße', 'Mühlenhof']",residential,False,False,259.514,"LINESTRING (8.7958212 52.6811685, 8.7959752 52.681063, 8.7960814 52.6809505, 8.7961342 52.6808582, 8.7962371 52.6805866, 8.7962914 52.680447, 8.7963599 52.6802585, 8.7962725 52.68021, 8.7957704 52.6800134, 8.7947463 52.6795957, 8.7945946 52.6795787, 8.7944763 52.6795989)",,,,
722611464,2,Lange Straße,tertiary,False,True,14.576,"LINESTRING (8.7958212 52.6811685, 8.7958849 52.6812243, 8.7959522 52.6812726)",50,,,
26482086,1,Am Wolfsbaum,residential,False,False,7.073,"LINESTRING (8.8088894 52.6862373, 8.8088876 52.6861737)",,,,
26482087,1,Vogelsang,residential,False,True,182.54100000000003,"LINESTRING (8.8088894 52.6862373, 8.8081366 52.6862397, 8.8079763 52.6862329, 8.8078297 52.6862049, 8.807634 52.6861548, 8.8074846 52.6860891, 8.8073432 52.6860207, 8.8071874 52.6859216, 8.8070861 52.6858059, 8.807069 52.6856874, 8.8071156 52.6854314)",,,,
26482087,1,Vogelsang,residential,False,False,112.68699999999998,"LINESTRING (8.8073439 52.6844275, 8.8073354 52.6844602, 8.8073127 52.6845477, 8.8072016 52.6850551, 8.8071156 52.6854314)",,,,
157080484,2,Schmelingstraße,residential,False,False,151.706,"LINESTRING (8.8073439 52.6844275, 8.8067329 52.6843533, 8.8066039 52.6843352, 8.806271 52.6842918, 8.8061562 52.6842801, 8.8060637 52.6842818, 8.8051415 52.6841551)",30,,,
"[157080484, 1150802189]",2,Schmelingstraße,residential,False,True,95.57,"LINESTRING (8.8073439 52.6844275, 8.8078023 52.684483, 8.8079305 52.684494, 8.8087506 52.6845154)",30,,,
26482086,1,Am Wolfsbaum,residential,False,True,7.073,"LINESTRING (8.8088876 52.6861737, 8.8088894 52.6862373)",,,,
26482086,1,Am Wolfsbaum,residential,False,False,185.232,"LINESTRING (8.8088876 52.6861737, 8.8088836 52.6855954, 8.8088825 52.6854211, 8.8088805 52.6851352, 8.8088763 52.6851122, 8.8088568 52.6850044, 8.8087473 52.6846802, 8.8087497 52.6845597, 8.8087506 52.6845154)",,,,
157080400,2,Galtener Straße,secondary,False,True,229.67200000000003,"LINESTRING (8.8030678 52.6784407, 8.8027348 52.6787712, 8.8026097 52.6789223, 8.8024612 52.6791285, 8.8023826 52.6792562, 8.8021305 52.679666, 8.8020399 52.6798132, 8.8020271 52.6798333, 8.8018848 52.6800573, 8.8018698 52.6800826, 8.8017137 52.68033)",50,L 202,,
409456088,2,Lindenstraße,secondary,False,False,55.264,"LINESTRING (8.8011811 52.6832727, 8.8011795 52.6837697)",50,L 202,,
35425025,1,Kampstraße,residential,False,True,226.32600000000002,"LINESTRING (8.8011811 52.6832727, 8.8027487 52.6833333, 8.8028783 52.682253)",20,,,
"[409456088, 157080480]","['2', '3']",Lindenstraße,secondary,False,True,132.421,"LINESTRING (8.8011811 52.6832727, 8.8012057 52.6827581, 8.8011985 52.6825161, 8.8011972 52.6824727, 8.8011897 52.682222, 8.8012107 52.6820827)",50,L 202,,
35425026,1,Schmiedestraße,residential,False,False,213.31099999999998,"LINESTRING (8.8014045 52.6812035, 8.8021493 52.6812379, 8.8029461 52.6812825, 8.8029895 52.6813255, 8.8029529 52.6815805, 8.8028783 52.682253)",,,4,
409456089,2,Galtener Straße,secondary,False,False,99.984,"LINESTRING (8.8014045 52.6812035, 8.8014641 52.6808159, 8.8014732 52.6807798, 8.8015151 52.6806705, 8.8015244 52.6806546, 8.801608 52.6805112, 8.8017137 52.68033)",50,L 202,,
"[409456089, 157080399]","['2', '3']",Galtener Straße,secondary,False,True,98.93100000000001,"LINESTRING (8.8014045 52.6812035, 8.801382 52.6813507, 8.8013781 52.6813764, 8.8012976 52.6819016, 8.8012107 52.6820827)",50,L 202,,
973279848,2,Lange Straße,tertiary,False,False,60.386,"LINESTRING (8.8028783 52.682253, 8.8037663 52.6823245)",20,,,
35425025,1,Kampstraße,residential,False,False,226.32600000000002,"LINESTRING (8.8028783 52.682253, 8.8027487 52.6833333, 8.8011811 52.6832727)",20,,,
35425026,1,Schmiedestraße,residential,False,True,213.31099999999998,"LINESTRING (8.8028783 52.682253, 8.8029529 52.6815805, 8.8029895 52.6813255, 8.8029461 52.6812825, 8.8021493 52.6812379, 8.8014045 52.6812035)",,,4,
973279848,2,Lange Straße,tertiary,False,True,116.06500000000001,"LINESTRING (8.8028783 52.682253, 8.8019959 52.682205, 8.8014457 52.6821728, 8.8013564 52.6821558, 8.8012884 52.682126, 8.8012107 52.6820827)",20,,,
51857546,,Meierdamm,residential,False,False,116.137,"LINESTRING (8.7994567 52.6837589, 8.8010965 52.6837698, 8.8011795 52.6837697)",,,,
"[9888798, 84475167]",1,Postweg,residential,False,True,108.30199999999999,"LINESTRING (8.8046792 52.6830928, 8.804554 52.6834108, 8.8045232 52.6835523, 8.8044561 52.6837203, 8.8043467 52.6839804, 8.804321 52.6840415)",30,,,
227613314,2,Schwafördener Weg,residential,False,False,18.3,"LINESTRING (8.805411 52.6859587, 8.805211 52.6858474)",,,,
760175843,2,Schützenstraße,residential,False,True,138.95499999999998,"LINESTRING (8.8078002 52.680467, 8.8076228 52.6805307, 8.8060645 52.6811409)",,,,
91884978,2,Bassumer Straße,tertiary,False,False,44.468,"LINESTRING (8.7951587 52.6818585, 8.7952236 52.6817858, 8.7954202 52.6815657, 8.7954733 52.681507)",50,,,
91884978,2,Bassumer Straße,tertiary,False,True,44.468,"LINESTRING (8.7954733 52.681507, 8.7954202 52.6815657, 8.7952236 52.6817858, 8.7951587 52.6818585)",50,,,
182934485,2,Bassumer Straße,tertiary,True,False,44.626999999999995,"LINESTRING (8.7954733 52.681507, 8.7955138 52.6814348, 8.7956792 52.681287, 8.7958212 52.6811685)",50,,,
157080395,1,Finkensteg,residential,False,True,77.778,"LINESTRING (8.8059774 52.6853245, 8.805211 52.6858474)",,,,
157080382,1,Amselweg,residential,False,True,77.72900000000001,"LINESTRING (8.8059774 52.6853245, 8.8060945 52.685346, 8.8065173 52.6853791, 8.8071156 52.6854314)",30,,,
26482087,1,Vogelsang,residential,False,False,182.541,"LINESTRING (8.8071156 52.6854314, 8.807069 52.6856874, 8.8070861 52.6858059, 8.8071874 52.6859216, 8.8073432 52.6860207, 8.8074846 52.6860891, 8.807634 52.6861548, 8.8078297 52.6862049, 8.8079763 52.6862329, 8.8081366 52.6862397, 8.8088894 52.6862373)",,,,
26482087,1,Vogelsang,residential,False,True,112.687,"LINESTRING (8.8071156 52.6854314, 8.8072016 52.6850551, 8.8073127 52.6845477, 8.8073354 52.6844602, 8.8073439 52.6844275)",,,,
157080382,1,Amselweg,residential,False,False,77.729,"LINESTRING (8.8071156 52.6854314, 8.8065173 52.6853791, 8.8060945 52.685346, 8.8059774 52.6853245)",30,,,
"[37864874, 157080390]",1,"['Bogenstraße', 'Mühlenhof']",residential,False,True,259.514,"LINESTRING (8.7944763 52.6795989, 8.7945946 52.6795787, 8.7947463 52.6795957, 8.7957704 52.6800134, 8.7962725 52.68021, 8.7963599 52.6802585, 8.7962914 52.680447, 8.7962371 52.6805866, 8.7961342 52.6808582, 8.7960814 52.6809505, 8.7959752 52.681063, 8.7958212 52.6811685)",,,,
180137131,1,Bassumer Straße,tertiary,True,False,41.558,"LINESTRING (8.7959522 52.6812726, 8.7958552 52.6813223, 8.7956757 52.6813986, 8.7955825 52.6814445, 8.7954733 52.681507)",50,,4,
"[180137160, 409456087, 157080479, 180137159]","['2', '3']",Lange Straße,tertiary,False,"[False, True]",369.83899999999994,"LINESTRING (8.7959522 52.6812726, 8.796047 52.6813221, 8.7962099 52.68137, 8.7963892 52.68141, 8.7979725 52.6816778, 8.7981086 52.6817016, 8.7983631 52.6817484, 8.7986244 52.6818031, 8.7987107 52.6818195, 8.7989347 52.6818578, 8.7992226 52.6818926, 8.7995071 52.6819162, 8.7999007 52.6819257, 8.8002593 52.6819238, 8.8005999 52.6819463, 8.8007871 52.6819623, 8.800981 52.6819967, 8.8011185 52.6820392, 8.8012107 52.6820827)",50,,,yes
722611464,2,Lange Straße,tertiary,False,False,14.576,"LINESTRING (8.7959522 52.6812726, 8.7958849 52.6812243, 8.7958212 52.6811685)",50,,,
157080395,1,Finkensteg,residential,False,False,77.778,"LINESTRING (8.805211 52.6858474, 8.8059774 52.6853245)",,,,
227613314,2,Schwafördener Weg,residential,False,True,18.3,"LINESTRING (8.805211 52.6858474, 8.805411 52.6859587)",,,,
227613314,2,Schwafördener Weg,residential,False,False,264.854,"LINESTRING (8.805211 52.6858474, 8.8042678 52.6853287, 8.8041446 52.6852484, 8.8040391 52.6851546, 8.8039536 52.6850456, 8.8031348 52.6840012, 8.803126 52.6839359, 8.8031201 52.6838919)",,,,
227631871,1,Hohe Straße,residential,False,False,52.056,"LINESTRING (8.8041132 52.6801982, 8.8040803 52.6801313, 8.804046 52.6800557, 8.8041479 52.6797418)",,,,
227631871,1,Hohe Straße,residential,False,True,69.932,"LINESTRING (8.8041132 52.6801982, 8.8041441 52.6802613, 8.803971 52.6807254, 8.8039945 52.6808115)",,,,
239627275,1,Hohe Straße,residential,False,False,71.46000000000001,"LINESTRING (8.8041132 52.6801982, 8.8041774 52.6801532, 8.8042257 52.6800833, 8.8042525 52.6800491, 8.8043088 52.680015, 8.8043678 52.6800004, 8.8044215 52.6799971, 8.8044805 52.680002, 8.8049874 52.6800654)",,,,
239627275,1,Hohe Straße,residential,False,True,71.46000000000001,"LINESTRING (8.8049874 52.6800654, 8.8044805 52.680002, 8.8044215 52.6799971, 8.8043678 52.6800004, 8.8043088 52.680015, 8.8042525 52.6800491, 8.8042257 52.6800833, 8.8041774 52.6801532, 8.8041132 52.6801982)",,,,
227631871,1,Hohe Straße,residential,False,True,52.056,"LINESTRING (8.8041479 52.6797418, 8.804046 52.6800557, 8.8040803 52.6801313, 8.8041132 52.6801982)",,,,
