osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,bridge
136285427,Lange Straße,tertiary,30,False,True,83.465,"LINESTRING (12.4350991 54.2426412, 12.4338324 54.2427658)",,,
5060610,Mauerstraße,residential,30,True,False,139.572,"LINESTRING (12.4350991 54.2426412, 12.4351287 54.24279, 12.4351481 54.2429384, 12.4351389 54.2430385, 12.4351166 54.2432095, 12.435047 54.2433149, 12.4349741 54.2434253, 12.434714 54.2438526)",,,
136285427,Lange Straße,tertiary,30,False,False,51.962,"LINESTRING (12.4350991 54.2426412, 12.435742 54.2425815, 12.4358889 54.2425679)",,,
136285426,Am Markt,residential,30,False,False,67.99,"LINESTRING (12.4326303 54.2435089, 12.4324519 54.2429064)",10,,
26958111,Grüne Straße,residential,30,False,True,66.943,"LINESTRING (12.4326303 54.2435089, 12.4326636 54.2435956, 12.4328459 54.2440976)",,,
"[240533354, 240533355]",Am Markt,residential,30,False,True,94.29299999999999,"LINESTRING (12.4326303 54.2435089, 12.431709 54.2436245, 12.431362 54.2436736, 12.4312147 54.2436952)",,,
26958105,Steinstraße,residential,30,False,False,138.699,"LINESTRING (12.4310825 54.2430559, 12.4307608 54.2418228)",,,
"[30118844, 240533357]",Lange Straße,tertiary,30,False,False,90.519,"LINESTRING (12.4310825 54.2430559, 12.4311854 54.2430447, 12.4324519 54.2429064)",,,
561607109,Lange Straße,tertiary,30,False,True,89.845,"LINESTRING (12.4310825 54.2430559, 12.4307186 54.2430956, 12.4304437 54.2431256, 12.4297233 54.2432043)",,,
27638333,Am See,secondary,30,False,False,10.222,"LINESTRING (12.4331658 54.2446514, 12.4330199 54.2446858)",,2,
27638333,Am See,secondary,30,False,True,185.435,"LINESTRING (12.4331658 54.2446514, 12.4334871 54.2446098, 12.4338002 54.2445842, 12.4345131 54.2445403, 12.4352785 54.2444961, 12.4359977 54.2444544)",,2,
5060603,Gänsestraße,residential,30,False,False,91.036,"LINESTRING (12.428554 54.2441014, 12.4298971 54.2438683)",,,
