osmid,highway,oneway,reversed,length,geometry,ref,name,maxspeed,access
259014334,tertiary,False,True,10.098,"LINESTRING (80.5704754 16.4332656, 80.570383 16.4332854)",,,,
421066354,residential,False,True,51.803,"LINESTRING (80.5704754 16.4332656, 80.5709464 16.4331518)",,,,
313433171,tertiary,False,True,36.637,"LINESTRING (80.5704754 16.4332656, 80.5704432 16.4330302, 80.570414 16.4329425)",,,,
421632653,primary,False,False,63.2,"LINESTRING (80.5678453 16.4286462, 80.5672623 16.4287479)",SH316,Tenali - Mangalagiri Road,,
1194193161,primary,False,True,25.494,"LINESTRING (80.5678453 16.4286462, 80.5680833 16.4286249)",SH316,Tenali - Mangalagiri Road,,
1194193162,residential,False,False,50.462,"LINESTRING (80.5678453 16.4286462, 80.5679644 16.4290854)",1,Main Bazaar,,
1194193164,tertiary,False,True,103.815,"LINESTRING (80.5678453 16.4286462, 80.5677934 16.4277139)",1,Main Bazaar,,
421632653,primary,False,True,7.102,"LINESTRING (80.5660285 16.4289783, 80.5660945 16.4289698)",SH316,Tenali - Mangalagiri Road,,
45068358,primary,True,False,60.019999999999996,"LINESTRING (80.5660285 16.4289783, 80.5660299 16.4292596, 80.5660359 16.429518)",,,,
331879859,tertiary,False,False,6.44,"LINESTRING (80.5717056 16.429839, 80.571721 16.429895)",,,,
421632654,primary,False,False,13.188,"LINESTRING (80.5717056 16.429839, 80.5716075 16.4297668)",SH316,Tenali - Mangalagiri Road,,
852675506,primary,False,True,12.277999999999999,"LINESTRING (80.5717056 16.429839, 80.5717345 16.4298462, 80.5717718 16.4298404, 80.571816 16.4298238)",SH316,Tenali - Mangalagiri Road,,
45068357,primary,False,False,24.913,"LINESTRING (80.570467 16.4287287, 80.570234 16.4287129)",SH316,Tenali - Mangalagiri Road,,
421074582,residential,False,True,50.809,"LINESTRING (80.570467 16.4287287, 80.5704255 16.4282735)",,,,
421074596,residential,False,True,21.676,"LINESTRING (80.570467 16.4287287, 80.5706604 16.4286688)",,,,
421632654,primary,False,True,60.638,"LINESTRING (80.570467 16.4287287, 80.5705561 16.428811, 80.5708557 16.4291264)",SH316,Tenali - Mangalagiri Road,,
45068357,primary,False,False,27.51,"LINESTRING (80.570234 16.4287129, 80.5699763 16.4287235)",SH316,Tenali - Mangalagiri Road,,
45068357,primary,False,True,24.913,"LINESTRING (80.570234 16.4287129, 80.570467 16.4287287)",SH316,Tenali - Mangalagiri Road,,
421074587,residential,False,True,157.601,"LINESTRING (80.570234 16.4287129, 80.5701035 16.4281416, 80.5699154 16.4273289)",,,,
421074593,residential,False,True,35.958,"LINESTRING (80.570234 16.4287129, 80.5702737 16.428887, 80.5703101 16.4290279)",,,,
45068357,primary,False,False,18.009,"LINESTRING (80.568623 16.428951, 80.5685311 16.4289129, 80.5684801 16.4288687)",SH316,Tenali - Mangalagiri Road,,
45068357,primary,False,True,55.78,"LINESTRING (80.568623 16.428951, 80.5687348 16.4289679, 80.5688955 16.428945, 80.5691356 16.428888)",SH316,Tenali - Mangalagiri Road,,
331882509,residential,False,False,37.677,"LINESTRING (80.568623 16.428951, 80.5687104 16.4292582, 80.5687151 16.4292781)",,,,
331883955,residential,False,False,147.301,"LINESTRING (80.568623 16.428951, 80.568569 16.428763, 80.5685368 16.4286035, 80.5684858 16.4282922, 80.5684105 16.4276441)",,,,
269696417,primary,False,True,9.294,"LINESTRING (80.5661455 16.4304826, 80.5660585 16.4304873)",,,,
848833938,primary,True,False,12.968,"LINESTRING (80.5661455 16.4304826, 80.5661429 16.430366)",,,,
1194193162,residential,False,False,36.617,"LINESTRING (80.5688402 16.4338991, 80.5689145 16.4342206)",1,Main Bazaar,,
1194193162,residential,False,True,63.957,"LINESTRING (80.5688402 16.4338991, 80.5686994 16.43334)",1,Main Bazaar,,
259014334,tertiary,False,False,71.967,"LINESTRING (80.5688402 16.4338991, 80.5689249 16.4336283, 80.5689438 16.4336072, 80.5689743 16.4335893, 80.5692816 16.4335218)",,,,
259014334,tertiary,False,True,56.633,"LINESTRING (80.5688402 16.4338991, 80.5687691 16.4339506, 80.5683563 16.4341019)",,,,
331893141,residential,False,True,9.241,"LINESTRING (80.5710045 16.43522, 80.5709201 16.4352388)",,,,
852672441,residential,False,False,40.706,"LINESTRING (80.5710045 16.43522, 80.5713852 16.4351939)",,,20,
259014335,residential,True,False,138.039,"LINESTRING (80.5710045 16.43522, 80.5708005 16.4345076, 80.5706729 16.4340201)",,,20,
421052804,residential,False,True,22.517,"LINESTRING (80.5717633 16.43516, 80.5717446 16.4349583)",,,,
852672441,residential,False,True,28.151,"LINESTRING (80.5717633 16.43516, 80.5715005 16.4351836)",,,20,
852672441,residential,False,False,23.304000000000002,"LINESTRING (80.5717633 16.43516, 80.5718595 16.4351991, 80.5719422 16.4352744)",,,20,
421052808,residential,False,True,17.675,"LINESTRING (80.5719422 16.4352744, 80.5719949 16.4351237)",,,,
852672441,residential,False,False,16.015,"LINESTRING (80.5719422 16.4352744, 80.5719577 16.435374, 80.5719592 16.4354173)",,,20,
852672441,residential,False,True,23.304000000000002,"LINESTRING (80.5719422 16.4352744, 80.5718595 16.4351991, 80.5717633 16.43516)",,,20,
421052802,residential,False,True,17.64,"LINESTRING (80.5716547 16.4358799, 80.5717073 16.4360303)",,,,
852672441,residential,False,False,5.803,"LINESTRING (80.5716547 16.4358799, 80.571602 16.4358929)",,,20,
852672441,residential,False,True,74.99799999999999,"LINESTRING (80.5716547 16.4358799, 80.571887 16.435819, 80.571971 16.4357618, 80.5719592 16.4354173)",,,20,
852672441,residential,False,True,96.962,"LINESTRING (80.5702987 16.4362131, 80.5711783 16.4359926)",,,20,
331879053,residential,False,False,9.129,"LINESTRING (80.5661628 16.4335175, 80.5662421 16.4334866)",,,,
45068358,primary,True,False,57.493,"LINESTRING (80.5661628 16.4335175, 80.5661729 16.4339227, 80.5661757 16.4340344)",,,,
