osmid,highway,oneway,reversed,length,geometry,name,lanes,tunnel,bridge
44139315,tertiary,False,False,23.306,"LINESTRING (76.4090336 30.331784, 76.4090457 30.3318524, 76.4090607 30.3319922)",,,,
44139315,tertiary,False,True,54.952000000000005,"LINESTRING (76.4090336 30.331784, 76.4090191 30.3317471, 76.4089932 30.3316971, 76.408749 30.3313566)",,,,
422627955,residential,False,False,61.172,"LINESTRING (76.4090336 30.331784, 76.4086383 30.3321559, 76.4086122 30.3321658, 76.4085882 30.3321636)",,,,
44139315,tertiary,False,False,54.783,"LINESTRING (76.4090166 30.3322184, 76.4086756 30.3326135)",,,,
44139315,tertiary,False,True,25.731,"LINESTRING (76.4090166 30.3322184, 76.4090508 30.3321289, 76.4090588 30.3320763, 76.4090607 30.3319922)",,,,
290698315,residential,False,True,281.621,"LINESTRING (76.4090166 30.3322184, 76.4092385 30.3319854, 76.4092829 30.3319215, 76.4093492 30.3317941, 76.4094022 30.3316739, 76.4094587 30.3315152, 76.4094909 30.3314023, 76.4095188 30.3312832, 76.4095303 30.3312242, 76.4095376 30.3310603, 76.4095402 30.3309867, 76.4095354 30.3309246, 76.4095213 30.3308355, 76.4093817 30.3301536, 76.4093255 30.3298147)",,,,
44139315,tertiary,False,True,54.783,"LINESTRING (76.4086756 30.3326135, 76.4090166 30.3322184)",,,,
47669790,tertiary,False,False,14.64,"LINESTRING (76.4086756 30.3326135, 76.4085753 30.3327127)",,,,
290698292,residential,False,False,25.884,"LINESTRING (76.4086756 30.3326135, 76.4089451 30.3326045)",,,,
47668031,residential,False,False,46.706,"LINESTRING (76.4094083 30.3294769, 76.4098783 30.329368)",,,,
1103131747,residential,False,True,24.379,"LINESTRING (76.4094083 30.3294769, 76.4091547 30.3294894)",,,,
98724735,tertiary,False,False,118.53,"LINESTRING (76.4094083 30.3294769, 76.4094274 30.3293854, 76.4094282 30.3293437, 76.4094037 30.3292251, 76.4091973 30.3284341)",,,,
98724735,tertiary,False,True,38.59,"LINESTRING (76.4094083 30.3294769, 76.4093909 30.329585, 76.4093806 30.3296641, 76.4093556 30.3297504, 76.4093255 30.3298147)",,,,
638529647,residential,False,False,57.736,"LINESTRING (76.4156428 30.3298282, 76.415166 30.3295116)",,,,
47669761,unclassified,False,False,43.411,"LINESTRING (76.4156428 30.3298282, 76.4156524 30.3298041, 76.4156737 30.3297752, 76.4159469 30.3295434)",,,,
47669761,unclassified,False,True,45.528,"LINESTRING (76.4156428 30.3298282, 76.4156494 30.3298507, 76.4156675 30.3298711, 76.4158872 30.3300203, 76.4159928 30.3300972)",,,,
47669761,unclassified,False,False,74.858,"LINESTRING (76.4174682 30.3284147, 76.4174736 30.3283896, 76.417468 30.3283655, 76.4171435 30.3278089)",,,,
47669761,unclassified,False,True,35.751000000000005,"LINESTRING (76.4174682 30.3284147, 76.4174452 30.3284325, 76.4173881 30.3284622, 76.4171434 30.3285704)",,,,
422758777,residential,False,True,15.227,"LINESTRING (76.4171435 30.3278089, 76.4170262 30.3279011)",,,,
47669761,unclassified,False,False,84.20400000000001,"LINESTRING (76.4171435 30.3278089, 76.4170049 30.3275896, 76.4169611 30.3275274, 76.4169074 30.3274705, 76.4167458 30.3273289, 76.4166069 30.3272192)",,,,
47669761,unclassified,False,True,74.858,"LINESTRING (76.4171435 30.3278089, 76.417468 30.3283655, 76.4174736 30.3283896, 76.4174682 30.3284147)",,,,
422768461,residential,False,False,44.393,"LINESTRING (76.4163112 30.3269763, 76.4159622 30.3267143)",,,,
47669761,unclassified,False,True,39.309,"LINESTRING (76.4163112 30.3269763, 76.4163221 30.3269944, 76.4165311 30.3271594, 76.4166069 30.3272192)",,,,
47669765,unclassified,False,False,116.16499999999999,"LINESTRING (76.4163112 30.3269763, 76.4163188 30.3269584, 76.4163443 30.3269274, 76.4166063 30.3267006, 76.4166135 30.3266792, 76.4166094 30.3266537, 76.4165938 30.3266218, 76.4161296 30.3262472, 76.4161049 30.326218)",,,,
47669765,unclassified,False,False,26.282,"LINESTRING (76.4161049 30.326218, 76.4161078 30.3261841, 76.4161603 30.3260253, 76.416165 30.3259883)",,,,
47669765,unclassified,False,True,116.16499999999998,"LINESTRING (76.4161049 30.326218, 76.4161296 30.3262472, 76.4165938 30.3266218, 76.4166094 30.3266537, 76.4166135 30.3266792, 76.4166063 30.3267006, 76.4163443 30.3269274, 76.4163188 30.3269584, 76.4163112 30.3269763)",,,,
422768461,residential,False,True,82.905,"LINESTRING (76.4161049 30.326218, 76.4157417 30.3264641, 76.4157249 30.3264868, 76.4157174 30.3265139, 76.4157326 30.3265357, 76.4159622 30.3267143)",,,,
47669765,unclassified,False,True,26.282,"LINESTRING (76.416165 30.3259883, 76.4161603 30.3260253, 76.4161078 30.3261841, 76.4161049 30.326218)",,,,
47669767,unclassified,False,False,47.885,"LINESTRING (76.416165 30.3259883, 76.4161471 30.3259652, 76.4161183 30.3259495, 76.4158072 30.3258336, 76.4157263 30.3257926)",,,,
422758793,residential,False,False,30.281,"LINESTRING (76.416165 30.3259883, 76.4162327 30.3260052, 76.4163246 30.3260367, 76.4164487 30.3261033)",,,,
47669767,unclassified,False,False,59.938,"LINESTRING (76.4157263 30.3257926, 76.4156543 30.3257491, 76.4156111 30.3257139, 76.4154156 30.3255287, 76.4152846 30.3254136)",,,,
47669767,unclassified,False,True,47.88499999999999,"LINESTRING (76.4157263 30.3257926, 76.4158072 30.3258336, 76.4161183 30.3259495, 76.4161471 30.3259652, 76.416165 30.3259883)",,,,
1103153542,residential,False,False,51.993,"LINESTRING (76.4157263 30.3257926, 76.4159726 30.3255974, 76.4161259 30.3254769)",,,,
47669767,unclassified,False,True,39.979,"LINESTRING (76.4150333 30.3251294, 76.4150444 30.3251537, 76.4150689 30.325194, 76.4152473 30.3253767, 76.4152846 30.3254136)",,,,
98724735,tertiary,False,False,38.59,"LINESTRING (76.4093255 30.3298147, 76.4093556 30.3297504, 76.4093806 30.3296641, 76.4093909 30.329585, 76.4094083 30.3294769)",,,,
98724735,tertiary,False,True,54.876000000000005,"LINESTRING (76.4093255 30.3298147, 76.4092126 30.3300028, 76.4090301 30.3302363)",,,,
290698315,residential,False,False,281.621,"LINESTRING (76.4093255 30.3298147, 76.4093817 30.3301536, 76.4095213 30.3308355, 76.4095354 30.3309246, 76.4095402 30.3309867, 76.4095376 30.3310603, 76.4095303 30.3312242, 76.4095188 30.3312832, 76.4094909 30.3314023, 76.4094587 30.3315152, 76.4094022 30.3316739, 76.4093492 30.3317941, 76.4092829 30.3319215, 76.4092385 30.3319854, 76.4090166 30.3322184)",,,,
290698294,tertiary,False,False,36.251,"LINESTRING (76.4084345 30.3309249, 76.4081426 30.3311318)",,,,
44139315,tertiary,False,False,56.719,"LINESTRING (76.4084345 30.3309249, 76.4086 30.3311411, 76.408749 30.3313566)",,,,
44139315,tertiary,False,True,173.839,"LINESTRING (76.4084345 30.3309249, 76.4081088 30.3304014, 76.408072 30.3303053, 76.4080648 30.3302008, 76.4080727 30.3301119, 76.4080685 30.3300203, 76.4080529 30.3299637, 76.4079851 30.3298579, 76.4078515 30.3297058, 76.407682 30.3295517)",,,,
98724735,tertiary,False,False,74.185,"LINESTRING (76.4084345 30.3309249, 76.4085891 30.3308125, 76.4086467 30.3307609, 76.4087253 30.3306754, 76.4087822 30.3306037, 76.4088091 30.3305608, 76.4088933 30.3304269, 76.4089078 30.3304066)",,,,
290698292,residential,False,False,16.064,"LINESTRING (76.4095215 30.3329376, 76.4095637 30.3330774)",,,,
290698292,residential,False,True,70.173,"LINESTRING (76.4095215 30.3329376, 76.4094864 30.3328819, 76.4094522 30.3328392, 76.4094076 30.3328003, 76.4092891 30.3327174, 76.40914 30.332628, 76.4090753 30.3326062, 76.4090224 30.3326011, 76.4089451 30.3326045)",,,,
290698292,residential,False,True,16.064,"LINESTRING (76.4095637 30.3330774, 76.4095215 30.3329376)",,,,
138097374,residential,False,False,50.405,"LINESTRING (76.4095637 30.3330774, 76.409625 30.3332452, 76.4097274 30.3335081)","MK, Change it",,,
146344922,primary,True,False,434.894,"LINESTRING (76.4095637 30.3330774, 76.409648 30.332998, 76.409986 30.3326554, 76.4103572 30.332347, 76.4106308 30.3321479, 76.4108175 30.3319933, 76.410891 30.3319512, 76.4112584 30.3317405, 76.4114784 30.3316108, 76.4118904 30.331433, 76.4122616 30.3312867, 76.4126639 30.3311941, 76.4132325 30.331083, 76.4133201 30.3310666)",Bus Stand Road,2,,
47669761,unclassified,False,False,159.834,"LINESTRING (76.4170352 30.3311018, 76.4170643 30.3310117, 76.4170692 30.3309373, 76.4170539 30.3308806, 76.4170173 30.3308214, 76.4169302 30.3307441, 76.4165103 30.3304662, 76.4162582 30.3302785, 76.4159928 30.3300972)",,,,
"[255754144, 1103350038]",primary,True,False,304.339,"LINESTRING (76.4170352 30.3311018, 76.4165264 30.3309659, 76.4158137 30.3307908, 76.4151899 30.330716, 76.4146917 30.3306848, 76.4141552 30.3307589, 76.413936 30.3308018)","['Rajpura Road', 'Bus Stand Road']",,,
138097374,residential,False,False,24.363,"LINESTRING (76.4098045 30.3337321, 76.409831 30.33379, 76.4098432 30.3338239, 76.409867 30.3339435)","MK, Change it",,,
138097374,residential,False,True,26.009,"LINESTRING (76.4098045 30.3337321, 76.4097874 30.3336667, 76.4097762 30.3336335, 76.4097274 30.3335081)","MK, Change it",,,
"[1098910234, 1098910235, 1098910236]",residential,False,True,155.39899999999997,"LINESTRING (76.4098045 30.3337321, 76.4097461 30.3336827, 76.4097311 30.3336639, 76.4097166 30.3336384, 76.4096955 30.3335985, 76.4096735 30.3335478, 76.4095098 30.3331628, 76.4094584 30.3330421, 76.4093891 30.3329114, 76.409348 30.3328626, 76.4092635 30.3327916, 76.409198 30.3327439, 76.4091236 30.3326974, 76.4089451 30.3326045)",,,yes,
422768456,residential,False,False,198.372,"LINESTRING (76.4132242 30.3307061, 76.4127922 30.3289615)",,,,
1103350041,residential,False,False,25.799,"LINESTRING (76.4132242 30.3307061, 76.4132708 30.3309346)",,,,
47668031,residential,False,True,50.909,"LINESTRING (76.4132242 30.3307061, 76.4130274 30.3305385, 76.4128751 30.3304375, 76.4128241 30.3304072)",,,,
332693106,residential,False,False,15.422,"LINESTRING (76.4132708 30.3309346, 76.4133201 30.3310666)",,,,
1103350041,residential,False,True,25.799,"LINESTRING (76.4132708 30.3309346, 76.4132242 30.3307061)",,,,
332693107,primary,True,False,316.82199999999995,"LINESTRING (76.4132708 30.3309346, 76.4131252 30.330958, 76.4127551 30.3310413, 76.4122229 30.331183, 76.4118271 30.331333, 76.4115481 30.3314488, 76.411296 30.331583, 76.4110857 30.3316923, 76.4108078 30.331884, 76.4104806 30.3321155, 76.4103604 30.3321947)",Bus Stand Road,2,,
332693106,residential,False,True,15.422,"LINESTRING (76.4133201 30.3310666, 76.4132708 30.3309346)",,,,
290698294,tertiary,False,False,15.009,"LINESTRING (76.4077825 30.331398, 76.4076612 30.3314832)",,,,
290698294,tertiary,False,True,45.504999999999995,"LINESTRING (76.4077825 30.331398, 76.4079449 30.3312757, 76.4081426 30.3311318)",,,,
422627955,residential,False,True,94.82300000000001,"LINESTRING (76.4077825 30.331398, 76.4081045 30.3317361, 76.4084292 30.3320423)",,,,
"[422627946, 1085812652]",residential,False,False,42.944,"LINESTRING (76.4079577 30.3318738, 76.4079284 30.3318841, 76.4077092 30.3320301, 76.4076475 30.33208, 76.4076191 30.3320934, 76.4075972 30.3320954)",,,,
422627946,residential,False,True,44.56999999999999,"LINESTRING (76.4079577 30.3318738, 76.4079842 30.3318843, 76.4080068 30.331905, 76.408262 30.3321734)",,,,
1103127031,residential,False,False,52.092,"LINESTRING (76.4079577 30.3318738, 76.4079374 30.3318302, 76.4079193 30.3317975, 76.4076612 30.3314832)",,,,
422627955,residential,False,True,20.366,"LINESTRING (76.4084292 30.3320423, 76.4085882 30.3321636)",,,,
422627962,residential,False,False,21.68,"LINESTRING (76.4084292 30.3320423, 76.408262 30.3321734)",,,,
422627955,residential,False,False,94.82300000000001,"LINESTRING (76.4084292 30.3320423, 76.4081045 30.3317361, 76.4077825 30.331398)",,,,
422627962,residential,False,False,20.889,"LINESTRING (76.408262 30.3321734, 76.4080956 30.3322945)",,,,
422627962,residential,False,True,21.68,"LINESTRING (76.408262 30.3321734, 76.4084292 30.3320423)",,,,
422627946,residential,False,False,44.56999999999999,"LINESTRING (76.408262 30.3321734, 76.4080068 30.331905, 76.4079842 30.3318843, 76.4079577 30.3318738)",,,,
422758753,residential,False,False,29.995,"LINESTRING (76.41722 30.3254866, 76.417418 30.3256953)",,,,
422758758,residential,False,True,48.474999999999994,"LINESTRING (76.41722 30.3254866, 76.4169953 30.325662, 76.416859 30.3257908)",,,,
422758753,residential,False,True,29.995,"LINESTRING (76.417418 30.3256953, 76.41722 30.3254866)",,,,
422758761,residential,False,False,43.232,"LINESTRING (76.417418 30.3256953, 76.4170852 30.3259573)",,,,
422758753,residential,False,False,72.382,"LINESTRING (76.417418 30.3256953, 76.4176041 30.3258473, 76.4179717 30.3261372)",,,,
422758677,residential,False,False,27.333,"LINESTRING (76.416859 30.3257908, 76.4170361 30.3259833)",,,,
422758758,residential,False,True,52.519,"LINESTRING (76.416859 30.3257908, 76.4164487 30.3261033)",,,,
422758758,residential,False,False,48.474999999999994,"LINESTRING (76.416859 30.3257908, 76.4169953 30.325662, 76.41722 30.3254866)",,,,
422758761,residential,False,False,5.529,"LINESTRING (76.4170852 30.3259573, 76.4170361 30.3259833)",,,,
422758761,residential,False,True,43.232,"LINESTRING (76.4170852 30.3259573, 76.417418 30.3256953)",,,,
422758677,residential,False,True,27.333,"LINESTRING (76.4170361 30.3259833, 76.416859 30.3257908)",,,,
422758761,residential,False,False,50.168,"LINESTRING (76.4170361 30.3259833, 76.4166582 30.326295)",,,,
422758761,residential,False,True,5.529,"LINESTRING (76.4170361 30.3259833, 76.4170852 30.3259573)",,,,
422758758,residential,False,False,52.519,"LINESTRING (76.4164487 30.3261033, 76.416859 30.3257908)",,,,
422758793,residential,False,False,29.304,"LINESTRING (76.4164487 30.3261033, 76.4166582 30.326295)",,,,
422758793,residential,False,True,30.281,"LINESTRING (76.4164487 30.3261033, 76.4163246 30.3260367, 76.4162327 30.3260052, 76.416165 30.3259883)",,,,
422758753,residential,False,True,72.382,"LINESTRING (76.4179717 30.3261372, 76.4176041 30.3258473, 76.417418 30.3256953)",,,,
