osmid,bridge,highway,oneway,reversed,length,geometry
"[515865680, 607798886]",yes,tertiary,False,"[False, True]",59.946,"LINESTRING (74.5879787 34.1676994, 74.5884427 34.1679613, 74.5884839 34.1680274)"
654792903,,tertiary,False,True,184.29,"LINESTRING (74.5879787 34.1676994, 74.5878527 34.1675773, 74.5877829 34.167442, 74.5877963 34.1672733, 74.5878366 34.1668649, 74.5881719 34.1664234, 74.5882549 34.1661836)"
"[607798881, 607798882, 607798884]",yes,residential,False,True,116.137,"LINESTRING (74.5882549 34.1661836, 74.5884588 34.1661681, 74.5886949 34.1661503, 74.5888719 34.1661259, 74.5895129 34.1661303)"
654792903,,tertiary,False,False,184.29000000000002,"LINESTRING (74.5882549 34.1661836, 74.5881719 34.1664234, 74.5878366 34.1668649, 74.5877963 34.1672733, 74.5877829 34.167442, 74.5878527 34.1675773, 74.5879787 34.1676994)"
607798876,,residential,False,True,553.63,"LINESTRING (74.5931956 34.1671801, 74.5928764 34.1673465, 74.5928067 34.1674042, 74.5927101 34.1675662, 74.5925868 34.1678325, 74.5924687 34.1681166, 74.592399 34.1683496, 74.5923185 34.1684384, 74.5922193 34.168485, 74.5921147 34.1684894, 74.591943 34.1684783, 74.5917875 34.1684229, 74.5916668 34.1683563, 74.5915219 34.168283, 74.5913127 34.1681676, 74.5906609 34.1679857, 74.5901674 34.1678392, 74.5897302 34.1677416, 74.5892715 34.1677171, 74.5890114 34.1677194, 74.5887968 34.1677526, 74.5886627 34.1678303, 74.5884839 34.1680274)"
607798876,,residential,False,False,553.6300000000001,"LINESTRING (74.5884839 34.1680274, 74.5886627 34.1678303, 74.5887968 34.1677526, 74.5890114 34.1677194, 74.5892715 34.1677171, 74.5897302 34.1677416, 74.5901674 34.1678392, 74.5906609 34.1679857, 74.5913127 34.1681676, 74.5915219 34.168283, 74.5916668 34.1683563, 74.5917875 34.1684229, 74.591943 34.1684783, 74.5921147 34.1684894, 74.5922193 34.168485, 74.5923185 34.1684384, 74.592399 34.1683496, 74.5924687 34.1681166, 74.5925868 34.1678325, 74.5927101 34.1675662, 74.5928067 34.1674042, 74.5928764 34.1673465, 74.5931956 34.1671801)"
607798886,,tertiary,False,False,52.591,"LINESTRING (74.5884839 34.1680274, 74.5886198 34.1682453, 74.588572 34.1684696)"
"[515865680, 607798886]",yes,tertiary,False,"[False, True]",59.946,"LINESTRING (74.5884839 34.1680274, 74.5884427 34.1679613, 74.5879787 34.1676994)"
607798880,,unclassified,False,False,163.899,"LINESTRING (74.5914951 34.1677682, 74.5913234 34.167766, 74.5911571 34.1677305, 74.5909935 34.1676683, 74.5906019 34.1675818, 74.5902801 34.1674198, 74.5898965 34.1671867)"
607798880,,unclassified,False,False,125.249,"LINESTRING (74.5898965 34.1671867, 74.5895398 34.1665787, 74.5895478 34.1663323, 74.5895129 34.1661303)"
607798880,,unclassified,False,True,163.89899999999997,"LINESTRING (74.5898965 34.1671867, 74.5902801 34.1674198, 74.5906019 34.1675818, 74.5909935 34.1676683, 74.5911571 34.1677305, 74.5913234 34.167766, 74.5914951 34.1677682)"
607798880,,unclassified,False,True,125.249,"LINESTRING (74.5895129 34.1661303, 74.5895478 34.1663323, 74.5895398 34.1665787, 74.5898965 34.1671867)"
"[607798881, 607798882, 607798884]",yes,residential,False,False,116.13699999999999,"LINESTRING (74.5895129 34.1661303, 74.5888719 34.1661259, 74.5886949 34.1661503, 74.5884588 34.1661681, 74.5882549 34.1661836)"
515865681,,residential,False,False,111.40299999999999,"LINESTRING (74.5882308 34.1693638, 74.5883274 34.1692972, 74.5884722 34.169133, 74.5885822 34.1689555, 74.5886278 34.1686159, 74.588572 34.1684696)"
515865681,,residential,False,True,111.403,"LINESTRING (74.588572 34.1684696, 74.5886278 34.1686159, 74.5885822 34.1689555, 74.5884722 34.169133, 74.5883274 34.1692972, 74.5882308 34.1693638)"
607798886,,tertiary,False,False,862.3709999999998,"LINESTRING (74.588572 34.1684696, 74.5888665 34.1685227, 74.5889631 34.1685693, 74.5890811 34.168667, 74.5891777 34.1687491, 74.5893466 34.1687713, 74.5895129 34.1687713, 74.5897857 34.1687798, 74.5900118 34.1687868, 74.5905054 34.1689022, 74.5913523 34.1690751, 74.591538 34.169113, 74.5921898 34.1692861, 74.5930588 34.1697189, 74.5935577 34.1701672, 74.5937401 34.1705311, 74.5941693 34.1709306, 74.5946842 34.171472, 74.5949364 34.1718759, 74.5949578 34.1721955, 74.594872 34.1725949, 74.5947352 34.1729278)"
607798886,,tertiary,False,True,52.591,"LINESTRING (74.588572 34.1684696, 74.5886198 34.1682453, 74.5884839 34.1680274)"
607798886,,tertiary,False,True,862.371,"LINESTRING (74.5947352 34.1729278, 74.594872 34.1725949, 74.5949578 34.1721955, 74.5949364 34.1718759, 74.5946842 34.171472, 74.5941693 34.1709306, 74.5937401 34.1705311, 74.5935577 34.1701672, 74.5930588 34.1697189, 74.5921898 34.1692861, 74.591538 34.169113, 74.5913523 34.1690751, 74.5905054 34.1689022, 74.5900118 34.1687868, 74.5897857 34.1687798, 74.5895129 34.1687713, 74.5893466 34.1687713, 74.5891777 34.1687491, 74.5890811 34.168667, 74.5889631 34.1685693, 74.5888665 34.1685227, 74.588572 34.1684696)"
1220355471,,residential,False,False,36.085,"LINESTRING (74.5947352 34.1729278, 74.5947593 34.1731142, 74.5948291 34.1732385)"
1220355471,,residential,False,True,36.085,"LINESTRING (74.5948291 34.1732385, 74.5947593 34.1731142, 74.5947352 34.1729278)"
