osmid,name,highway,oneway,reversed,length,geometry,ref,junction,access
238191970,Purana Pul Road,secondary,False,True,105.96600000000001,"LINESTRING (78.4743538 17.3616681, 78.4741832 17.3616998, 78.4741768 17.361701, 78.4741325 17.3617092, 78.4740882 17.3617174, 78.4737483 17.3617746, 78.4733745 17.3618531)",,,
27934519,,tertiary,False,False,8.483,"LINESTRING (78.4742123 17.3597812, 78.4742922 17.359779)",,,
116030104,New Ladbazar Road,residential,True,False,104.027,"LINESTRING (78.4742123 17.3597812, 78.4736295 17.3598297, 78.4732402 17.3598945)",,,
"[238191396, 314683943]",Charminar Road,trunk,True,False,179.33499999999998,"LINESTRING (78.4742123 17.3597812, 78.4742653 17.3600588, 78.4744722 17.3609181, 78.4745319 17.3612673, 78.4745217 17.3613619)",NH765,,
28472753,,residential,False,True,8.227,"LINESTRING (78.4738609 17.3579534, 78.4739339 17.3579285)",,,
238191396,Charminar Road,trunk,True,False,70.997,"LINESTRING (78.4738609 17.3579534, 78.4740115 17.3585755)",NH765,,
28094106,,residential,False,False,83.757,"LINESTRING (78.4699765 17.3623204, 78.4700738 17.3615729)",,,
28094106,,residential,False,True,38.092,"LINESTRING (78.4699765 17.3623204, 78.4700086 17.3626616)",,,
238191969,Purana Pul Road,primary,False,False,29.943,"LINESTRING (78.4699765 17.3623204, 78.4702459 17.3622404)",,,
238191969,Purana Pul Road,primary,False,False,19.281,"LINESTRING (78.4707771 17.3621076, 78.4709575 17.3620871)",,,
238191969,Purana Pul Road,primary,False,True,58.277,"LINESTRING (78.4707771 17.3621076, 78.4702459 17.3622404)",,,
238282664,,residential,False,False,58.241,"LINESTRING (78.4707771 17.3621076, 78.470698 17.3615893)",,,
28094109,chowk road,residential,False,True,60.715,"LINESTRING (78.4711569 17.362072, 78.4710562 17.3615345)",,,
238191969,Purana Pul Road,primary,False,False,16.329,"LINESTRING (78.4711569 17.362072, 78.4713058 17.362109)",,,
238191969,Purana Pul Road,primary,False,True,21.229,"LINESTRING (78.4711569 17.362072, 78.4709575 17.3620871)",,,
238191970,Purana Pul Road,secondary,False,False,166.541,"LINESTRING (78.4717748 17.3621283, 78.4723026 17.3620752, 78.4727408 17.3619999, 78.4732993 17.3618682, 78.4733169 17.3618647)",,,
1241903939,Khilwat road,primary,True,False,174.34,"LINESTRING (78.4717748 17.3621283, 78.4717958 17.3620306, 78.4717842 17.3619096, 78.4717151 17.3615353, 78.4715885 17.3607436, 78.4715597 17.3605802)",,,
"[1104860948, 1104860949]",,secondary,False,False,174.228,"LINESTRING (78.475563 17.361471, 78.4765481 17.3612801, 78.4770409 17.3611921, 78.4771733 17.3611664)",,,
27934062,,secondary,False,False,83.442,"LINESTRING (78.477286 17.3611411, 78.4780585 17.3610015)",,,
27934062,,secondary,False,True,12.287,"LINESTRING (78.477286 17.3611411, 78.4771733 17.3611664)",,,
28094103,,tertiary,False,True,55.413,"LINESTRING (78.477286 17.3611411, 78.4773052 17.3606431)",,,
27934062,,secondary,False,True,83.442,"LINESTRING (78.4780585 17.3610015, 78.477286 17.3611411)",,,
28094102,,residential,False,True,65.097,"LINESTRING (78.4780585 17.3610015, 78.4781862 17.3615741)",,,
355705717,,residential,False,True,57.745999999999995,"LINESTRING (78.4780585 17.3610015, 78.4779794 17.3605824, 78.477957 17.3604914)",,,
27934519,,tertiary,False,False,102.187,"LINESTRING (78.4753672 17.3595804, 78.47568 17.359465, 78.4759952 17.3594046, 78.4762783 17.3594628, 78.4762944 17.3594658)",,,
27934519,,tertiary,False,True,116.32900000000001,"LINESTRING (78.4753672 17.3595804, 78.4751366 17.3596032, 78.4746267 17.359708, 78.4742922 17.359779)",,,
1236280014,,residential,False,False,105.92399999999999,"LINESTRING (78.4753672 17.3595804, 78.4752023 17.3591072, 78.4750778 17.3587368, 78.475057 17.358675)",,,
27934519,,tertiary,False,False,26.846,"LINESTRING (78.4762944 17.3594658, 78.4765427 17.3595119)",,,
355705143,,residential,False,True,32.328,"LINESTRING (78.4762944 17.3594658, 78.4763337 17.3591775)",,,
27934519,,tertiary,False,True,102.18700000000001,"LINESTRING (78.4762944 17.3594658, 78.4762783 17.3594628, 78.4759952 17.3594046, 78.47568 17.359465, 78.4753672 17.3595804)",,,
281277335,,residential,False,False,4.413,"LINESTRING (78.4731986 17.3646588, 78.4731701 17.3646299)",,,
922342237,,residential,False,True,9.506,"LINESTRING (78.4731986 17.3646588, 78.4731617 17.3647367)",,,
922342358,,residential,False,False,89.242,"LINESTRING (78.4731986 17.3646588, 78.4733306 17.3645167, 78.4737675 17.364182, 78.4738276 17.3641292)",,,
28094101,,residential,False,False,6.833,"LINESTRING (78.4736448 17.363748, 78.4736221 17.3636905)",,,
28094101,,residential,False,True,46.616,"LINESTRING (78.4736448 17.363748, 78.4738276 17.3641292)",,,
238191415,,residential,False,False,78.682,"LINESTRING (78.4736448 17.363748, 78.4743658 17.3635832)",,,
28094102,,residential,False,False,104.733,"LINESTRING (78.4784569 17.3628171, 78.4782577 17.3618946)",,,
238191614,,tertiary,False,False,25.603,"LINESTRING (78.4784569 17.3628171, 78.4786944 17.3627767)",,,
238191614,,tertiary,False,True,7.536,"LINESTRING (78.4784569 17.3628171, 78.4783869 17.3628285)",,,
28094101,,residential,False,False,42.963,"LINESTRING (78.4704462 17.3638005, 78.4700977 17.3639971)",,,
28094101,,residential,False,True,53.134,"LINESTRING (78.4704462 17.3638005, 78.4706249 17.3637072, 78.4709084 17.3636228)",,,
28094106,,residential,False,False,69.101,"LINESTRING (78.4704462 17.3638005, 78.4703666 17.3635965, 78.4702122 17.3632206)",,,
28094106,,residential,False,False,22.328,"LINESTRING (78.4700719 17.3628531, 78.4700086 17.3626616)",,,
