osmid,ref,highway,oneway,reversed,length,name,junction,geometry,lanes
164232414,SH13,primary,False,False,20.778,,,"LINESTRING (75.605331 28.3609703, 75.6054129 28.3607979)",
164232413,NH709,trunk,True,False,24.484,Bhagat Singh Circle,roundabout,"LINESTRING (75.605331 28.3609703, 75.6052958 28.3609662, 75.6052379 28.3609753, 75.6051925 28.3610019, 75.6051606 28.3610456, 75.6051521 28.3610821)",
164240703,,tertiary,False,True,121.077,,,"LINESTRING (75.6024103 28.361008, 75.6027783 28.3620476)",
199388167,NH709,trunk,False,False,66.166,,,"LINESTRING (75.6024103 28.361008, 75.6030379 28.3609939, 75.6030862 28.3609966)",2
"[418498661, 199388167]",NH709,trunk,False,True,397.923,,,"LINESTRING (75.6024103 28.361008, 75.6021421 28.3610552, 75.600445 28.3613464, 75.6002761 28.3613815, 75.6001738 28.3614215, 75.600115 28.3615176, 75.6001517 28.3617547, 75.6002136 28.3622904, 75.6002349 28.3626773, 75.600232 28.362884, 75.6002152 28.3629669)",2
1158374980,,tertiary,False,False,280.2,,,"LINESTRING (75.6024103 28.361008, 75.6023244 28.360536, 75.6024156 28.3602386, 75.6032232 28.3586571)",
164243680,MDR64,secondary,False,False,57.949,,,"LINESTRING (75.6054289 28.3610817, 75.6060041 28.3612058)",
164232413,NH709,trunk,True,False,16.537,Bhagat Singh Circle,roundabout,"LINESTRING (75.6054289 28.3610817, 75.6054167 28.3610377, 75.6053827 28.3609971, 75.6053566 28.3609809, 75.605331 28.3609703)",
199388167,NH709,trunk,False,True,30.464,,,"LINESTRING (75.6051521 28.3610821, 75.6048408 28.3610777)",2
164232413,NH709,trunk,True,False,15.408,Bhagat Singh Circle,roundabout,"LINESTRING (75.6051521 28.3610821, 75.6051564 28.3611188, 75.6051789 28.3611603, 75.6052271 28.3611964)",
174083451,NH709,trunk,False,False,104.836,,,"LINESTRING (75.6053727 28.3611887, 75.6061534 28.3618344)",2
164232413,NH709,trunk,True,False,13.472999999999999,Bhagat Singh Circle,roundabout,"LINESTRING (75.6053727 28.3611887, 75.6054173 28.3611371, 75.6054289 28.3610817)",
417586965,,residential,False,False,118.766,,,"LINESTRING (75.6052271 28.3611964, 75.6046535 28.3621377)",
164232413,NH709,trunk,True,False,14.829999999999998,Bhagat Singh Circle,roundabout,"LINESTRING (75.6052271 28.3611964, 75.6052872 28.3612099, 75.6053412 28.3612015, 75.6053727 28.3611887)",
