osmid,highway,oneway,reversed,length,geometry,name,junction,lanes
145667920,secondary,False,False,6.623,"LINESTRING (83.2966479 17.7203857, 83.2966275 17.7203294)",,,
145667920,secondary,False,True,9.918,"LINESTRING (83.2966479 17.7203857, 83.2966791 17.7204698)",,,
98007432,secondary,True,False,290.053,"LINESTRING (83.2966479 17.7203857, 83.2967688 17.7203642, 83.2972677 17.7203181, 83.2977596 17.7202884, 83.2980834 17.7202763, 83.2982857 17.7202822, 83.2985001 17.7202962, 83.2987008 17.7203272, 83.2990193 17.7203895, 83.2993627 17.720461)",,,
902586382,tertiary,False,False,22.905,"LINESTRING (83.2989331 17.7254257, 83.2988892 17.725224)",Dondaparthi Road,,
902586385,secondary,False,False,71.846,"LINESTRING (83.2989331 17.7254257, 83.2990397 17.7260638)",Dondaparthi Road,,
628500684,primary,True,False,144.019,"LINESTRING (83.2989331 17.7254257, 83.2993135 17.7253972, 83.2997383 17.7253573, 83.3002871 17.7253072)",,,
145175441,residential,False,False,9.588,"LINESTRING (83.2978593 17.7272839, 83.2978418 17.7271993)",,,
98007400,secondary,True,False,145.16899999999998,"LINESTRING (83.2978593 17.7272839, 83.2982171 17.7272306, 83.2985424 17.7272022, 83.298727 17.7271944, 83.2989399 17.7271935, 83.2991244 17.7271953, 83.299224 17.7271945)",New Colony Road,,
404107554,secondary,False,True,34.536,"LINESTRING (83.299224 17.7271945, 83.2991321 17.7274925)",Akkayyapalem Main Road,,
902586383,secondary,False,True,8.352,"LINESTRING (83.299224 17.7271945, 83.2992132 17.7271201)",Akkayyapalem Main Road,,
884651494,secondary,True,False,125.977,"LINESTRING (83.299224 17.7271945, 83.3001861 17.7271435, 83.3004118 17.7271363)",New Colony Road,,
98007407,secondary,True,False,10.312,"LINESTRING (83.3035545 17.7271541, 83.3036516 17.7271473)",Dimond Park Road,roundabout,
98007407,secondary,True,False,11.312,"LINESTRING (83.3035915 17.7265117, 83.3034849 17.726518)",Dimond Park Road,roundabout,
884987729,secondary,True,False,59.373,"LINESTRING (83.3035915 17.7265117, 83.3035346 17.7259805)",Dimond Park Road,,
98007407,secondary,True,False,42.389,"LINESTRING (83.303899 17.7267557, 83.3035915 17.7265117)",Dimond Park Road,roundabout,
98007421,secondary,True,False,391.48600000000005,"LINESTRING (83.3031279 17.7213359, 83.303115 17.7215142, 83.3031197 17.7217792, 83.3031356 17.7220868, 83.3031879 17.7227178, 83.3032617 17.7235201, 83.3033274 17.7241575, 83.3033573 17.7246332, 83.3033609 17.7248468)",Dimond Park Road,,
98007425,secondary,True,False,22.411,"LINESTRING (83.3031279 17.7213359, 83.3031672 17.7213917, 83.303222 17.721434, 83.3032874 17.7214591)",,roundabout,
884669352,secondary,True,False,3.326,"LINESTRING (83.3035765 17.7212739, 83.3035792 17.7212441)",,roundabout,
98086005,secondary,True,False,314.413,"LINESTRING (83.3033982 17.7214588, 83.303568 17.7215208, 83.303647 17.7215792, 83.3036983 17.7216406, 83.3037627 17.7217557, 83.3040154 17.7222078, 83.3042514 17.7226261, 83.3044683 17.7229859, 83.3045765 17.7231427, 83.3046847 17.7232881, 83.3048799 17.7235486, 83.3050701 17.7237383)",RTC Complex Road,,
