osmid,highway,oneway,reversed,length,ref,geometry,name,maxspeed,junction,lanes,bridge
336580622,residential,False,True,12.114,,"LINESTRING (93.9355678 24.8001014, 93.9356237 24.800005)",,,,,
44884390,trunk,True,False,182.02100000000002,NH2,"LINESTRING (93.9355678 24.8001014, 93.9357367 24.8002292, 93.9364569 24.8008209, 93.9369048 24.8011995)",,,,,
336580622,residential,False,False,294.85,,"LINESTRING (93.9355678 24.8001014, 93.9353049 24.8008866, 93.9352097 24.8012494, 93.9351242 24.8016052, 93.9351027 24.8016949, 93.9350137 24.8026937)",,,,,
664829187,trunk,True,False,10.937,NH2,"LINESTRING (93.9350028 24.7996089, 93.9350847 24.7996733)",Tedim Road,,,,
1043683586,trunk,True,False,15.428,NH37,"LINESTRING (93.9350028 24.7996089, 93.9349786 24.7997459)",New Cachar Road,60,,,
44884411,trunk,True,False,6.508,NH2,"LINESTRING (93.9383104 24.8024375, 93.9382896 24.8024929)",,,roundabout,,
44884411,trunk,True,False,14.042,NH2,"LINESTRING (93.9382896 24.8024929, 93.9382923 24.8025349, 93.9383096 24.802574, 93.9383397 24.802606)",,,roundabout,,
990878066,residential,False,True,282.16999999999996,,"LINESTRING (93.9382896 24.8024929, 93.9378044 24.8024248, 93.9375148 24.8023956, 93.9372251 24.8023664, 93.9367853 24.8023761, 93.9363293 24.8024735, 93.9362274 24.8025222, 93.936045 24.8025466, 93.9360343 24.8027901, 93.9360772 24.8030093)",,,,,
44884411,trunk,True,False,14.084,NH2,"LINESTRING (93.9384712 24.8026321, 93.9385134 24.8026144, 93.9385472 24.8025853, 93.9385689 24.802548)",,,roundabout,,
69260685,trunk,True,False,14.363,NH102,"LINESTRING (93.9409737 24.8025253, 93.9411159 24.8025301)",,,,,
69260685,trunk,True,False,8.676,NH102,"LINESTRING (93.9411159 24.8025301, 93.9411207 24.8024522)",,,,,
636098186,trunk,False,True,15.233,NH2,"LINESTRING (93.9350847 24.7996733, 93.9351978 24.799764)",,,,,
1043652355,trunk,True,False,11.919,NH137A,"LINESTRING (93.9350847 24.7996733, 93.9351381 24.7995777)",,,,,
1043652353,trunk,True,False,14.711,NH137A,"LINESTRING (93.9363845 24.794803, 93.9364475 24.7946837)",,,,,
1043652970,trunk,False,True,48.559,NH137A,"LINESTRING (93.9363845 24.794803, 93.9362852 24.7952303)",,,,,
300718376,tertiary,False,False,129.441,,"LINESTRING (93.9384216 24.800077, 93.9383986 24.7989131)",Central Jail Road,30,,2,
300718376,tertiary,False,True,255.762,,"LINESTRING (93.9384216 24.800077, 93.9384118 24.8023771)",Central Jail Road,30,,2,
665435713,residential,False,False,48.429,,"LINESTRING (93.9384216 24.800077, 93.938899 24.8000337)",,,,,
990878068,residential,False,True,311.11800000000005,,"LINESTRING (93.9384216 24.800077, 93.9375164 24.8000953, 93.9373216 24.8000968, 93.9370533 24.8000286, 93.9363218 24.7997866, 93.9362526 24.7997466, 93.9361723 24.7996408, 93.9361545 24.7996342, 93.9361366 24.7996336, 93.9361076 24.7996532, 93.9358971 24.7999904, 93.935798 24.8001491)",,,,,
336580623,tertiary,False,True,14.83,,"LINESTRING (93.9383511 24.7952385, 93.9382042 24.7952366)",,,,,
