osmid,highway,oneway,reversed,length,bridge,name,geometry,junction
241308625,unclassified,False,False,11.557,,,"LINESTRING (79.4741254 18.2861707, 79.4741828 18.2862592)",
241296138,residential,False,True,125.357,yes,FLY OVER BRIDGE,"LINESTRING (79.4741254 18.2861707, 79.4746067 18.2860844, 79.4752063 18.2860405, 79.4753019 18.286031)",
241296145,residential,False,True,277.86699999999996,yes,FLY OVER BRIDGE,"LINESTRING (79.4741254 18.2861707, 79.4743686 18.2870223, 79.4745603 18.2876847, 79.4748496 18.2885728)",
241308625,unclassified,False,True,98.446,,,"LINESTRING (79.4741254 18.2861707, 79.4742287 18.2864489, 79.4744305 18.2870073)",
369485338,residential,False,False,47.983,,,"LINESTRING (79.4760411 18.2901209, 79.476118 18.2905462)",
241298719,unclassified,False,False,86.34500000000001,,,"LINESTRING (79.4760411 18.2901209, 79.4759774 18.29017, 79.4758762 18.2902196, 79.4757078 18.2902288, 79.4753869 18.2902476, 79.4752552 18.290246)",
241298719,unclassified,False,True,452.52099999999996,,,"LINESTRING (79.4760411 18.2901209, 79.4763467 18.2902165, 79.4765768 18.2902305, 79.476711 18.2903297, 79.4769189 18.2917909, 79.4770154 18.2924945, 79.477156 18.2931847, 79.4771424 18.2934645, 79.4771135 18.2935617, 79.477063 18.2936669)",
369485338,residential,False,True,148.326,,,"LINESTRING (79.4760411 18.2901209, 79.4759814 18.2896669, 79.475937 18.289202, 79.4759212 18.2889832, 79.4759072 18.2887934)",
241298722,secondary,True,False,26.197000000000003,,,"LINESTRING (79.4749573 18.2902438, 79.4749976 18.2903008, 79.4750297 18.2903293, 79.4750693 18.2903475, 79.4751127 18.2903536, 79.4751562 18.2903473)",roundabout
241334889,secondary,False,True,100.731,,,"LINESTRING (79.4749573 18.2902438, 79.4747575 18.2902598, 79.4744552 18.2903041, 79.4740131 18.2903712)",
241298727,secondary,False,False,58.415000000000006,,,"LINESTRING (79.4762885 18.2931823, 79.4763574 18.2933106, 79.4764126 18.2936883)",
241298727,secondary,False,True,38.138,,,"LINESTRING (79.4762885 18.2931823, 79.4760953 18.2930754, 79.4759681 18.2930255)",
369485338,residential,False,True,293.692,,,"LINESTRING (79.4762885 18.2931823, 79.4762616 18.292616, 79.4761591 18.2910315, 79.476118 18.2905462)",
369485854,residential,False,True,14.507,,,"LINESTRING (79.475559 18.2929506, 79.4754303 18.2929963)",
241298727,secondary,False,False,44.605000000000004,,,"LINESTRING (79.475559 18.2929506, 79.4756421 18.2929939, 79.4759681 18.2930255)",
