osmid,highway,oneway,reversed,length,lanes,geometry,name,bridge,junction
191817511,tertiary,False,False,9.883,,"LINESTRING (75.8689614 22.7168551, 75.8690573 22.7168465)",,,
908674015,tertiary,True,False,98.654,2,"LINESTRING (75.8689614 22.7168551, 75.868987 22.7173013, 75.8690092 22.7174955, 75.8690072 22.7177406)",,,
191817180,secondary,True,False,12.1,2,"LINESTRING (75.8728698 22.7170907, 75.8729283 22.7169962)",RNT marg,,
191817433,tertiary,True,False,7.127,,"LINESTRING (75.8728698 22.7170907, 75.87293 22.7171227)",,,
191817179,secondary,True,False,182.648,2,"LINESTRING (75.8725174 22.7174466, 75.8719728 22.7182153, 75.8715409 22.7188202)",RNT marg,,
191817189,residential,False,True,210.89000000000001,,"LINESTRING (75.8725174 22.7174466, 75.8723274 22.7174164, 75.872205 22.7174041, 75.8719869 22.7174436, 75.8717134 22.7175347, 75.871314 22.717618, 75.8712647 22.717622, 75.8708937 22.7176525, 75.8704994 22.7176829)",,,
191817189,residential,False,False,210.89,,"LINESTRING (75.8704994 22.7176829, 75.8708937 22.7176525, 75.8712647 22.717622, 75.871314 22.717618, 75.8717134 22.7175347, 75.8719869 22.7174436, 75.872205 22.7174041, 75.8723274 22.7174164, 75.8725174 22.7174466)",,,
191817189,residential,False,True,139.857,,"LINESTRING (75.8704994 22.7176829, 75.8701271 22.717677, 75.8695236 22.7177676, 75.869164 22.7178802)",,,
191817418,residential,False,False,126.34800000000001,,"LINESTRING (75.8704994 22.7176829, 75.8705424 22.7180387, 75.870645 22.7188112)",,,
"[191817379, 191817495]",tertiary,False,True,232.391,2,"LINESTRING (75.8690072 22.7177406, 75.8689736 22.717887, 75.8689774 22.7179593, 75.8690186 22.7185175, 75.8690133 22.7187138, 75.8689835 22.7190008, 75.8689158 22.7192593, 75.8688217 22.7195022, 75.8687446 22.719641, 75.86869 22.7197758)",,yes,
908674015,tertiary,True,False,18.983,2,"LINESTRING (75.8690072 22.7177406, 75.8690538 22.7178369, 75.8690659 22.7179012)",,,
191817398,residential,False,True,81.688,,"LINESTRING (75.8710138 22.7180828, 75.8710716 22.7188155)",,,
191817398,residential,False,False,81.688,,"LINESTRING (75.8710716 22.7188155, 75.8710138 22.7180828)",,,
1257334982,residential,False,False,43.758,,"LINESTRING (75.8710716 22.7188155, 75.870645 22.7188112)",,,
1257334982,residential,False,True,48.138,,"LINESTRING (75.8710716 22.7188155, 75.8715409 22.7188202)",,,
191817418,residential,False,True,8.133,,"LINESTRING (75.8706546 22.7188838, 75.870645 22.7188112)",,,
1263985532,tertiary,False,False,11.637,2,"LINESTRING (75.8691258 22.7195074, 75.8690166 22.719479)",,,
"[1263985531, 1263985533, 908674014]",tertiary,True,False,181.805,2,"LINESTRING (75.8691258 22.7195074, 75.8691516 22.7194274, 75.8691718 22.7193045, 75.8692021 22.7190251, 75.8692093 22.7185874, 75.8691901 22.7181313, 75.869164 22.7178802)",,,
1263985532,tertiary,False,True,11.637,2,"LINESTRING (75.8690166 22.719479, 75.8691258 22.7195074)",,,
908674015,tertiary,True,False,59.67399999999999,2,"LINESTRING (75.8690166 22.719479, 75.8689333 22.7195833, 75.8688458 22.7197061, 75.8687732 22.7199575)",,,
1069137391,secondary,True,False,32.274,,"LINESTRING (75.8663851 22.7196914, 75.8664259 22.7194036)",,,
