osmid,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed
26296926,SH27,Main Road,primary,False,True,33.792,"LINESTRING (75.7399493 12.4203336, 75.7400678 12.4206146)",,
26274274,,,tertiary,False,False,78.35399999999998,"LINESTRING (75.7399493 12.4203336, 75.73985 12.4203772, 75.7397619 12.4202524, 75.7396297 12.4201055, 75.7394976 12.4200541, 75.7393827 12.4200497)",,
26296926,SH27,Main Road,primary,False,False,77.992,"LINESTRING (75.7399493 12.4203336, 75.7398031 12.419927, 75.739753 12.419661)",,
26274274,,,tertiary,False,False,21.63,"LINESTRING (75.7390351 12.4200835, 75.738969 12.420267)",,
26274274,,,tertiary,False,True,38.39,"LINESTRING (75.7390351 12.4200835, 75.7391525 12.4200468, 75.7393067 12.4200468, 75.7393827 12.4200497)",,
525515549,,Internal Road,residential,False,False,94.494,"LINESTRING (75.7390351 12.4200835, 75.7389763 12.420068, 75.7386511 12.4198843, 75.7384617 12.4195034)",,
26274274,,,tertiary,False,True,21.63,"LINESTRING (75.738969 12.420267, 75.7390351 12.4200835)",,
26274275,,Fort Internal Road,residential,False,False,82.637,"LINESTRING (75.738969 12.420267, 75.7387561 12.4203331, 75.7385212 12.4204726, 75.7384257 12.4205754, 75.738367 12.4206782)",,
26274275,,Fort Internal Road,residential,False,True,23.958,"LINESTRING (75.738969 12.420267, 75.7390424 12.4203258, 75.7390791 12.4204432)",,
26274275,,Fort Internal Road,residential,False,False,187.329,"LINESTRING (75.738367 12.4206782, 75.7381761 12.4206708, 75.7380513 12.4206635, 75.7378552 12.4206909, 75.7378091 12.420847, 75.7377724 12.4210085, 75.7377897 12.4211601, 75.7378017 12.4212655, 75.7378678 12.4213462, 75.7380366 12.4213682, 75.7381835 12.4213609, 75.7383523 12.421282)",,
26274276,,Fort Internal Road,residential,False,False,67.173,"LINESTRING (75.738367 12.4206782, 75.7383654 12.4209631, 75.7383544 12.4211711, 75.7383523 12.421282)",,
26274275,,Fort Internal Road,residential,False,True,82.637,"LINESTRING (75.738367 12.4206782, 75.7384257 12.4205754, 75.7385212 12.4204726, 75.7387561 12.4203331, 75.738969 12.420267)",,
26274276,,Fort Internal Road,residential,False,True,97.792,"LINESTRING (75.738367 12.4206782, 75.7386282 12.4206948, 75.7388965 12.4207222, 75.7389752 12.420702, 75.739006 12.4206565, 75.7390306 12.4205443, 75.7390791 12.4204432)",,
26274275,,Fort Internal Road,residential,False,False,203.26799999999997,"LINESTRING (75.7383523 12.421282, 75.7385579 12.4212875, 75.7387708 12.4212948, 75.7389103 12.4213022, 75.7390204 12.4213095, 75.7391452 12.4212508, 75.739248 12.42117, 75.7393507 12.4210599, 75.7394303 12.4209547, 75.7394244 12.4208624, 75.7393109 12.4207221, 75.7392186 12.4206047, 75.7391452 12.4205093, 75.7390791 12.4204432)",,
26274275,,Fort Internal Road,residential,False,True,187.329,"LINESTRING (75.7383523 12.421282, 75.7381835 12.4213609, 75.7380366 12.4213682, 75.7378678 12.4213462, 75.7378017 12.4212655, 75.7377897 12.4211601, 75.7377724 12.4210085, 75.7378091 12.420847, 75.7378552 12.4206909, 75.7380513 12.4206635, 75.7381761 12.4206708, 75.738367 12.4206782)",,
26274276,,Fort Internal Road,residential,False,True,67.173,"LINESTRING (75.7383523 12.421282, 75.7383544 12.4211711, 75.7383654 12.4209631, 75.738367 12.4206782)",,
26274275,,Fort Internal Road,residential,False,False,23.958,"LINESTRING (75.7390791 12.4204432, 75.7390424 12.4203258, 75.738969 12.420267)",,
26274275,,Fort Internal Road,residential,False,True,203.268,"LINESTRING (75.7390791 12.4204432, 75.7391452 12.4205093, 75.7392186 12.4206047, 75.7393109 12.4207221, 75.7394244 12.4208624, 75.7394303 12.4209547, 75.7393507 12.4210599, 75.739248 12.42117, 75.7391452 12.4212508, 75.7390204 12.4213095, 75.7389103 12.4213022, 75.7387708 12.4212948, 75.7385579 12.4212875, 75.7383523 12.421282)",,
26274276,,Fort Internal Road,residential,False,False,97.792,"LINESTRING (75.7390791 12.4204432, 75.7390306 12.4205443, 75.739006 12.4206565, 75.7389752 12.420702, 75.7388965 12.4207222, 75.7386282 12.4206948, 75.738367 12.4206782)",,
26296926,SH27,Main Road,primary,False,False,74.898,"LINESTRING (75.7403801 12.421214, 75.7402128 12.4208523, 75.7400678 12.4206146)",,
26296926,SH27,Main Road,primary,False,True,259.18300000000005,"LINESTRING (75.7403801 12.421214, 75.7404408 12.4212978, 75.740588 12.4216797, 75.7406468 12.4219878, 75.740535 12.4223239, 75.7404206 12.4225737, 75.740308 12.4226389, 75.7400629 12.4226378, 75.7398576 12.4226233, 75.739612 12.422656, 75.739541 12.42266)",,
92384860,,North Coorg Club Internal Road,residential,False,False,40.119,"LINESTRING (75.7403801 12.421214, 75.7403736 12.4214317, 75.7403754 12.4215747)",,
92384860,,North Coorg Club Internal Road,residential,False,False,87.841,"LINESTRING (75.7403754 12.4215747, 75.7402853 12.4216531, 75.7402453 12.4217934, 75.7402992 12.4218684, 75.7403797 12.4218702, 75.7404352 12.4218335, 75.7404668 12.4217787, 75.7404424 12.4216869, 75.7404334 12.4216453, 75.7403754 12.4215747)",,
92384860,,North Coorg Club Internal Road,residential,False,True,87.841,"LINESTRING (75.7403754 12.4215747, 75.7404334 12.4216453, 75.7404424 12.4216869, 75.7404668 12.4217787, 75.7404352 12.4218335, 75.7403797 12.4218702, 75.7402992 12.4218684, 75.7402453 12.4217934, 75.7402853 12.4216531, 75.7403754 12.4215747)",,
92384860,,North Coorg Club Internal Road,residential,False,True,40.119,"LINESTRING (75.7403754 12.4215747, 75.7403736 12.4214317, 75.7403801 12.421214)",,
26274369,SH27,,primary,True,False,11.299,"LINESTRING (75.7389637 12.4229246, 75.738991 12.422877, 75.7390181 12.4228381)",roundabout,
26274370,SH27,College Road,primary,False,False,37.105999999999995,"LINESTRING (75.7389637 12.4229246, 75.7389675 12.4230534, 75.7389111 12.4232507)",,
26274369,SH27,,primary,True,False,20.05,"LINESTRING (75.738798 12.4228451, 75.7389102 12.4229002, 75.7389637 12.4229246)",roundabout,
92384899,,,tertiary,False,False,206.316,"LINESTRING (75.738798 12.4228451, 75.738703 12.422822, 75.7385517 12.4227866, 75.7382916 12.4228097, 75.7381104 12.4228574, 75.7379733 12.4229267, 75.7378979 12.4229781, 75.7376237 12.4229265, 75.7374425 12.4228882, 75.736966 12.4227917)",,
26274369,SH27,,primary,True,False,32.885999999999996,"LINESTRING (75.7390775 12.422763, 75.7390223 12.4227531, 75.7389252 12.4227723, 75.7388667 12.4228013, 75.738798 12.4228451)",roundabout,
26296926,SH27,Main Road,primary,False,False,52.45100000000001,"LINESTRING (75.7390775 12.422763, 75.7392493 12.4226831, 75.7394105 12.4226673, 75.739541 12.42266)",,
26274369,SH27,,primary,True,False,10.668,"LINESTRING (75.7390181 12.4228381, 75.7390587 12.4227981, 75.7390775 12.422763)",roundabout,
1122567402,,,residential,False,True,58.17,"LINESTRING (75.7390181 12.4228381, 75.7390941 12.4229769, 75.7390474 12.4231776, 75.7389874 12.4233264)",,
26274370,SH27,College Road,primary,False,False,15.924,"LINESTRING (75.7383271 12.4244192, 75.7382607 12.4244385, 75.7381881 12.4244646)",,
26274370,SH27,College Road,primary,False,True,74.813,"LINESTRING (75.7383271 12.4244192, 75.7384082 12.4243055, 75.7385464 12.4240407, 75.7386395 12.4238218)",,
92384937,,Ganapathi Street,residential,False,False,97.88300000000001,"LINESTRING (75.7383271 12.4244192, 75.7383584 12.4244918, 75.7384261 12.4248293, 75.7384446 12.4251637, 75.7384344 12.425286)",,
26274370,SH27,College Road,primary,False,True,15.924,"LINESTRING (75.7381881 12.4244646, 75.7382607 12.4244385, 75.7383271 12.4244192)",,
26297650,SH27,,primary,False,False,162.418,"LINESTRING (75.7381881 12.4244646, 75.7380683 12.4247522, 75.7380176 12.4252021, 75.7378029 12.4258674)",,
154707171,,College Road,tertiary,False,False,53.03,"LINESTRING (75.7381881 12.4244646, 75.7380979 12.4244301, 75.7379799 12.424426, 75.7378082 12.4244014, 75.7377089 12.4243911)",,
92384880,,,residential,False,False,172.565,"LINESTRING (75.7358103 12.4242386, 75.7358267 12.4241099, 75.7357815 12.4238017, 75.7357208 12.4233942, 75.7356669 12.4229687, 75.7356329 12.4227004)",,
154707171,,College Road,tertiary,False,False,97.37400000000001,"LINESTRING (75.7358103 12.4242386, 75.7353073 12.4243343, 75.7350054 12.4244226, 75.7349499 12.4244628)",,
154707171,,College Road,tertiary,False,True,101.781,"LINESTRING (75.7358103 12.4242386, 75.7362722 12.4242555, 75.7365137 12.4242548, 75.7367458 12.4242803)",,
34097082,,,tertiary,False,False,56.455,"LINESTRING (75.7356985 12.4248749, 75.7358114 12.4246492, 75.7360625 12.4245739)",,
34097082,,,tertiary,False,True,96.36500000000001,"LINESTRING (75.7356985 12.4248749, 75.7357498 12.4251314, 75.7360358 12.4256684)",,
