osmid,ref,highway,oneway,reversed,length,lanes,geometry
22839180,SH20,primary,False,False,76.232,,"LINESTRING (76.059765 16.0599432, 76.0599813 16.0592899)"
22839180,SH20,primary,False,True,34.04,,"LINESTRING (76.059765 16.0599432, 76.0595687 16.0601843)"
51353457,SH60,primary,False,False,377.891,2,"LINESTRING (76.059765 16.0599432, 76.060121 16.0599874, 76.0604325 16.0600485, 76.0605422 16.060285, 76.0606554 16.0607474, 76.0608984 16.0613264, 76.0610981 16.0627028)"
51353457,SH60,primary,False,False,7.836,2,"LINESTRING (76.0594965 16.0645095, 76.0595133 16.0645781)"
51353457,SH60,primary,False,True,133.44,2,"LINESTRING (76.0594965 16.0645095, 76.0604944 16.06403, 76.0605995 16.0639515)"
106903646,,tertiary,False,False,138.00600000000003,,"LINESTRING (76.0594965 16.0645095, 76.0594867 16.0641293, 76.0593573 16.0637667, 76.0592495 16.0633006)"
51353457,SH60,primary,False,False,19.832,2,"LINESTRING (76.060746 16.063842, 76.0605995 16.0639515)"
51353457,SH60,primary,False,True,140.94,2,"LINESTRING (76.060746 16.063842, 76.0609874 16.0636028, 76.0611188 16.0633323, 76.0611548 16.0630935, 76.0610981 16.0627028)"
107728464,,tertiary,False,False,71.137,,"LINESTRING (76.060746 16.063842, 76.0611753 16.0639315, 76.0614011 16.0639481)"
22839180,SH20,primary,False,False,34.04,,"LINESTRING (76.0595687 16.0601843, 76.059765 16.0599432)"
22839180,SH20,primary,False,True,242.876,,"LINESTRING (76.0595687 16.0601843, 76.0593574 16.0603238, 76.059119 16.0603873, 76.0580105 16.0601654, 76.0576031 16.0600838, 76.0573824 16.0600794)"
106903646,,tertiary,False,True,151.70600000000002,,"LINESTRING (76.0595687 16.0601843, 76.0596376 16.0604, 76.0596753 16.0608144, 76.0596969 16.0610371, 76.0596484 16.0611148, 76.059422 16.0614101, 76.0594197 16.0614517)"
106903646,,tertiary,False,False,206.76,,"LINESTRING (76.0592495 16.0633006, 76.0593196 16.0630002, 76.0593735 16.0622958, 76.0594197 16.0614517)"
106903646,,tertiary,False,True,138.00600000000003,,"LINESTRING (76.0592495 16.0633006, 76.0593573 16.0637667, 76.0594867 16.0641293, 76.0594965 16.0645095)"
823483321,,residential,False,True,204.30599999999998,,"LINESTRING (76.0592495 16.0633006, 76.0587124 16.063425, 76.0583638 16.0634714, 76.0583799 16.0636002, 76.0581867 16.0636621, 76.0575191 16.063703)"
107728464,,tertiary,False,False,12.965,,"LINESTRING (76.0628757 16.0641079, 76.0629954 16.064127)"
107728464,,tertiary,False,True,158.84199999999998,,"LINESTRING (76.0628757 16.0641079, 76.0624856 16.064028, 76.0614011 16.0639481)"
107728464,,tertiary,False,True,12.965,,"LINESTRING (76.0629954 16.064127, 76.0628757 16.0641079)"
22839180,SH20,primary,False,False,43.424,,"LINESTRING (76.055801 16.0600481, 76.0562073 16.0600561)"
531661514,,tertiary,False,False,89.71600000000001,,"LINESTRING (76.059041 16.0661712, 76.0594514 16.0660553, 76.0598471 16.0659455)"
51353457,SH60,primary,False,True,156.176,2,"LINESTRING (76.0598471 16.0659455, 76.0595133 16.0645781)"
531661514,,tertiary,False,True,89.71600000000001,,"LINESTRING (76.0598471 16.0659455, 76.0594514 16.0660553, 76.059041 16.0661712)"
22839180,SH20,primary,False,True,125.592,,"LINESTRING (76.0573824 16.0600794, 76.0562073 16.0600561)"
22839180,SH20,primary,False,False,242.876,,"LINESTRING (76.0573824 16.0600794, 76.0576031 16.0600838, 76.0580105 16.0601654, 76.059119 16.0603873, 76.0593574 16.0603238, 76.0595687 16.0601843)"
823483316,,residential,False,False,80.319,,"LINESTRING (76.0573824 16.0600794, 76.057425 16.0605227, 76.0574781 16.0607951)"
823483319,,residential,False,False,531.684,,"LINESTRING (76.0573824 16.0600794, 76.0577308 16.0582803, 76.0601394 16.0577854, 76.0602921 16.0583513)"
823483316,,residential,False,True,15.838,,"LINESTRING (76.0575054 16.0609351, 76.0574781 16.0607951)"
823483316,,residential,False,False,232.167,,"LINESTRING (76.0575054 16.0609351, 76.0578649 16.0613166, 76.0582028 16.0615073, 76.0582887 16.0614609, 76.0592596 16.0613888, 76.0594197 16.0614517)"
823483317,,residential,False,False,156.774,,"LINESTRING (76.0575054 16.0609351, 76.0574196 16.0613939, 76.0574303 16.0617702, 76.0574464 16.0623373)"
106903646,,tertiary,False,False,151.706,,"LINESTRING (76.0594197 16.0614517, 76.059422 16.0614101, 76.0596484 16.0611148, 76.0596969 16.0610371, 76.0596753 16.0608144, 76.0596376 16.0604, 76.0595687 16.0601843)"
106903646,,tertiary,False,True,206.76,,"LINESTRING (76.0594197 16.0614517, 76.0593735 16.0622958, 76.0593196 16.0630002, 76.0592495 16.0633006)"
823483316,,residential,False,True,232.16699999999997,,"LINESTRING (76.0594197 16.0614517, 76.0592596 16.0613888, 76.0582887 16.0614609, 76.0582028 16.0615073, 76.0578649 16.0613166, 76.0575054 16.0609351)"
823483317,,residential,False,False,155.756,,"LINESTRING (76.0574464 16.0623373, 76.0559927 16.0624404)"
823483317,,residential,False,True,156.774,,"LINESTRING (76.0574464 16.0623373, 76.0574303 16.0617702, 76.0574196 16.0613939, 76.0575054 16.0609351)"
823483320,,residential,False,False,153.951,,"LINESTRING (76.0574464 16.0623373, 76.0573874 16.0628167, 76.0575162 16.0633064, 76.0575162 16.0636466, 76.0575191 16.063703)"
823483317,,residential,False,True,155.756,,"LINESTRING (76.0559927 16.0624404, 76.0574464 16.0623373)"
823483316,,residential,False,False,15.838,,"LINESTRING (76.0574781 16.0607951, 76.0575054 16.0609351)"
823483316,,residential,False,True,80.319,,"LINESTRING (76.0574781 16.0607951, 76.057425 16.0605227, 76.0573824 16.0600794)"
823483318,,residential,False,False,260.297,,"LINESTRING (76.0574781 16.0607951, 76.0568564 16.0608062, 76.0565077 16.0610743, 76.0562824 16.0611413, 76.0562073 16.0600561)"
22839180,SH20,primary,False,False,125.592,,"LINESTRING (76.0562073 16.0600561, 76.0573824 16.0600794)"
22839180,SH20,primary,False,True,43.424,,"LINESTRING (76.0562073 16.0600561, 76.055801 16.0600481)"
823483318,,residential,False,True,260.29699999999997,,"LINESTRING (76.0562073 16.0600561, 76.0562824 16.0611413, 76.0565077 16.0610743, 76.0568564 16.0608062, 76.0574781 16.0607951)"
22839180,SH20,primary,False,True,109.524,,"LINESTRING (76.0602921 16.0583513, 76.0599813 16.0592899)"
823483319,,residential,False,True,531.684,,"LINESTRING (76.0602921 16.0583513, 76.0601394 16.0577854, 76.0577308 16.0582803, 76.0573824 16.0600794)"
823483320,,residential,False,True,40.212,,"LINESTRING (76.0575376 16.0640642, 76.0575191 16.063703)"
823483320,,residential,False,False,40.212,,"LINESTRING (76.0575191 16.063703, 76.0575376 16.0640642)"
823483320,,residential,False,True,153.951,,"LINESTRING (76.0575191 16.063703, 76.0575162 16.0636466, 76.0575162 16.0633064, 76.0573874 16.0628167, 76.0574464 16.0623373)"
823483321,,residential,False,False,204.30599999999998,,"LINESTRING (76.0575191 16.063703, 76.0581867 16.0636621, 76.0583799 16.0636002, 76.0583638 16.0634714, 76.0587124 16.063425, 76.0592495 16.0633006)"
51353457,SH60,primary,False,True,19.832,2,"LINESTRING (76.0605995 16.0639515, 76.060746 16.063842)"
823483322,,residential,False,False,72.026,,"LINESTRING (76.0605995 16.0639515, 76.0607195 16.0645889)"
51353457,SH60,primary,False,False,133.44,2,"LINESTRING (76.0605995 16.0639515, 76.0604944 16.06403, 76.0594965 16.0645095)"
823483322,,residential,False,True,63.619,,"LINESTRING (76.0610245 16.0662086, 76.0609185 16.0656456)"
823483322,,residential,False,False,44.196,,"LINESTRING (76.0607195 16.0645889, 76.0607932 16.06498)"
823483322,,residential,False,True,72.026,,"LINESTRING (76.0607195 16.0645889, 76.0605995 16.0639515)"
823483323,,residential,False,False,83.316,,"LINESTRING (76.0607195 16.0645889, 76.0614912 16.0644817)"
823483323,,residential,False,False,60.11,,"LINESTRING (76.0614912 16.0644817, 76.0614011 16.0639481)"
823483323,,residential,False,True,83.316,,"LINESTRING (76.0614912 16.0644817, 76.0607195 16.0645889)"
823483324,,residential,False,False,42.652,,"LINESTRING (76.0614912 16.0644817, 76.0615456 16.0648617)"
823483323,,residential,False,True,60.11,,"LINESTRING (76.0614011 16.0639481, 76.0614912 16.0644817)"
107728464,,tertiary,False,False,158.84199999999998,,"LINESTRING (76.0614011 16.0639481, 76.0624856 16.064028, 76.0628757 16.0641079)"
107728464,,tertiary,False,True,71.137,,"LINESTRING (76.0614011 16.0639481, 76.0611753 16.0639315, 76.060746 16.063842)"
823483322,,residential,False,False,63.619,,"LINESTRING (76.0609185 16.0656456, 76.0610245 16.0662086)"
823483322,,residential,False,True,41.371,,"LINESTRING (76.0609185 16.0656456, 76.0608495 16.0652795)"
823483324,,residential,False,True,122.583,,"LINESTRING (76.0609185 16.0656456, 76.0616468 16.0655694, 76.0615903 16.0651747)"
823483322,,residential,False,False,41.371,,"LINESTRING (76.0608495 16.0652795, 76.0609185 16.0656456)"
823483322,,residential,False,True,33.842,,"LINESTRING (76.0608495 16.0652795, 76.0607932 16.06498)"
823483325,,residential,False,False,80.01,,"LINESTRING (76.0608495 16.0652795, 76.0615903 16.0651747)"
823483325,,residential,False,True,64.62,,"LINESTRING (76.0621886 16.06509, 76.0615903 16.0651747)"
823483324,,residential,False,True,35.13,,"LINESTRING (76.0615903 16.0651747, 76.0615456 16.0648617)"
823483325,,residential,False,False,64.62,,"LINESTRING (76.0615903 16.0651747, 76.0621886 16.06509)"
823483325,,residential,False,True,80.01,,"LINESTRING (76.0615903 16.0651747, 76.0608495 16.0652795)"
823483324,,residential,False,False,122.583,,"LINESTRING (76.0615903 16.0651747, 76.0616468 16.0655694, 76.0609185 16.0656456)"
823483322,,residential,False,False,33.842,,"LINESTRING (76.0607932 16.06498, 76.0608495 16.0652795)"
823483322,,residential,False,True,44.196,,"LINESTRING (76.0607932 16.06498, 76.0607195 16.0645889)"
823483326,,residential,False,False,81.465,,"LINESTRING (76.0607932 16.06498, 76.0615456 16.0648617)"
823483324,,residential,False,False,35.13,,"LINESTRING (76.0615456 16.0648617, 76.0615903 16.0651747)"
823483324,,residential,False,True,42.652,,"LINESTRING (76.0615456 16.0648617, 76.0614912 16.0644817)"
823483326,,residential,False,True,81.465,,"LINESTRING (76.0615456 16.0648617, 76.0607932 16.06498)"
51353457,SH60,primary,False,False,156.176,2,"LINESTRING (76.0595133 16.0645781, 76.0598471 16.0659455)"
51353457,SH60,primary,False,True,7.836,2,"LINESTRING (76.0595133 16.0645781, 76.0594965 16.0645095)"
823483328,,residential,False,False,143.69299999999998,,"LINESTRING (76.0595133 16.0645781, 76.0590075 16.064724, 76.0589968 16.0648374, 76.0583745 16.0651416)"
823483328,,residential,False,True,143.69299999999998,,"LINESTRING (76.0583745 16.0651416, 76.0589968 16.0648374, 76.0590075 16.064724, 76.0595133 16.0645781)"
51353457,SH60,primary,False,False,140.94,2,"LINESTRING (76.0610981 16.0627028, 76.0611548 16.0630935, 76.0611188 16.0633323, 76.0609874 16.0636028, 76.060746 16.063842)"
51353457,SH60,primary,False,True,377.89099999999996,2,"LINESTRING (76.0610981 16.0627028, 76.0608984 16.0613264, 76.0606554 16.0607474, 76.0605422 16.060285, 76.0604325 16.0600485, 76.060121 16.0599874, 76.059765 16.0599432)"
823483329,,unclassified,False,False,460.99,,"LINESTRING (76.0610981 16.0627028, 76.0617863 16.0627342, 76.0620759 16.0612444, 76.0622261 16.0601155, 76.061974 16.0593216)"
