osmid,highway,oneway,reversed,length,tunnel,geometry
"[405442573, 1050391414, 1050391415]",tertiary,False,False,428.52299999999997,yes,"LINESTRING (74.0128507 24.7002731, 74.0130566 24.7001606, 74.0133369 24.6999559, 74.0134522 24.6997963, 74.0136843 24.6992821, 74.0140182 24.6985316, 74.0141751 24.6982343, 74.014395 24.6978834, 74.0145546 24.6976689, 74.0146941 24.697591, 74.0148363 24.6976007, 74.0150428 24.6976409, 74.0151098 24.697675, 74.0152211 24.6977189, 74.0153292 24.6977685)"
"[405442573, 1050391414, 1050391415]",tertiary,False,True,428.523,yes,"LINESTRING (74.0153292 24.6977685, 74.0152211 24.6977189, 74.0151098 24.697675, 74.0150428 24.6976409, 74.0148363 24.6976007, 74.0146941 24.697591, 74.0145546 24.6976689, 74.014395 24.6978834, 74.0141751 24.6982343, 74.0140182 24.6985316, 74.0136843 24.6992821, 74.0134522 24.6997963, 74.0133369 24.6999559, 74.0130566 24.7001606, 74.0128507 24.7002731)"
