osmid,lanes,ref,highway,oneway,reversed,length,geometry,bridge
169281021,2,SH11,primary,False,False,344.442,"LINESTRING (76.3837232 29.8235587, 76.3835637 29.8239239, 76.3833223 29.8244768, 76.3827954 29.8256835, 76.3824396 29.8264491)",
"[1093721034, 1093721035, 1093721036]",2,SH11,primary,True,False,80.988,"LINESTRING (76.3837232 29.8235587, 76.3837793 29.8235281, 76.3838117 29.8234927, 76.3839182 29.8232711, 76.3840503 29.8229438, 76.384066 29.8229075)",yes
257154601,,,residential,False,False,19.68,"LINESTRING (76.3837241 29.8208589, 76.3835201 29.8208593)",
257154601,,,residential,False,True,26.954,"LINESTRING (76.3837241 29.8208589, 76.3840035 29.8208584)",
257154652,,,residential,False,True,24.575,"LINESTRING (76.3837241 29.8208589, 76.3837219 29.8210799)",
257154601,,,residential,False,True,127.169,"LINESTRING (76.3822019 29.8208617, 76.3835201 29.8208593)",
257154669,,,residential,False,False,23.874,"LINESTRING (76.3822019 29.8208617, 76.3822001 29.8210764)",
1047788755,,,residential,False,False,21.092,"LINESTRING (76.3822019 29.8208617, 76.3819833 29.8208651)",
257154551,,,residential,False,True,146.81,"LINESTRING (76.3822001 29.8210764, 76.3837219 29.8210799)",
257154669,,,residential,False,False,36.506,"LINESTRING (76.3822001 29.8210764, 76.3821974 29.8214047)",
257154669,,,residential,False,True,23.874,"LINESTRING (76.3822001 29.8210764, 76.3822019 29.8208617)",
257154551,,,residential,False,False,146.81,"LINESTRING (76.3837219 29.8210799, 76.3822001 29.8210764)",
257154652,,,residential,False,False,24.575,"LINESTRING (76.3837219 29.8210799, 76.3837241 29.8208589)",
257154652,,,residential,False,True,36.295,"LINESTRING (76.3837219 29.8210799, 76.3837187 29.8214063)",
257154571,,,residential,False,False,146.761,"LINESTRING (76.3821974 29.8214047, 76.3837187 29.8214063)",
257154669,,,residential,False,False,36.495,"LINESTRING (76.3821974 29.8214047, 76.3821948 29.8217329)",
257154669,,,residential,False,True,36.506,"LINESTRING (76.3821974 29.8214047, 76.3822001 29.8210764)",
