osmid,highway,oneway,reversed,length,name,geometry,lanes,maxspeed,junction
132058601,residential,False,True,179.39499999999998,,"LINESTRING (74.8384948 12.8687964, 74.8388917 12.8687542, 74.8391516 12.868754, 74.8393906 12.8687595, 74.8395891 12.8687595, 74.839795 12.8687133, 74.8401409 12.8686877)",,,
132056616,residential,False,False,61.897,VT Road,"LINESTRING (74.839735 12.8723661, 74.8402038 12.8726839)",,,
132056616,residential,False,True,189.982,VT Road,"LINESTRING (74.839735 12.8723661, 74.8397231 12.87234, 74.8393649 12.8715555, 74.8389787 12.8709437, 74.8389108 12.8708649)",,,
132056616,residential,False,False,9.75,VT Road,"LINESTRING (74.841419 12.8734381, 74.8414826 12.8735001)",,,
132056616,residential,False,True,156.158,VT Road,"LINESTRING (74.841419 12.8734381, 74.8402038 12.8726839)",,,
26209724,secondary,True,False,11.684,,"LINESTRING (74.8475433 12.8678657, 74.8475171 12.8678897, 74.8475003 12.8679206, 74.8474945 12.8679552)",,,roundabout
26209727,tertiary,False,False,177.559,Sturrock Road,"LINESTRING (74.8475433 12.8678657, 74.847518 12.8675929, 74.8475454 12.8674007, 74.8474719 12.8671157, 74.8473985 12.8668655, 74.8474552 12.8662934)",2,,
26209728,tertiary,False,True,372.254,,"LINESTRING (74.8475006 12.8679899, 74.8474614 12.8681779, 74.847376 12.868465, 74.8473344 12.8686623, 74.8473007 12.869092, 74.8473398 12.8692957, 74.8475177 12.8697476, 74.8475458 12.8700004, 74.8474933 12.8702177, 74.8473463 12.8705498, 74.8470448 12.8711786)",,,
26205021,primary,True,False,17.109,Old Kent Road,"LINESTRING (74.8403913 12.8655534, 74.8402692 12.8654559)",,,
132058601,residential,False,False,179.395,,"LINESTRING (74.8401409 12.8686877, 74.839795 12.8687133, 74.8395891 12.8687595, 74.8393906 12.8687595, 74.8391516 12.868754, 74.8388917 12.8687542, 74.8384948 12.8687964)",,,
159456142,residential,False,True,131.399,GHS Road,"LINESTRING (74.8401409 12.8686877, 74.8405336 12.8678144, 74.8406275 12.8676054)",,,
159456144,residential,False,True,45.889,,"LINESTRING (74.8401409 12.8686877, 74.8401732 12.8687545, 74.8402206 12.868978, 74.8402214 12.8690351, 74.8402213 12.8690886)",,,
132058597,residential,False,False,80.679,,"LINESTRING (74.8390922 12.8670653, 74.8394543 12.8664314)",,,
132058605,residential,False,False,117.57399999999998,,"LINESTRING (74.8390922 12.8670653, 74.8395003 12.8671955, 74.839731 12.8672374, 74.8399241 12.8672374, 74.8400665 12.8671853, 74.8401206 12.8671342)",,,
117011796,residential,False,True,106.415,,"LINESTRING (74.8394543 12.8664314, 74.8401206 12.8671342)",,,
132058597,residential,False,True,80.679,,"LINESTRING (74.8394543 12.8664314, 74.8390922 12.8670653)",,,
989872783,residential,True,False,123.399,,"LINESTRING (74.8394543 12.8664314, 74.8400006 12.8654578)",,,
117011796,residential,False,False,114.48100000000001,,"LINESTRING (74.8394543 12.8664314, 74.8393692 12.8663345, 74.8391177 12.8661144, 74.8388243 12.8659403, 74.8386199 12.8658108)",,,
117011796,residential,False,False,106.415,,"LINESTRING (74.8401206 12.8671342, 74.8394543 12.8664314)",,,
132058605,residential,False,True,117.57400000000001,,"LINESTRING (74.8401206 12.8671342, 74.8400665 12.8671853, 74.8399241 12.8672374, 74.839731 12.8672374, 74.8395003 12.8671955, 74.8390922 12.8670653)",,,
159456145,residential,False,False,75.926,,"LINESTRING (74.8401206 12.8671342, 74.8401756 12.8671854, 74.8406275 12.8676054)",,,
305943995,primary,True,False,58.651,Balmatta Cross Road,"LINESTRING (74.8442237 12.869321, 74.8437223 12.8691228)",2,40,
132071728,unclassified,False,False,167.179,,"LINESTRING (74.8442237 12.869321, 74.8442978 12.8686945, 74.8443541 12.8678234)",,,
26299198,secondary,False,False,129.12099999999998,Mother Teresa Road,"LINESTRING (74.8443541 12.8678234, 74.8441502 12.8678224, 74.8435103 12.8677662, 74.8433353 12.8677331, 74.8431719 12.8677021)",4,,
26299198,secondary,False,True,125.544,Mother Teresa Road,"LINESTRING (74.8443541 12.8678234, 74.8444133 12.867818, 74.8447694 12.8677857, 74.8455099 12.8678132)",4,,
132071728,unclassified,False,True,167.179,,"LINESTRING (74.8443541 12.8678234, 74.8442978 12.8686945, 74.8442237 12.869321)",,,
26514954,tertiary,True,False,112.37799999999999,,"LINESTRING (74.8445328 12.8663827, 74.8444939 12.8661152, 74.8444323 12.8657524, 74.8444163 12.86538)",,,
132071725,residential,False,False,122.11600000000001,,"LINESTRING (74.8445328 12.8663827, 74.8450075 12.8664058, 74.8453251 12.8663095, 74.8456223 12.8661976)",,,
132071725,residential,False,False,199.31400000000002,,"LINESTRING (74.8456223 12.8661976, 74.8458355 12.866228, 74.8464865 12.8662162, 74.8472391 12.8662698, 74.8474552 12.8662934)",,,
132071725,residential,False,True,122.11599999999999,,"LINESTRING (74.8456223 12.8661976, 74.8453251 12.8663095, 74.8450075 12.8664058, 74.8445328 12.8663827)",,,
1090244043,residential,False,True,94.651,,"LINESTRING (74.8456223 12.8661976, 74.8455455 12.8667402, 74.8455562 12.8670435)",,,
156015648,primary,True,False,10.808,,"LINESTRING (74.8402461 12.8653504, 74.8402162 12.8653385, 74.8401886 12.8653382, 74.8401522 12.8653539)",,,roundabout
156015648,primary,True,False,7.415000000000001,,"LINESTRING (74.8401376 12.8654578, 74.8401444 12.8654688, 74.8401667 12.8654846, 74.8401933 12.865492)",,,roundabout
156015648,primary,True,False,9.883000000000001,,"LINESTRING (74.8401339 12.8653741, 74.840122 12.8654122, 74.8401259 12.8654389, 74.8401376 12.8654578)",,,roundabout
156015648,primary,True,False,9.593,,"LINESTRING (74.8401933 12.865492, 74.8402263 12.8654886, 74.8402507 12.865476, 74.8402692 12.8654559)",,,roundabout
1041910276,primary,True,False,162.137,,"LINESTRING (74.8401933 12.865492, 74.840307 12.8656074, 74.8404798 12.8658135, 74.8406119 12.8660651, 74.8407257 12.8663406, 74.840868 12.8665962, 74.8409371 12.8666735, 74.8409798 12.8667152)",,,
132056616,residential,False,False,156.158,VT Road,"LINESTRING (74.8402038 12.8726839, 74.841419 12.8734381)",,,
132056616,residential,False,True,61.897,VT Road,"LINESTRING (74.8402038 12.8726839, 74.839735 12.8723661)",,,
1212935879,residential,False,False,166.576,,"LINESTRING (74.8402038 12.8726839, 74.8406912 12.8723202, 74.8407503 12.8722626, 74.8405518 12.8714676)",,,
156015648,primary,True,False,2.997,,"LINESTRING (74.8401522 12.8653539, 74.8401339 12.8653741)",,,roundabout
156015648,primary,True,False,13.203,,"LINESTRING (74.8402692 12.8654559, 74.8402787 12.8654345, 74.8402809 12.8654076, 74.8402736 12.8653816, 74.840266 12.8653691, 74.8402461 12.8653504)",,,roundabout
26205021,primary,True,False,136.067,Old Kent Road,"LINESTRING (74.8410137 12.8666156, 74.8409365 12.8664917, 74.8408157 12.866276, 74.8405263 12.8657634, 74.8403913 12.8655534)",,,
164559534,residential,False,False,106.098,,"LINESTRING (74.8406275 12.8676054, 74.8409798 12.8667152)",,,
159456142,residential,False,False,131.399,GHS Road,"LINESTRING (74.8406275 12.8676054, 74.8405336 12.8678144, 74.8401409 12.8686877)",,,
159456145,residential,False,True,75.926,,"LINESTRING (74.8406275 12.8676054, 74.8401756 12.8671854, 74.8401206 12.8671342)",,,
200101185,residential,False,False,157.80400000000003,Market Road,"LINESTRING (74.8406275 12.8676054, 74.8407721 12.8676807, 74.8408633 12.8677121, 74.8409861 12.8676815, 74.8410988 12.8676135, 74.8412973 12.8675717, 74.8414534 12.8676023, 74.841566 12.8676128, 74.8418932 12.8676441, 74.8419571 12.8676449, 74.8420226 12.8676283)",,,
159456143,residential,False,False,101.4,,"LINESTRING (74.8402213 12.8690886, 74.8402296 12.869377, 74.8402186 12.8695775, 74.8402062 12.8698047, 74.8402068 12.8699998)",,,
159456144,residential,False,False,45.888999999999996,,"LINESTRING (74.8402213 12.8690886, 74.8402214 12.8690351, 74.8402206 12.868978, 74.8401732 12.8687545, 74.8401409 12.8686877)",,,
132056618,residential,True,False,192.22199999999998,,"LINESTRING (74.8402068 12.8699998, 74.8403729 12.8700502, 74.8405771 12.8700587, 74.8407421 12.8700587, 74.8408637 12.8699486, 74.8409984 12.8699147, 74.8411244 12.869957, 74.8412025 12.8699867, 74.8414154 12.8700417, 74.8415326 12.8700629, 74.8416542 12.8700756, 74.8418994 12.8700947)",,,
159456143,residential,False,True,101.39999999999999,,"LINESTRING (74.8402068 12.8699998, 74.8402062 12.8698047, 74.8402186 12.8695775, 74.8402296 12.869377, 74.8402213 12.8690886)",,,
200101185,residential,False,True,157.80400000000003,Market Road,"LINESTRING (74.8420226 12.8676283, 74.8419571 12.8676449, 74.8418932 12.8676441, 74.841566 12.8676128, 74.8414534 12.8676023, 74.8412973 12.8675717, 74.8410988 12.8676135, 74.8409861 12.8676815, 74.8408633 12.8677121, 74.8407721 12.8676807, 74.8406275 12.8676054)",,,
902534336,primary,True,False,22.21,PVS Road,"LINESTRING (74.8420226 12.8676283, 74.8421193 12.867734, 74.8421595 12.8677769)",2,40,
27189535,tertiary,False,False,134.998,,"LINESTRING (74.8384622 12.8675842, 74.83849 12.8677812, 74.8384914 12.8682301, 74.8384917 12.8683183, 74.8384948 12.8687964)",,,
239271495,residential,True,False,42.993,,"LINESTRING (74.8398168 12.8699295, 74.8402068 12.8699998)",,,
399232715,residential,False,False,42.507,Sharavu Temple,"LINESTRING (74.8398168 12.8699295, 74.8397741 12.8703095)",,,
399232715,residential,False,True,42.507,Sharavu Temple,"LINESTRING (74.8397741 12.8703095, 74.8398168 12.8699295)",,,
132056616,residential,False,True,9.75,VT Road,"LINESTRING (74.8414826 12.8735001, 74.841419 12.8734381)",,,
"[155838483, 155838462]",primary,True,False,167.934,"['Karnad Sadashiva Rao Road', 'PVS Road']","LINESTRING (74.8414826 12.8735001, 74.8415143 12.8734828, 74.8418747 12.8733976, 74.8419878 12.8732953, 74.8420282 12.8731936, 74.8421646 12.8726541, 74.8422252 12.8723618)",2,40,
1041910275,primary,False,True,8.804,,"LINESTRING (74.8421595 12.8677769, 74.8422166 12.8678332)",,,
1230261700,primary,True,False,188.70200000000003,PVS Road,"LINESTRING (74.8421595 12.8677769, 74.8421355 12.8678656, 74.8420178 12.8683889, 74.841987 12.8687704, 74.8419702 12.8688461, 74.8419641 12.8692125, 74.8419439 12.8694547)",2,40,
1085486380,unclassified,False,False,7.747,,"LINESTRING (74.8419439 12.8694547, 74.8420138 12.8694692)",,,
239271493,residential,True,False,192.353,Panje Manjesh Rao Road,"LINESTRING (74.8419439 12.8694547, 74.8416943 12.8694077, 74.8413432 12.8693243, 74.8410989 12.8692351, 74.8407532 12.8691308, 74.8405732 12.86912, 74.8403842 12.869083, 74.8402213 12.8690886)",,,
1230261700,primary,True,False,71.36,PVS Road,"LINESTRING (74.8419439 12.8694547, 74.8418993 12.8699906, 74.8418994 12.8700947)",2,40,
1230261700,primary,True,False,253.257,PVS Road,"LINESTRING (74.8418994 12.8700947, 74.8419001 12.870497, 74.8419174 12.8706737, 74.8419583 12.8709335, 74.8420025 12.8711359, 74.8420818 12.8714759, 74.8421219 12.8718677, 74.8421303 12.8722304, 74.842119 12.8723527)",2,40,
156015649,primary,True,False,16.338,Light House Hill Road,"LINESTRING (74.8434122 12.8691066, 74.8435035 12.8692235)",,,
991185881,primary,True,False,26.366999999999997,Light House Hill Road,"LINESTRING (74.8434122 12.8691066, 74.8434388 12.8691208, 74.8434615 12.8691216, 74.8434899 12.8691054, 74.8435058 12.8690791, 74.8435075 12.8690544, 74.8435032 12.8690307, 74.8434932 12.8689988, 74.8434735 12.868963)",,,
"[1041910274, 305943995, 26205021, 1230261701]",primary,True,False,374.188,"['Balmatta Cross Road', 'Old Kent Road']","LINESTRING (74.8434735 12.868963, 74.8434632 12.8689564, 74.8433537 12.8688861, 74.8431983 12.8687776, 74.8428039 12.868411, 74.8424507 12.8679921, 74.8422556 12.867797, 74.8421971 12.8677257, 74.8421749 12.8676989, 74.842086 12.867605, 74.8413742 12.8669362, 74.8410137 12.8666156)",2,40,
164559534,residential,False,True,106.098,,"LINESTRING (74.8409798 12.8667152, 74.8406275 12.8676054)",,,
1041910278,primary_link,True,False,11.669,,"LINESTRING (74.8409798 12.8667152, 74.8410137 12.8666156)",,,
1041910277,primary,True,False,152.042,,"LINESTRING (74.8409798 12.8667152, 74.8411241 12.866838, 74.8415083 12.8671788, 74.8419006 12.8675019, 74.8420226 12.8676283)",,,
1053583778,residential,False,False,95.999,,"LINESTRING (74.8429549 12.8727698, 74.8426813 12.8727593, 74.8422252 12.8723618)",,,
1053583780,residential,False,True,22.404,,"LINESTRING (74.8429549 12.8727698, 74.8429924 12.8728064, 74.8431426 12.8728378)",,,
"[1053583781, 1053583782]",residential,False,False,152.86900000000003,,"LINESTRING (74.8429549 12.8727698, 74.8430246 12.8725867, 74.843089 12.8724977, 74.8429514 12.8723434, 74.8428673 12.8721339, 74.8422159 12.8722221)",,,
155838462,primary,True,False,15.567,Karnad Sadashiva Rao Road,"LINESTRING (74.8422252 12.8723618, 74.8422159 12.8722221)",2,40,
1053583779,residential,False,False,11.557,,"LINESTRING (74.8422252 12.8723618, 74.842119 12.8723527)",,,
1053583778,residential,False,True,95.999,,"LINESTRING (74.8422252 12.8723618, 74.8426813 12.8727593, 74.8429549 12.8727698)",,,
1053583779,residential,False,True,11.557,,"LINESTRING (74.842119 12.8723527, 74.8422252 12.8723618)",,,
1230261700,primary,True,False,163.487,PVS Road,"LINESTRING (74.842119 12.8723527, 74.8420992 12.8725679, 74.8419918 12.8730928, 74.8419364 12.8732582, 74.8418004 12.8733528, 74.8416841 12.8733837, 74.841488 12.8734166, 74.841419 12.8734381)",2,40,
1053583780,residential,False,False,22.404,,"LINESTRING (74.8431426 12.8728378, 74.8429924 12.8728064, 74.8429549 12.8727698)",,,
155838462,primary,True,False,309.142,Karnad Sadashiva Rao Road,"LINESTRING (74.8422159 12.8722221, 74.8422116 12.8721584, 74.8421974 12.8719064, 74.8421277 12.8714702, 74.8419848 12.870785, 74.8419326 12.8703597, 74.8419554 12.8700975, 74.841952 12.8699931, 74.8420138 12.8694692)",2,40,
"[1053583781, 1053583782]",residential,False,True,152.86900000000003,,"LINESTRING (74.8422159 12.8722221, 74.8428673 12.8721339, 74.8429514 12.8723434, 74.843089 12.8724977, 74.8430246 12.8725867, 74.8429549 12.8727698)",,,
1085658503,residential,False,False,143.237,,"LINESTRING (74.8449893 12.8707152, 74.84543 12.8707975, 74.845459 12.870786, 74.8454782 12.870768, 74.8457445 12.8700174)",,,
305943995,primary,True,False,100.9,Balmatta Cross Road,"LINESTRING (74.8457445 12.8700174, 74.8455344 12.8699237, 74.8449015 12.8696327)",2,40,
1085658503,residential,False,True,143.237,,"LINESTRING (74.8457445 12.8700174, 74.8454782 12.870768, 74.845459 12.870786, 74.84543 12.8707975, 74.8449893 12.8707152)",,,
1090244041,residential,False,False,148.493,,"LINESTRING (74.8455562 12.8670435, 74.8460981 12.8670697, 74.8461732 12.8671377, 74.8461732 12.8672371, 74.8461464 12.8678437)",,,
1090244042,residential,False,False,85.761,,"LINESTRING (74.8455562 12.8670435, 74.8455294 12.8676294, 74.8455099 12.8678132)",,,
1090244043,residential,False,False,94.651,,"LINESTRING (74.8455562 12.8670435, 74.8455455 12.8667402, 74.8456223 12.8661976)",,,
26299198,secondary,False,False,69.082,Mother Teresa Road,"LINESTRING (74.8461464 12.8678437, 74.8455099 12.8678132)",4,,
26299198,secondary,False,True,146.71800000000002,Mother Teresa Road,"LINESTRING (74.8461464 12.8678437, 74.8466526 12.867868, 74.8474945 12.8679552)",4,,
1090244041,residential,False,True,148.493,,"LINESTRING (74.8461464 12.8678437, 74.8461732 12.8672371, 74.8461732 12.8671377, 74.8460981 12.8670697, 74.8455562 12.8670435)",,,
305943995,primary,True,False,81.24,Balmatta Cross Road,"LINESTRING (74.8449015 12.8696327, 74.8446938 12.8695372, 74.8442237 12.869321)",2,40,
1144942369,residential,False,False,88.595,,"LINESTRING (74.8449015 12.8696327, 74.8449943 12.8694333, 74.8450604 12.8692548, 74.8450497 12.8691324, 74.8449933 12.868873)",,,
1144942369,residential,False,True,88.595,,"LINESTRING (74.8449933 12.868873, 74.8450497 12.8691324, 74.8450604 12.8692548, 74.8449943 12.8694333, 74.8449015 12.8696327)",,,
1212935879,residential,False,True,166.576,,"LINESTRING (74.8405518 12.8714676, 74.8407503 12.8722626, 74.8406912 12.8723202, 74.8402038 12.8726839)",,,
132056616,residential,False,False,189.98199999999997,VT Road,"LINESTRING (74.8389108 12.8708649, 74.8389787 12.8709437, 74.8393649 12.8715555, 74.8397231 12.87234, 74.839735 12.8723661)",,,
