osmid,ref,highway,oneway,reversed,length,lanes,geometry,bridge,tunnel
992708182,SH38A,primary,False,False,101.579,,"LINESTRING (75.7678641 22.5582479, 75.7679697 22.5573396)",,
996259347,SH38A,primary,False,True,42.139,2,"LINESTRING (75.7678641 22.5582479, 75.7676326 22.5585608)",,
144901539,,tertiary,False,False,141.768,,"LINESTRING (75.7678641 22.5582479, 75.767019 22.558242, 75.7666816 22.5582676, 75.7664864 22.5582915)",,
977438006,,tertiary,False,True,110.959,,"LINESTRING (75.7678641 22.5582479, 75.7682941 22.5582422, 75.7689348 22.5581383)",,
987934020,,residential,False,False,157.327,,"LINESTRING (75.7679697 22.5573396, 75.7666307 22.5580272)",,
992708182,SH38A,primary,False,False,35.523,,"LINESTRING (75.7679697 22.5573396, 75.768265 22.5571732)",,
992708182,SH38A,primary,False,True,101.579,,"LINESTRING (75.7679697 22.5573396, 75.7678641 22.5582479)",,
144901542,,tertiary,False,True,86.574,,"LINESTRING (75.768265 22.5571732, 75.7689995 22.556791)",,
992708182,SH38A,primary,False,True,35.523,,"LINESTRING (75.768265 22.5571732, 75.7679697 22.5573396)",,
144901546,,tertiary,False,False,128.56099999999998,,"LINESTRING (75.768265 22.5571732, 75.7686684 22.5576148, 75.7689348 22.5581383)",,
992708182,SH38A,primary,False,False,80.773,,"LINESTRING (75.768265 22.5571732, 75.7677976 22.5570752, 75.7674945 22.5570285)",,
977438018,MD4527,secondary,False,False,118.12,2,"LINESTRING (75.7661414 22.5530423, 75.7667853 22.553125, 75.7672789 22.5531995)",,
977438006,,tertiary,False,False,32.464,,"LINESTRING (75.7692475 22.5580953, 75.7689348 22.5581383)",,
977438006,,tertiary,False,True,17.344,,"LINESTRING (75.7692475 22.5580953, 75.7694147 22.5580732)",,
987934021,,residential,False,False,218.18600000000004,,"LINESTRING (75.7692475 22.5580953, 75.7693552 22.5585668, 75.7694446 22.5589136, 75.7695108 22.5592354, 75.7695787 22.5595706, 75.7696807 22.560016)",,
144901546,,tertiary,False,False,215.177,,"LINESTRING (75.7689348 22.5581383, 75.7693722 22.5600308)",,
977438006,,tertiary,False,True,32.464,,"LINESTRING (75.7689348 22.5581383, 75.7692475 22.5580953)",,
144901546,,tertiary,False,True,128.56099999999998,,"LINESTRING (75.7689348 22.5581383, 75.7686684 22.5576148, 75.768265 22.5571732)",,
977438006,,tertiary,False,False,110.959,,"LINESTRING (75.7689348 22.5581383, 75.7682941 22.5582422, 75.7678641 22.5582479)",,
1111948454,,residential,False,True,22.47,,"LINESTRING (75.7685746 22.553321, 75.7685911 22.5535225)",,
977438011,,residential,False,True,164.79500000000002,,"LINESTRING (75.7685746 22.553321, 75.7689696 22.55333, 75.7695401 22.5533778, 75.7701744 22.5534299)",,
987896984,,tertiary,False,False,180.69299999999998,,"LINESTRING (75.7685746 22.553321, 75.7686027 22.5527912, 75.76865 22.551906, 75.768662 22.551698)",,
1111948455,,residential,False,False,134.549,,"LINESTRING (75.7685746 22.553321, 75.7683367 22.5532949, 75.7674484 22.553171, 75.7672789 22.5531995)",,
582879045,,residential,False,False,7.642,,"LINESTRING (75.7721541 22.5518986, 75.7721267 22.5518347)",,
582879043,,residential,False,False,59.749,,"LINESTRING (75.7721541 22.5518986, 75.7725522 22.5519544, 75.7727308 22.5519676)",,
582879045,,residential,False,True,200.57600000000002,,"LINESTRING (75.7721541 22.5518986, 75.7721579 22.5520782, 75.7720909 22.5524464, 75.7720086 22.5528081, 75.7719147 22.5532829, 75.7718579 22.553678)",,
582879045,,residential,False,False,30.894,,"LINESTRING (75.7721267 22.5518347, 75.7720816 22.55156)",,
582879045,,residential,False,True,7.642,,"LINESTRING (75.7721267 22.5518347, 75.7721541 22.5518986)",,
987940192,,residential,False,False,108.58599999999998,,"LINESTRING (75.7721267 22.5518347, 75.7719139 22.5518006, 75.7715848 22.551718, 75.7714632 22.5516569, 75.7714078 22.5515859, 75.7713738 22.5515314, 75.7713542 22.551434, 75.7713434 22.5513498)",,
617980011,,tertiary,False,True,97.094,,"LINESTRING (75.7694147 22.5580732, 75.7693904 22.5572003)",,
977438006,,tertiary,False,False,17.344,,"LINESTRING (75.7694147 22.5580732, 75.7692475 22.5580953)",,
977438006,,tertiary,False,True,46.062,,"LINESTRING (75.7694147 22.5580732, 75.7698552 22.557995)",,
987934022,,residential,False,False,102.163,,"LINESTRING (75.7694147 22.5580732, 75.7694822 22.5583584, 75.7695805 22.5588158, 75.7696112 22.5589738)",,
144901542,,tertiary,False,False,44.365,,"LINESTRING (75.7693734 22.5565911, 75.7689995 22.556791)",,
617980011,,tertiary,False,False,67.763,,"LINESTRING (75.7693734 22.5565911, 75.7693904 22.5572003)",,
144901542,,tertiary,False,True,202.012,,"LINESTRING (75.7693734 22.5565911, 75.7698251 22.5563086, 75.7699248 22.5561399, 75.7699727 22.5559085, 75.7701452 22.5550378)",,
144901542,,tertiary,False,False,86.574,,"LINESTRING (75.7689995 22.556791, 75.768265 22.5571732)",,
144901542,,tertiary,False,True,44.365,,"LINESTRING (75.7689995 22.556791, 75.7693734 22.5565911)",,
617980012,,residential,False,True,140.825,,"LINESTRING (75.7689995 22.556791, 75.7683948 22.5556543)",,
617980012,,residential,False,False,140.825,,"LINESTRING (75.7683948 22.5556543, 75.7689995 22.556791)",,
617980014,,residential,False,False,71.665,,"LINESTRING (75.7683948 22.5556543, 75.7684511 22.5550119)",,
617980014,,residential,False,True,93.538,,"LINESTRING (75.7683948 22.5556543, 75.7679165 22.5563702)",,
617980014,,residential,False,False,93.538,,"LINESTRING (75.7679165 22.5563702, 75.7683948 22.5556543)",,
617980014,,residential,False,True,85.065,,"LINESTRING (75.7679165 22.5563702, 75.7674945 22.5570285)",,
990661564,,residential,False,False,55.466,,"LINESTRING (75.7679165 22.5563702, 75.767457 22.556108)",,
617980014,,residential,False,False,85.065,,"LINESTRING (75.7674945 22.5570285, 75.7679165 22.5563702)",,
992708182,SH38A,primary,False,False,13.784,,"LINESTRING (75.7674945 22.5570285, 75.7673722 22.5569774)",,
992708182,SH38A,primary,False,True,80.773,,"LINESTRING (75.7674945 22.5570285, 75.7677976 22.5570752, 75.768265 22.5571732)",,
144901539,,tertiary,False,False,34.266,,"LINESTRING (75.7664164 22.5583164, 75.7660904 22.5583822)",,
144901539,,tertiary,False,True,7.703,,"LINESTRING (75.7664164 22.5583164, 75.7664864 22.5582915)",,
144901539,,tertiary,False,False,7.703,,"LINESTRING (75.7664864 22.5582915, 75.7664164 22.5583164)",,
617980056,,residential,False,True,32.913,,"LINESTRING (75.7664864 22.5582915, 75.7666307 22.5580272)",,
