osmid,oneway,name,highway,reversed,length,ref,geometry,access
22838674,True,Ashoka Road,primary,False,32.062,,"LINESTRING (77.1012974 13.3382349, 77.1013259 13.3385219)",
1047825124,True,Bengaluru Honnavara Road,primary,False,11.113999999999999,SH33,"LINESTRING (77.1012974 13.3382349, 77.101315 13.3382303, 77.101399 13.3382214)",
400940804,True,Bangalore Honnavar Road,primary,False,30.621,SH33,"LINESTRING (77.0974327 13.3388784, 77.097704 13.3388)",
793944584,True,,primary,False,8.137,SH33,"LINESTRING (77.0974327 13.3388784, 77.0974098 13.3388087)",
71762579,False,,tertiary,True,8.501,,"LINESTRING (77.098383 13.3422314, 77.0983046 13.3422364)",
71762579,False,,tertiary,False,359.318,,"LINESTRING (77.098383 13.3422314, 77.0992629 13.342188, 77.1002279 13.3421404, 77.1008027 13.3420578, 77.1016815 13.3419048)",
793773661,True,Jaya Chamarajendra Road,secondary,False,275.44599999999997,,"LINESTRING (77.098383 13.3422314, 77.0982716 13.3418382, 77.0977062 13.3398434)",
22838674,True,Ashoka Road,primary,False,122.23700000000001,,"LINESTRING (77.1016815 13.3419048, 77.1017031 13.3422292, 77.1017611 13.342765, 77.1017818 13.3429996)",
71762579,False,,tertiary,True,359.318,,"LINESTRING (77.1016815 13.3419048, 77.1008027 13.3420578, 77.1002279 13.3421404, 77.0992629 13.342188, 77.098383 13.3422314)",
36975011,True,Mahatma Gandhi Road,secondary,False,125.208,,"LINESTRING (77.1038265 13.3378875, 77.1039242 13.3390095)",
28513550,True,Bengaluru Honnavara Road,primary,False,168.425,,"LINESTRING (77.1022827 13.3380819, 77.1038265 13.3378875)",
1063554477,False,,tertiary_link,True,8.787,,"LINESTRING (77.1022827 13.3380819, 77.102271 13.3380037)",
71762565,False,Vivekananda Road,tertiary,False,30.387,,"LINESTRING (77.1042184 13.3427015, 77.104496 13.34266)",
89646532,False,Vivekananda Road,secondary,False,84.57,,"LINESTRING (77.1042184 13.3427015, 77.1034392 13.3427617)",
89653449,False,Mahatma Gandhi Road,secondary,False,83.209,,"LINESTRING (77.1042184 13.3427015, 77.1042565 13.3434489)",
36975011,True,Mahatma Gandhi Road,secondary,False,22.591,,"LINESTRING (77.1040778 13.3406925, 77.1040992 13.3408946)",
89646526,False,KSRTC Link Road,residential,False,57.364,,"LINESTRING (77.1040778 13.3406925, 77.1035562 13.340785)",yes
89646526,False,KSRTC Link Road,residential,True,45.084,,"LINESTRING (77.1031456 13.3408541, 77.1035562 13.340785)",yes
89653440,False,,tertiary,True,110.878,,"LINESTRING (77.1017818 13.3429996, 77.1007601 13.3430773)",
36975011,True,Mahatma Gandhi Road,secondary,False,52.688,,"LINESTRING (77.1039566 13.3393809, 77.1040168 13.3398511)",
36975011,True,Mahatma Gandhi Road,secondary,False,31.067,,"LINESTRING (77.1040536 13.3404141, 77.1040778 13.3406925)",
89646537,False,4th Cross Road,residential,True,60.437,,"LINESTRING (77.1040992 13.3408946, 77.1046578 13.3408937)",
36975011,True,Mahatma Gandhi Road,secondary,False,108.816,,"LINESTRING (77.1040992 13.3408946, 77.1041059 13.3413826, 77.1041486 13.3418714)",
36975011,True,Mahatma Gandhi Road,secondary,False,32.467,,"LINESTRING (77.1040168 13.3398511, 77.1040358 13.3401425)",
89653447,False,,residential,False,83.948,,"LINESTRING (77.1035018 13.3435142, 77.1034392 13.3427617)",
89653447,False,,residential,True,81.976,,"LINESTRING (77.1035018 13.3435142, 77.1042565 13.3434489)",
89783316,False,,residential,False,79.131,,"LINESTRING (77.1035018 13.3435142, 77.1027723 13.3435653)",
89653447,False,,residential,False,81.976,,"LINESTRING (77.1042565 13.3434489, 77.1035018 13.3435142)",
89653449,False,Mahatma Gandhi Road,secondary,False,40.803,,"LINESTRING (77.1042565 13.3434489, 77.104317 13.3438111)",
89653449,False,Mahatma Gandhi Road,secondary,True,83.209,,"LINESTRING (77.1042565 13.3434489, 77.1042184 13.3427015)",
89646537,False,4th Cross Road,residential,False,60.437,,"LINESTRING (77.1046578 13.3408937, 77.1040992 13.3408946)",
133895339,False,,residential,True,39.555,,"LINESTRING (77.1046578 13.3408937, 77.1046948 13.3412476)",
133895339,False,,residential,False,37.768,,"LINESTRING (77.1047302 13.3415855, 77.1046948 13.3412476)",
133895339,False,,residential,True,59.072,,"LINESTRING (77.1047302 13.3415855, 77.1047481 13.3418218, 77.1047704 13.3421153)",
89653443,False,,residential,False,64.794,,"LINESTRING (77.1047704 13.3421153, 77.1041762 13.3421879)",
133895339,False,,residential,True,55.442,,"LINESTRING (77.1047704 13.3421153, 77.1048503 13.3426078)",
133895339,False,,residential,False,59.072,,"LINESTRING (77.1047704 13.3421153, 77.1047481 13.3418218, 77.1047302 13.3415855)",
71762565,False,Vivekananda Road,tertiary,False,13.154,,"LINESTRING (77.1048503 13.3426078, 77.1049718 13.3426035)",
133895339,False,,residential,False,55.442,,"LINESTRING (77.1048503 13.3426078, 77.1047704 13.3421153)",
71762565,False,Vivekananda Road,tertiary,True,38.772,,"LINESTRING (77.1048503 13.3426078, 77.1048411 13.3426085, 77.104496 13.34266)",
36975011,True,Mahatma Gandhi Road,secondary,False,57.292,,"LINESTRING (77.1041762 13.3421879, 77.1042184 13.3427015)",
89653443,False,,residential,True,64.794,,"LINESTRING (77.1041762 13.3421879, 77.1047704 13.3421153)",
89692716,False,,residential,True,44.776,,"LINESTRING (77.1051379 13.3365589, 77.1052008 13.3369569)",
89692716,False,,residential,False,44.776,,"LINESTRING (77.1052008 13.3369569, 77.1051379 13.3365589)",
89692640,False,,residential,False,273.08,,"LINESTRING (77.1052008 13.3369569, 77.10344 13.337167, 77.1033702 13.3372192, 77.1034243 13.3378611)",
89646532,False,Vivekananda Road,secondary,True,84.57,,"LINESTRING (77.1034392 13.3427617, 77.1042184 13.3427015)",
89653447,False,,residential,True,83.948,,"LINESTRING (77.1034392 13.3427617, 77.1035018 13.3435142)",
89646532,False,Vivekananda Road,secondary,False,79.34299999999999,,"LINESTRING (77.1034392 13.3427617, 77.10331 13.3427795, 77.1027281 13.3429328)",
36975009,False,,tertiary,True,123.912,,"LINESTRING (77.1020719 13.3369063, 77.102271 13.3380037)",
89783322,False,,tertiary,True,144.663,,"LINESTRING (77.1020719 13.3369063, 77.1020087 13.3372065, 77.1019629 13.3373843, 77.1018979 13.3375506, 77.1018523 13.3376576, 77.1017826 13.3377725, 77.1017209 13.3378847, 77.1016485 13.3380073, 77.1015847 13.3381046)",
89783316,False,,residential,False,13.396,,"LINESTRING (77.1027723 13.3435653, 77.1026488 13.3435739)",
89783316,False,,residential,True,79.131,,"LINESTRING (77.1027723 13.3435653, 77.1035018 13.3435142)",
89783317,False,,residential,False,70.493,,"LINESTRING (77.1027723 13.3435653, 77.1027281 13.3429328)",
89646532,False,Vivekananda Road,secondary,False,21.546,,"LINESTRING (77.1021092 13.3429627, 77.1019113 13.3429843)",
89783320,False,,residential,True,74.531,,"LINESTRING (77.1021092 13.3429627, 77.1021841 13.343629)",
89646532,False,Vivekananda Road,secondary,True,67.173,,"LINESTRING (77.1021092 13.3429627, 77.1024746 13.3429635, 77.1027281 13.3429328)",
89783316,False,,residential,False,23.487,,"LINESTRING (77.1021841 13.343629, 77.1019676 13.3436445)",
89783316,False,,residential,True,50.649,,"LINESTRING (77.1021841 13.343629, 77.1026488 13.3435739)",
89783320,False,,residential,False,74.531,,"LINESTRING (77.1021841 13.343629, 77.1021092 13.3429627)",
89783316,False,,residential,False,50.649,,"LINESTRING (77.1026488 13.3435739, 77.1021841 13.343629)",
89783316,False,,residential,True,13.396,,"LINESTRING (77.1026488 13.3435739, 77.1027723 13.3435653)",
89783317,False,,residential,True,70.493,,"LINESTRING (77.1027281 13.3429328, 77.1027723 13.3435653)",
89646532,False,Vivekananda Road,secondary,False,67.173,,"LINESTRING (77.1027281 13.3429328, 77.1024746 13.3429635, 77.1021092 13.3429627)",
89646532,False,Vivekananda Road,secondary,True,79.34299999999999,,"LINESTRING (77.1027281 13.3429328, 77.10331 13.3427795, 77.1034392 13.3427617)",
36975011,True,Mahatma Gandhi Road,secondary,False,35.32,,"LINESTRING (77.1041486 13.3418714, 77.1041762 13.3421879)",
89783319,False,,residential,False,53.504,,"LINESTRING (77.1041486 13.3418714, 77.1036546 13.3418934)",
89783319,False,,residential,True,53.504,,"LINESTRING (77.1036546 13.3418934, 77.1041486 13.3418714)",
"[1044676369, 796010915, 89783319]",False,,residential,"[False, True]",200.59100000000004,,"LINESTRING (77.1036546 13.3418934, 77.1032335 13.3419612, 77.1027561 13.3420265, 77.1026731 13.3420395, 77.1024366 13.3420783, 77.1022061 13.3421236, 77.1018201 13.3421204)",
89783323,False,,residential,False,124.114,,"LINESTRING (77.1036546 13.3418934, 77.1036305 13.3417655, 77.1036224 13.3416742, 77.103609 13.3415489, 77.1035983 13.3414549, 77.103609 13.3413584, 77.1035983 13.3412723, 77.103601 13.3411574, 77.1035929 13.3410348, 77.1035768 13.3409095, 77.1035562 13.340785)",
89646526,False,KSRTC Link Road,residential,False,45.084,,"LINESTRING (77.1035562 13.340785, 77.1031456 13.3408541)",yes
89646526,False,KSRTC Link Road,residential,True,57.364,,"LINESTRING (77.1035562 13.340785, 77.1040778 13.3406925)",yes
89783323,False,,residential,True,124.114,,"LINESTRING (77.1035562 13.340785, 77.1035768 13.3409095, 77.1035929 13.3410348, 77.103601 13.3411574, 77.1035983 13.3412723, 77.103609 13.3413584, 77.1035983 13.3414549, 77.103609 13.3415489, 77.1036224 13.3416742, 77.1036305 13.3417655, 77.1036546 13.3418934)",
793773689,False,,residential,False,76.639,,"LINESTRING (77.1051632 13.3430504, 77.1051701 13.3437396)",
793773689,False,,residential,True,31.479,,"LINESTRING (77.1051632 13.3430504, 77.1051458 13.3428454, 77.1051458 13.342768)",
89653449,False,Mahatma Gandhi Road,secondary,False,56.367,,"LINESTRING (77.104317 13.3438111, 77.1043466 13.3443172)",
89653449,False,Mahatma Gandhi Road,secondary,True,40.803,,"LINESTRING (77.104317 13.3438111, 77.1042565 13.3434489)",
360677947,False,,residential,True,29.952,,"LINESTRING (77.104317 13.3438111, 77.1045929 13.3437889)",
360677947,False,,residential,False,27.641,,"LINESTRING (77.1051701 13.3437396, 77.1049156 13.3437613)",
456742838,False,,residential,True,31.477,,"LINESTRING (77.1051701 13.3437396, 77.1051902 13.344022)",
793773689,False,,residential,True,76.639,,"LINESTRING (77.1051701 13.3437396, 77.1051632 13.3430504)",
89912900,False,,residential,False,93.658,,"LINESTRING (77.0985821 13.3367452, 77.0988331 13.3375513)",
89912900,False,,residential,True,13.014,,"LINESTRING (77.0985821 13.3367452, 77.0984619 13.3367495)",
414061733,False,Gandhinagara 3rd Cross Road,residential,False,119.372,,"LINESTRING (77.0985821 13.3367452, 77.0983154 13.3357035)",
415295718,False,,residential,True,49.698,,"LINESTRING (77.0985821 13.3367452, 77.0987074 13.3367604, 77.0990319 13.3366874)",
89912896,False,,residential,False,27.433,,"LINESTRING (77.0969086 13.3371081, 77.0971568 13.3370577)",
793944579,True,,primary,False,12.499,SH33,"LINESTRING (77.0969086 13.3371081, 77.0969077 13.3372205)",
793944605,False,,primary,True,133.111,SH33,"LINESTRING (77.0969086 13.3371081, 77.0967886 13.3365428, 77.0966575 13.3359362)",
415294151,False,,residential,False,167.777,,"LINESTRING (77.09792 13.337107, 77.0983591 13.3385541)",
89912895,True,,residential,False,71.602,,"LINESTRING (77.09792 13.337107, 77.0980273 13.3370679, 77.0980917 13.3370313, 77.098199 13.3369687, 77.0982567 13.3369174, 77.0983189 13.3368675, 77.0983899 13.3367952, 77.0984619 13.3367495)",
89912896,False,,residential,True,16.066,,"LINESTRING (77.0972994 13.3370174, 77.0971568 13.3370577)",
89912895,True,,residential,False,68.489,,"LINESTRING (77.0972994 13.3370174, 77.0974024 13.3370444, 77.0974936 13.3370757, 77.0976289 13.3371045, 77.0977323 13.337107, 77.09792 13.337107)",
89912900,False,,residential,False,13.014,,"LINESTRING (77.0984619 13.3367495, 77.0985821 13.3367452)",
89912894,True,,residential,False,69.059,,"LINESTRING (77.0984619 13.3367495, 77.098427 13.3367286, 77.0983358 13.3366946, 77.0981802 13.3366476, 77.0981132 13.3366424, 77.0979335 13.3366372, 77.0978458 13.3366556)",
89912896,False,,residential,False,16.066,,"LINESTRING (77.0971568 13.3370577, 77.0972994 13.3370174)",
89912896,False,,residential,True,27.433,,"LINESTRING (77.0971568 13.3370577, 77.0969086 13.3371081)",
415293871,False,,residential,False,194.505,,"LINESTRING (77.0971568 13.3370577, 77.09768 13.3387312)",
414061718,False,Gandhinagar 2nd Cross,residential,False,26.978,,"LINESTRING (77.0978458 13.3366556, 77.0977763 13.3364226)",
89912894,True,,residential,False,73.13199999999999,,"LINESTRING (77.0978458 13.3366556, 77.0977586 13.3366786, 77.0976813 13.3367103, 77.097587 13.3367604, 77.0975177 13.3368069, 77.0974453 13.3368565, 77.0973809 13.3369139, 77.0973353 13.3369661, 77.0972994 13.3370174)",
89653440,False,,tertiary,False,92.245,,"LINESTRING (77.0987386 13.3432311, 77.0995886 13.3431664)",
89653440,False,,tertiary,True,4.156,,"LINESTRING (77.0987386 13.3432311, 77.0987003 13.343234)",
793773661,True,Jaya Chamarajendra Road,secondary,False,9.998,,"LINESTRING (77.0987386 13.3432311, 77.0987076 13.3431464)",
233244481,False,,residential,False,5.351,,"LINESTRING (77.0988406 13.3434493, 77.0987941 13.3434657)",
793773661,True,Jaya Chamarajendra Road,secondary,False,26.655,,"LINESTRING (77.0988406 13.3434493, 77.0987386 13.3432311)",
369905898,False,,residential,False,44.436,,"LINESTRING (77.0966575 13.3359362, 77.0962635 13.336049)",
793944605,False,,primary,False,133.111,SH33,"LINESTRING (77.0966575 13.3359362, 77.0967886 13.3365428, 77.0969086 13.3371081)",
369905876,False,,unclassified,False,4.417,,"LINESTRING (77.0987076 13.3431464, 77.0986672 13.3431521)",
