osmid,oneway,highway,reversed,length,geometry,ref,junction,access,name,width
118249619,True,trunk_link,False,159.53599999999997,"LINESTRING (88.36481 22.6531557, 88.3651548 22.6531997, 88.3652255 22.6532081, 88.3652759 22.6532161, 88.3653224 22.6532254, 88.3653662 22.6532427, 88.3654056 22.6532673, 88.3654393 22.6532983, 88.3654843 22.6533485, 88.3654972 22.6533908, 88.3655012 22.6534346, 88.3654966 22.6534757, 88.3654842 22.6535155, 88.3654643 22.6535526, 88.3654376 22.6535858, 88.3654049 22.6536141, 88.3653672 22.6536365, 88.3653259 22.6536524, 88.3652821 22.6536612, 88.3651181 22.6536538, 88.3649144 22.6536307)",,,,,
1126855637,True,primary,False,36.565,"LINESTRING (88.3636774 22.6531949, 88.3637273 22.6530371, 88.3636942 22.6528755)",SH2,roundabout,,,
656959827,True,trunk_link,False,136.40499999999997,"LINESTRING (88.3649144 22.6536307, 88.3642892 22.6534326, 88.364053 22.6533633, 88.3639363 22.6533286, 88.3638143 22.6532791, 88.3636774 22.6531949)",,,,,
215402141,False,residential,True,36.711,"LINESTRING (88.3653494 22.6452428, 88.3654467 22.6455605)",,,,,
215402125,False,residential,True,56.646,"LINESTRING (88.3653494 22.6452428, 88.3650246 22.6453203, 88.3648221 22.645391)",,,,,
1042587213,False,residential,False,91.58599999999998,"LINESTRING (88.3730562 22.6452984, 88.3730968 22.6454156, 88.3731077 22.645475, 88.3731577 22.6456651, 88.3731476 22.6456979, 88.3731222 22.645725, 88.3730026 22.6457689, 88.3729864 22.6457961, 88.3729905 22.6458307, 88.3730462 22.6460138)",,,,,
1042587213,False,residential,True,26.758,"LINESTRING (88.3730562 22.6452984, 88.37301 22.645279, 88.3729484 22.645279, 88.3728028 22.6453054)",,,,,
215402518,False,residential,False,44.794,"LINESTRING (88.3648221 22.645391, 88.3649078 22.645786)",,,,,
215402125,False,residential,False,56.646,"LINESTRING (88.3648221 22.645391, 88.3650246 22.6453203, 88.3653494 22.6452428)",,,,,
215402125,False,residential,True,71.224,"LINESTRING (88.3648221 22.645391, 88.3645239 22.6454953, 88.3643154 22.6455304, 88.3641522 22.6455303)",,,,,
215402426,False,residential,True,21.071,"LINESTRING (88.3692967 22.6456015, 88.3692485 22.6457857)",,,,,
1062854810,False,residential,True,37.739,"LINESTRING (88.3641522 22.6455303, 88.3642697 22.6458519)",,,,,
215402125,False,residential,False,71.224,"LINESTRING (88.3641522 22.6455303, 88.3643154 22.6455304, 88.3645239 22.6454953, 88.3648221 22.645391)",,,,,
215402125,False,residential,True,48.839,"LINESTRING (88.3641522 22.6455303, 88.3637919 22.6455695, 88.3636823 22.6455953)",,,,,
215402319,False,residential,False,25.804,"LINESTRING (88.3663185 22.6455327, 88.3662996 22.6453013)",,,,,
215402319,False,residential,True,100.86500000000001,"LINESTRING (88.3663185 22.6455327, 88.3663987 22.6459026, 88.3665049 22.6462877, 88.3665071 22.6463067, 88.3665233 22.6464191)",,,,,
778189772,False,residential,True,85.309,"LINESTRING (88.3663185 22.6455327, 88.3664824 22.6455167, 88.3666165 22.6455105, 88.3668177 22.6454845, 88.3669666 22.6454635, 88.3670946 22.6454431, 88.3671425 22.645436)",,,,,
215402125,False,residential,False,48.839,"LINESTRING (88.3636823 22.6455953, 88.3637919 22.6455695, 88.3641522 22.6455303)",,,,,
215402062,False,residential,True,60.246,"LINESTRING (88.3654841 22.6456827, 88.3649078 22.645786)",,,,,
215402141,False,residential,False,14.12,"LINESTRING (88.3654841 22.6456827, 88.3654467 22.6455605)",,,,,
"[215402162, 215402062]",False,residential,False,66.876,"LINESTRING (88.3654841 22.6456827, 88.3656421 22.6461087, 88.3656459 22.646135, 88.3656385 22.6461566, 88.3656219 22.6461712, 88.3655745 22.6461814, 88.3655363 22.6461882)",,,,,
215402062,False,residential,False,60.246,"LINESTRING (88.3649078 22.645786, 88.3654841 22.6456827)",,,,,
215402062,False,residential,True,65.892,"LINESTRING (88.3649078 22.645786, 88.3642697 22.6458519)",,,,,
215402518,False,residential,False,56.167,"LINESTRING (88.3649078 22.645786, 88.3650073 22.6462827)",,,,,
215402518,False,residential,True,44.794,"LINESTRING (88.3649078 22.645786, 88.3648221 22.645391)",,,,,
215402062,False,residential,False,65.892,"LINESTRING (88.3642697 22.6458519, 88.3649078 22.645786)",,,,,
1062854810,False,residential,False,37.739,"LINESTRING (88.3642697 22.6458519, 88.3641522 22.6455303)",,,,,
243729020,False,residential,True,86.654,"LINESTRING (88.3718733 22.6462145, 88.3717257 22.6454472)",,,yes,,
215402396,False,tertiary,False,99.91900000000001,"LINESTRING (88.3718733 22.6462145, 88.3714766 22.6462774, 88.3714614 22.6462798, 88.3713287 22.6463008, 88.3709125 22.6463598)",,,,Deshbandhu Road,
215402396,False,tertiary,True,47.734,"LINESTRING (88.3718733 22.6462145, 88.3720798 22.6461818, 88.372331 22.6461381)",,,,Deshbandhu Road,
243730660,False,residential,True,217.62000000000003,"LINESTRING (88.3718733 22.6462145, 88.3719729 22.6463084, 88.3720939 22.6463967, 88.372144 22.6468877, 88.372815 22.6468417, 88.3728459 22.6468633, 88.3728647 22.6469017, 88.3728928 22.6470717, 88.3730204 22.6473685)",,,yes,,
215402162,False,residential,True,55.295,"LINESTRING (88.3650073 22.6462827, 88.3655363 22.6461882)",,,,,
215402518,False,residential,True,56.167,"LINESTRING (88.3650073 22.6462827, 88.3649078 22.645786)",,,,,
215402518,False,residential,False,41.620000000000005,"LINESTRING (88.3650073 22.6462827, 88.3650245 22.6463545, 88.3650641 22.6464866, 88.365146 22.6466318)",,,,,
215402396,False,tertiary,False,15.1,"LINESTRING (88.3709125 22.6463598, 88.3707662 22.6463743)",,,,Deshbandhu Road,
215402396,False,tertiary,True,99.91900000000001,"LINESTRING (88.3709125 22.6463598, 88.3713287 22.6463008, 88.3714614 22.6462798, 88.3714766 22.6462774, 88.3718733 22.6462145)",,,,Deshbandhu Road,
215402617,False,residential,False,163.498,"LINESTRING (88.3709125 22.6463598, 88.3709479 22.6465283, 88.3709707 22.6466885, 88.371111 22.6471173, 88.3713262 22.6477773)",,,,,
215402396,False,tertiary,False,58.537,"LINESTRING (88.3707662 22.6463743, 88.3702048 22.6464675)",,,,Deshbandhu Road,
215402396,False,tertiary,True,15.1,"LINESTRING (88.3707662 22.6463743, 88.3709125 22.6463598)",,,,Deshbandhu Road,
