osmid,highway,oneway,reversed,length,geometry,ref,name,lanes,maxspeed,junction
223554986,primary,False,False,11.957,"LINESTRING (72.9356364 20.9534913, 72.9355254 20.9535199)",,,,,
223554986,primary,False,True,24.168,"LINESTRING (72.9356364 20.9534913, 72.9358595 20.9534294)",,,,,
946260719,residential,False,False,117.4,"LINESTRING (72.9356364 20.9534913, 72.9360093 20.9535307, 72.9364033 20.9535662, 72.9367624 20.953581)",,,,,
361912321,trunk,False,True,24.48,"LINESTRING (72.9295719 20.9562009, 72.929517 20.9559868)",NH64,Dandi Heritage Highway,,,
175584005,trunk,False,False,27.451,"LINESTRING (72.9295719 20.9562009, 72.9295665 20.9564179, 72.9295711 20.9564474)",NH64,Dandi Heritage Highway,,,
223554986,primary,False,True,142.36700000000002,"LINESTRING (72.9295719 20.9562009, 72.930179 20.9558102, 72.9306234 20.9553883)",,,,,
361912319,secondary,False,True,144.99900000000002,"LINESTRING (72.9293749 20.9553062, 72.9292899 20.9552819, 72.9289817 20.9553822, 72.9284703 20.9555588, 72.9282742 20.9556526, 72.928156 20.9558209)",,,,,
361912321,trunk,False,False,77.307,"LINESTRING (72.9293749 20.9553062, 72.9293881 20.9554839, 72.929517 20.9559868)",NH64,Dandi Heritage Highway,,,
361912321,trunk,False,True,74.325,"LINESTRING (72.9293749 20.9553062, 72.9294212 20.9551405, 72.9295513 20.9546584)",NH64,Dandi Heritage Highway,,,
949900342,residential,False,False,63.67699999999999,"LINESTRING (72.9293749 20.9553062, 72.9296113 20.9553243, 72.9299873 20.9553286)",,,,,
104645847,secondary,False,True,81.459,"LINESTRING (72.9294205 20.9513572, 72.9294319 20.9520897)",,,,,
937323140,secondary,False,False,23.352,"LINESTRING (72.9294205 20.9513572, 72.9295209 20.9513158, 72.9296165 20.9512559)",,M.G. Road,2,40,
937323140,secondary,False,True,86.31200000000001,"LINESTRING (72.9294205 20.9513572, 72.9293029 20.9513749, 72.9286341 20.9514755, 72.9285999 20.9514806)",,M.G. Road,2,40,
104645847,secondary,False,False,24.856,"LINESTRING (72.9295035 20.9529646, 72.9294855 20.9527417)",,,,,
104645847,secondary,False,True,47.373,"LINESTRING (72.9295035 20.9529646, 72.9292319 20.9533069)",,,,,
182184519,secondary,False,False,34.048,"LINESTRING (72.9295035 20.9529646, 72.9298209 20.9528878)",,Sayaji Road,,,
945347820,residential,False,True,99.0,"LINESTRING (72.9295035 20.9529646, 72.9295781 20.9538522)",,,,,
937323140,secondary,False,True,8.214,"LINESTRING (72.9300071 20.9506458, 72.9299665 20.9507092)",,M.G. Road,2,40,
104645845,secondary,False,True,209.641,"LINESTRING (72.9300071 20.9506458, 72.9297109 20.950288, 72.9295997 20.9501843, 72.9294884 20.9500227, 72.9294378 20.9499185, 72.9294093 20.9498599, 72.9293731 20.9497284, 72.929357 20.9496069, 72.9293422 20.9491072, 72.929357 20.9490295, 72.9293811 20.9489544)",,,,,
937323140,secondary,False,False,30.338,"LINESTRING (72.9300071 20.9506458, 72.9300955 20.9505096, 72.9301631 20.9504152)",,M.G. Road,2,40,
315786475,tertiary,False,False,54.261,"LINESTRING (72.9345161 20.9497753, 72.9345018 20.9502631)",,,,,
