osmid,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed
95204567,tertiary,False,False,68.243,"LINESTRING (75.8165262 13.7069931, 75.8158945 13.7069893)",,,
95204567,tertiary,False,True,222.692,"LINESTRING (75.8165262 13.7069931, 75.8170248 13.7069762, 75.8174992 13.7069317, 75.8175488 13.7075756, 75.8175712 13.7079843)",,,
181996822,residential,False,False,221.62199999999999,"LINESTRING (75.8165262 13.7069931, 75.8165269 13.7063717, 75.8165336 13.7062073, 75.8165832 13.7050011)",,,
95204567,tertiary,False,True,68.243,"LINESTRING (75.8158945 13.7069893, 75.8165262 13.7069931)",,,
838451998,primary,False,False,94.664,"LINESTRING (75.8158945 13.7069893, 75.8158231 13.7078378)",SH57,,
95204567,tertiary,False,False,194.70600000000002,"LINESTRING (75.8158945 13.7069893, 75.8154268 13.7070166, 75.8140972 13.7071196)",,,
181996824,residential,False,False,175.995,"LINESTRING (75.8143569 13.7090948, 75.8143301 13.7087977, 75.814348 13.7075133)",,,
974465003,trunk,False,False,171.66,"LINESTRING (75.8143569 13.7090948, 75.8146603 13.7089429, 75.8150868 13.7088161, 75.8154196 13.7087223, 75.8158702 13.7086598)",NH69,2,50
181996822,residential,False,True,221.62199999999996,"LINESTRING (75.8165832 13.7050011, 75.8165336 13.7062073, 75.8165269 13.7063717, 75.8165262 13.7069931)",,,
181996824,residential,False,True,175.995,"LINESTRING (75.814348 13.7075133, 75.8143301 13.7087977, 75.8143569 13.7090948)",,,
181996827,residential,False,False,163.388,"LINESTRING (75.814348 13.7075133, 75.8149216 13.7076353, 75.8158231 13.7078378)",,,
838451998,primary,False,False,91.544,"LINESTRING (75.8158231 13.7078378, 75.8158702 13.7086598)",SH57,,
838451998,primary,False,True,94.664,"LINESTRING (75.8158231 13.7078378, 75.8158945 13.7069893)",SH57,,
181996827,residential,False,False,189.54899999999998,"LINESTRING (75.8158231 13.7078378, 75.8167079 13.7079063, 75.8175712 13.7079843)",,,
181996827,residential,False,True,163.388,"LINESTRING (75.8158231 13.7078378, 75.8149216 13.7076353, 75.814348 13.7075133)",,,
95204567,tertiary,False,False,44.028,"LINESTRING (75.8175927 13.7083797, 75.8175712 13.7079843)",,,
974465003,trunk,False,True,188.666,"LINESTRING (75.8175927 13.7083797, 75.8158702 13.7086598)",NH69,2,50
95204567,tertiary,False,True,44.028,"LINESTRING (75.8175712 13.7079843, 75.8175927 13.7083797)",,,
95204567,tertiary,False,False,222.692,"LINESTRING (75.8175712 13.7079843, 75.8175488 13.7075756, 75.8174992 13.7069317, 75.8170248 13.7069762, 75.8165262 13.7069931)",,,
181996827,residential,False,True,189.54899999999998,"LINESTRING (75.8175712 13.7079843, 75.8167079 13.7079063, 75.8158231 13.7078378)",,,
838451998,primary,False,True,91.544,"LINESTRING (75.8158702 13.7086598, 75.8158231 13.7078378)",SH57,,
974465003,trunk,False,False,188.666,"LINESTRING (75.8158702 13.7086598, 75.8175927 13.7083797)",NH69,2,50
974465003,trunk,False,True,171.65999999999997,"LINESTRING (75.8158702 13.7086598, 75.8154196 13.7087223, 75.8150868 13.7088161, 75.8146603 13.7089429, 75.8143569 13.7090948)",NH69,2,50
95204567,tertiary,False,True,194.70600000000002,"LINESTRING (75.8140972 13.7071196, 75.8154268 13.7070166, 75.8158945 13.7069893)",,,
