osmid,name,highway,oneway,reversed,length,bridge,geometry
434004823,Assam Trunk Road,primary,False,False,180.347,,"LINESTRING (94.9067601 27.4858722, 94.9050663 27.4852617)"
123935394,,residential,False,False,50.257,,"LINESTRING (94.902064 27.4805925, 94.9025597 27.4806968)"
480093436,,tertiary,False,False,41.183,,"LINESTRING (94.902064 27.4805925, 94.9021538 27.4802308)"
480093436,,tertiary,False,True,57.118,,"LINESTRING (94.902064 27.4805925, 94.9019168 27.4810893)"
123935177,,residential,False,True,41.519,,"LINESTRING (94.9027652 27.4799817, 94.9026531 27.4803416)"
1057566944,,residential,False,False,48.8,,"LINESTRING (94.9027652 27.4799817, 94.9032485 27.4800753)"
"[480093434, 123935372, 480093436]",,tertiary,False,False,54.37,yes,"LINESTRING (94.9017789 27.4815627, 94.9017925 27.4815164, 94.9017986 27.481494, 94.9018217 27.4814111, 94.9019168 27.4810893)"
123935372,,tertiary,False,True,92.864,,"LINESTRING (94.9017789 27.4815627, 94.9016901 27.4818681, 94.9016612 27.4820024, 94.9016586 27.4821748, 94.9016659 27.4823853)"
426734514,,unclassified,False,True,101.913,,"LINESTRING (94.9017789 27.4815627, 94.9015374 27.4816185, 94.9014647 27.481643, 94.9014004 27.4816733, 94.9012353 27.4817489, 94.900829 27.4819146)"
480093439,,residential,False,False,80.728,,"LINESTRING (94.9027091 27.4820015, 94.9028891 27.4813198, 94.9028969 27.4812949)"
480093439,,residential,False,True,42.407,,"LINESTRING (94.9032485 27.4800753, 94.9031412 27.4804446)"
1057566944,,residential,False,True,48.8,,"LINESTRING (94.9032485 27.4800753, 94.9027652 27.4799817)"
123935177,,residential,False,False,56.767,,"LINESTRING (94.9024021 27.4811878, 94.9025597 27.4806968)"
719523188,,residential,False,False,50.243,,"LINESTRING (94.9024021 27.4811878, 94.9028969 27.4812949)"
719523188,,residential,False,True,49.111,,"LINESTRING (94.9024021 27.4811878, 94.9019168 27.4810893)"
123935276,,residential,False,True,49.494,,"LINESTRING (94.9031412 27.4804446, 94.9026531 27.4803416)"
480093439,,residential,False,False,42.407,,"LINESTRING (94.9031412 27.4804446, 94.9032485 27.4800753)"
480093439,,residential,False,True,41.036,,"LINESTRING (94.9031412 27.4804446, 94.9030512 27.4808049)"
123935177,,residential,False,False,40.557,,"LINESTRING (94.9025597 27.4806968, 94.9026531 27.4803416)"
123935177,,residential,False,True,56.767,,"LINESTRING (94.9025597 27.4806968, 94.9024021 27.4811878)"
123935394,,residential,False,False,49.953,,"LINESTRING (94.9025597 27.4806968, 94.9030512 27.4808049)"
123935394,,residential,False,True,50.257,,"LINESTRING (94.9025597 27.4806968, 94.902064 27.4805925)"
480093436,,tertiary,False,True,41.183,,"LINESTRING (94.9021538 27.4802308, 94.902064 27.4805925)"
123935276,,residential,False,False,50.772999999999996,,"LINESTRING (94.9021538 27.4802308, 94.90224 27.4802499, 94.9026054 27.480331, 94.9026531 27.4803416)"
434004823,Assam Trunk Road,primary,False,False,15.659,,"LINESTRING (94.9017346 27.4840408, 94.9015857 27.483992)"
434004823,Assam Trunk Road,primary,False,True,78.676,,"LINESTRING (94.9017346 27.4840408, 94.902464 27.484327)"
123935372,,tertiary,False,False,165.662,,"LINESTRING (94.9017346 27.4840408, 94.9017567 27.4834652, 94.9017134 27.4829268, 94.9016992 27.4827278, 94.9016732 27.4825546)"
123935177,,residential,False,False,41.519,,"LINESTRING (94.9026531 27.4803416, 94.9027652 27.4799817)"
123935177,,residential,False,True,40.557,,"LINESTRING (94.9026531 27.4803416, 94.9025597 27.4806968)"
123935276,,residential,False,False,49.494,,"LINESTRING (94.9026531 27.4803416, 94.9031412 27.4804446)"
123935276,,residential,False,True,50.772999999999996,,"LINESTRING (94.9026531 27.4803416, 94.9026054 27.480331, 94.90224 27.4802499, 94.9021538 27.4802308)"
123935394,,residential,False,True,49.953,,"LINESTRING (94.9030512 27.4808049, 94.9025597 27.4806968)"
480093439,,residential,False,False,41.036,,"LINESTRING (94.9030512 27.4808049, 94.9031412 27.4804446)"
480093439,,residential,False,True,56.572,,"LINESTRING (94.9030512 27.4808049, 94.9028969 27.4812949)"
719523197,,residential,False,False,113.215,,"LINESTRING (94.9030512 27.4808049, 94.9035332 27.4809425, 94.9039885 27.4810862, 94.9041401 27.4811259)"
123935388,,residential,False,True,29.576,,"LINESTRING (94.9026666 27.4823567, 94.9026771 27.4824192, 94.9026711 27.4824964, 94.9026652 27.4826217)"
267347192,,residential,False,False,29.673,,"LINESTRING (94.9037565 27.4825544, 94.9040491 27.4826163)"
"[480093441, 480093442, 267347195]",,tertiary,False,False,122.62400000000001,yes,"LINESTRING (94.9037565 27.4825544, 94.9037433 27.482602, 94.9037304 27.482646, 94.9037227 27.4826764, 94.9034598 27.4836253)"
