osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,bridge,access
945480778,High Court Junction,primary_link,50,False,False,11.635,,"LINESTRING (76.2739283 9.9837451, 76.274017 9.9838027)",,
"[758696320, 180309170]",Abraham Madamakkal Road,primary,50,True,False,126.42499999999998,2,"LINESTRING (76.2739283 9.9837451, 76.2738274 9.983931, 76.2735198 9.9844978, 76.273382 9.9847304, 76.2733748 9.9847427)",,
180308932,Broadway,tertiary,20,False,False,18.266,2,"LINESTRING (76.27525 9.9829654, 76.275323 9.9828177)",,
180192584,Syrian Church Road,unclassified,20,False,False,152.079,2,"LINESTRING (76.27525 9.9829654, 76.2761906 9.9832107, 76.2764362 9.9832781, 76.2765913 9.9833196)",,
180308932,Broadway,tertiary,20,False,True,145.305,2,"LINESTRING (76.27525 9.9829654, 76.2750999 9.9832995, 76.2749487 9.9836087, 76.2748751 9.9837641, 76.2747619 9.9839519, 76.2746383 9.984121)",,
180311867,Market Road,tertiary,30,False,True,66.946,2,"LINESTRING (76.2783919 9.9805673, 76.2785015 9.979975)",,
180311867,Market Road,tertiary,30,False,False,54.405,2,"LINESTRING (76.2783919 9.9805673, 76.2782786 9.9808727, 76.2782241 9.9810278)",,
757520581,Jew Street,tertiary,20,False,True,157.922,,"LINESTRING (76.2783919 9.9805673, 76.2781658 9.9805176, 76.2776508 9.9804246, 76.2769757 9.9803003)",,
1012343183,Old Railway Station Road,unclassified,20,False,True,132.206,2,"LINESTRING (76.2766332 9.9873607, 76.2754546 9.9871032)",,
59265303,Market Road,residential,20,False,True,133.214,2,"LINESTRING (76.2766332 9.9873607, 76.2766835 9.9882818, 76.2766732 9.9885572)",,
746835974,Old Railway Station Road,residential,20,False,True,119.576,2,"LINESTRING (76.2766332 9.9873607, 76.2773298 9.9875227, 76.2773613 9.98753, 76.2774661 9.9875544, 76.2776959 9.9876078)",,
1012343185,Market Road,residential,20,False,False,255.046,2,"LINESTRING (76.2766332 9.9873607, 76.2767286 9.9866244, 76.2767812 9.9863215, 76.2768668 9.9857579, 76.2770157 9.9850998)",,
746835974,Old Railway Station Road,residential,20,False,False,22.594,2,"LINESTRING (76.2781098 9.9877041, 76.277909 9.9876574)",,
48927860,St. Albert Lane,residential,20,False,True,277.599,2,"LINESTRING (76.2781098 9.9877041, 76.2781082 9.9868287, 76.2781075 9.9864588, 76.2781064 9.985879, 76.2781051 9.9852076)",,
1012343183,Old Railway Station Road,unclassified,20,False,False,132.206,2,"LINESTRING (76.2754546 9.9871032, 76.2766332 9.9873607)",,
180308931,ERG Road,tertiary,30,False,True,160.034,2,"LINESTRING (76.2754546 9.9871032, 76.2755604 9.9867412, 76.2756584 9.9863613, 76.2758331 9.985811, 76.2758592 9.9857206)",,
"[1200879042, 1200879044, 48927854]",Dr Salim Ali Road,unclassified,20,False,True,348.259,2,"LINESTRING (76.2754546 9.9871032, 76.2747782 9.9869249, 76.2737354 9.9866501, 76.2731611 9.9875258, 76.2730932 9.9876293, 76.2729858 9.9878148)",yes,
