osmid,name,highway,oneway,reversed,length,geometry,ref,access,junction,lanes
207449148,Alexandria Road,unclassified,False,False,138.175,"LINESTRING (78.6827184 10.8028827, 78.6829058 10.8029177, 78.6833084 10.802963, 78.6835809 10.8029939, 78.6837675 10.8030783, 78.6839163 10.8031933)",,,,
207449150,WarnersRd,residential,False,False,184.22,"LINESTRING (78.6827184 10.8028827, 78.6827179 10.8027648, 78.6827276 10.8025761, 78.6827481 10.8023508, 78.6827678 10.8022211, 78.6828641 10.8021054, 78.6832687 10.8017615, 78.683511 10.8015513)",,,,
210995429,,unclassified,False,True,100.046,"LINESTRING (78.6827184 10.8028827, 78.6827107 10.802937, 78.6826933 10.8030617, 78.6827017 10.8033133, 78.6827026 10.8037806)",,,,
100787181,,tertiary,False,False,97.51,"LINESTRING (78.6901261 10.8039242, 78.6892335 10.8039405)",,,,
1096186847,,tertiary,False,False,125.659,"LINESTRING (78.6901261 10.8039242, 78.6912632 10.8037524)",,,,
100787227,,tertiary,False,True,33.028,"LINESTRING (78.6901261 10.8039242, 78.6900955 10.8040126, 78.6901283 10.8042137)",,,,
100787227,,tertiary,False,False,43.645,"LINESTRING (78.690469 10.8087754, 78.6904718 10.8083829)",,,,
625610378,Heber Street,tertiary,False,True,18.772,"LINESTRING (78.690469 10.8087754, 78.6906396 10.8087959)",,,,
625610378,Heber Street,tertiary,False,False,32.602000000000004,"LINESTRING (78.690469 10.8087754, 78.6902341 10.8087428, 78.6901729 10.8087402)",,,,
109425098,Trichy - Pudukkottai - Aranthangi - Mimisal Road,primary,True,False,22.264000000000003,"LINESTRING (78.6904408 10.8008644, 78.6903282 10.8009145, 78.6902531 10.8009422)",SH26,yes,,
607655647,Williams Road,tertiary,True,False,14.448,"LINESTRING (78.6867664 10.8045305, 78.6868623 10.80462)",,,,
369881223,Bharathidasan Salai,primary,True,False,65.22800000000001,"LINESTRING (78.6867664 10.8045305, 78.6864037 10.8048073, 78.6863002 10.8048968)",,,,
206049561,,residential,False,False,89.867,"LINESTRING (78.6827275 10.8064947, 78.6833948 10.8069675)",,,,
198550476,Benwells Road,unclassified,False,False,378.21999999999997,"LINESTRING (78.6827275 10.8064947, 78.6828052 10.8063019, 78.6829662 10.8059594, 78.6832076 10.8054483, 78.6833248 10.8050033, 78.6836037 10.8044869, 78.6838513 10.8041152, 78.6842268 10.8035882, 78.6843027 10.803492)",,,,
210995429,,unclassified,False,False,143.15300000000002,"LINESTRING (78.6827275 10.8064947, 78.6827361 10.8063239, 78.6827056 10.8052079)",,,,
198550473,Birds Road,unclassified,False,True,9.797,"LINESTRING (78.6878824 10.8035531, 78.6879283 10.8036288)",,,,
369881223,Bharathidasan Salai,primary,True,False,38.929,"LINESTRING (78.6878824 10.8035531, 78.6876212 10.8037913)",,,,
198550473,Birds Road,unclassified,False,False,143.19,"LINESTRING (78.6878824 10.8035531, 78.6879175 10.8029401, 78.6879173 10.8027173, 78.6878933 10.8026179, 78.6877733 10.8022896)",,,,
693800987,Williams Road,tertiary,False,False,28.546,"LINESTRING (78.6848679 10.8026463, 78.6850514 10.8028291)",,,,
693800987,Williams Road,tertiary,False,True,40.09,"LINESTRING (78.6848679 10.8026463, 78.6846187 10.8023816)",,,,
730092635,Benwells Road,unclassified,True,False,38.883,"LINESTRING (78.6848679 10.8026463, 78.6847456 10.8029747)",,,,
210756391,,unclassified,True,False,37.118,"LINESTRING (78.6847456 10.8029747, 78.6850514 10.8028291)",,,,
198550476,Benwells Road,unclassified,False,True,75.22800000000001,"LINESTRING (78.6847456 10.8029747, 78.684579 10.8031913, 78.6843027 10.803492)",,,,
607655647,Williams Road,tertiary,True,False,60.652,"LINESTRING (78.6864032 10.8041179, 78.6867664 10.8045305)",,,,
693800987,Williams Road,tertiary,False,True,67.723,"LINESTRING (78.6864032 10.8041179, 78.6859447 10.8037079)",,,,
198550475,,residential,False,True,199.01399999999998,"LINESTRING (78.6864032 10.8041179, 78.686513 10.804029, 78.6865353 10.8039829, 78.6865224 10.8038963, 78.6864025 10.8034062, 78.6863385 10.8030959, 78.6862501 10.8026874, 78.6862204 10.8024158)",,,,
693800987,Williams Road,tertiary,False,False,96.426,"LINESTRING (78.6829681 10.8005918, 78.6832055 10.8008003, 78.6835822 10.8012131)",,,,
206049561,,residential,False,False,9.591,"LINESTRING (78.6833948 10.8069675, 78.6834598 10.8070255)",,,,
206049561,,residential,False,True,89.867,"LINESTRING (78.6833948 10.8069675, 78.6827275 10.8064947)",,,,
369881223,Bharathidasan Salai,primary,True,False,109.86500000000001,"LINESTRING (78.6833948 10.8069675, 78.6828872 10.8073458, 78.6826127 10.8075876)",,,,
607655103,,residential,False,True,34.766,"LINESTRING (78.6860241 10.8077561, 78.6858063 10.8075281)",,,,
607655103,,residential,False,False,126.62899999999999,"LINESTRING (78.6860241 10.8077561, 78.6852187 10.8084544, 78.6851876 10.8085322)",,,,
607655105,,residential,False,True,186.764,"LINESTRING (78.6860241 10.8077561, 78.6863436 10.8074775, 78.6868299 10.8070264, 78.6872497 10.8065865)",,,,
625610378,Heber Street,tertiary,False,False,20.62,"LINESTRING (78.6851876 10.8085322, 78.684999 10.8085239)",,,,
