osmid,ref,highway,oneway,reversed,length,lanes,name,geometry
154343181,SH22,primary,False,True,322.076,,,"LINESTRING (76.3617209 17.204032, 76.3589139 17.2029367)"
372428303,NH150,trunk,False,False,119.466,2,Gulbarga - Solapur Highway,"LINESTRING (76.3617209 17.204032, 76.3627735 17.2044105)"
1073102672,SH124,primary,False,True,80.048,,,"LINESTRING (76.3617209 17.204032, 76.3617093 17.2033122)"
154343181,SH22,primary,False,False,37.53,,,"LINESTRING (76.3559102 17.2015747, 76.356201 17.2017664)"
1254923567,,unclassified,False,True,69.258,,,"LINESTRING (76.3559102 17.2015747, 76.3561653 17.2010015)"
1078525505,,unclassified,False,False,421.5,,,"LINESTRING (76.3559102 17.2015747, 76.3556081 17.2031856, 76.3556296 17.2035392, 76.3556725 17.2036673, 76.3573002 17.2042639)"
134933972,,unclassified,False,False,61.049,,,"LINESTRING (76.3581878 17.1985245, 76.3576134 17.1985061)"
134933972,,unclassified,False,True,31.666,,,"LINESTRING (76.3581878 17.1985245, 76.3584852 17.1985441)"
1254926801,,unclassified,False,True,105.74000000000001,,,"LINESTRING (76.3581878 17.1985245, 76.3581347 17.1989579, 76.3582072 17.1994678)"
1073102672,SH124,primary,False,False,80.048,,,"LINESTRING (76.3617093 17.2033122, 76.3617209 17.204032)"
1073102672,SH124,primary,False,True,85.88,,,"LINESTRING (76.3617093 17.2033122, 76.361627 17.2027296, 76.3616871 17.2025543)"
1254903164,,unclassified,False,False,69.093,,,"LINESTRING (76.3617093 17.2033122, 76.3621607 17.2033829, 76.3621598 17.2031985)"
154343181,SH22,primary,False,False,322.076,,,"LINESTRING (76.3589139 17.2029367, 76.3617209 17.204032)"
154343181,SH22,primary,False,True,110.812,,,"LINESTRING (76.3589139 17.2029367, 76.3579554 17.2025433)"
394969128,,unclassified,False,True,187.59,,,"LINESTRING (76.3589139 17.2029367, 76.3588152 17.2012523)"
134933972,,unclassified,False,False,56.225,,,"LINESTRING (76.3613669 17.1987771, 76.3608388 17.1987429)"
134933972,,unclassified,False,True,30.486,,,"LINESTRING (76.3613669 17.1987771, 76.3616538 17.1987845)"
1254916126,,unclassified,False,True,32.034,,,"LINESTRING (76.3613669 17.1987771, 76.3613744 17.1984891)"
1254916126,,unclassified,False,False,59.378,,,"LINESTRING (76.3613669 17.1987771, 76.3613078 17.1990527, 76.3612783 17.1993038)"
1254929303,,unclassified,False,True,56.254,,,"LINESTRING (76.3590398 17.1984943, 76.3591218 17.1979945)"
134933972,,unclassified,False,False,61.914,,,"LINESTRING (76.3590398 17.1984943, 76.3586135 17.1984608, 76.3584852 17.1985441)"
134933972,,unclassified,False,True,109.93100000000001,,,"LINESTRING (76.3590398 17.1984943, 76.3594597 17.1985294, 76.3597517 17.1985737, 76.3600641 17.1986291)"
134933972,,unclassified,False,False,31.666,,,"LINESTRING (76.3584852 17.1985441, 76.3581878 17.1985245)"
210282297,,tertiary,False,False,100.284,,,"LINESTRING (76.3584852 17.1985441, 76.3584547 17.1976427)"
134933972,,unclassified,False,True,61.914,,,"LINESTRING (76.3584852 17.1985441, 76.3586135 17.1984608, 76.3590398 17.1984943)"
210282297,,tertiary,False,True,99.37400000000001,,,"LINESTRING (76.3584852 17.1985441, 76.3584781 17.1991997, 76.3583923 17.1994232)"
1073102672,SH124,primary,False,True,15.586,,,"LINESTRING (76.3624625 17.1968843, 76.3624768 17.1967448)"
1254916139,,unclassified,False,False,12.706,,,"LINESTRING (76.3624625 17.1968843, 76.3623431 17.1968774)"
1073102672,SH124,primary,False,False,165.26000000000002,,,"LINESTRING (76.3624625 17.1968843, 76.3625153 17.1970618, 76.36302 17.1982709)"
134933972,,unclassified,False,False,32.92,,,"LINESTRING (76.362314 17.198771, 76.362005 17.1987937)"
134933972,,unclassified,False,True,94.918,,,"LINESTRING (76.362314 17.198771, 76.3632057 17.1987157)"
1254921307,,unclassified,False,False,88.6,,,"LINESTRING (76.362314 17.198771, 76.3623136 17.1995678)"
1073102672,SH124,primary,False,True,19.727,,,"LINESTRING (76.3616871 17.2025543, 76.3618013 17.2024144)"
1254921298,,unclassified,False,False,30.752,,,"LINESTRING (76.3616871 17.2025543, 76.3613993 17.2025243)"
1073102672,SH124,primary,False,False,85.88,,,"LINESTRING (76.3616871 17.2025543, 76.361627 17.2027296, 76.3617093 17.2033122)"
134933972,,unclassified,False,False,94.918,,,"LINESTRING (76.3632057 17.1987157, 76.362314 17.198771)"
1073102672,SH124,primary,False,False,30.872,,,"LINESTRING (76.3632057 17.1987157, 76.3633141 17.1989733)"
1073102672,SH124,primary,False,True,53.248,,,"LINESTRING (76.3632057 17.1987157, 76.36302 17.1982709)"
394969156,,unclassified,False,True,32.206,,,"LINESTRING (76.3626351 17.2007388, 76.3623619 17.2006132)"
1073102672,SH124,primary,False,False,20.227,,,"LINESTRING (76.3626351 17.2007388, 76.3625447 17.2008989)"
1073102672,SH124,primary,False,True,59.483,,,"LINESTRING (76.3626351 17.2007388, 76.3629101 17.2002728)"
1073102672,SH124,primary,False,False,38.758,,,"LINESTRING (76.3621369 17.2022776, 76.3618013 17.2024144)"
1254903164,,unclassified,False,True,27.18,,,"LINESTRING (76.3621369 17.2022776, 76.362141 17.202522)"
1073102672,SH124,primary,False,True,61.218,,,"LINESTRING (76.3621369 17.2022776, 76.3622841 17.2021787, 76.3623676 17.202069, 76.3623882 17.2018268)"
