osmid,lanes,ref,name,highway,junction,oneway,reversed,length,geometry
183023696,2,SH11,Shaheed Udham Singh Chownk,primary,roundabout,True,False,24.265,"LINESTRING (76.3338974 30.0480137, 76.3338503 30.0480123, 76.3337835 30.0480305, 76.3337342 30.0480661, 76.3337013 30.0481203)"
257303933,4,SH11,Kaithal Road,primary,,False,True,162.966,"LINESTRING (76.3338974 30.0480137, 76.333929 30.0478513, 76.3339721 30.0475951, 76.3340565 30.0470937, 76.3341457 30.046564)"
183023705,4,,Guhla Road,tertiary,,False,False,95.491,"LINESTRING (76.3337013 30.0481203, 76.3327394 30.04791)"
183023696,2,SH11,Shaheed Udham Singh Chownk,primary,roundabout,True,False,26.939,"LINESTRING (76.3337013 30.0481203, 76.333695 30.0481693, 76.3337167 30.0482342, 76.3337499 30.0482709, 76.3338305 30.0483075)"
183023696,2,SH11,Shaheed Udham Singh Chownk,primary,roundabout,True,False,31.006,"LINESTRING (76.3340218 30.0482296, 76.3340343 30.0482021, 76.3340386 30.0481375, 76.3340189 30.0480883, 76.3339733 30.0480426, 76.333915 30.0480172, 76.3338974 30.0480137)"
257303966,4,SH6,Pewoha Road,primary,,False,True,94.844,"LINESTRING (76.3340218 30.0482296, 76.3346157 30.0484613, 76.3349202 30.04858)"
183023696,2,SH11,Shaheed Udham Singh Chownk,primary,roundabout,True,False,21.772,"LINESTRING (76.3338305 30.0483075, 76.3338842 30.0483104, 76.3339521 30.0482921, 76.334005 30.0482525, 76.3340218 30.0482296)"
183023699,4,SH11,Patiala Road,primary,,False,False,167.496,"LINESTRING (76.3338305 30.0483075, 76.3337975 30.0485421, 76.3335858 30.0497988)"
183023699,4,SH11,Patiala Road,primary,,False,False,81.617,"LINESTRING (76.3335858 30.0497988, 76.3334564 30.0505242)"
257304171,,,,residential,,False,True,112.275,"LINESTRING (76.3335858 30.0497988, 76.3324292 30.0496675)"
183023699,4,SH11,Patiala Road,primary,,False,True,167.496,"LINESTRING (76.3335858 30.0497988, 76.3337975 30.0485421, 76.3338305 30.0483075)"
257304276,,,,residential,,False,True,40.404,"LINESTRING (76.3314496 30.0436717, 76.3314175 30.044034)"
257304226,,,,residential,,False,False,8.497,"LINESTRING (76.3306078 30.0439454, 76.3305942 30.0440209)"
257304269,,,,residential,,False,True,78.558,"LINESTRING (76.3306078 30.0439454, 76.3314175 30.044034)"
257303933,4,SH11,Kaithal Road,primary,,False,False,23.678,"LINESTRING (76.334601 30.0439871, 76.3345631 30.0441975)"
257304245,,,,residential,,False,True,25.97,"LINESTRING (76.334601 30.0439871, 76.3348679 30.0440213)"
257304269,,,,residential,,False,False,78.558,"LINESTRING (76.3314175 30.044034, 76.3306078 30.0439454)"
257304269,,,,residential,,False,True,48.658,"LINESTRING (76.3314175 30.044034, 76.3319218 30.0440643)"
257304276,,,,residential,,False,False,40.404,"LINESTRING (76.3314175 30.044034, 76.3314496 30.0436717)"
257304180,,,,residential,,False,True,241.059,"LINESTRING (76.3348679 30.0440213, 76.3344827 30.0461634)"
257304245,,,,residential,,False,False,25.97,"LINESTRING (76.3348679 30.0440213, 76.334601 30.0439871)"
257304245,,,,residential,,False,True,54.383,"LINESTRING (76.3348679 30.0440213, 76.3354268 30.0440929)"
257304252,,,,residential,,False,False,48.593,"LINESTRING (76.3323919 30.0441111, 76.3323424 30.044546)"
257304269,,,,residential,,False,False,45.548,"LINESTRING (76.3323919 30.0441111, 76.3319218 30.0440643)"
257304269,,,,residential,,False,True,120.425,"LINESTRING (76.3323919 30.0441111, 76.3336426 30.0441385)"
257304223,,,,residential,,False,False,82.026,"LINESTRING (76.3354268 30.0440929, 76.3352995 30.0448223)"
257304245,,,,residential,,False,False,54.383,"LINESTRING (76.3354268 30.0440929, 76.3348679 30.0440213)"
257304245,,,,residential,,False,True,111.432,"LINESTRING (76.3354268 30.0440929, 76.336572 30.0442396)"
257304189,,,,residential,,False,True,56.978,"LINESTRING (76.3336426 30.0441385, 76.3335485 30.0446444)"
257304269,,,,residential,,False,False,120.425,"LINESTRING (76.3336426 30.0441385, 76.3323919 30.0441111)"
257304269,,,,residential,,False,True,63.384,"LINESTRING (76.3336426 30.0441385, 76.3342993 30.0441806)"
257304184,,,,residential,,False,True,167.027,"LINESTRING (76.3342993 30.0441806, 76.3340351 30.0456652)"
257304269,,,,residential,,False,False,63.384,"LINESTRING (76.3342993 30.0441806, 76.3336426 30.0441385)"
257304269,,,,residential,,False,True,25.461,"LINESTRING (76.3342993 30.0441806, 76.3345631 30.0441975)"
257303933,4,SH11,Kaithal Road,primary,,False,False,167.394,"LINESTRING (76.3345631 30.0441975, 76.3342949 30.0456849)"
257303933,4,SH11,Kaithal Road,primary,,False,True,23.678,"LINESTRING (76.3345631 30.0441975, 76.334601 30.0439871)"
257304269,,,,residential,,False,False,25.461,"LINESTRING (76.3345631 30.0441975, 76.3342993 30.0441806)"
257304245,,,,residential,,False,False,111.432,"LINESTRING (76.336572 30.0442396, 76.3354268 30.0440929)"
257304245,,,,residential,,False,True,46.843,"LINESTRING (76.336572 30.0442396, 76.3370542 30.0442965)"
257304248,,,,residential,,False,True,82.171,"LINESTRING (76.336572 30.0442396, 76.3364294 30.0449682)"
257304245,,,,residential,,False,False,46.843,"LINESTRING (76.3370542 30.0442965, 76.336572 30.0442396)"
257304296,2,,Park Road,road,,False,False,155.45,"LINESTRING (76.3370542 30.0442965, 76.3368807 30.0453103, 76.3368175 30.0456794)"
257304195,,,,residential,,False,True,46.867,"LINESTRING (76.3323424 30.044546, 76.332827 30.044587)"
257304252,,,,residential,,False,False,63.672,"LINESTRING (76.3323424 30.044546, 76.3322127 30.0451075)"
257304252,,,,residential,,False,True,48.593,"LINESTRING (76.3323424 30.044546, 76.3323919 30.0441111)"
257304195,,,,residential,,False,False,46.867,"LINESTRING (76.332827 30.044587, 76.3323424 30.044546)"
257304195,,,,residential,,False,True,69.74,"LINESTRING (76.332827 30.044587, 76.3335485 30.0446444)"
257304200,,,,residential,,False,True,111.239,"LINESTRING (76.332827 30.044587, 76.3326741 30.0455786)"
257304189,,,,residential,,False,False,56.978,"LINESTRING (76.3335485 30.0446444, 76.3336426 30.0441385)"
257304189,,,,residential,,False,True,109.259,"LINESTRING (76.3335485 30.0446444, 76.3333681 30.0456145)"
257304195,,,,residential,,False,False,69.74,"LINESTRING (76.3335485 30.0446444, 76.332827 30.044587)"
257304133,,,,residential,,False,True,109.961,"LINESTRING (76.3352995 30.0448223, 76.3364294 30.0449682)"
257304223,,,,residential,,False,False,72.345,"LINESTRING (76.3352995 30.0448223, 76.3351871 30.0454656)"
257304223,,,,residential,,False,True,82.026,"LINESTRING (76.3352995 30.0448223, 76.3354268 30.0440929)"
257304133,,,,residential,,False,False,109.961,"LINESTRING (76.3364294 30.0449682, 76.3352995 30.0448223)"
257304248,,,,residential,,False,False,82.171,"LINESTRING (76.3364294 30.0449682, 76.336572 30.0442396)"
257304248,,,,residential,,False,True,72.607,"LINESTRING (76.3364294 30.0449682, 76.3363034 30.045612)"
257304199,,,,residential,,False,True,108.674,"LINESTRING (76.3351871 30.0454656, 76.3363034 30.045612)"
257304223,,,,residential,,False,False,86.84,"LINESTRING (76.3351871 30.0454656, 76.3350523 30.0462378)"
257304223,,,,residential,,False,True,72.345,"LINESTRING (76.3351871 30.0454656, 76.3352995 30.0448223)"
257304200,,,,residential,,False,False,111.239,"LINESTRING (76.3326741 30.0455786, 76.332827 30.044587)"
257304200,,,,residential,,False,True,52.597,"LINESTRING (76.3326741 30.0455786, 76.3325662 30.0460423)"
257304221,,,,residential,,False,False,66.919,"LINESTRING (76.3326741 30.0455786, 76.3333681 30.0456145)"
257304199,,,,residential,,False,False,108.674,"LINESTRING (76.3363034 30.045612, 76.3351871 30.0454656)"
257304199,,,,residential,,False,True,50.048,"LINESTRING (76.3363034 30.045612, 76.3368175 30.0456794)"
257304248,,,,residential,,False,False,72.607,"LINESTRING (76.3363034 30.045612, 76.3364294 30.0449682)"
257304248,,,,residential,,False,True,86.795,"LINESTRING (76.3363034 30.045612, 76.3361528 30.0463816)"
257304189,,,,residential,,False,False,109.259,"LINESTRING (76.3333681 30.0456145, 76.3335485 30.0446444)"
257304221,,,,residential,,False,False,64.448,"LINESTRING (76.3333681 30.0456145, 76.3340351 30.0456652)"
257304221,,,,residential,,False,True,66.919,"LINESTRING (76.3333681 30.0456145, 76.3326741 30.0455786)"
257304184,,,,residential,,False,False,167.027,"LINESTRING (76.3340351 30.0456652, 76.3342993 30.0441806)"
257304184,,,,residential,,False,True,54.083,"LINESTRING (76.3340351 30.0456652, 76.3339495 30.0461459)"
257304221,,,,residential,,False,False,25.102,"LINESTRING (76.3340351 30.0456652, 76.3342949 30.0456849)"
257304221,,,,residential,,False,True,64.448,"LINESTRING (76.3340351 30.0456652, 76.3333681 30.0456145)"
257304199,,,,residential,,False,False,50.048,"LINESTRING (76.3368175 30.0456794, 76.3363034 30.045612)"
257304296,2,,Park Road,road,,False,False,134.372,"LINESTRING (76.3368175 30.0456794, 76.3367758 30.0459233, 76.3367338 30.046156, 76.3366213 30.0468758)"
257304296,2,,Park Road,road,,False,True,155.45,"LINESTRING (76.3368175 30.0456794, 76.3368807 30.0453103, 76.3370542 30.0442965)"
257303933,4,SH11,Kaithal Road,primary,,False,True,167.394,"LINESTRING (76.3342949 30.0456849, 76.3345631 30.0441975)"
257304221,,,,residential,,False,True,25.102,"LINESTRING (76.3342949 30.0456849, 76.3340351 30.0456652)"
