osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge
44169969,2,MDR26,Kalkhar Rewalsar Road,secondary,30,False,True,38.839,"LINESTRING (76.8345182 31.6333729, 76.8343623 31.633247, 76.8342711 31.6330999)",
555922522,,,Kora Road,unclassified,,False,False,30.832,"LINESTRING (76.8345182 31.6333729, 76.834318 31.6335599, 76.8342988 31.6335778)",
102835248,,,,residential,,False,True,160.915,"LINESTRING (76.8311173 31.6314086, 76.8311369 31.6316021, 76.8311839 31.6317847, 76.8311943 31.6318582, 76.8312735 31.6319004, 76.8314838 31.6318662, 76.8317364 31.6319328, 76.8319304 31.6320048, 76.8319692 31.6320192, 76.8321302 31.632155, 76.8322099 31.6322226)",
"[44169968, 44169969, 227837055]","['1', '2']",MDR26,Kalkhar Rewalsar Road,secondary,30,False,False,387.896,"LINESTRING (76.8311173 31.6314086, 76.831512 31.6314382, 76.831704 31.6315569, 76.8319516 31.6316958, 76.8320597 31.6317193, 76.8321984 31.6317495, 76.832324 31.6317725, 76.8324347 31.6317772, 76.8326869 31.6317932, 76.8329895 31.6318591, 76.8333395 31.6319192, 76.8336889 31.6320729, 76.8338772 31.6322466, 76.8339337 31.6323651, 76.8340232 31.6325287, 76.8340813 31.6326745, 76.8341176 31.632809, 76.834183 31.6329464, 76.8342711 31.6330999)",yes
"[102844210, 102842140]",,,Kora Road,unclassified,,False,"[False, True]",769.8519999999997,"LINESTRING (76.8342988 31.6335778, 76.8343497 31.6337719, 76.8343227 31.633915, 76.8343551 31.634264, 76.8346018 31.6346201, 76.8347682 31.6348656, 76.83472 31.6350772, 76.8346766 31.6352234, 76.8346027 31.6354722, 76.8345337 31.6355397, 76.8343712 31.6356466, 76.8339085 31.6356831, 76.8335705 31.6356923, 76.833195 31.6355233, 76.8328624 31.6353086, 76.8324815 31.6351031, 76.832326 31.6349843, 76.8322509 31.6346646, 76.832283 31.6342949, 76.8322509 31.6341624, 76.8322272 31.6341464, 76.8319636 31.6339427, 76.8319255 31.6337575, 76.8320642 31.6333444, 76.8320852 31.6333239, 76.8322101 31.6332024, 76.8323984 31.6330389, 76.8325567 31.6327979, 76.8326271 31.6325959)",
555922522,,,Kora Road,unclassified,,False,False,84.275,"LINESTRING (76.8342988 31.6335778, 76.8339146 31.6334077, 76.8337269 31.6332661, 76.8336049 31.6331244)",
555922522,,,Kora Road,unclassified,,False,True,30.832,"LINESTRING (76.8342988 31.6335778, 76.834318 31.6335599, 76.8345182 31.6333729)",
102835248,,,,residential,,False,False,19.176,"LINESTRING (76.8324006 31.6322807, 76.8322099 31.6322226)",
102844477,,,,residential,,False,False,44.073,"LINESTRING (76.8324006 31.6322807, 76.8324274 31.631885)",
102835248,,,,residential,,False,True,41.797,"LINESTRING (76.8324006 31.6322807, 76.8325373 31.6324052, 76.8326271 31.6325959)",
