osmid,oneway,ref,highway,maxspeed,reversed,length,lanes,geometry,name
22828849,False,SH39,primary,60,False,110.902,,"LINESTRING (82.2070623 19.6654745, 82.2061565 19.6659914)",
234205202,False,SH39,primary,,True,80.0,2,"LINESTRING (82.2070623 19.6654745, 82.2077094 19.665092)",
234205216,False,SH39,primary,,False,43.848,2,"LINESTRING (82.2070623 19.6654745, 82.2066623 19.6653578)",
22828849,False,SH39,primary,60,True,110.902,,"LINESTRING (82.2061565 19.6659914, 82.2070623 19.6654745)",
22828849,False,SH39,primary,60,False,170.139,,"LINESTRING (82.2061565 19.6659914, 82.2054297 19.6664277, 82.2048602 19.6669058)",
1153145550,False,SH,primary,60,False,238.62100000000004,2,"LINESTRING (82.2061565 19.6659914, 82.2062743 19.6660896, 82.2064248 19.6662044, 82.2065711 19.6662963, 82.2070444 19.6665432, 82.2075257 19.6668131, 82.2079858 19.6670664, 82.208087 19.6671232)",Umerkote - Malgam Rd
234205202,False,SH39,primary,,False,80.0,2,"LINESTRING (82.2077094 19.665092, 82.2070623 19.6654745)",
234205202,False,SH39,primary,,True,193.793,2,"LINESTRING (82.2077094 19.665092, 82.2093195 19.6642326)",
464232577,False,,residential,,False,100.45500000000001,,"LINESTRING (82.2077094 19.665092, 82.2079503 19.6654802, 82.2081495 19.6657518, 82.208203 19.6658022, 82.2082564 19.6658171)",
1153145550,False,SH,primary,60,False,17.389,2,"LINESTRING (82.2093692 19.6677328, 82.20952 19.6677983)",Umerkote - Malgam Rd
464232577,False,,residential,,True,132.83800000000002,,"LINESTRING (82.2093692 19.6677328, 82.2093298 19.6675043, 82.2092406 19.6671096, 82.2091306 19.6666365, 82.2091098 19.6665638)",
1153145550,False,SH,primary,60,True,42.219,2,"LINESTRING (82.2093692 19.6677328, 82.2092776 19.667693, 82.2090122 19.667573, 82.2090051 19.6675697)",Umerkote - Malgam Rd
22828849,False,SH39,primary,60,True,89.685,,"LINESTRING (82.2042362 19.6674583, 82.2048602 19.6669058)",
22828849,False,SH39,primary,60,False,187.334,,"LINESTRING (82.2042362 19.6674583, 82.2030588 19.6685007, 82.2029524 19.6686292)",
474197531,False,,secondary,,True,172.013,,"LINESTRING (82.2042362 19.6674583, 82.2040762 19.6672065, 82.2039958 19.667116, 82.2038975 19.6670361, 82.2037746 19.6669835, 82.2036472 19.6669477, 82.2035333 19.6669435, 82.2033858 19.6669772, 82.2032183 19.667034, 82.2030395 19.6670971, 82.2028912 19.6671816)",
474197536,False,,residential,,False,187.622,,"LINESTRING (82.2042362 19.6674583, 82.2043149 19.6675822, 82.2045182 19.6680556, 82.2046992 19.6684301, 82.2048422 19.6687078, 82.2050209 19.6689708)",
474197531,False,,secondary,,False,11.167,,"LINESTRING (82.2027968 19.6672282, 82.2028697 19.6671939, 82.2028912 19.6671816)",
474197531,False,,secondary,,True,90.081,,"LINESTRING (82.2027968 19.6672282, 82.2026999 19.6672738, 82.2022084 19.6676146, 82.2021086 19.6677092)",
474197532,False,,residential,,False,133.219,,"LINESTRING (82.2027968 19.6672282, 82.2028051 19.6674095, 82.2028358 19.6680071, 82.2028833 19.668423)",
474197532,False,,residential,,False,24.043,,"LINESTRING (82.2028833 19.668423, 82.2029524 19.6686292)",
474197532,False,,residential,,True,133.219,,"LINESTRING (82.2028833 19.668423, 82.2028358 19.6680071, 82.2028051 19.6674095, 82.2027968 19.6672282)",
474197533,False,,residential,,False,56.375,,"LINESTRING (82.2028833 19.668423, 82.2026653 19.668373, 82.2023941 19.6683388, 82.2023542 19.6683328)",
22828849,False,SH39,primary,60,False,9.209,,"LINESTRING (82.2029524 19.6686292, 82.2028983 19.6686945)",
474197532,False,,residential,,True,24.043,,"LINESTRING (82.2029524 19.6686292, 82.2028833 19.668423)",
22828849,False,SH39,primary,60,True,187.334,,"LINESTRING (82.2029524 19.6686292, 82.2030588 19.6685007, 82.2042362 19.6674583)",
474197531,False,,secondary,,False,45.131,,"LINESTRING (82.201805 19.6679973, 82.2018487 19.6679554, 82.2021086 19.6677092)",
474197533,False,,residential,,True,74.146,,"LINESTRING (82.201805 19.6679973, 82.201849 19.668065, 82.2019776 19.668244, 82.2020363 19.6682835, 82.2021677 19.6683046, 82.2023542 19.6683328)",
474197533,False,,residential,,False,74.14599999999999,,"LINESTRING (82.2023542 19.6683328, 82.2021677 19.6683046, 82.2020363 19.6682835, 82.2019776 19.668244, 82.201849 19.668065, 82.201805 19.6679973)",
474197533,False,,residential,,True,56.375,,"LINESTRING (82.2023542 19.6683328, 82.2023941 19.6683388, 82.2026653 19.668373, 82.2028833 19.668423)",
474197534,False,,residential,,False,74.02600000000001,,"LINESTRING (82.2023542 19.6683328, 82.2023214 19.6682282, 82.2022404 19.6680045, 82.2021086 19.6677092)",
474197531,False,,secondary,,False,90.081,,"LINESTRING (82.2021086 19.6677092, 82.2022084 19.6676146, 82.2026999 19.6672738, 82.2027968 19.6672282)",
474197531,False,,secondary,,True,45.131,,"LINESTRING (82.2021086 19.6677092, 82.2018487 19.6679554, 82.201805 19.6679973)",
474197534,False,,residential,,True,74.026,,"LINESTRING (82.2021086 19.6677092, 82.2022404 19.6680045, 82.2023214 19.6682282, 82.2023542 19.6683328)",
474197536,False,,residential,,True,187.622,,"LINESTRING (82.2050209 19.6689708, 82.2048422 19.6687078, 82.2046992 19.6684301, 82.2045182 19.6680556, 82.2043149 19.6675822, 82.2042362 19.6674583)",
474197537,False,,residential,,False,128.058,,"LINESTRING (82.2050209 19.6689708, 82.205079 19.6691285, 82.2051281 19.6692758, 82.2051371 19.6694315, 82.2050991 19.6695051, 82.2049181 19.6696103, 82.2046232 19.6697071, 82.2045203 19.6696911)",
474197539,False,,residential,,False,36.698,,"LINESTRING (82.2050209 19.6689708, 82.2051394 19.6689842, 82.2052913 19.6690137, 82.2053673 19.6690116)",
474197537,False,,residential,,True,128.058,,"LINESTRING (82.2045203 19.6696911, 82.2046232 19.6697071, 82.2049181 19.6696103, 82.2050991 19.6695051, 82.2051371 19.6694315, 82.2051281 19.6692758, 82.205079 19.6691285, 82.2050209 19.6689708)",
22828849,False,SH39,primary,60,True,9.209,,"LINESTRING (82.2028983 19.6686945, 82.2029524 19.6686292)",
474197539,False,,residential,,False,142.573,,"LINESTRING (82.2053673 19.6690116, 82.205651 19.6688601, 82.2056666 19.6688096, 82.2056398 19.6687213, 82.2053047 19.6680333, 82.2053002 19.6679597)",
474197539,False,,residential,,True,36.698,,"LINESTRING (82.2053673 19.6690116, 82.2052913 19.6690137, 82.2051394 19.6689842, 82.2050209 19.6689708)",
474197542,False,,residential,,False,77.067,,"LINESTRING (82.2053673 19.6690116, 82.2054231 19.6690368, 82.2055013 19.6690852, 82.205613 19.6692115, 82.2057515 19.6693587, 82.2059057 19.6694744)",
474197539,False,,residential,,True,142.573,,"LINESTRING (82.2053002 19.6679597, 82.2053047 19.6680333, 82.2056398 19.6687213, 82.2056666 19.6688096, 82.205651 19.6688601, 82.2053673 19.6690116)",
474197540,False,,residential,,False,139.875,,"LINESTRING (82.2053002 19.6679597, 82.2052243 19.6679323, 82.2051729 19.6678924, 82.205126 19.6677745, 82.2049964 19.6673727, 82.2050522 19.6672991, 82.2051036 19.6672086, 82.2048602 19.6669058)",
"[474197545, 474197541]",False,,residential,,"[False, True]",419.966,,"LINESTRING (82.2053002 19.6679597, 82.2055505 19.6678881, 82.2057404 19.6678292, 82.2058878 19.6677745, 82.205975 19.6677535, 82.2060241 19.6677577, 82.2060599 19.667804, 82.2061202 19.667905, 82.2063883 19.6684625, 82.206424 19.6685025, 82.2064978 19.6685004, 82.2066944 19.6684162, 82.2067994 19.6683741, 82.206891 19.6683236, 82.2070541 19.6682521, 82.2072373 19.6681974, 82.2074696 19.6681027, 82.207597 19.6680333, 82.2077735 19.6679092, 82.2080125 19.6677009, 82.208175 19.6677913, 82.2083624 19.6679157, 82.2084714 19.6679527)",
22828849,False,SH39,primary,60,False,89.685,,"LINESTRING (82.2048602 19.6669058, 82.2042362 19.6674583)",
22828849,False,SH39,primary,60,True,170.139,,"LINESTRING (82.2048602 19.6669058, 82.2054297 19.6664277, 82.2061565 19.6659914)",
474197540,False,,residential,,True,139.875,,"LINESTRING (82.2048602 19.6669058, 82.2051036 19.6672086, 82.2050522 19.6672991, 82.2049964 19.6673727, 82.205126 19.6677745, 82.2051729 19.6678924, 82.2052243 19.6679323, 82.2053002 19.6679597)",
474197542,False,,residential,,True,77.06700000000001,,"LINESTRING (82.2059057 19.6694744, 82.2057515 19.6693587, 82.205613 19.6692115, 82.2055013 19.6690852, 82.2054231 19.6690368, 82.2053673 19.6690116)",
474197543,False,,residential,,False,84.895,,"LINESTRING (82.2059057 19.6694744, 82.2059904 19.6694383, 82.2063054 19.6692827, 82.2066361 19.6691438)",
474197543,False,,residential,,False,115.396,,"LINESTRING (82.2066361 19.6691438, 82.2069042 19.6690575, 82.2071902 19.6689439, 82.207284 19.668885, 82.2075298 19.668723, 82.2076057 19.6686683)",
474197543,False,,residential,,True,84.895,,"LINESTRING (82.2066361 19.6691438, 82.2063054 19.6692827, 82.2059904 19.6694383, 82.2059057 19.6694744)",
474197544,False,,residential,,False,49.003,,"LINESTRING (82.2066361 19.6691438, 82.2065154 19.6688493, 82.2064238 19.6687588)",
474197543,False,,residential,,True,115.396,,"LINESTRING (82.2076057 19.6686683, 82.2075298 19.668723, 82.207284 19.668885, 82.2071902 19.6689439, 82.2069042 19.6690575, 82.2066361 19.6691438)",
474197544,False,,residential,,True,49.003,,"LINESTRING (82.2064238 19.6687588, 82.2065154 19.6688493, 82.2066361 19.6691438)",
474197545,False,,residential,,False,72.554,,"LINESTRING (82.2090051 19.6675697, 82.2088481 19.6677795, 82.2087481 19.66784, 82.2085249 19.6679325, 82.2084714 19.6679527)",
1153145550,False,SH,primary,60,False,42.219,2,"LINESTRING (82.2090051 19.6675697, 82.2090122 19.667573, 82.2092776 19.667693, 82.2093692 19.6677328)",Umerkote - Malgam Rd
1153145550,False,SH,primary,60,True,108.266,2,"LINESTRING (82.2090051 19.6675697, 82.2083185 19.667253, 82.208087 19.6671232)",Umerkote - Malgam Rd
"[474197545, 474197541]",False,,residential,,"[False, True]",419.966,,"LINESTRING (82.2084714 19.6679527, 82.2083624 19.6679157, 82.208175 19.6677913, 82.2080125 19.6677009, 82.2077735 19.6679092, 82.207597 19.6680333, 82.2074696 19.6681027, 82.2072373 19.6681974, 82.2070541 19.6682521, 82.206891 19.6683236, 82.2067994 19.6683741, 82.2066944 19.6684162, 82.2064978 19.6685004, 82.206424 19.6685025, 82.2063883 19.6684625, 82.2061202 19.667905, 82.2060599 19.667804, 82.2060241 19.6677577, 82.205975 19.6677535, 82.2058878 19.6677745, 82.2057404 19.6678292, 82.2055505 19.6678881, 82.2053002 19.6679597)",
474197545,False,,residential,,True,72.554,,"LINESTRING (82.2084714 19.6679527, 82.2085249 19.6679325, 82.2087481 19.66784, 82.2088481 19.6677795, 82.2090051 19.6675697)",
474197546,False,,residential,,False,77.102,,"LINESTRING (82.2084714 19.6679527, 82.2084999 19.6680973, 82.2083428 19.6681477, 82.208141 19.6682486, 82.2079893 19.6683495)",
474197546,False,,residential,,True,77.102,,"LINESTRING (82.2079893 19.6683495, 82.208141 19.6682486, 82.2083428 19.6681477, 82.2084999 19.6680973, 82.2084714 19.6679527)",
1153145550,False,SH,primary,60,True,17.389,2,"LINESTRING (82.20952 19.6677983, 82.2093692 19.6677328)",Umerkote - Malgam Rd
474197547,False,,residential,,False,85.58699999999999,,"LINESTRING (82.20952 19.6677983, 82.2095244 19.6679323, 82.2095387 19.6682011, 82.2095729 19.6683932, 82.2096171 19.6685598)",
474197547,False,,residential,,True,85.587,,"LINESTRING (82.2096171 19.6685598, 82.2095729 19.6683932, 82.2095387 19.6682011, 82.2095244 19.6679323, 82.20952 19.6677983)",
474197531,False,,secondary,,False,172.01299999999998,,"LINESTRING (82.2028912 19.6671816, 82.2030395 19.6670971, 82.2032183 19.667034, 82.2033858 19.6669772, 82.2035333 19.6669435, 82.2036472 19.6669477, 82.2037746 19.6669835, 82.2038975 19.6670361, 82.2039958 19.667116, 82.2040762 19.6672065, 82.2042362 19.6674583)",
474197531,False,,secondary,,True,11.167,,"LINESTRING (82.2028912 19.6671816, 82.2028697 19.6671939, 82.2027968 19.6672282)",
474197548,False,,residential,,True,70.593,,"LINESTRING (82.2028912 19.6671816, 82.202795 19.6669281, 82.2027704 19.6668545, 82.2026654 19.6667114, 82.2025971 19.6666166)",
474197550,False,,residential,,False,99.184,,"LINESTRING (82.2014478 19.6663222, 82.2015732 19.6663452, 82.2017999 19.6663536, 82.2020106 19.666362, 82.2021535 19.6663654, 82.202316 19.6663469, 82.2023909 19.6663419)",
474197551,False,,residential,,False,81.974,,"LINESTRING (82.2014478 19.6663222, 82.2015196 19.6664175, 82.2016678 19.6666042, 82.2017874 19.6668059, 82.2018634 19.6669448)",
474197548,False,,residential,,False,22.414,,"LINESTRING (82.2023909 19.6663419, 82.2024286 19.666379, 82.2025166 19.6665043)",
474197550,False,,residential,,True,99.18399999999998,,"LINESTRING (82.2023909 19.6663419, 82.202316 19.6663469, 82.2021535 19.6663654, 82.2020106 19.666362, 82.2017999 19.6663536, 82.2015732 19.6663452, 82.2014478 19.6663222)",
474197552,False,,residential,,False,145.95999999999998,,"LINESTRING (82.2023909 19.6663419, 82.2024393 19.6663419, 82.2024636 19.6663258, 82.2024636 19.6662801, 82.2024493 19.6660974, 82.2024479 19.6658676, 82.2024721 19.66558, 82.2024935 19.6653744, 82.2025435 19.6651621, 82.2025535 19.6650949)",
474197548,False,,residential,,False,70.593,,"LINESTRING (82.2025971 19.6666166, 82.2026654 19.6667114, 82.2027704 19.6668545, 82.202795 19.6669281, 82.2028912 19.6671816)",
474197548,False,,residential,,True,15.065999999999999,,"LINESTRING (82.2025971 19.6666166, 82.2025291 19.6665221, 82.2025166 19.6665043)",
474197551,False,,residential,,True,105.828,,"LINESTRING (82.2025971 19.6666166, 82.2025231 19.6666445, 82.2023785 19.6666983, 82.2022767 19.666779, 82.2021963 19.66689, 82.202116 19.6669842, 82.2020339 19.6670514, 82.2019374 19.66708, 82.2018634 19.6669448)",
474197552,False,,residential,,False,3.553,,"LINESTRING (82.2025535 19.6650949, 82.2025585 19.6650633)",
474197552,False,,residential,,True,145.95999999999998,,"LINESTRING (82.2025535 19.6650949, 82.2025435 19.6651621, 82.2024935 19.6653744, 82.2024721 19.66558, 82.2024479 19.6658676, 82.2024493 19.6660974, 82.2024636 19.6662801, 82.2024636 19.6663258, 82.2024393 19.6663419, 82.2023909 19.6663419)",
474197557,False,,residential,,False,106.768,,"LINESTRING (82.2025535 19.6650949, 82.2024489 19.6650433, 82.2023828 19.6650046, 82.202336 19.664981, 82.2022653 19.6649692, 82.2021684 19.6649692, 82.2021216 19.6649692, 82.2020486 19.6648253, 82.2018779 19.6644995)",
474197552,False,,residential,,True,65.69200000000001,,"LINESTRING (82.2029202 19.6646031, 82.2027846 19.6647173, 82.2027176 19.6647644, 82.2026262 19.6648799, 82.202572 19.6649794, 82.2025585 19.6650633)",
474197553,False,,residential,,False,58.804,,"LINESTRING (82.2029202 19.6646031, 82.202749 19.6643317, 82.20269 19.6641259)",
474197556,False,,residential,,False,72.098,,"LINESTRING (82.2029202 19.6646031, 82.2030636 19.664625, 82.2034417 19.6647298, 82.2035853 19.6647677)",
234205216,False,SH39,primary,,False,94.76599999999999,2,"LINESTRING (82.20269 19.6641259, 82.2026818 19.6641252, 82.2018779 19.6644995)",
234205216,False,SH39,primary,,True,110.843,2,"LINESTRING (82.20269 19.6641259, 82.2031201 19.6641643, 82.2037097 19.6643639)",
474197553,False,,residential,,True,58.804,,"LINESTRING (82.20269 19.6641259, 82.202749 19.6643317, 82.2029202 19.6646031)",
234205216,False,SH39,primary,,True,29.963,2,"LINESTRING (82.2037097 19.6643639, 82.203979 19.664455)",
474197554,False,,residential,,False,46.752,,"LINESTRING (82.2037097 19.6643639, 82.2035853 19.6647677)",
234205216,False,SH39,primary,,False,110.843,2,"LINESTRING (82.2037097 19.6643639, 82.2031201 19.6641643, 82.20269 19.6641259)",
474197548,False,,residential,,False,15.065999999999999,,"LINESTRING (82.2025166 19.6665043, 82.2025291 19.6665221, 82.2025971 19.6666166)",
474197548,False,,residential,,True,22.414,,"LINESTRING (82.2025166 19.6665043, 82.2024286 19.666379, 82.2023909 19.6663419)",
474197554,False,,residential,,True,114.11500000000001,,"LINESTRING (82.2025166 19.6665043, 82.2026676 19.6663702, 82.2027732 19.6662412, 82.202856 19.6660907, 82.2029259 19.6659979, 82.202983 19.6658206, 82.2030215 19.6656835, 82.2030473 19.6656313)",
474197552,False,,residential,,True,3.553,,"LINESTRING (82.2025585 19.6650633, 82.2025535 19.6650949)",
474197552,False,,residential,,False,65.69200000000001,,"LINESTRING (82.2025585 19.6650633, 82.202572 19.6649794, 82.2026262 19.6648799, 82.2027176 19.6647644, 82.2027846 19.6647173, 82.2029202 19.6646031)",
474197555,False,,residential,,False,81.60000000000001,,"LINESTRING (82.2025585 19.6650633, 82.2026326 19.6651289, 82.2027353 19.6652243, 82.2028295 19.6653345, 82.2029879 19.6655509, 82.2030473 19.6656313)",
474197554,False,,residential,,False,114.115,,"LINESTRING (82.2030473 19.6656313, 82.2030215 19.6656835, 82.202983 19.6658206, 82.2029259 19.6659979, 82.202856 19.6660907, 82.2027732 19.6662412, 82.2026676 19.6663702, 82.2025166 19.6665043)",
474197554,False,,residential,,True,113.289,,"LINESTRING (82.2030473 19.6656313, 82.2030686 19.6655881, 82.2031685 19.6654698, 82.2032984 19.6653099, 82.2034196 19.6651863, 82.2034853 19.6650922, 82.2035853 19.6647677)",
474197555,False,,residential,,True,81.60000000000001,,"LINESTRING (82.2030473 19.6656313, 82.2029879 19.6655509, 82.2028295 19.6653345, 82.2027353 19.6652243, 82.2026326 19.6651289, 82.2025585 19.6650633)",
474197554,False,,residential,,True,46.752,,"LINESTRING (82.2035853 19.6647677, 82.2037097 19.6643639)",
474197554,False,,residential,,False,113.289,,"LINESTRING (82.2035853 19.6647677, 82.2034853 19.6650922, 82.2034196 19.6651863, 82.2032984 19.6653099, 82.2031685 19.6654698, 82.2030686 19.6655881, 82.2030473 19.6656313)",
474197556,False,,residential,,True,72.098,,"LINESTRING (82.2035853 19.6647677, 82.2034417 19.6647298, 82.2030636 19.664625, 82.2029202 19.6646031)",
234205216,False,SH39,primary,,True,94.76599999999999,2,"LINESTRING (82.2018779 19.6644995, 82.2026818 19.6641252, 82.20269 19.6641259)",
