osmid,highway,oneway,reversed,length,geometry,lanes,tunnel,bridge
653871699,residential,False,False,16.636,"LINESTRING (70.7940222 21.9685082, 70.7941505 21.9684175)",,,
862471043,tertiary,False,False,58.602000000000004,"LINESTRING (70.7940222 21.9685082, 70.7942498 21.9685581, 70.7943146 21.9685778, 70.7945524 21.9686888)",,,
862471043,tertiary,False,True,53.261,"LINESTRING (70.7940222 21.9685082, 70.7937718 21.9685512, 70.7936923 21.9685828, 70.7935514 21.9686796)",,,
411755608,secondary,False,False,10.386,"LINESTRING (70.8002331 21.9690986, 70.8002054 21.9691884)",,,
900680930,residential,False,True,44.45,"LINESTRING (70.8002331 21.9690986, 70.7998217 21.9689793)",,,
411755617,tertiary,False,True,141.579,"LINESTRING (70.7992204 21.9708662, 70.7985628 21.9719839)",,,
862471043,tertiary,False,False,46.747,"LINESTRING (70.7992204 21.9708662, 70.7996255 21.9710549)",,,
862471043,tertiary,False,True,78.787,"LINESTRING (70.7992204 21.9708662, 70.7985396 21.9705446)",,,
411755617,tertiary,False,False,176.414,"LINESTRING (70.7992204 21.9708662, 70.7995905 21.9701822, 70.7999226 21.9694209)",,,
223770164,tertiary,True,False,191.018,"LINESTRING (70.7923158 21.9761284, 70.7920011 21.9756776, 70.7911134 21.974831)",2,,
411755609,tertiary,False,False,36.786,"LINESTRING (70.7963506 21.9679488, 70.7962354 21.9682619)",,,
684532956,residential,False,False,142.123,"LINESTRING (70.7963506 21.9679488, 70.7976648 21.9683338)",,,
684532956,residential,False,True,42.329,"LINESTRING (70.7963506 21.9679488, 70.7961736 21.9678891, 70.795962 21.9678264)",,,
411755609,tertiary,False,True,76.944,"LINESTRING (70.7957161 21.9692316, 70.7960604 21.9686177)",,,
862471043,tertiary,False,False,67.794,"LINESTRING (70.7957161 21.9692316, 70.7963006 21.9695107)",,,
862471043,tertiary,False,True,44.97,"LINESTRING (70.7957161 21.9692316, 70.7953265 21.9690499)",,,
411755609,tertiary,False,False,146.10399999999998,"LINESTRING (70.7957161 21.9692316, 70.7954693 21.9696793, 70.795432 21.969747, 70.7951009 21.9704149)",,,
411755613,unclassified,False,False,56.285,"LINESTRING (70.7999226 21.9694209, 70.7995227 21.9697654)",,,
411755617,tertiary,False,False,38.972,"LINESTRING (70.7999226 21.9694209, 70.8002054 21.9691884)",,,
411755617,tertiary,False,True,176.414,"LINESTRING (70.7999226 21.9694209, 70.7995905 21.9701822, 70.7992204 21.9708662)",,,
411755618,unclassified,False,True,115.08,"LINESTRING (70.7968839 21.9697557, 70.7973963 21.9688363)",,,
862471043,tertiary,False,False,81.44,"LINESTRING (70.7968839 21.9697557, 70.7975862 21.9700907)",,,
862471043,tertiary,False,True,66.032,"LINESTRING (70.7968839 21.9697557, 70.7963006 21.9695107)",,,
900680926,unclassified,False,False,147.497,"LINESTRING (70.7968839 21.9697557, 70.7962448 21.9709424)",,,
862471043,tertiary,False,False,10.036,"LINESTRING (70.7984534 21.9705027, 70.7985396 21.9705446)",,,
862471043,tertiary,False,True,25.116,"LINESTRING (70.7984534 21.9705027, 70.7982448 21.9703861)",,,
900680928,unclassified,False,False,173.837,"LINESTRING (70.7984534 21.9705027, 70.7970103 21.9713108)",,,
411755613,unclassified,False,True,137.42600000000002,"LINESTRING (70.7984534 21.9705027, 70.7994133 21.9698493, 70.7995227 21.9697654)",,,
411755607,unclassified,False,False,23.915,"LINESTRING (70.795771 21.9717593, 70.7958837 21.971819, 70.7959508 21.9718904)",,,
411755607,unclassified,False,True,36.53,"LINESTRING (70.795771 21.9717593, 70.7956798 21.9717443, 70.7956154 21.9717767, 70.7955269 21.9719309)",,,
900680926,unclassified,False,True,103.191,"LINESTRING (70.795771 21.9717593, 70.7958005 21.9716921, 70.7962448 21.9709424)",,,
900680928,unclassified,False,True,126.847,"LINESTRING (70.7959508 21.9718904, 70.7970103 21.9713108)",,,
411755607,unclassified,False,False,29.15,"LINESTRING (70.7959508 21.9718904, 70.7959748 21.971916, 70.7960097 21.9720329, 70.796007 21.9721398)",,,
411755607,unclassified,False,True,23.915,"LINESTRING (70.7959508 21.9718904, 70.7958837 21.971819, 70.795771 21.9717593)",,,
411755607,unclassified,False,False,36.53,"LINESTRING (70.7955269 21.9719309, 70.7956154 21.9717767, 70.7956798 21.9717443, 70.795771 21.9717593)",,,
411755609,tertiary,False,False,69.404,"LINESTRING (70.7955269 21.9719309, 70.7955859 21.9719856, 70.7958381 21.972411, 70.795862 21.9724682)",,,
411755609,tertiary,False,True,56.128,"LINESTRING (70.7955269 21.9719309, 70.7953097 21.9717294, 70.7951801 21.9715453)",,,
653871673,residential,False,False,89.222,"LINESTRING (70.796007 21.9721398, 70.796872 21.9721212)",,,
411755607,unclassified,False,False,39.478,"LINESTRING (70.796007 21.9721398, 70.7959561 21.9722692, 70.795862 21.9724682)",,,
411755607,unclassified,False,True,29.15,"LINESTRING (70.796007 21.9721398, 70.7960097 21.9720329, 70.7959748 21.971916, 70.7959508 21.9718904)",,,
411755607,unclassified,False,True,39.478,"LINESTRING (70.795862 21.9724682, 70.7959561 21.9722692, 70.796007 21.9721398)",,,
411755609,tertiary,False,False,84.56,"LINESTRING (70.795862 21.9724682, 70.7959212 21.9726099, 70.7962724 21.9731239)",,,
411755609,tertiary,False,True,69.404,"LINESTRING (70.795862 21.9724682, 70.7958381 21.972411, 70.7955859 21.9719856, 70.7955269 21.9719309)",,,
411755609,tertiary,False,False,137.184,"LINESTRING (70.7971609 21.9744561, 70.7978997 21.9754821)",,,
411755609,tertiary,False,True,49.8,"LINESTRING (70.7971609 21.9744561, 70.7969053 21.9740761)",,,
411755617,tertiary,False,False,49.397,"LINESTRING (70.7971609 21.9744561, 70.7972546 21.9742828, 70.7973887 21.9740655)",,,
"[411755617, 411755610, 684532417]",tertiary,False,True,61.098,"LINESTRING (70.7971609 21.9744561, 70.7970408 21.9746495, 70.7968815 21.9748582, 70.7968459 21.9749206)",,yes,
411755609,tertiary,False,True,37.17,"LINESTRING (70.7981018 21.9757589, 70.7978997 21.9754821)",,,
653871667,residential,False,True,33.979,"LINESTRING (70.7981018 21.9757589, 70.7984296 21.9757901)",,,
