osmid,oneway,highway,reversed,length,geometry,ref,name,tunnel,lanes
311793187,True,trunk_link,False,94.974,"LINESTRING (74.3124368 16.5755325, 74.3123233 16.5757651, 74.3122273 16.5762319, 74.3122142 16.5763528)",,,,
407439516,False,secondary,False,27.261,"LINESTRING (74.3172121 16.5790239, 74.3174665 16.5790495)",SH129,,,
694963641,False,residential,True,23.526,"LINESTRING (74.3172121 16.5790239, 74.3172451 16.5788147)",,,,
407195828,False,residential,True,67.77,"LINESTRING (74.3172121 16.5790239, 74.3167945 16.5789125, 74.3166064 16.5788408)",,,,
407439516,False,secondary,True,27.261,"LINESTRING (74.3174665 16.5790495, 74.3172121 16.5790239)",SH129,,,
407192242,False,residential,False,100.09700000000001,"LINESTRING (74.3174665 16.5790495, 74.3178508 16.5793108, 74.3182296 16.5795743)",,,,
407439516,False,secondary,False,82.237,"LINESTRING (74.3174665 16.5790495, 74.3177208 16.5790466, 74.3180433 16.5790126, 74.3182342 16.5789861)",SH129,,,
837788424,True,trunk,False,122.37800000000001,"LINESTRING (74.3125599 16.5756833, 74.3125701 16.5755439, 74.3127052 16.5747641, 74.3127608 16.5746023)",NH48,Kolhapur Road,,
311793940,True,trunk_link,False,87.775,"LINESTRING (74.3125935 16.5764681, 74.3125975 16.5758233, 74.3125599 16.5756833)",,,,
407201845,False,residential,False,112.25299999999999,"LINESTRING (74.3125935 16.5764681, 74.312659 16.5764943, 74.3136376 16.5765761)",,,,
311793189,True,trunk_link,False,6.273,"LINESTRING (74.3125117 16.5781365, 74.3125132 16.5780801)",,,,
407194355,False,residential,True,148.149,"LINESTRING (74.3125117 16.5781365, 74.3126656 16.5782625, 74.3128243 16.5784639, 74.3128243 16.5786877, 74.3134354 16.5789966)",,,,
311793933,False,trunk_link,True,28.9,"LINESTRING (74.3121762 16.5780675, 74.3124472 16.5780769)",,,yes,
311793935,True,trunk_link,False,10.051,"LINESTRING (74.3121762 16.5780675, 74.3120819 16.5780663)",,,,
311793933,False,trunk_link,False,28.9,"LINESTRING (74.3124472 16.5780769, 74.3121762 16.5780675)",,,yes,
311793937,True,trunk_link,False,7.043,"LINESTRING (74.3125132 16.5780801, 74.3124472 16.5780769)",,,,
311793940,True,trunk_link,False,44.481,"LINESTRING (74.3125132 16.5780801, 74.3125236 16.5776802)",,,,
407439516,False,secondary,False,2.736,"LINESTRING (74.3188633 16.5790251, 74.3188889 16.579027)",SH129,,,
407439516,False,secondary,True,67.19,"LINESTRING (74.3188633 16.5790251, 74.3185432 16.5790013, 74.3182342 16.5789861)",SH129,,,
407192241,False,residential,True,65.407,"LINESTRING (74.3182342 16.5789861, 74.3182296 16.5795743)",,,,
407201858,False,residential,True,144.076,"LINESTRING (74.3182342 16.5789861, 74.3182376 16.5776904)",,,,
407439516,False,secondary,False,67.19,"LINESTRING (74.3182342 16.5789861, 74.3185432 16.5790013, 74.3188633 16.5790251)",SH129,,,
407439516,False,secondary,True,82.237,"LINESTRING (74.3182342 16.5789861, 74.3180433 16.5790126, 74.3177208 16.5790466, 74.3174665 16.5790495)",SH129,,,
407192241,False,residential,False,65.407,"LINESTRING (74.3182296 16.5795743, 74.3182342 16.5789861)",,,,
407192242,False,residential,True,100.09700000000001,"LINESTRING (74.3182296 16.5795743, 74.3178508 16.5793108, 74.3174665 16.5790495)",,,,
407194355,False,residential,True,21.142,"LINESTRING (74.3134354 16.5789966, 74.3133049 16.5791398)",,,,
407439517,False,residential,True,16.039,"LINESTRING (74.3134354 16.5789966, 74.3135206 16.5788777)",,,,
407194355,False,residential,False,148.149,"LINESTRING (74.3134354 16.5789966, 74.3128243 16.5786877, 74.3128243 16.5784639, 74.3126656 16.5782625, 74.3125117 16.5781365)",,,,
407194357,False,residential,False,46.832,"LINESTRING (74.3125236 16.5776802, 74.3129458 16.577797)",,,,
311793940,True,trunk_link,False,92.732,"LINESTRING (74.3125236 16.5776802, 74.3125277 16.5775243, 74.3125699 16.5768475)",,,,
407194357,False,residential,False,115.059,"LINESTRING (74.3129458 16.577797, 74.314025 16.5778262)",,,,
407194357,False,residential,True,46.832,"LINESTRING (74.3129458 16.577797, 74.3125236 16.5776802)",,,,
407439513,False,residential,True,89.262,"LINESTRING (74.3129458 16.577797, 74.3131706 16.5770237)",,,,
407194357,False,residential,True,13.305,"LINESTRING (74.314039 16.5779451, 74.314025 16.5778262)",,,,
407195827,False,residential,False,99.427,"LINESTRING (74.314039 16.5779451, 74.3149685 16.5780219)",,,,
407439519,False,residential,False,117.499,"LINESTRING (74.314039 16.5779451, 74.3135206 16.5788777)",,Bazar Line Road,,
407194355,False,residential,False,21.142,"LINESTRING (74.3133049 16.5791398, 74.3134354 16.5789966)",,,,
407194355,False,residential,True,52.313,"LINESTRING (74.3133049 16.5791398, 74.3129627 16.5794771)",,,,
407194358,False,residential,False,78.64,"LINESTRING (74.3133049 16.5791398, 74.313735 16.5793367, 74.3139747 16.5794363)",,,,
407194358,False,residential,True,78.64,"LINESTRING (74.3139747 16.5794363, 74.313735 16.5793367, 74.3133049 16.5791398)",,,,
407439517,False,residential,False,16.039,"LINESTRING (74.3135206 16.5788777, 74.3134354 16.5789966)",,,,
407439519,False,residential,True,117.499,"LINESTRING (74.3135206 16.5788777, 74.314039 16.5779451)",,Bazar Line Road,,
407194773,False,residential,False,172.45600000000002,"LINESTRING (74.3135206 16.5788777, 74.3139451 16.5791353, 74.3144355 16.5792606, 74.3150239 16.5794083)",,,,
407195826,False,residential,True,175.255,"LINESTRING (74.3135206 16.5788777, 74.3141699 16.5788409, 74.3142447 16.5785545, 74.3143474 16.5785724, 74.3148704 16.5785903, 74.3149278 16.5785999)",,,,
407195825,False,residential,False,12.763,"LINESTRING (74.3150239 16.5794083, 74.315139 16.57944)",,,,
407194773,False,residential,True,172.456,"LINESTRING (74.3150239 16.5794083, 74.3144355 16.5792606, 74.3139451 16.5791353, 74.3135206 16.5788777)",,,,
407196809,False,residential,True,60.356,"LINESTRING (74.3161434 16.5721621, 74.315924 16.5716617)",,,,
407439514,False,unclassified,False,101.942,"LINESTRING (74.3161434 16.5721621, 74.3162047 16.5712472)",,,,
407439514,False,unclassified,True,122.274,"LINESTRING (74.3161434 16.5721621, 74.3161407 16.5722031, 74.3162383 16.572609, 74.316296 16.5729048, 74.3163754 16.5732373)",,,,
407196810,False,residential,False,303.144,"LINESTRING (74.3141613 16.571089, 74.3143054 16.5712945, 74.3143773 16.571398, 74.3144248 16.5715488, 74.3145209 16.5723267, 74.3146089 16.5725209, 74.3147677 16.5726194, 74.3150666 16.5727268, 74.3154448 16.5728163, 74.315697 16.5728701, 74.3157904 16.5728969)",,,,
694963644,False,residential,False,99.955,"LINESTRING (74.3141613 16.571089, 74.3143344 16.5711152, 74.3144229 16.5710741, 74.3146321 16.5709609, 74.3149862 16.5707373)",,,,
407196810,False,residential,False,63.368,"LINESTRING (74.3157904 16.5728969, 74.3156686 16.5723391)",,,,
407196810,False,residential,True,303.144,"LINESTRING (74.3157904 16.5728969, 74.315697 16.5728701, 74.3154448 16.5728163, 74.3150666 16.5727268, 74.3147677 16.5726194, 74.3146089 16.5725209, 74.3145209 16.5723267, 74.3144248 16.5715488, 74.3143773 16.571398, 74.3143054 16.5712945, 74.3141613 16.571089)",,,,
407196811,False,residential,False,72.08800000000001,"LINESTRING (74.3157904 16.5728969, 74.3159539 16.573349, 74.3160099 16.5735101)",,,,
407196810,False,residential,True,63.368,"LINESTRING (74.3156686 16.5723391, 74.3157904 16.5728969)",,,,
407196811,False,residential,False,15.266,"LINESTRING (74.3160099 16.5735101, 74.3161453 16.5735549)",,,,
407196811,False,residential,True,72.08800000000001,"LINESTRING (74.3160099 16.5735101, 74.3159539 16.573349, 74.3157904 16.5728969)",,,,
407201847,False,residential,True,297.10799999999995,"LINESTRING (74.3160099 16.5735101, 74.3150806 16.5734519, 74.3147957 16.5733893, 74.3141933 16.5732237, 74.313731 16.5731297, 74.3132753 16.5730414)",,,,
407196811,False,residential,True,15.266,"LINESTRING (74.3161453 16.5735549, 74.3160099 16.5735101)",,,,
407196811,False,residential,False,43.047,"LINESTRING (74.3161453 16.5735549, 74.3162405 16.573407, 74.3163754 16.5732373)",,,,
407196812,False,residential,False,69.684,"LINESTRING (74.3161453 16.5735549, 74.3160986 16.5737384, 74.3160333 16.5739577, 74.3159393 16.5741471)",,,,
407196811,False,residential,True,43.047,"LINESTRING (74.3163754 16.5732373, 74.3162405 16.573407, 74.3161453 16.5735549)",,,,
407439514,False,unclassified,False,122.27399999999999,"LINESTRING (74.3163754 16.5732373, 74.316296 16.5729048, 74.3162383 16.572609, 74.3161407 16.5722031, 74.3161434 16.5721621)",,,,
407439514,False,unclassified,True,264.8,"LINESTRING (74.3163754 16.5732373, 74.3165174 16.5733938, 74.3167028 16.573794, 74.3168597 16.5743806, 74.3169066 16.5746372, 74.3169507 16.5748633, 74.3171823 16.5754636)",,,,
407195826,False,residential,False,73.029,"LINESTRING (74.3156363 16.5795481, 74.3156783 16.5794586, 74.3157951 16.5793064, 74.316178 16.5792617)",,,,
"[407195825, 407195826]",False,residential,True,54.776,"LINESTRING (74.3156363 16.5795481, 74.3155476 16.5795526, 74.315139 16.57944)",,,,
407195826,False,residential,False,176.27,"LINESTRING (74.316178 16.5792617, 74.3163882 16.5787783, 74.3159399 16.578729, 74.3152878 16.5786577)",,,,
407195826,False,residential,True,73.029,"LINESTRING (74.316178 16.5792617, 74.3157951 16.5793064, 74.3156783 16.5794586, 74.3156363 16.5795481)",,,,
407202508,False,residential,False,49.175999999999995,"LINESTRING (74.316178 16.5792617, 74.3162147 16.5793318, 74.3162941 16.5793766, 74.3163922 16.5794482, 74.3164389 16.5794929, 74.3165276 16.5795332)",,,,
407195827,False,residential,False,64.417,"LINESTRING (74.3149685 16.5780219, 74.3149278 16.5785999)",,,,
407195827,False,residential,True,99.427,"LINESTRING (74.3149685 16.5780219, 74.314039 16.5779451)",,,,
407195828,False,residential,False,130.94,"LINESTRING (74.3149685 16.5780219, 74.315072 16.5781452, 74.3152721 16.5782277, 74.3154122 16.5783486, 74.3159539 16.5784471, 74.3160523 16.5784844)",,,,
407195829,False,residential,False,108.307,"LINESTRING (74.3149685 16.5780219, 74.3150572 16.5779547, 74.3153281 16.5780084, 74.3154915 16.5780487, 74.315613 16.5780039, 74.3158885 16.5778339)",,,,
407195829,False,residential,True,96.309,"LINESTRING (74.3149685 16.5780219, 74.3150245 16.5776593, 74.3150941 16.5771642)",,,,
407195827,False,residential,True,64.417,"LINESTRING (74.3149278 16.5785999, 74.3149685 16.5780219)",,,,
