osmid,highway,oneway,reversed,length,lanes,name,geometry,ref,width
485081375,residential,False,False,19.452,,,"LINESTRING (75.9922345 14.7865984, 75.992415 14.7865864)",,
156590454,primary,False,False,167.909,2,Harapanahalli Bypass,"LINESTRING (75.9922345 14.7865984, 75.9918187 14.7870393, 75.9913678 14.7878419)",,
313793014,primary,False,False,59.927,2,Hospet-Harihar Road,"LINESTRING (75.9862157 14.7884216, 75.9865509 14.7888522)",SH25,
313793014,primary,False,True,46.107,2,Hospet-Harihar Road,"LINESTRING (75.9862157 14.7884216, 75.9860038 14.7880611)",SH25,
487671106,primary,False,False,172.087,,,"LINESTRING (75.9862157 14.7884216, 75.9859208 14.7885764, 75.9856257 14.7887476, 75.9853843 14.7888928, 75.9851751 14.7890018, 75.9848215 14.7891805)",,
442101231,primary,False,True,31.396,2,,"LINESTRING (75.9840974 14.7838941, 75.9843697 14.7837921)",,
313793014,primary,False,False,106.94500000000001,2,Hospet-Harihar Road,"LINESTRING (75.9840974 14.7838941, 75.9842147 14.7840387, 75.9842495 14.7841269, 75.9845419 14.7847493)",SH25,
439191561,residential,False,True,31.582,,,"LINESTRING (75.9895738 14.7851954, 75.9895117 14.7849178)",,
439191561,residential,False,False,95.787,,,"LINESTRING (75.9895738 14.7851954, 75.9896415 14.7856188, 75.9897293 14.7860434)",,
442101225,secondary,False,False,330.761,,,"LINESTRING (75.9895738 14.7851954, 75.9891755 14.7852745, 75.9887583 14.7853458, 75.9884244 14.7853627, 75.9880851 14.7853432, 75.9875742 14.7852823, 75.9873033 14.7852382, 75.9870766 14.7851721, 75.9868446 14.7851267, 75.9865482 14.7850424)",,
442101225,secondary,False,True,186.477,,,"LINESTRING (75.9895738 14.7851954, 75.990068 14.7851027, 75.9905876 14.785032, 75.9912818 14.784906)",,
442101225,secondary,False,False,13.859,,,"LINESTRING (75.9865482 14.7850424, 75.9864587 14.7849527)",,
439191557,residential,False,False,35.11,,Market Road,"LINESTRING (75.9865482 14.7850424, 75.9864524 14.7852032, 75.9864141 14.785328)",,
442101225,secondary,False,True,330.76099999999997,,,"LINESTRING (75.9865482 14.7850424, 75.9868446 14.7851267, 75.9870766 14.7851721, 75.9873033 14.7852382, 75.9875742 14.7852823, 75.9880851 14.7853432, 75.9884244 14.7853627, 75.9887583 14.7853458, 75.9891755 14.7852745, 75.9895738 14.7851954)",,
313793014,primary,False,False,63.071,2,Hospet-Harihar Road,"LINESTRING (75.9845419 14.7847493, 75.9847565 14.7852772)",SH25,
