osmid,lanes,ref,highway,oneway,reversed,length,geometry,bridge
160508016,2,SH187,primary,False,False,42.807,"LINESTRING (73.2624858 21.0508421, 73.2628983 21.0508401)",
160508016,2,SH187,primary,False,True,26.132,"LINESTRING (73.2624858 21.0508421, 73.262234 21.0508445)",
495686788,,,residential,False,False,135.225,"LINESTRING (73.2624858 21.0508421, 73.2624607 21.0512955, 73.2624607 21.0520576)",
160508016,2,SH187,primary,False,False,95.776,"LINESTRING (73.2608362 21.0508702, 73.2617591 21.050864)",
160508016,2,SH187,primary,False,True,123.911,"LINESTRING (73.2608362 21.0508702, 73.2596435 21.050923)",
495684586,,,residential,False,True,49.695,"LINESTRING (73.2608362 21.0508702, 73.2606804 21.0512928)",
495684586,,,residential,False,False,137.072,"LINESTRING (73.2608362 21.0508702, 73.2608664 21.0505122, 73.2608288 21.0496393)",
495684587,,,tertiary,False,True,18.425,"LINESTRING (73.2605078 21.0481287, 73.2603379 21.0481768)",
495684586,,,residential,False,True,148.738,"LINESTRING (73.2605078 21.0481287, 73.2606196 21.0484749, 73.2606745 21.0485645, 73.2607979 21.0486796, 73.2608335 21.0489893, 73.2608278 21.0493878)",
495684587,,,tertiary,False,False,113.316,"LINESTRING (73.2605078 21.0481287, 73.2609774 21.0481054, 73.2615927 21.0481882)",
495684595,,,tertiary,False,True,39.566,"LINESTRING (73.2656737 21.0490034, 73.2656575 21.0486479)",
495684595,,,tertiary,False,False,56.845,"LINESTRING (73.2656737 21.0490034, 73.2657727 21.0491808, 73.2660182 21.0493914)",
495684602,,,tertiary,False,False,72.267,"LINESTRING (73.2656737 21.0490034, 73.2654698 21.0493641, 73.2653252 21.0495651)",
495684588,,,tertiary,False,False,74.465,"LINESTRING (73.2660182 21.0493914, 73.2653252 21.0495651)",
495684595,,,tertiary,False,True,56.845,"LINESTRING (73.2660182 21.0493914, 73.2657727 21.0491808, 73.2656737 21.0490034)",
495684588,,,tertiary,False,False,15.884,"LINESTRING (73.2653252 21.0495651, 73.2651807 21.0496122)",
495684588,,,tertiary,False,True,74.465,"LINESTRING (73.2653252 21.0495651, 73.2660182 21.0493914)",
495684602,,,tertiary,False,True,72.267,"LINESTRING (73.2653252 21.0495651, 73.2654698 21.0493641, 73.2656737 21.0490034)",
495684586,,,residential,False,False,148.738,"LINESTRING (73.2608278 21.0493878, 73.2608335 21.0489893, 73.2607979 21.0486796, 73.2606745 21.0485645, 73.2606196 21.0484749, 73.2605078 21.0481287)",
495684586,,,residential,False,True,27.975,"LINESTRING (73.2608278 21.0493878, 73.2608253 21.0495575, 73.2608288 21.0496393)",
