osmid,ref,highway,oneway,reversed,length,geometry,name,access
178692768,SH62,primary,False,False,158.33100000000002,"LINESTRING (73.7475523 25.86293, 73.7475079 25.8631682, 73.7473275 25.8641086, 73.7472988 25.8643352)",,
873353913,,residential,False,False,357.319,"LINESTRING (73.7475523 25.86293, 73.7486819 25.8632066, 73.7488922 25.8632829, 73.7490938 25.8635221, 73.7491712 25.8636207, 73.7496679 25.8639953, 73.7500433 25.8642663, 73.7504479 25.8645291, 73.7505114 25.8645692)",SUBHASH MARG,permissive
178692768,SH62,primary,False,False,103.996,"LINESTRING (73.7471844 25.8652183, 73.7470354 25.8661439)",,
178692768,SH62,primary,False,True,98.863,"LINESTRING (73.7471844 25.8652183, 73.7472006 25.8651106, 73.7472317 25.8648649, 73.7472988 25.8643352)",,
873353913,,residential,False,True,77.041,"LINESTRING (73.7511419 25.8649669, 73.7505114 25.8645692)",SUBHASH MARG,permissive
"[873369032, 873458265]",,residential,False,False,470.00100000000003,"LINESTRING (73.7511419 25.8649669, 73.7516099 25.8641688, 73.7518035 25.8638596, 73.7523749 25.8630784, 73.7526042 25.8626833, 73.7528006 25.8622929, 73.753123 25.862008, 73.7534006 25.8617666, 73.7537273 25.8614865)",main market sojat road,
873369991,,residential,False,False,150.54,"LINESTRING (73.7511419 25.8649669, 73.7507714 25.8654198, 73.7503857 25.8658054, 73.7501714 25.8659982)",Nehru Park Road,
178692768,SH62,primary,False,True,103.996,"LINESTRING (73.7470354 25.8661439, 73.7471844 25.8652183)",,
873376652,,residential,False,False,277.54900000000004,"LINESTRING (73.7470354 25.8661439, 73.7478515 25.8664377, 73.7479025 25.8664505, 73.7486475 25.8666263, 73.7494207 25.8668022, 73.7496233 25.8669686)",BOHRA KA BASS ROAD\,
873369991,,residential,False,True,123.09300000000002,"LINESTRING (73.7496233 25.8669686, 73.7496802 25.8668288, 73.7499506 25.8661969, 73.7501714 25.8659982)",Nehru Park Road,
873376652,,residential,False,True,277.549,"LINESTRING (73.7496233 25.8669686, 73.7494207 25.8668022, 73.7486475 25.8666263, 73.7479025 25.8664505, 73.7478515 25.8664377, 73.7470354 25.8661439)",BOHRA KA BASS ROAD\,
178692768,SH62,primary,False,False,98.863,"LINESTRING (73.7472988 25.8643352, 73.7472317 25.8648649, 73.7472006 25.8651106, 73.7471844 25.8652183)",,
178692768,SH62,primary,False,True,158.331,"LINESTRING (73.7472988 25.8643352, 73.7473275 25.8641086, 73.7475079 25.8631682, 73.7475523 25.86293)",,
873386607,,residential,False,False,346.316,"LINESTRING (73.7472988 25.8643352, 73.7481079 25.8645649, 73.7489809 25.865084, 73.7495464 25.8654802, 73.7501714 25.8659982)",MALIYO KA BASS,
873369991,,residential,False,False,123.09300000000002,"LINESTRING (73.7501714 25.8659982, 73.7499506 25.8661969, 73.7496802 25.8668288, 73.7496233 25.8669686)",Nehru Park Road,
873369991,,residential,False,True,150.54000000000002,"LINESTRING (73.7501714 25.8659982, 73.7503857 25.8658054, 73.7507714 25.8654198, 73.7511419 25.8649669)",Nehru Park Road,
873386607,,residential,False,True,346.316,"LINESTRING (73.7501714 25.8659982, 73.7495464 25.8654802, 73.7489809 25.865084, 73.7481079 25.8645649, 73.7472988 25.8643352)",MALIYO KA BASS,
873458265,,residential,False,False,38.95,"LINESTRING (73.7537273 25.8614865, 73.753866 25.8611592)",,
873458265,,residential,False,False,77.47800000000001,"LINESTRING (73.7537273 25.8614865, 73.7538414 25.8612785, 73.7540047 25.8614255, 73.7537273 25.8614865)",,
873458265,,residential,False,True,77.47800000000001,"LINESTRING (73.7537273 25.8614865, 73.7540047 25.8614255, 73.7538414 25.8612785, 73.7537273 25.8614865)",,
"[873369032, 873458265]",,residential,False,True,470.0010000000001,"LINESTRING (73.7537273 25.8614865, 73.7534006 25.8617666, 73.753123 25.862008, 73.7528006 25.8622929, 73.7526042 25.8626833, 73.7523749 25.8630784, 73.7518035 25.8638596, 73.7516099 25.8641688, 73.7511419 25.8649669)",main market sojat road,
873458265,,residential,False,True,38.95,"LINESTRING (73.753866 25.8611592, 73.7537273 25.8614865)",,
873353913,,residential,False,False,77.041,"LINESTRING (73.7505114 25.8645692, 73.7511419 25.8649669)",SUBHASH MARG,permissive
873353913,,residential,False,True,357.319,"LINESTRING (73.7505114 25.8645692, 73.7504479 25.8645291, 73.7500433 25.8642663, 73.7496679 25.8639953, 73.7491712 25.8636207, 73.7490938 25.8635221, 73.7488922 25.8632829, 73.7486819 25.8632066, 73.7475523 25.86293)",SUBHASH MARG,permissive
873482757,,residential,False,False,401.28400000000005,"LINESTRING (73.7505114 25.8645692, 73.7506273 25.8643816, 73.750623 25.8641723, 73.7504491 25.8632725, 73.7503242 25.8623849, 73.7502606 25.8617363, 73.7504787 25.8610376)",maalgodam road,
873482757,,residential,False,True,401.284,"LINESTRING (73.7504787 25.8610376, 73.7502606 25.8617363, 73.7503242 25.8623849, 73.7504491 25.8632725, 73.750623 25.8641723, 73.7506273 25.8643816, 73.7505114 25.8645692)",maalgodam road,
