osmid,highway,oneway,reversed,length,ref,name,geometry,lanes
103301642,tertiary,False,False,136.911,,,"LINESTRING (77.827928 12.7299142, 77.8291819 12.7297724)",
225678868,secondary,False,False,56.355,MDR124,Taluk Office Road,"LINESTRING (77.827928 12.7299142, 77.8280715 12.7304013)",
225678868,secondary,False,True,65.332,MDR124,Taluk Office Road,"LINESTRING (77.827928 12.7299142, 77.8278815 12.72969, 77.8278356 12.729334)",
103301642,tertiary,False,False,102.753,,,"LINESTRING (77.8299647 12.7296617, 77.8309035 12.7295377)",
103301642,tertiary,False,True,85.792,,,"LINESTRING (77.8299647 12.7296617, 77.8291819 12.7297724)",
793190698,residential,False,True,51.137,,,"LINESTRING (77.8299647 12.7296617, 77.8300538 12.7301133)",
103301642,tertiary,False,True,103.779,,,"LINESTRING (77.8326157 12.7294941, 77.8316591 12.729474)",
793190696,trunk,False,True,10.943,NH844,Hosur - Adiyamankottai Road,"LINESTRING (77.8326157 12.7294941, 77.8326109 12.7295924)",2
797505371,primary,False,True,8.47,,Hosur - Adiyamankottai Road,"LINESTRING (77.8325367 12.7309434, 77.8326127 12.7309259)",
33998693,primary,True,False,245.032,,Nethaji Road,"LINESTRING (77.8325367 12.7309434, 77.8308768 12.7312355, 77.8303363 12.7314195)",
1046460475,trunk,True,False,18.859,NH844,Hosur - Adhiyamankottai Road,"LINESTRING (77.8325367 12.7309434, 77.8325676 12.7310352, 77.8326122 12.7310938)",2
128840944,primary,True,False,8.094,,M G Road,"LINESTRING (77.8326122 12.7310938, 77.832673 12.7310516)",
793190695,trunk,True,False,48.47,NH844,Hosur - Adhiyamankottai Road,"LINESTRING (77.8326122 12.7310938, 77.8326868 12.7311147, 77.8327506 12.7311218, 77.832852 12.7311314, 77.8329193 12.731141, 77.8330544 12.7311451)",2
965698638,primary,False,False,69.44,,Taluk Office Road,"LINESTRING (77.8288263 12.7325943, 77.8290487 12.7331799)",
128840944,primary,True,False,177.565,,M G Road,"LINESTRING (77.8288263 12.7325943, 77.829475 12.7322875, 77.8302994 12.7318976)",
221356657,trunk,False,True,19.107,NH844,Hosur - Adhiyamankottai Road,"LINESTRING (77.8330544 12.7311451, 77.833211 12.7312238)",2
793190694,trunk,True,False,43.480000000000004,NH844,Hosur - Adhiyamankottai Road,"LINESTRING (77.8330544 12.7311451, 77.832952 12.7310886, 77.8328088 12.7310754, 77.8327252 12.7310704, 77.832673 12.7310516)",2
33998698,residential,False,True,39.794,,,"LINESTRING (77.832594 12.7298988, 77.8328212 12.7296178)",
793190696,trunk,False,False,34.119,NH844,Hosur - Adiyamankottai Road,"LINESTRING (77.832594 12.7298988, 77.8326109 12.7295924)",2
793190696,trunk,False,True,68.944,NH844,Hosur - Adiyamankottai Road,"LINESTRING (77.832594 12.7298988, 77.8325877 12.7305188)",2
793157130,residential,False,False,29.231,,,"LINESTRING (77.8271277 12.7327272, 77.8272428 12.7329649)",
965698637,residential,True,False,54.125,,Nethaji Road,"LINESTRING (77.8271277 12.7327272, 77.826669 12.7329189)",
33998699,residential,False,True,134.947,,,"LINESTRING (77.8271277 12.7327272, 77.8269736 12.7325223, 77.8268626 12.7322047, 77.8268109 12.7315828)",
793157126,residential,False,False,62.337,,,"LINESTRING (77.8273807 12.7332497, 77.8276309 12.7337544)",
793157130,residential,False,True,35.023,,,"LINESTRING (77.8273807 12.7332497, 77.8272428 12.7329649)",
1258115722,primary,True,False,172.917,,M G Road,"LINESTRING (77.8273807 12.7332497, 77.8284088 12.7327943, 77.8288263 12.7325943)",
28519132,residential,False,False,63.611,,,"LINESTRING (77.8276309 12.7337544, 77.8270767 12.7339416)",
28519132,residential,False,True,166.516,,,"LINESTRING (77.8276309 12.7337544, 77.8290487 12.7331799)",
793157126,residential,False,False,39.1,,,"LINESTRING (77.8276309 12.7337544, 77.8277479 12.734087)",
793157126,residential,False,True,62.337,,,"LINESTRING (77.8276309 12.7337544, 77.8273807 12.7332497)",
793157126,residential,False,False,74.122,,,"LINESTRING (77.8277479 12.734087, 77.8284163 12.7339481)",
793157127,residential,False,False,151.362,,,"LINESTRING (77.8277479 12.734087, 77.8278406 12.7344541, 77.8279276 12.7344635, 77.8284451 12.7342983, 77.8284702 12.7342746, 77.8284757 12.7342475, 77.8284163 12.7339481)",
793157126,residential,False,True,39.1,,,"LINESTRING (77.8277479 12.734087, 77.8276309 12.7337544)",
225678868,secondary,False,True,5.208,MDR124,Taluk Office Road,"LINESTRING (77.8286236 12.7320877, 77.828608 12.7320434)",
965698637,residential,True,False,177.145,,Nethaji Road,"LINESTRING (77.8286236 12.7320877, 77.8271277 12.7327272)",
128840944,primary,True,False,14.923,,M G Road,"LINESTRING (77.8324916 12.7311584, 77.8326122 12.7310938)",
239310437,residential,False,True,72.657,,,"LINESTRING (77.8324916 12.7311584, 77.8325546 12.7316384, 77.8325551 12.7318079)",
965698638,primary,False,False,9.49,,Taluk Office Road,"LINESTRING (77.8292842 12.7337726, 77.8293105 12.733854)",
793157126,residential,False,True,96.13499999999999,,,"LINESTRING (77.8292842 12.7337726, 77.8285575 12.7339187, 77.8284163 12.7339481)",
965698638,primary,False,True,70.693,,Taluk Office Road,"LINESTRING (77.8292842 12.7337726, 77.829179 12.7335228, 77.8290487 12.7331799)",
216478519,residential,False,False,60.078,,,"LINESTRING (77.8291147 12.7292361, 77.8291819 12.7297724)",
216478519,residential,False,True,139.16,,,"LINESTRING (77.8291147 12.7292361, 77.8278356 12.729334)",
216478519,residential,False,False,139.16,,,"LINESTRING (77.8278356 12.729334, 77.8291147 12.7292361)",
225678868,secondary,False,False,65.332,MDR124,Taluk Office Road,"LINESTRING (77.8278356 12.729334, 77.8278815 12.72969, 77.827928 12.7299142)",
225678868,secondary,False,True,84.582,MDR124,Taluk Office Road,"LINESTRING (77.8278356 12.729334, 77.8277826 12.7289234, 77.8276379 12.7286066)",
103301642,tertiary,False,False,103.779,,,"LINESTRING (77.8316591 12.729474, 77.8326157 12.7294941)",
103301642,tertiary,False,True,82.587,,,"LINESTRING (77.8316591 12.729474, 77.8314862 12.7294608, 77.8309035 12.7295377)",
103301642,tertiary,False,False,85.792,,,"LINESTRING (77.8291819 12.7297724, 77.8299647 12.7296617)",
103301642,tertiary,False,True,136.911,,,"LINESTRING (77.8291819 12.7297724, 77.827928 12.7299142)",
216478519,residential,False,True,60.078,,,"LINESTRING (77.8291819 12.7297724, 77.8291147 12.7292361)",
793183030,residential,False,True,65.527,,,"LINESTRING (77.8270627 12.7299846, 77.8272214 12.7305532)",
216478618,residential,False,False,45.376999999999995,,,"LINESTRING (77.8270627 12.7299846, 77.82704 12.7301074, 77.8270407 12.7303907)",
216478618,residential,False,True,91.37899999999999,,,"LINESTRING (77.8270627 12.7299846, 77.8270915 12.7298831, 77.827197 12.7295699, 77.8272566 12.7291875)",
216478441,residential,False,True,5.061,,,"LINESTRING (77.8353133 12.7304313, 77.8352704 12.7304492)",
793198411,residential,False,False,61.39999999999999,,,"LINESTRING (77.8353133 12.7304313, 77.8353666 12.7301273, 77.8353967 12.7300324, 77.8354586 12.7299012)",
216478631,residential,False,False,32.42,,,"LINESTRING (77.8267431 12.7304179, 77.8270407 12.7303907)",
216478597,residential,False,True,83.009,,,"LINESTRING (77.8267431 12.7304179, 77.8266667 12.7300233, 77.8265779 12.7297851, 77.8264937 12.7298254)",
216478631,residential,False,True,33.68,,,"LINESTRING (77.8267431 12.7304179, 77.8266926 12.7304057, 77.8264355 12.7304319)",
225678868,secondary,False,False,36.349,MDR124,Taluk Office Road,"LINESTRING (77.8280715 12.7304013, 77.828164 12.7307155)",
225678868,secondary,False,True,56.355,MDR124,Taluk Office Road,"LINESTRING (77.8280715 12.7304013, 77.827928 12.7299142)",
216478586,residential,False,False,217.752,,,"LINESTRING (77.8280715 12.7304013, 77.8286129 12.7303715, 77.8293769 12.7302184, 77.8300538 12.7301133)",
216478631,residential,False,True,32.42,,,"LINESTRING (77.8270407 12.7303907, 77.8267431 12.7304179)",
