osmid,highway,oneway,reversed,length,geometry,ref,bridge,lanes
1268960966,residential,False,False,106.79299999999999,"LINESTRING (81.8343802 16.7537315, 81.8346518 16.7536529, 81.8353494 16.7534852)",,,
1268960967,residential,False,False,16.661,"LINESTRING (81.8340455 16.7527733, 81.8338947 16.7528133)",,,
1237142552,residential,False,False,33.86,"LINESTRING (81.8340455 16.7527733, 81.8342856 16.7527036, 81.8343472 16.7526781)",,,
1237142552,residential,False,True,51.608000000000004,"LINESTRING (81.8340455 16.7527733, 81.8340928 16.7529161, 81.8341474 16.7531078, 81.8341765 16.75322)",,,
"[1237142553, 1268960274]",residential,False,True,139.585,"LINESTRING (81.835433 16.7532866, 81.8351191 16.7533839, 81.834796 16.7534722, 81.8345695 16.7535329, 81.8345261 16.7533958, 81.8344501 16.7531575)",,,
1268960967,residential,False,True,16.661,"LINESTRING (81.8338947 16.7528133, 81.8340455 16.7527733)",,,
1237142554,residential,False,False,43.676,"LINESTRING (81.8338947 16.7528133, 81.833825 16.7526325, 81.8337073 16.7524672)",,,
"[1268960272, 1237142554]",residential,False,True,160.07299999999998,"LINESTRING (81.8338947 16.7528133, 81.8339472 16.7530485, 81.8339592 16.7532477, 81.8339074 16.7533495, 81.8338505 16.7534133, 81.8335929 16.7534603, 81.8335408 16.7535899, 81.8334281 16.7535988, 81.833112 16.7535691)",,,
1222135205,tertiary,False,False,133.16,"LINESTRING (81.8337073 16.7524672, 81.8326381 16.7530884)",,,
1222135205,tertiary,False,True,269.81399999999996,"LINESTRING (81.8337073 16.7524672, 81.8348219 16.7518196, 81.8359037 16.7512585)",,,
1237142554,residential,False,True,43.676,"LINESTRING (81.8337073 16.7524672, 81.833825 16.7526325, 81.8338947 16.7528133)",,,
1222135186,secondary,False,False,361.99300000000005,"LINESTRING (81.8311769 16.7570351, 81.8291776 16.7573045, 81.8283223 16.7574343, 81.827955 16.7574319, 81.8278318 16.7573541)",MDR,,
1222135186,secondary,False,True,412.847,"LINESTRING (81.8311769 16.7570351, 81.8318099 16.7569498, 81.8326244 16.7568049, 81.8339345 16.7567051, 81.8343373 16.7566153, 81.8346825 16.7564473, 81.8346796 16.7561651)",MDR,,
"[1268948497, 1237142550]",residential,False,"[False, True]",381.54299999999995,"LINESTRING (81.8311769 16.7570351, 81.8310509 16.756304, 81.8309994 16.7559896, 81.8309462 16.7557587, 81.8309301 16.755656, 81.8309186 16.7555039, 81.8310203 16.7553172, 81.8317347 16.7546319, 81.8317436 16.754513, 81.8317941 16.7544259, 81.8320314 16.7543872, 81.8322899 16.7543451)",,,
1268948496,residential,False,False,101.66399999999999,"LINESTRING (81.8332368 16.7552039, 81.8332154 16.7549111, 81.8331792 16.7542913)",,,
1268948785,residential,False,False,123.26,"LINESTRING (81.8332368 16.7552039, 81.8330658 16.7552252, 81.8330292 16.7547967, 81.8329364 16.754291)",,,
1268948785,residential,False,True,57.173,"LINESTRING (81.8332368 16.7552039, 81.8335502 16.7551873, 81.8337719 16.7551635)",,,
1268948786,residential,False,True,68.156,"LINESTRING (81.8344982 16.7556914, 81.8338738 16.7558264)",,,
1268948785,residential,False,False,133.56699999999998,"LINESTRING (81.8344982 16.7556914, 81.8344023 16.7551862, 81.8343707 16.7550851, 81.8342904 16.755074, 81.8337719 16.7551635)",,,
1268948785,residential,False,True,56.191,"LINESTRING (81.8344982 16.7556914, 81.8345772 16.7559388, 81.8346796 16.7561651)",,,
1268948785,residential,False,False,57.173,"LINESTRING (81.8337719 16.7551635, 81.8335502 16.7551873, 81.8332368 16.7552039)",,,
1268948785,residential,False,True,133.567,"LINESTRING (81.8337719 16.7551635, 81.8342904 16.755074, 81.8343707 16.7550851, 81.8344023 16.7551862, 81.8344982 16.7556914)",,,
1268970431,residential,False,False,99.88,"LINESTRING (81.8337719 16.7551635, 81.8337237 16.7549834, 81.8335951 16.7542818)",,,
1237142550,residential,False,False,69.125,"LINESTRING (81.8329364 16.754291, 81.8327923 16.7542959, 81.8322899 16.7543451)",,,
1237142550,residential,False,True,25.89,"LINESTRING (81.8329364 16.754291, 81.8331021 16.7542853, 81.8331792 16.7542913)",,,
1268948785,residential,False,False,61.017,"LINESTRING (81.8329364 16.754291, 81.8328602 16.7539755, 81.8327806 16.7537639)",,,
1268948785,residential,False,True,123.26,"LINESTRING (81.8329364 16.754291, 81.8330292 16.7547967, 81.8330658 16.7552252, 81.8332368 16.7552039)",,,
1268948785,residential,False,True,61.017,"LINESTRING (81.8327806 16.7537639, 81.8328602 16.7539755, 81.8329364 16.754291)",,,
1268960272,residential,False,False,41.909,"LINESTRING (81.8327806 16.7537639, 81.8329847 16.7536115, 81.833112 16.7535691)",,,
1268960272,residential,False,True,72.489,"LINESTRING (81.8327806 16.7537639, 81.8325455 16.7540083, 81.8322522 16.7541609)",,,
1268948786,residential,False,False,71.489,"LINESTRING (81.8335247 16.7555181, 81.8336021 16.7558866, 81.8338738 16.7558264)",,,
1268960965,residential,False,True,95.433,"LINESTRING (81.8352969 16.7537783, 81.8344183 16.753948)",,,
1268960966,residential,False,True,106.79299999999999,"LINESTRING (81.8353494 16.7534852, 81.8346518 16.7536529, 81.8343802 16.7537315)",,,
1268960270,residential,False,False,26.801,"LINESTRING (81.8319601 16.7535109, 81.8320749 16.7537254)",,,
1222135205,tertiary,False,False,618.321,"LINESTRING (81.8319601 16.7535109, 81.8306274 16.7544092, 81.8291815 16.7556863, 81.828397 16.7565198, 81.8278318 16.7573541)",,,
1222135205,tertiary,False,True,86.18,"LINESTRING (81.8319601 16.7535109, 81.8322675 16.7533037, 81.8326381 16.7530884)",,,
1237142551,residential,False,True,23.692,"LINESTRING (81.832841 16.753248, 81.832992 16.7534045)",,,
1237142551,residential,False,False,27.982000000000003,"LINESTRING (81.832841 16.753248, 81.8327866 16.7531992, 81.8326381 16.7530884)",,,
1268960270,residential,False,True,97.496,"LINESTRING (81.832841 16.753248, 81.8327057 16.7533564, 81.8324424 16.7535054, 81.8320749 16.7537254)",,,
1268960272,residential,False,False,24.626,"LINESTRING (81.83218 16.7539505, 81.8322522 16.7541609)",,,
1268960272,residential,False,True,27.418,"LINESTRING (81.83218 16.7539505, 81.8320749 16.7537254)",,,
1268960271,residential,False,True,106.185,"LINESTRING (81.83218 16.7539505, 81.8324273 16.7538366, 81.832992 16.7534045)",,,
1268960270,residential,False,True,26.801,"LINESTRING (81.8320749 16.7537254, 81.8319601 16.7535109)",,,
1268960272,residential,False,False,27.418,"LINESTRING (81.8320749 16.7537254, 81.83218 16.7539505)",,,
1268960270,residential,False,False,97.49599999999998,"LINESTRING (81.8320749 16.7537254, 81.8324424 16.7535054, 81.8327057 16.7533564, 81.832841 16.753248)",,,
1268960272,residential,False,True,24.626,"LINESTRING (81.8322522 16.7541609, 81.83218 16.7539505)",,,
1268960273,residential,False,False,20.872,"LINESTRING (81.8322522 16.7541609, 81.8322899 16.7543451)",,,
1268960272,residential,False,False,72.489,"LINESTRING (81.8322522 16.7541609, 81.8325455 16.7540083, 81.8327806 16.7537639)",,,
1237142552,residential,False,True,33.86,"LINESTRING (81.8343472 16.7526781, 81.8342856 16.7527036, 81.8340455 16.7527733)",,,
1268960274,residential,False,False,54.423,"LINESTRING (81.8343472 16.7526781, 81.8343848 16.7528614, 81.8344501 16.7531575)",,,
1268960275,residential,False,False,29.949,"LINESTRING (81.8344501 16.7531575, 81.8341765 16.75322)",,,
"[1237142553, 1268960274]",residential,False,False,139.585,"LINESTRING (81.8344501 16.7531575, 81.8345261 16.7533958, 81.8345695 16.7535329, 81.834796 16.7534722, 81.8351191 16.7533839, 81.835433 16.7532866)",,,
1268960274,residential,False,True,54.423,"LINESTRING (81.8344501 16.7531575, 81.8343848 16.7528614, 81.8343472 16.7526781)",,,
1268960275,residential,False,True,29.949,"LINESTRING (81.8341765 16.75322, 81.8344501 16.7531575)",,,
1237142552,residential,False,False,51.608000000000004,"LINESTRING (81.8341765 16.75322, 81.8341474 16.7531078, 81.8340928 16.7529161, 81.8340455 16.7527733)",,,
1237142552,residential,False,True,62.721,"LINESTRING (81.8341765 16.75322, 81.8342082 16.7533422, 81.8342311 16.7535189, 81.8342784 16.7536269, 81.8343802 16.7537315)",,,
1237142550,residential,False,False,45.697,"LINESTRING (81.8335951 16.7542818, 81.8334579 16.7543183, 81.8332723 16.7543285, 81.8331792 16.7542913)",,,
1237142550,residential,False,True,92.426,"LINESTRING (81.8335951 16.7542818, 81.8336737 16.7542609, 81.8340753 16.7541921, 81.8344469 16.7541232)",,,
1268970431,residential,False,True,99.88,"LINESTRING (81.8335951 16.7542818, 81.8337237 16.7549834, 81.8337719 16.7551635)",,,
1268948786,residential,False,False,68.156,"LINESTRING (81.8338738 16.7558264, 81.8344982 16.7556914)",,,
1268970432,residential,False,False,37.724,"LINESTRING (81.8338738 16.7558264, 81.8338099 16.7554927)",,,
1268948786,residential,False,True,71.489,"LINESTRING (81.8338738 16.7558264, 81.8336021 16.7558866, 81.8335247 16.7555181)",,,
1268970432,residential,False,True,37.724,"LINESTRING (81.8338099 16.7554927, 81.8338738 16.7558264)",,,
