osmid,highway,oneway,reversed,length,geometry,ref,bridge,lanes
636514367,tertiary,False,False,1190.3160000000005,"LINESTRING (81.8270677 16.757466, 81.8274339 16.756987, 81.8278509 16.7564515, 81.8279971 16.756282, 81.8281741 16.7560303, 81.8286382 16.7555667, 81.8289171 16.7552701, 81.8293771 16.7548463, 81.8298116 16.7544559, 81.8302461 16.7540989, 81.8306579 16.7538074, 81.8310414 16.7535403, 81.8312412 16.7533965, 81.831535 16.7532231, 81.8322216 16.7528122, 81.8325019 16.7526606, 81.8330558 16.7523268, 81.8336244 16.7519839, 81.8337733 16.7518516, 81.8339409 16.7517617, 81.8345363 16.7514766, 81.8351291 16.7512069, 81.8354939 16.7510066, 81.8357074 16.7508937)",,,
636514369,tertiary,False,True,12.883,"LINESTRING (81.8358164 16.7508434, 81.8357074 16.7508937)",,,
636514369,tertiary,False,False,12.883,"LINESTRING (81.8357074 16.7508937, 81.8358164 16.7508434)",,,
636514367,tertiary,False,True,1190.3159999999998,"LINESTRING (81.8357074 16.7508937, 81.8354939 16.7510066, 81.8351291 16.7512069, 81.8345363 16.7514766, 81.8339409 16.7517617, 81.8337733 16.7518516, 81.8336244 16.7519839, 81.8330558 16.7523268, 81.8325019 16.7526606, 81.8322216 16.7528122, 81.831535 16.7532231, 81.8312412 16.7533965, 81.8310414 16.7535403, 81.8306579 16.7538074, 81.8302461 16.7540989, 81.8298116 16.7544559, 81.8293771 16.7548463, 81.8289171 16.7552701, 81.8286382 16.7555667, 81.8281741 16.7560303, 81.8279971 16.756282, 81.8278509 16.7564515, 81.8274339 16.756987, 81.8270677 16.757466)",,,
"[1269264201, 218996531, 218996541]",trunk,True,False,45.644,"LINESTRING (81.8357074 16.7508937, 81.8357374 16.750943, 81.8358744 16.7512054, 81.8359037 16.7512585)",NH216A,yes,2
"[1222135186, 1067095373]",secondary,False,False,102.49,"LINESTRING (81.8354041 16.7556203, 81.8351412 16.7557384, 81.8347386 16.7559917, 81.8346796 16.7561651)",MDR,,
1067095374,residential,False,True,111.92599999999999,"LINESTRING (81.8354041 16.7556203, 81.8353987 16.7552708, 81.8353182 16.7546183)",,,
1067095374,residential,False,False,111.92599999999999,"LINESTRING (81.8353182 16.7546183, 81.8353987 16.7552708, 81.8354041 16.7556203)",,,
1222135186,secondary,False,False,412.847,"LINESTRING (81.8346796 16.7561651, 81.8346825 16.7564473, 81.8343373 16.7566153, 81.8339345 16.7567051, 81.8326244 16.7568049, 81.8318099 16.7569498, 81.8311769 16.7570351)",MDR,,
"[1222135186, 1067095373]",secondary,False,True,102.49,"LINESTRING (81.8346796 16.7561651, 81.8347386 16.7559917, 81.8351412 16.7557384, 81.8354041 16.7556203)",MDR,,
1268948785,residential,False,False,56.191,"LINESTRING (81.8346796 16.7561651, 81.8345772 16.7559388, 81.8344982 16.7556914)",,,
1222135186,secondary,False,True,361.993,"LINESTRING (81.8278318 16.7573541, 81.827955 16.7574319, 81.8283223 16.7574343, 81.8291776 16.7573045, 81.8311769 16.7570351)",MDR,,
1222135205,tertiary,False,True,618.321,"LINESTRING (81.8278318 16.7573541, 81.828397 16.7565198, 81.8291815 16.7556863, 81.8306274 16.7544092, 81.8319601 16.7535109)",,,
1222135205,tertiary,False,False,269.81399999999996,"LINESTRING (81.8359037 16.7512585, 81.8348219 16.7518196, 81.8337073 16.7524672)",,,
1237142550,residential,False,False,104.906,"LINESTRING (81.835336 16.7540605, 81.8347885 16.7541863, 81.8345308 16.7542494, 81.8344469 16.7541232)",,,
1237142552,residential,False,False,19.718,"LINESTRING (81.8344469 16.7541232, 81.8344183 16.753948)",,,
1237142550,residential,False,False,92.42600000000002,"LINESTRING (81.8344469 16.7541232, 81.8340753 16.7541921, 81.8336737 16.7542609, 81.8335951 16.7542818)",,,
1237142550,residential,False,True,104.906,"LINESTRING (81.8344469 16.7541232, 81.8345308 16.7542494, 81.8347885 16.7541863, 81.835336 16.7540605)",,,
1268960273,residential,False,True,20.872,"LINESTRING (81.8322899 16.7543451, 81.8322522 16.7541609)",,,
"[1268948497, 1237142550]",residential,False,"[False, True]",381.54299999999995,"LINESTRING (81.8322899 16.7543451, 81.8320314 16.7543872, 81.8317941 16.7544259, 81.8317436 16.754513, 81.8317347 16.7546319, 81.8310203 16.7553172, 81.8309186 16.7555039, 81.8309301 16.755656, 81.8309462 16.7557587, 81.8309994 16.7559896, 81.8310509 16.756304, 81.8311769 16.7570351)",,,
1237142550,residential,False,True,69.125,"LINESTRING (81.8322899 16.7543451, 81.8327923 16.7542959, 81.8329364 16.754291)",,,
1237142550,residential,False,False,25.89,"LINESTRING (81.8331792 16.7542913, 81.8331021 16.7542853, 81.8329364 16.754291)",,,
1237142550,residential,False,True,45.697,"LINESTRING (81.8331792 16.7542913, 81.8332723 16.7543285, 81.8334579 16.7543183, 81.8335951 16.7542818)",,,
1237142551,residential,False,False,82.029,"LINESTRING (81.8331792 16.7542913, 81.8331942 16.7540486, 81.8331882 16.7537387, 81.833112 16.7535691)",,,
1268948496,residential,False,True,101.66399999999999,"LINESTRING (81.8331792 16.7542913, 81.8332154 16.7549111, 81.8332368 16.7552039)",,,
1237142551,residential,False,False,22.321,"LINESTRING (81.833112 16.7535691, 81.832992 16.7534045)",,,
1237142551,residential,False,True,82.029,"LINESTRING (81.833112 16.7535691, 81.8331882 16.7537387, 81.8331942 16.7540486, 81.8331792 16.7542913)",,,
"[1268960272, 1237142554]",residential,False,False,160.073,"LINESTRING (81.833112 16.7535691, 81.8334281 16.7535988, 81.8335408 16.7535899, 81.8335929 16.7534603, 81.8338505 16.7534133, 81.8339074 16.7533495, 81.8339592 16.7532477, 81.8339472 16.7530485, 81.8338947 16.7528133)",,,
1268960272,residential,False,True,41.909,"LINESTRING (81.833112 16.7535691, 81.8329847 16.7536115, 81.8327806 16.7537639)",,,
1237142551,residential,False,False,23.692,"LINESTRING (81.832992 16.7534045, 81.832841 16.753248)",,,
1237142551,residential,False,True,22.321,"LINESTRING (81.832992 16.7534045, 81.833112 16.7535691)",,,
1268960271,residential,False,False,106.185,"LINESTRING (81.832992 16.7534045, 81.8324273 16.7538366, 81.83218 16.7539505)",,,
1222135205,tertiary,False,True,133.16,"LINESTRING (81.8326381 16.7530884, 81.8337073 16.7524672)",,,
1222135205,tertiary,False,False,86.18,"LINESTRING (81.8326381 16.7530884, 81.8322675 16.7533037, 81.8319601 16.7535109)",,,
1237142551,residential,False,True,27.982000000000003,"LINESTRING (81.8326381 16.7530884, 81.8327866 16.7531992, 81.832841 16.753248)",,,
1237142552,residential,False,False,24.413,"LINESTRING (81.8344183 16.753948, 81.8343802 16.7537315)",,,
1237142552,residential,False,True,19.718,"LINESTRING (81.8344183 16.753948, 81.8344469 16.7541232)",,,
1268960965,residential,False,False,95.433,"LINESTRING (81.8344183 16.753948, 81.8352969 16.7537783)",,,
1237142552,residential,False,True,24.413,"LINESTRING (81.8343802 16.7537315, 81.8344183 16.753948)",,,
1237142552,residential,False,False,62.721,"LINESTRING (81.8343802 16.7537315, 81.8342784 16.7536269, 81.8342311 16.7535189, 81.8342082 16.7533422, 81.8341765 16.75322)",,,
