osmid,highway,oneway,reversed,length,geometry,lanes,ref,junction,name,maxspeed
317945965,residential,False,False,175.531,"LINESTRING (78.8557305 18.1034711, 78.8557081 18.1038139, 78.8556593 18.1045288, 78.8555915 18.1050435)",,,,,
236053953,primary,True,False,30.877,"LINESTRING (78.8519356 18.1016326, 78.8517328 18.1017677, 78.8517285 18.1018098)",2,SH15,roundabout,,
236053957,primary,True,False,152.24099999999999,"LINESTRING (78.8521269 18.1016994, 78.8522401 18.1013495, 78.8522619 18.101282, 78.8522985 18.1010969, 78.8523221 18.1009698, 78.8524284 18.1003631)",2,SH16,,,
375252175,primary,True,False,22.098,"LINESTRING (78.8521269 18.1016994, 78.8520984 18.1016726, 78.8520411 18.1016506, 78.8519356 18.1016326)",,SH15,roundabout,,
236053953,primary,True,False,8.208,"LINESTRING (78.8517285 18.1018098, 78.8517241 18.1018835)",2,SH15,roundabout,,
832244018,primary,True,False,107.293,"LINESTRING (78.8517285 18.1018098, 78.8516482 18.1017902, 78.8516039 18.1017941, 78.8515281 18.1017886, 78.8511931 18.1017176, 78.8509965 18.101691, 78.8507351 18.101627)",,SH15,,,
377012608,primary,True,False,39.245000000000005,"LINESTRING (78.8517241 18.1018835, 78.8517252 18.1018877, 78.8517299 18.1018993, 78.8517792 18.1019462, 78.8518767 18.1019791, 78.8519924 18.1020182, 78.8520267 18.1020227, 78.852048 18.1020143)",2,SH15,roundabout,,
377012600,primary,True,False,29.446,"LINESTRING (78.8520894 18.1019618, 78.8521269 18.1016994)",2,SH15,roundabout,,
22831298,primary,True,False,8.681,"LINESTRING (78.852048 18.1020143, 78.8521257 18.1020396)",,SH15,,,
377012600,primary,True,False,7.296,"LINESTRING (78.852048 18.1020143, 78.8520894 18.1019618)",2,SH15,roundabout,,
833091596,tertiary,False,False,133.303,"LINESTRING (78.8509555 18.1056485, 78.8497364 18.1053411)",,,,Gandhi Road,
833091596,tertiary,False,True,7.183,"LINESTRING (78.8509555 18.1056485, 78.8510197 18.1056697)",,,,Gandhi Road,
244004771,tertiary,False,True,132.054,"LINESTRING (78.8509555 18.1056485, 78.851153 18.1050648, 78.8512402 18.1047816, 78.851345 18.1045206)",2,,,"subhash road , siddipet",20
317945979,residential,False,True,158.649,"LINESTRING (78.8474814 18.1035262, 78.8484506 18.1037603, 78.8488466 18.1038559, 78.8489337 18.1038855)",,,,,
317947238,tertiary,False,True,113.625,"LINESTRING (78.8474814 18.1035262, 78.8474647 18.1037544, 78.8474459 18.104013, 78.847407 18.1045456)",,,,,
317947211,residential,False,False,95.32499999999999,"LINESTRING (78.847407 18.1045456, 78.8475897 18.1050079, 78.8476702 18.1053632)",,,,,
317947238,tertiary,False,False,113.625,"LINESTRING (78.847407 18.1045456, 78.8474459 18.104013, 78.8474647 18.1037544, 78.8474814 18.1035262)",,,,,
833091596,tertiary,False,True,117.834,"LINESTRING (78.847407 18.1045456, 78.8482039 18.1047418, 78.8483319 18.1047997, 78.8484245 18.1049118)",,,,Gandhi Road,
317946009,residential,False,False,40.608,"LINESTRING (78.8509692 18.1017575, 78.8508353 18.1020998)",,,,,
375238459,primary,True,False,81.131,"LINESTRING (78.8509692 18.1017575, 78.8512462 18.1018214, 78.8515198 18.1018633, 78.8516094 18.1018722, 78.8516704 18.1018767, 78.8517241 18.1018835)",,SH15,,,
317945989,residential,False,False,106.743,"LINESTRING (78.8498907 18.1017601, 78.8508353 18.1020998)",,,,,
317946002,residential,False,True,19.528,"LINESTRING (78.8498907 18.1017601, 78.8499354 18.1015897)",,,,,
317946002,residential,False,False,79.041,"LINESTRING (78.8498907 18.1017601, 78.8497448 18.1020833, 78.8495872 18.1024097)",,,,,
317945989,residential,False,False,130.292,"LINESTRING (78.8508353 18.1020998, 78.8519937 18.1025006)",,,,,
317945989,residential,False,True,106.743,"LINESTRING (78.8508353 18.1020998, 78.8498907 18.1017601)",,,,,
317946009,residential,False,True,40.608,"LINESTRING (78.8508353 18.1020998, 78.8509692 18.1017575)",,,,,
317946009,residential,False,False,80.047,"LINESTRING (78.8508353 18.1020998, 78.8508252 18.1021295, 78.8506008 18.1027843)",,,,,
22831298,primary,True,False,79.79400000000001,"LINESTRING (78.8523623 18.1021453, 78.8526291 18.1022297, 78.853081 18.102365)",,SH15,,,
317945963,residential,False,False,155.173,"LINESTRING (78.8523623 18.1021453, 78.8523424 18.1023101, 78.8523826 18.1024885, 78.852455 18.1026185, 78.8527447 18.1029474, 78.8529325 18.1031871, 78.8530006 18.1032905, 78.8530287 18.1033331)",,,,,
244004771,tertiary,False,False,90.024,"LINESTRING (78.8519937 18.1025006, 78.8517229 18.1032682)",2,,,"subhash road , siddipet",20
