osmid,highway,oneway,reversed,length,name,bridge,geometry
473859974,tertiary,False,True,15.449,,,"LINESTRING (74.5902801 34.0929719, 74.5901649 34.0928709)"
473133847,unclassified,False,True,9.499,,,"LINESTRING (74.5881879 34.0925176, 74.5882118 34.0924345)"
"[30062401, 474674219, 474674220]",primary,True,False,199.257,Gulmarg Road,yes,"LINESTRING (74.5881879 34.0925176, 74.5896189 34.092853, 74.5900531 34.0929341, 74.5902801 34.0929719)"
473859974,tertiary,False,False,155.467,,,"LINESTRING (74.5899997 34.0915137, 74.5899408 34.0918846, 74.5898911 34.0920668, 74.5899193 34.0922089, 74.5900668 34.092562, 74.5901138 34.0927331, 74.5901649 34.0928709)"
473869558,residential,False,False,271.09,,,"LINESTRING (74.5899997 34.0915137, 74.589991 34.0913315, 74.5899186 34.0911693, 74.5896155 34.0910005, 74.5895404 34.0909161, 74.5893902 34.0905629, 74.5893392 34.0901653, 74.5892883 34.0900165, 74.5892024 34.0899188, 74.588961 34.0897721, 74.5886767 34.0896966, 74.5885212 34.0897166)"
473869558,residential,False,True,271.09,,,"LINESTRING (74.5885212 34.0897166, 74.5886767 34.0896966, 74.588961 34.0897721, 74.5892024 34.0899188, 74.5892883 34.0900165, 74.5893392 34.0901653, 74.5893902 34.0905629, 74.5895404 34.0909161, 74.5896155 34.0910005, 74.5899186 34.0911693, 74.589991 34.0913315, 74.5899997 34.0915137)"
473859974,tertiary,False,False,15.449,,,"LINESTRING (74.5901649 34.0928709, 74.5902801 34.0929719)"
473859974,tertiary,False,True,155.46699999999998,,,"LINESTRING (74.5901649 34.0928709, 74.5901138 34.0927331, 74.5900668 34.092562, 74.5899193 34.0922089, 74.5898911 34.0920668, 74.5899408 34.0918846, 74.5899997 34.0915137)"
"[527042801, 527042802, 527042803]",primary,True,False,186.321,Gulmarg Road,yes,"LINESTRING (74.5901649 34.0928709, 74.5900768 34.0928532, 74.589647 34.0927709, 74.5882118 34.0924345)"
473133847,unclassified,False,False,9.499,,,"LINESTRING (74.5882118 34.0924345, 74.5881879 34.0925176)"
