osmid,lanes,highway,oneway,reversed,length,geometry,ref
209205350,2,tertiary,False,False,220.25,"LINESTRING (81.3611841 26.6051869, 81.3608929 26.6040837, 81.360706 26.6032531)",
395272418,2,primary,False,True,95.69,"LINESTRING (81.3611841 26.6051869, 81.3613689 26.6058682, 81.3613832 26.6060272)",SH13
517162445,,residential,False,True,65.434,"LINESTRING (81.3611841 26.6051869, 81.3613085 26.6051527, 81.3614566 26.6051163, 81.3616862 26.6050357, 81.3617978 26.6049801)",
209205350,2,tertiary,False,True,220.25,"LINESTRING (81.360706 26.6032531, 81.3608929 26.6040837, 81.3611841 26.6051869)",
517162452,,residential,False,False,143.999,"LINESTRING (81.360706 26.6032531, 81.3608708 26.6032342, 81.3609845 26.603215, 81.3612334 26.6032227, 81.3614158 26.6032054, 81.3615725 26.6031402, 81.3618579 26.6030212, 81.3619652 26.6029963, 81.3620954 26.602963)",
209205168,2,trunk,False,True,52.106,"LINESTRING (81.3672928 26.6047762, 81.3668691 26.605052)",NH731
209205168,2,trunk,False,False,48.114,"LINESTRING (81.3664855 26.6053158, 81.3668691 26.605052)",NH731
209205168,2,trunk,False,True,69.975,"LINESTRING (81.3664855 26.6053158, 81.3659734 26.6057475)",NH731
609016803,,unclassified,False,False,135.345,"LINESTRING (81.3664855 26.6053158, 81.3663179 26.6050256, 81.3660671 26.6046323, 81.3658217 26.6042534)",
209205168,2,trunk,False,False,28.202,"LINESTRING (81.3657684 26.6059228, 81.3659734 26.6057475)",NH731
209205168,2,trunk,False,True,40.06,"LINESTRING (81.3657684 26.6059228, 81.3654831 26.6061772)",NH731
609016805,,unclassified,False,False,64.373,"LINESTRING (81.3657684 26.6059228, 81.36554 26.6057294, 81.3652852 26.6057091, 81.3652101 26.6056935)",
517162436,,residential,False,True,6.585,"LINESTRING (81.3620954 26.602963, 81.3620875 26.6029042)",
517162436,,residential,False,False,223.63600000000002,"LINESTRING (81.3620954 26.602963, 81.3621132 26.6030941, 81.3621167 26.6032777, 81.3621132 26.6035047, 81.3621475 26.6037119, 81.3621282 26.6038347, 81.3620724 26.6040074, 81.3619386 26.6043118, 81.3618557 26.6045215, 81.3618335 26.6046783, 81.3618364 26.6048132, 81.3618701 26.6049219)",
517162452,,residential,False,True,143.999,"LINESTRING (81.3620954 26.602963, 81.3619652 26.6029963, 81.3618579 26.6030212, 81.3615725 26.6031402, 81.3614158 26.6032054, 81.3612334 26.6032227, 81.3609845 26.603215, 81.3608708 26.6032342, 81.360706 26.6032531)",
517162436,,residential,False,False,6.585,"LINESTRING (81.3620875 26.6029042, 81.3620954 26.602963)",
