osmid,oneway,ref,highway,junction,reversed,length,geometry,lanes
62518647,True,SH41,primary,roundabout,False,1.467,"LINESTRING (72.5866916 23.1684427, 72.5867056 23.1684398)",
62518647,True,SH41,primary,roundabout,False,3.788,"LINESTRING (72.5866021 23.1682744, 72.5865823 23.1683032)",
62518647,True,SH41,primary,roundabout,False,20.412,"LINESTRING (72.586776 23.1682864, 72.5867399 23.1682547, 72.5866922 23.168241, 72.5866429 23.168248, 72.5866021 23.1682744)",
62518647,True,SH41,primary,roundabout,False,4.3,"LINESTRING (72.5867919 23.1683222, 72.586776 23.1682864)",
62518647,True,SH41,primary,roundabout,False,3.246,"LINESTRING (72.5867532 23.1684204, 72.5867748 23.168399)",
62518647,True,SH41,primary,roundabout,False,22.733,"LINESTRING (72.5865823 23.1683032, 72.5865742 23.1683365, 72.5865785 23.1683703, 72.5865947 23.1684009, 72.5866212 23.1684248, 72.5866547 23.1684393, 72.5866916 23.1684427)",
131653484,True,SH41,primary,,False,32.761,"LINESTRING (72.5865823 23.1683032, 72.5864499 23.1684108, 72.5863469 23.168503)",
908791347,True,SH41,primary,,False,83.041,"LINESTRING (72.5869127 23.1673312, 72.5868523 23.167637, 72.5867906 23.1678848, 72.5867247 23.1680562)",2
903253923,True,,unclassified,roundabout,False,5.009,"LINESTRING (72.5809739 23.1668477, 72.5810178 23.1668277)",
85207831,True,,tertiary,,False,16.573,"LINESTRING (72.5842568 23.1674764, 72.5844168 23.1675004)",
903001956,False,,residential,,True,6.894,"LINESTRING (72.5842568 23.1674764, 72.5842606 23.1674145)",
85207831,True,,tertiary,,False,72.52199999999999,"LINESTRING (72.5810178 23.1668277, 72.581061 23.1668842, 72.5811221 23.16693, 72.5811972 23.1669661, 72.5812804 23.1669991, 72.5816327 23.1671303)",
903253923,True,,unclassified,roundabout,False,7.992999999999999,"LINESTRING (72.5810178 23.1668277, 72.5810521 23.1667956, 72.5810646 23.1667713)",
562679840,True,,residential,,False,43.371,"LINESTRING (72.5819191 23.1620609, 72.5823432 23.1620509)",
562682741,False,,residential,,False,9.03,"LINESTRING (72.5819191 23.1620609, 72.5819114 23.16198)",
562682741,False,,residential,,True,34.315,"LINESTRING (72.5819191 23.1620609, 72.5819591 23.1623673)",
562679840,True,,residential,,False,45.176,"LINESTRING (72.5823432 23.1620509, 72.5827849 23.1620388)",
562682743,False,,residential,,False,9.011,"LINESTRING (72.5823432 23.1620509, 72.5823381 23.16197)",
562682743,False,,residential,,True,36.424,"LINESTRING (72.5823432 23.1620509, 72.5823642 23.1623779)",
562679840,True,,residential,,False,69.183,"LINESTRING (72.5827849 23.1620388, 72.5834615 23.1620268)",
562682744,False,,residential,,False,29.451,"LINESTRING (72.5827849 23.1620388, 72.5828036 23.1623031)",
562682744,False,,residential,,True,8.825,"LINESTRING (72.5827849 23.1620388, 72.5827794 23.1619596)",
562682744,False,,residential,,True,29.451,"LINESTRING (72.5828036 23.1623031, 72.5827849 23.1620388)",
562679840,True,,residential,,False,47.488,"LINESTRING (72.5814548 23.1620739, 72.5819191 23.1620609)",
562679888,False,,residential,,False,9.251,"LINESTRING (72.5814548 23.1620739, 72.5814545 23.1619907)",
562679888,False,,residential,,True,142.38400000000001,"LINESTRING (72.5814548 23.1620739, 72.5814674 23.162284, 72.5814844 23.1623164, 72.5815122 23.1623417, 72.581956 23.1624452, 72.582378 23.1625074, 72.582478 23.16252, 72.5825769 23.1625297)",
901865367,False,,residential,,False,9.761,"LINESTRING (72.5789815 23.1621328, 72.5789594 23.1620474)",
902950837,False,,residential,,False,23.52,"LINESTRING (72.5789815 23.1621328, 72.5789976 23.1623438)",
562679840,True,,residential,,False,147.235,"LINESTRING (72.5789815 23.1621328, 72.5801305 23.1621099, 72.5804213 23.1621017)",
562679870,False,,residential,,False,8.676,"LINESTRING (72.5789976 23.1623438, 72.5789997 23.1624218)",
902950837,False,,residential,,True,23.52,"LINESTRING (72.5789976 23.1623438, 72.5789815 23.1621328)",
