osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,ref,name,bridge,junction
"[11286987, 1063589149, 144835803]",True,"['1', '2']",primary_link,50,False,181.398,"LINESTRING (19.1601187 48.735678, 19.1607492 48.7357221, 19.1612913 48.7357554, 19.1620713 48.7358149, 19.1624306 48.7358412, 19.1625775 48.7358546)",,,,
"[315108484, 99361372]",False,5,primary,50,True,189.78699999999998,"LINESTRING (19.1601187 48.735678, 19.1587116 48.7354266, 19.1581555 48.7353346, 19.1578416 48.7352865, 19.1576115 48.7352568)",66,Štefánikovo nábrežie,,
50848107,False,4,primary,50,True,7.069,"LINESTRING (19.1570302 48.7352116, 19.1569344 48.7352046)",66,Štefánikovo nábrežie,,
20869177,True,2,tertiary,,False,283.59,"LINESTRING (19.1570302 48.7352116, 19.1567251 48.7358352, 19.1566956 48.7358955, 19.156435 48.7364283, 19.1562229 48.736846, 19.1560028 48.7372692, 19.1558463 48.7374769, 19.1557145 48.7376017)",,Námestie slobody,,
50848106,False,5,primary,50,False,42.928,"LINESTRING (19.1570302 48.7352116, 19.1574443 48.7352419, 19.1576115 48.7352568)",66,Štefánikovo nábrežie,,
"[11286994, 11286996, 11286997]",True,,tertiary,50,False,60.771,"LINESTRING (19.1635627 48.7360541, 19.1634787 48.7360984, 19.1634223 48.7361487, 19.1632147 48.7363849, 19.1631066 48.7365054)",,29. augusta,yes,
182921056,True,,tertiary,,False,19.666,"LINESTRING (19.1635627 48.7360541, 19.1635202 48.7360433, 19.1634933 48.7360327, 19.1634687 48.7360193, 19.1634473 48.7360037, 19.1634297 48.7359862, 19.1634162 48.7359672, 19.163407 48.735947, 19.1634025 48.7359262)",,29. augusta,,roundabout
"[182921056, 304372969, 304859005, 305114174]",True,,tertiary,,False,63.27900000000001,"LINESTRING (19.1634025 48.7359262, 19.1634026 48.7359052, 19.163409 48.7358801, 19.1634221 48.7358562, 19.1634414 48.7358342, 19.1634663 48.7358148, 19.1634961 48.7357986, 19.1635313 48.7357857, 19.1635695 48.7357773, 19.1636095 48.7357738, 19.1636497 48.7357752, 19.163689 48.7357816, 19.1637257 48.7357926, 19.1637588 48.735808, 19.1637869 48.7358271, 19.1638091 48.7358494, 19.1638279 48.7358817, 19.1638343 48.7359161, 19.163828 48.7359505, 19.1638152 48.7359749, 19.163796 48.7359974, 19.1637709 48.7360172)",,29. augusta,,roundabout
305114174,True,,tertiary,,False,16.522,"LINESTRING (19.1637709 48.7360172, 19.1637359 48.7360359, 19.1636957 48.7360494, 19.1636522 48.7360571, 19.1636072 48.7360587, 19.1635627 48.7360541)",,29. augusta,,roundabout
99361480,True,,tertiary,50,False,61.28,"LINESTRING (19.1625775 48.7358546, 19.162972 48.7359075, 19.1631999 48.7359282, 19.1632957 48.7359312, 19.1634025 48.7359262)",,29. augusta,,
